,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,铁矿石,铁矿石,鸡蛋,天胶,甲醇,淀粉,沥青,沪锌,PVC,热卷,沪铜,沪铝
1,焦煤,天胶,沪镍,菜粕,沪银,焦炭,PVC,焦炭,热卷,沪镍,PVC,沪铝,沪锌
2,铁矿石,沪镍,动力煤,PVC,沪镍,玻璃,PTA,玻璃,玻璃,棉花,菜粕,沪锌,沪铜
3,PTA,沪银,鸡蛋,沪镍,PTA,沥青,聚丙烯,螺纹钢,沪铜,菜粕,棕榈油,PTA,玻璃
4,动力煤,螺纹钢,甲醇,豆粕,铁矿石,豆一,塑料,沪锌,PTA,豆一,棉花,白糖,白糖
