,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,铁矿石,铁矿石,沪铜,豆一,焦炭,铁矿石,焦煤,沥青,白糖,动力煤,豆粕,豆粕
1,淀粉,焦煤,天胶,沪铝,沪镍,焦煤,聚丙烯,螺纹钢,沪镍,菜粕,甲醇,沪金,玉米
2,沪锌,沪铝,沪铝,鸡蛋,玻璃,热卷,塑料,沪金,甲醇,棕榈油,菜粕,沪银,沪银
3,白糖,焦炭,淀粉,天胶,甲醇,铁矿石,沪镍,豆一,动力煤,动力煤,淀粉,铁矿石,沪金
4,PTA,沪铜,沪铜,豆一,铁矿石,沪金,焦炭,热卷,沪铝,棉花,螺纹钢,天胶,焦煤
