,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,铁矿石,PVC,沪镍,沥青,玉米,PVC,玻璃,棕榈油,玻璃,沥青,沪铜,沪铜,玻璃
1,PVC,动力煤,沥青,动力煤,塑料,沪银,沪金,沪镍,白糖,玉米,玻璃,沪锌,沪锌
2,甲醇,塑料,动力煤,沪镍,焦煤,沥青,棕榈油,棉花,PVC,沪镍,焦煤,沪铝,动力煤
3,焦煤,聚丙烯,PVC,PVC,沥青,豆油,菜粕,玉米,沪铜,甲醇,沪铝,螺纹钢,沪铝
4,焦炭,玉米,焦炭,螺纹钢,淀粉,玻璃,天胶,沪铜,棕榈油,PVC,鸡蛋,PTA,沪铜
