,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,鸡蛋,菜粕,豆粕,玉米,玻璃,焦炭,沥青,沥青,沥青,玻璃,沪铜,玻璃
1,铁矿石,沪镍,豆一,菜粕,焦煤,沪镍,PTA,豆一,豆粕,甲醇,热卷,焦炭,豆一
2,焦煤,玻璃,豆粕,豆一,沥青,淀粉,焦煤,沪镍,PVC,豆一,PVC,螺纹钢,动力煤
3,热卷,沪金,鸡蛋,PVC,淀粉,玉米,豆粕,沪铝,豆油,淀粉,豆油,动力煤,淀粉
4,天胶,PTA,沪铝,沥青,棉花,沪银,PVC,白糖,玻璃,聚丙烯,豆粕,棉花,聚丙烯
