,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,焦炭,铁矿石,天胶,沪镍,热卷,铁矿石,铁矿石,淀粉,沪金,淀粉,沪镍,沪镍
1,沪银,焦煤,动力煤,焦炭,甲醇,螺纹钢,沪铝,热卷,铁矿石,棉花,棉花,铁矿石,沥青
2,淀粉,热卷,焦炭,铁矿石,沪银,甲醇,玻璃,棕榈油,鸡蛋,玉米,沪镍,天胶,铁矿石
3,沪金,PVC,沪锌,动力煤,动力煤,聚丙烯,甲醇,焦煤,沪铝,动力煤,螺纹钢,豆粕,天胶
4,白糖,天胶,焦煤,玻璃,玻璃,PVC,动力煤,焦炭,豆一,玻璃,玉米,沥青,PVC
