,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,焦炭,焦炭,焦炭,豆一,焦炭,棉花,沥青,棉花,玉米,沪金,豆粕,豆粕
1,沪金,PVC,天胶,铁矿石,沪镍,玻璃,螺纹钢,玻璃,玻璃,沪铜,玉米,天胶,天胶
2,白糖,焦煤,玻璃,天胶,玻璃,玉米,白糖,螺纹钢,沪铜,玻璃,棉花,铁矿石,沥青
3,豆油,鸡蛋,螺纹钢,螺纹钢,沪锌,热卷,沪镍,菜粕,PTA,沪锌,沥青,豆油,豆油
4,棕榈油,铁矿石,铁矿石,焦煤,甲醇,鸡蛋,玉米,玉米,沥青,焦煤,淀粉,沪镍,铁矿石
