,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,淀粉,豆粕,豆粕,塑料,豆一,铁矿石,热卷,热卷,豆一,焦炭,沪铜,玻璃
1,铁矿石,甲醇,沥青,豆一,玉米,铁矿石,淀粉,甲醇,豆一,甲醇,甲醇,焦炭,沪铜
2,焦煤,玉米,沪锌,沥青,焦煤,焦煤,焦炭,棕榈油,聚丙烯,淀粉,菜粕,螺纹钢,淀粉
3,天胶,棕榈油,淀粉,菜粕,沥青,沥青,鸡蛋,豆一,焦炭,棕榈油,动力煤,沪锌,菜粕
4,螺纹钢,菜粕,沪金,沪金,棉花,棉花,聚丙烯,PVC,甲醇,PTA,鸡蛋,焦煤,聚丙烯
