,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,菜粕,天胶,焦炭,豆一,棕榈油,棕榈油,沥青,沥青,玉米,沪金,铁矿石,豆粕
1,沪银,豆粕,玻璃,铁矿石,沪镍,玻璃,PTA,菜粕,沪铜,沪铜,玉米,豆粕,铁矿石
2,白糖,豆油,热卷,螺纹钢,玻璃,沪金,螺纹钢,玻璃,淀粉,焦煤,沥青,天胶,沥青
3,棉花,PTA,螺纹钢,天胶,沪锌,菜粕,沪金,焦煤,铁矿石,沥青,豆粕,豆油,天胶
4,淀粉,玉米,焦炭,热卷,甲醇,PTA,玻璃,螺纹钢,鸡蛋,螺纹钢,淀粉,沥青,豆油
