,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪银,螺纹钢,天胶,铁矿石,豆一,豆粕,动力煤,焦煤,沥青,玉米,淀粉,铁矿石,铁矿石
1,玉米,天胶,螺纹钢,焦炭,沪镍,沪铜,沪金,螺纹钢,淀粉,焦煤,豆粕,豆粕,沥青
2,棕榈油,铁矿石,铁矿石,螺纹钢,玻璃,豆一,沪铝,沪镍,棉花,螺纹钢,沪金,天胶,豆粕
3,白糖,焦炭,热卷,天胶,沪锌,螺纹钢,棕榈油,玻璃,沪铜,沪铜,沥青,豆油,豆油
4,淀粉,热卷,焦炭,焦煤,甲醇,焦煤,豆粕,沪铜,沪锌,沪锌,玻璃,沥青,天胶
