,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,棉花,天胶,鸡蛋,铁矿石,豆一,热卷,焦煤,热卷,豆一,热卷,热卷,豆粕,豆粕
1,沪银,鸡蛋,铁矿石,鸡蛋,沪镍,焦煤,焦炭,沪金,棉花,玉米,玻璃,铁矿石,沥青
2,沪金,动力煤,天胶,焦炭,玻璃,焦炭,沪镍,聚丙烯,天胶,聚丙烯,豆一,豆油,豆油
3,白糖,玻璃,动力煤,动力煤,沪锌,甲醇,淀粉,鸡蛋,淀粉,铁矿石,豆粕,沥青,铁矿石
4,玉米,PVC,焦炭,螺纹钢,甲醇,动力煤,螺纹钢,棉花,沪镍,螺纹钢,沪镍,天胶,豆一
