,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沥青,棕榈油,甲醇,豆粕,玉米,棕榈油,玻璃,棕榈油,焦煤,动力煤,动力煤,沪铜,玻璃
1,沪铝,豆油,沪镍,菜粕,塑料,沪镍,动力煤,淀粉,焦炭,PVC,螺纹钢,螺纹钢,沪铜
2,棕榈油,沪锌,白糖,豆一,焦煤,淀粉,淀粉,PTA,菜粕,豆一,甲醇,沪铝,菜粕
3,焦炭,PTA,沪银,沪镍,沥青,PVC,沪金,PVC,白糖,PTA,PTA,沪锌,动力煤
4,焦煤,淀粉,沪金,豆油,淀粉,沪金,铁矿石,沪镍,PTA,菜粕,沪银,PTA,白糖
