,VOLUME,OI
2014-03-24,86810.0,23808.0
2014-03-25,119854.0,30628.0
2014-03-26,37876.0,30280.0
2014-03-27,40230.0,30715.0
2014-03-28,34290.0,31540.0
2014-03-31,60970.0,32820.0
2014-04-01,17896.0,32068.0
2014-04-02,28570.0,34350.0
2014-04-03,20706.0,34205.0
2014-04-04,21360.0,35047.0
2014-04-08,40286.0,40436.0
2014-04-09,32902.0,40917.0
2014-04-10,19630.0,40616.0
2014-04-11,13100.0,38420.0
2014-04-14,12642.0,38510.0
2014-04-15,20724.0,37762.0
2014-04-16,18538.0,34076.0
2014-04-17,5590.0,33702.0
2014-04-18,51760.0,33249.0
2014-04-21,8292.0,32418.0
2014-04-22,23958.0,30475.0
2014-04-23,19844.0,29460.0
2014-04-24,12648.0,29043.0
2014-04-25,8566.0,29285.0
2014-04-28,17354.0,28315.0
2014-04-29,8736.0,27846.0
2014-04-30,9948.0,27605.0
2014-05-05,11568.0,26863.0
2014-05-06,4722.0,26490.0
2014-05-07,9532.0,26392.0
2014-05-08,13298.0,24822.0
2014-05-09,9612.0,24675.0
2014-05-12,11512.0,24132.0
2014-05-13,6694.0,23913.0
2014-05-14,7744.0,22508.0
2014-05-15,4666.0,22369.0
2014-05-16,11898.0,22089.0
2014-05-19,7402.0,21930.0
2014-05-20,3226.0,21896.0
2014-05-21,5076.0,22028.0
2014-05-22,5670.0,22015.0
2014-05-23,2478.0,21923.0
2014-05-26,6526.0,21979.0
2014-05-27,17214.0,23904.0
2014-05-28,6688.0,23700.0
2014-05-29,5696.0,23502.0
2014-05-30,11890.0,23206.0
2014-06-03,11494.0,22996.0
2014-06-04,7822.0,23068.0
2014-06-05,13050.0,22093.0
2014-06-06,5212.0,21718.0
2014-06-09,11062.0,19969.0
2014-06-10,8890.0,19716.0
2014-06-11,5292.0,19698.0
2014-06-12,12012.0,19826.0
2014-06-13,12994.0,20335.0
2014-06-16,18710.0,22719.0
2014-06-17,7882.0,22080.0
2014-06-18,19098.0,22596.0
2014-06-19,17156.0,23735.0
2014-06-20,19092.0,25424.0
2014-06-23,8742.0,24781.0
2014-06-24,6520.0,24411.0
2014-06-25,6804.0,24609.0
2014-06-26,11450.0,22859.0
2014-06-27,4814.0,23033.0
2014-06-30,4932.0,22380.0
2014-07-01,3924.0,22230.0
2014-07-02,7372.0,21623.0
2014-07-03,6234.0,21952.0
2014-07-04,5872.0,21462.0
2014-07-07,5172.0,20837.0
2014-07-08,6470.0,21572.0
2014-07-09,5230.0,21560.0
2014-07-10,9708.0,21534.0
2014-07-11,7836.0,22291.0
2014-07-14,12282.0,22327.0
2014-07-15,7740.0,22820.0
2014-07-16,5070.0,22025.0
2014-07-17,6182.0,20861.0
2014-07-18,12988.0,19338.0
2014-07-21,4414.0,19231.0
2014-07-22,4140.0,18817.0
2014-07-23,3616.0,18936.0
2014-07-24,2778.0,18962.0
2014-07-25,4538.0,18488.0
2014-07-28,7096.0,17358.0
2014-07-29,7024.0,16358.0
2014-07-30,2952.0,16057.0
2014-07-31,3886.0,15303.0
2014-08-01,7408.0,15967.0
2014-08-04,5896.0,15063.0
2014-08-05,11272.0,13430.0
2014-08-06,9316.0,12114.0
2014-08-07,4256.0,11635.0
2014-08-08,10304.0,9800.0
2014-08-11,3082.0,9118.0
2014-08-12,3194.0,8645.0
2014-08-13,3342.0,8279.0
2014-08-14,5210.0,8009.0
2014-08-15,4760.0,7796.0
