member_name	long_position	long_position_increase	long_potion_rate	short_position	short_position_increase	short_position_rate	vol	vol_increase	vol_rate
一德期货	719	12	0.97540461	385	-13	0.522295932	235	-169	0.217713545
上海东亚	384	26	0.520939319	412	-31	0.558924477	147	-367	0.13618677
上海中期	200	-8	0.271322562	229	-26	0.310664333	374	62	0.34648879
上海中财	307	-31	0.416480132	115	-63	0.156010473	770	81	0.713359274
上海大陆	87	10	0.118025314	104	-37	0.141087732	349	230	0.323327775
上海浙石	107	36	0.145157571	47	21	0.063760802	57	39	0.052807115
东兴期货	193	24	0.261826272	261	-24	0.354075943	298	-196	0.276079303
东吴期货	48	-7	0.065117415	433	-18	0.587413346	257	-339	0.238095238
东方期货	17	6	0.023062418	1	-1	0.001356613	27	3	0.025013897
东方汇金	110	-5	0.149227409	22	7	0.029845482	110	-14	0.101908468
东海期货	1710	6	2.319807904	818	152	1.109709278	1100	297	1.019084677
东航期货	1158	414	1.570957633	502	-549	0.68101963	2315	855	2.144710024
东证期货	1087	249	1.474638124	1743	344	2.364576126	3237	628	2.998888271
中信建投	756	-157	1.025599284	753	103	1.021529445	2114	-28	1.95849546
中信期货	3335	-393	4.524303718	2456	-292	3.331841059	4663	194	4.319992588
中原期货	112	-1	0.151940635	79	21	0.107172412	188	-24	0.174170836
中国国际	580	-508	0.786835429	652	-36	0.884511552	1180	214	1.093199926
中大期货	189	-26	0.256399821	181	-32	0.245546918	482	-514	0.446544377
中天期货	6	-7	0.008139677	32	5	0.04341161	92	-68	0.085232537
中州期货	9	-1	0.012209515	68	0	0.092249671	87	-15	0.080600334
中投期货	374	-22	0.507373191	1655	-4	2.245194199	296	-413	0.274226422
中粮期货	1334	72	1.809721487	685	32	0.929279774	830	329	0.768945711
中航期货	96	3	0.13023483	206	154	0.279462239	287	127	0.265888457
中融汇信	298	-60	0.404270617	297	-49	0.402914004	831	-235	0.769872151
中衍期货	182	8	0.246903531	106	12	0.143800958	330	-114	0.305725403
中辉期货	379	15	0.514156255	335	14	0.454465291	817	121	0.756901983
中金期货	512	-10	0.694585758	32	3	0.04341161	39	-91	0.036131184
中钢期货	71	-33	0.096319509	45	-4	0.061047576	67	-116	0.062071521
中银国际	44	-1	0.059690964	23	0	0.031202095	69	-35	0.063924402
九州期货	15	-3	0.020349192	8	5	0.010852902	86	-4	0.079673893
云晨期货	32	9	0.04341161	9	1	0.012209515	18	10	0.016675931
五矿经易	1852	-123	2.512446923	4688	444	6.359800849	3775	66	3.497313322
信达期货	392	86	0.531792221	478	100	0.648460923	876	422	0.811561979
倍特期货	49	-9	0.066474028	87	-14	0.118025314	203	15	0.188067445
先融期货	47	2	0.063760802	94	1	0.127521604	135	28	0.125069483
光大期货	3065	46	4.15801826	3010	-1	4.083404556	2915	-341	2.700574393
兴业期货	33	10	0.044768223	37	0	0.050194674	50	-20	0.046322031
兴证期货	1237	-20	1.678130045	1648	65	2.235697909	1819	-61	1.685195479
冠通期货	685	-629	0.929279774	114	47	0.15465386	842	151	0.780062998
创元期货	162	-6	0.219771275	117	-6	0.158723699	120	-140	0.111172874
前二十名合计	46031	1479	62.44624422	47984	1407	65.09570903	67183	987	62.24105985
前五名合计	18410	308	24.97524182	19872	470	26.95860974	29636	527	27.45599407
前十名合计	30089	1517	40.81912281	31654	611	42.94222186	45547	901	42.1965907
北京金鹏	84	4	0.113955476	182	-1	0.246903531	19	-184	0.017602372
北京首创	199	-42	0.269965949	346	16	0.469388032	188	-114	0.174170836
华信万达	408	58	0.553498026	212	60	0.287601916	584	-61	0.541041319
华创期货	15	1	0.020349192	13	0	0.017635967	35	5	0.032425422
华安期货	253	-24	0.343223041	150	-30	0.203491921	392	46	0.363164721
华泰期货	2654	-37	3.600450395	4502	105	6.107470867	2606	-589	2.414304243
华联期货	29	-21	0.039341771	178	12	0.24147708	227	16	0.21030202
华融期货	123	-3	0.166863376	53	-3	0.071900479	72	-48	0.066703724
华西期货	665	171	0.902147518	379	175	0.514156255	964	-103	0.893088753
华金期货				36	9	0.048838061	25	17	0.023161015
华鑫期货	68	5	0.092249671	140	102	0.189925793	157	-325	0.145451177
华闻期货	113	22	0.153297247	75	3	0.101745961	71	-20	0.065777284
华龙期货	2	-2	0.002713226	34	-2	0.046124836	42	-26	0.038910506
南华期货	1000	-47	1.356612809	889	-103	1.206028787	2266	-321	2.099314434
南证期货	34	5	0.046124836	151	1	0.204848534	142	95	0.131554567
同信久恒	121	-128	0.16415015	49	-1	0.066474028	191	67	0.176950157
和合期货	11	-4	0.014922741	8	1	0.010852902	49	-31	0.04539559
和融期货				3	-10	0.004069838	10	-48	0.009264406
国信期货	585	59	0.793618493	770	-70	1.044591863	1083	229	1.003335186
国元期货	67	-12	0.090893058	94	-12	0.127521604	204	37	0.188993885
国富期货	1472	-96	1.996934055	1519	-53	2.060694857	1277	484	1.183064666
国投安信	1953	677	2.649464816	1724	-416	2.338800483	4645	771	4.303316657
国泰君安	3002	-306	4.072551653	2151	85	2.918074152	3203	-924	2.96738929
国海良时	1177	126	1.596733276	348	54	0.472101258	1064	-80	0.985732815
国联期货	755	112	1.024242671	943	-75	1.279285879	539	155	0.499351492
国贸期货	2193	21	2.97505189	459	-9	0.622685279	558	153	0.516953863
国都期货	731	0	0.991683963	2701	-1	3.664211197	217	-313	0.201037613
国金期货	91	0	0.123451766	205	-21	0.278105626	341	-29	0.31591625
大地期货	473	155	0.641677859	169	35	0.229267565	356	-20	0.329812859
大有期货	82	0	0.11124225	118	35	0.160080311	347	182	0.321474893
大越期货	452	-11	0.61318899	59	13	0.080040156	164	1	0.151936261
大连良运	2	-52	0.002713226	48	11	0.065117415	101	-61	0.093570502
大通期货				2	-26	0.002713226	56	-126	0.051880674
天富期货	6	-1	0.008139677	0	-1	0	20	13	0.018528812
天风期货	68	20	0.092249671	87	14	0.118025314	118	6	0.109319993
天鸿期货	61	5	0.082753381	47	7	0.063760802	72	56	0.066703724
安粮期货	185	73	0.25097337	213	14	0.288958528	723	-123	0.669816565
宏源期货	919	201	1.246727172	751	32	1.01881622	1809	-357	1.675931073
宝城期货	249	59	0.337796589	257	126	0.348649492	555	-301	0.514174541
山西三立	4	0	0.005426451	10	0	0.013566128	6	2	0.005558644
山金期货	5	0	0.006783064	0	-2	0	24	16	0.022234575
平安期货	172	1	0.233337403	1429	40	1.938599704	437	-95	0.404854549
广发期货	2759	221	3.74289474	2047	254	2.77698642	4547	525	4.212525477
广州期货	172	11	0.233337403	135	61	0.183142729	320	56	0.296460997
广州金控	69	-7	0.093606284	175	23	0.237407242	344	-53	0.318695572
建信期货	251	26	0.340509815	411	3	0.557567865	263	-104	0.243653882
