member_name,long_position,long_position_increase,long_potion_rate,short_position,short_position_increase,short_position_rate,vol,vol_increase,vol_rate
一德期货,2081.0,357.0,0.173807008239,10541.0,1610.0,0.880393884599,10843.0,8682.0,0.631800611349
上海东亚,1240.0,0.0,0.10356592514,863.0,220.0,0.0720785430613,920.0,376.0,0.0536066183197
上海中期,4335.0,309.0,0.362063133454,6297.0,359.0,0.525931153716,6732.0,-429.0,0.392260602748
上海中财,1056.0,22.0,0.0881980781839,1549.0,244.0,0.129373885518,1508.0,1065.0,0.0878682395936
上海大陆,2971.0,1724.0,0.2481406158,1690.0,167.0,0.141150333457,4025.0,1680.0,0.234528955149
上海浙石,1.0,0.0,8.35209073711e-05,3436.0,0.0,0.286977837727,608.0,406.0,0.0354269825417
东兴期货,389.0,-11.0,0.0324896329674,1177.0,965.0,0.0983041079758,2352.0,1509.0,0.137046485096
东吴期货,511.0,-63.0,0.0426791836667,923.0,196.0,0.0770897975036,1935.0,64.0,0.112748702662
东方汇金,93588.0,3907.0,7.81655467905,3155.0,344.0,0.263508462756,10229.0,-107.0,0.596024020426
东海期货,2955.0,-289.0,0.246804281282,21761.0,120.0,1.8174984653,8675.0,-2700.0,0.505475449917
东航期货,13287.0,-246.0,1.10974229624,31337.0,311.0,2.61729467429,34229.0,7909.0,1.99445754181
东证期货,5999.0,-1078.0,0.501041923319,26807.0,7420.0,2.2389449639,24114.0,13060.0,1.40507608061
中信建投,22626.0,-1260.0,1.88974405018,12931.0,713.0,1.08000885322,22585.0,12535.0,1.31598421169
中信期货,48606.0,2773.0,4.05961722368,27332.0,-1738.0,2.28279344027,29303.0,15694.0,1.70742906155
中原期货,10136.0,103.0,0.846567917114,4524.0,492.0,0.377848584947,2483.0,-2197.0,0.1446796014
中国国际,8708.0,-3.0,0.727300061388,11651.0,2710.0,0.973102091781,21085.0,506.0,1.2285821166
中大期货,6516.0,-424.0,0.54422223243,3243.0,156.0,0.270858302605,5112.0,-585.0,0.297866340055
中州期货,932.0,-75.0,0.0778414856699,267.0,-68.0,0.0223000822681,2333.0,791.0,0.135939391891
中投期货,6153.0,202.0,0.513904143055,6420.0,-798.0,0.536204225323,4784.0,-2382.0,0.278754415263
中粮期货,74289.0,17595.0,6.20468468769,62081.0,22.0,5.18506145051,82397.0,37413.0,4.80111361923
中航期货,1821.0,167.0,0.152091572323,2166.0,442.0,0.180906285366,3043.0,-312.0,0.177309716899
中融汇信,2217.0,-1159.0,0.185165851642,7189.0,2052.0,0.600431803091,14985.0,6388.0,0.873146929914
中衍期货,4460.0,143.0,0.372503246875,2464.0,329.0,0.205795515762,7828.0,52.0,0.456122400225
中辉期货,3372.0,275.0,0.281632499655,2368.0,1099.0,0.197777508655,9852.0,2091.0,0.574056960528
中金期货,10812.0,-82.0,0.903028050497,16024.0,698.0,1.33833901972,794.0,680.0,0.0462648423324
