,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,豆油,天胶,天胶,豆一,沪镍,热卷,塑料,热卷,沪金,沥青,豆粕,豆粕
1,玉米,菜粕,塑料,豆一,沪镍,沥青,棕榈油,玻璃,沪铜,菜粕,沪金,铁矿石,玉米
2,棉花,豆粕,PVC,沪铝,玻璃,玉米,沪镍,沥青,沪金,沪锌,动力煤,沪金,PVC
3,沪银,棕榈油,豆油,甲醇,甲醇,淀粉,豆粕,沪铜,聚丙烯,豆一,热卷,玉米,沪银
4,白糖,动力煤,棕榈油,棕榈油,铁矿石,沪铜,玉米,玉米,PVC,沪铜,甲醇,沪银,沪金
