,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦煤,焦煤,沪锌,沥青,玉米,PVC,焦炭,焦煤,焦炭,焦煤,焦煤,沪铜,玻璃
1,沪镍,沪镍,焦煤,沪镍,塑料,焦煤,焦煤,动力煤,淀粉,淀粉,焦炭,沪锌,沪锌
2,焦炭,焦炭,热卷,动力煤,焦煤,螺纹钢,PVC,淀粉,焦煤,聚丙烯,白糖,沪铝,热卷
3,动力煤,玻璃,淀粉,热卷,沥青,豆粕,玻璃,PTA,动力煤,PTA,沪铝,螺纹钢,沪铝
4,铁矿石,热卷,菜粕,螺纹钢,淀粉,豆一,淀粉,沪银,沪锌,沪银,鸡蛋,动力煤,动力煤
