,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沥青,沥青,动力煤,沥青,玉米,热卷,白糖,棕榈油,PVC,沥青,焦煤,沪铜,沪锌
1,沪铜,PVC,PVC,PTA,塑料,沥青,豆一,玉米,白糖,焦煤,沪铜,沪锌,玻璃
2,焦煤,PTA,沥青,动力煤,焦煤,豆油,棉花,棉花,焦煤,玉米,玉米,沪铝,沪铝
3,PTA,动力煤,PTA,棉花,沥青,淀粉,聚丙烯,沪镍,玻璃,沪镍,塑料,螺纹钢,动力煤
4,PVC,热卷,螺纹钢,沪镍,淀粉,沪镍,玻璃,淀粉,沪金,玻璃,沪锌,PTA,棉花
