,A.DCE,C.DCE,CS.DCE,M.DCE,Y.DCE,P.DCE,JD.DCE,L.DCE,PP.DCE,V.DCE,J.DCE,JM.DCE,I.DCE
2013/2/21,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/2/22,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/2/25,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/2/26,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/2/27,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/2/28,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/1,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/4,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/5,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/6,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/7,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/8,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/11,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/12,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/13,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/14,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/15,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/18,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/19,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/20,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/21,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1305.DCE,J1309.DCE,,
2013/3/22,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,,
2013/3/25,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/3/26,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/3/27,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/3/28,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/3/29,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/1,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/2,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/3,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/8,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/9,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/10,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/11,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/12,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/15,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/16,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/17,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/18,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/19,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/22,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/23,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/24,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/25,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/4/26,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/2,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/3,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/6,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/7,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/8,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/9,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/10,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/13,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/14,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/15,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/16,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/17,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/20,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/21,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/22,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/23,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/24,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/27,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/28,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/29,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/30,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/5/31,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/3,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/4,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/5,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/6,A1309.DCE,C1309.DCE,,M1309.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/7,A1309.DCE,C1309.DCE,,M1401.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/13,A1401.DCE,C1309.DCE,,M1401.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/14,A1401.DCE,C1309.DCE,,M1401.DCE,Y1309.DCE,P1309.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/17,A1401.DCE,C1309.DCE,,M1401.DCE,Y1309.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/18,A1401.DCE,C1309.DCE,,M1401.DCE,Y1309.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/19,A1401.DCE,C1309.DCE,,M1401.DCE,Y1309.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/20,A1401.DCE,C1309.DCE,,M1401.DCE,Y1309.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/21,A1401.DCE,C1309.DCE,,M1401.DCE,Y1309.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1309.DCE,JM1309.DCE,
2013/6/24,A1401.DCE,C1309.DCE,,M1401.DCE,Y1309.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1401.DCE,JM1309.DCE,
2013/6/25,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1401.DCE,JM1309.DCE,
2013/6/26,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1401.DCE,JM1309.DCE,
2013/6/27,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1401.DCE,JM1309.DCE,
2013/6/28,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1401.DCE,JM1309.DCE,
2013/7/1,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1401.DCE,JM1309.DCE,
2013/7/2,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/3,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/4,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1309.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/5,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/8,A1401.DCE,C1309.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/9,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/10,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/11,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/12,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/15,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/16,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/17,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/18,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1309.DCE,J1401.DCE,JM1401.DCE,
2013/7/19,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/7/22,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/7/23,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/7/24,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/7/25,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/7/26,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/7/29,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/7/30,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/7/31,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/1,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/2,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/5,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/6,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/7,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/8,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/9,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/12,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/13,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/14,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/15,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/16,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/19,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/20,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/21,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/22,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/23,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/26,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/27,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/28,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/29,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/8/30,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/2,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/3,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/4,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/5,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/6,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/9,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/10,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/11,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/12,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/13,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/16,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/17,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/18,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/23,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/24,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/25,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/26,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/27,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/9/30,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/8,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/9,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/10,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/11,A1401.DCE,C1401.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/14,A1401.DCE,C1405.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/15,A1401.DCE,C1405.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/16,A1401.DCE,C1405.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/17,A1405.DCE,C1405.DCE,,M1401.DCE,Y1401.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/18,A1405.DCE,C1405.DCE,,M1401.DCE,Y1405.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,
2013/10/21,A1405.DCE,C1405.DCE,,M1401.DCE,Y1405.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,I1405.DCE
2013/10/22,A1405.DCE,C1405.DCE,,M1401.DCE,Y1405.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,I1405.DCE
2013/10/23,A1405.DCE,C1405.DCE,,M1401.DCE,Y1405.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,I1405.DCE
2013/10/24,A1405.DCE,C1405.DCE,,M1401.DCE,Y1405.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,I1405.DCE
2013/10/25,A1405.DCE,C1405.DCE,,M1401.DCE,Y1405.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,I1405.DCE
2013/10/28,A1405.DCE,C1405.DCE,,M1401.DCE,Y1405.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,I1405.DCE
2013/10/29,A1405.DCE,C1405.DCE,,M1401.DCE,Y1405.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,I1405.DCE
2013/10/30,A1405.DCE,C1405.DCE,,M1401.DCE,Y1405.DCE,P1401.DCE,,L1401.DCE,,V1401.DCE,J1401.DCE,JM1401.DCE,I1405.DCE
