,PP1405.DCE,PP1406.DCE,PP1407.DCE,PP1408.DCE,PP1409.DCE,PP1410.DCE,PP1411.DCE,PP1412.DCE,PP1501.DCE,PP1502.DCE,PP1503.DCE,PP1504.DCE,PP1505.DCE,PP1506.DCE,PP1507.DCE,PP1508.DCE,PP1509.DCE,PP1510.DCE,PP1511.DCE,PP1512.DCE,PP1601.DCE,PP1602.DCE,PP1603.DCE,PP1604.DCE,PP1605.DCE,PP1606.DCE,PP1607.DCE,PP1608.DCE,PP1609.DCE,PP1610.DCE,PP1611.DCE,PP1612.DCE,PP1701.DCE,PP1702.DCE,PP1703.DCE,PP1704.DCE,PP1705.DCE,PP1706.DCE,PP1707.DCE,PP1708.DCE,PP1709.DCE,PP1710.DCE,PP1711.DCE,PP1712.DCE,PP1801.DCE,PP1802.DCE,PP1803.DCE,PP1804.DCE,PP1805.DCE,PP1806.DCE,PP1807.DCE,PP1808.DCE,PP1809.DCE,PP1810.DCE,PP1811.DCE,PP1812.DCE
2015-12-15,,,,,,,,,,,,,,,,,,,,,6011.0,6065.0,,,5560.0,,,5364.0,5330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,,,,,,,,,6037.0,,,,5519.0,5585.0,,,5299.0,,,5411.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,,,,,,,,,,6102.0,,,,5521.0,,,,5260.0,5334.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,,,,,,,,,,6102.0,,,,5512.0,5580.0,,,5275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,,,,,,,,,,6166.0,,,5735.0,5575.0,5694.0,,,5342.0,,5432.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,,,,,,,,,6162.0,6366.0,,,5708.0,5726.0,5543.0,5600.0,5497.0,5570.0,,5517.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,,,,,,,,,,6225.0,6125.0,6099.0,5812.0,5782.0,,5570.0,5562.0,5590.0,5600.0,5572.0,5540.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,,,,,,,,,6288.0,6449.0,6275.0,6070.0,5801.0,,5570.0,5813.0,5612.0,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,,,,,,,,,,,,,6499.0,,,5881.0,5897.0,5807.0,,,5690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,,,,,,,,,6492.0,,,5899.0,5868.0,5792.0,5614.0,,5617.0,5784.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,,,,,,,,,6421.0,6499.0,,5962.0,5720.0,5750.0,,,5504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,,,,,,,,,6437.0,6476.0,,,5868.0,5883.0,,,5615.0,,5509.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,6371.0,6479.0,,,5806.0,5966.0,,,5577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,,,,,,,,,6400.0,,,,5880.0,5751.0,,,5667.0,5630.0,,5625.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,,,,,,,,,,6330.0,6430.0,,,5770.0,5830.0,,,5555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,,,,,,,,,6360.0,6300.0,,,5760.0,5715.0,,,5550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,,,,,,,,,,6200.0,6121.0,6011.0,5788.0,5701.0,5708.0,,,5445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,,,,,,,,,6100.0,,,5816.0,5656.0,5683.0,,,5420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,,,,,,,,,,6360.0,,5711.0,5696.0,5624.0,5536.0,,5470.0,5418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,,,,,,,,,5980.0,,5760.0,5708.0,5580.0,5434.0,,,5346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,,,,,,,,,,,,,5950.0,,,,5588.0,5554.0,,,5322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,,,,,,,,,,5850.0,,,5651.0,5575.0,5580.0,,,5330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,,,,,,,,,,5700.0,,,5875.0,5696.0,5600.0,,,5448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,,,,,,,,,,,6397.0,,,5640.0,5695.0,,,5398.0,5485.0,,,5306.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,,,,,,,,,,,,6468.0,,,5800.0,5821.0,,,5545.0,5485.0,,,5378.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,5879.0,5982.0,5900.0,5807.0,5797.0,,5650.0,,,,5480.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,6025.0,5894.0,,,,5620.0,,,,5458.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,,,,,,,,,,,,6194.0,,6023.0,6001.0,6114.0,,,5783.0,,,,5505.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,,,,,,,,,,,,6006.0,,,6010.0,5981.0,,5705.0,5660.0,,,,5580.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,6025.0,5962.0,5921.0,,,5670.0,,5630.0,,5500.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,,,,,,,,,,,,,5933.0,5969.0,,6097.0,6151.0,6067.0,,5770.0,,5703.0,,5585.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,6196.0,6091.0,,,5870.0,,,,5662.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,,,,,,,,,,,,5880.0,,6141.0,6174.0,6108.0,,,5858.0,,,5790.0,5665.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,6125.0,6129.0,,,5800.0,,,,5603.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,6096.0,6150.0,,,5762.0,,,,5558.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,6265.0,6166.0,6150.0,6002.0,,5800.0,,,,5581.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,6400.0,6310.0,6301.0,,,,5880.0,,,,5678.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,6386.0,,,,5938.0,,,,5700.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,6783.0,6716.0,6390.0,6248.0,,,6000.0,,,,5792.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,6289.0,6336.0,6278.0,,,5999.0,,,,5786.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,6297.0,6268.0,6267.0,,,5896.0,5785.0,,5849.0,5710.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,6444.0,,6212.0,6238.0,6078.0,,5820.0,,,,5666.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,6559.0,6230.0,6232.0,,6011.0,5810.0,,,5740.0,5621.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,6494.0,6414.0,6430.0,,,5970.0,,,,5701.0,5989.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,6405.0,6422.0,,,5976.0,5908.0,,,5757.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,6371.0,6380.0,6349.0,,6163.0,5978.0,,,,5707.0,5810.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,6591.0,6469.0,6454.0,,6194.0,6060.0,6170.0,5938.0,,5805.0,5664.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,6500.0,6401.0,6480.0,6175.0,6055.0,6093.0,6068.0,6018.0,5800.0,5870.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,6588.0,6478.0,,,6180.0,,,,5831.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,6553.0,6612.0,6355.0,,,6180.0,,,,5875.0,6024.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,6620.0,6615.0,6585.0,6543.0,6255.0,,6150.0,,5950.0,6041.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,6754.0,,6729.0,,6431.0,,,,6106.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,6845.0,6983.0,6842.0,,6554.0,,,,6283.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,7351.0,7299.0,7108.0,,6916.0,6750.0,6705.0,6874.0,6488.0,6570.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,7074.0,6891.0,7064.0,,6800.0,6778.0,,6811.0,6580.0,6550.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,6908.0,6845.0,6881.0,,6550.0,6638.0,,6600.0,6355.0,6407.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,7154.0,7211.0,7154.0,7169.0,6886.0,6801.0,6830.0,,,6576.0,6580.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,7459.0,7100.0,7091.0,6813.0,6812.0,6681.0,6711.0,6752.0,,6451.0,6460.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,7688.0,6940.0,6982.0,,6669.0,6570.0,6640.0,,,6345.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,6963.0,6876.0,6871.0,,,6500.0,6341.0,,,6253.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,7398.0,6901.0,,,,6521.0,,,,6299.0,6485.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,7580.0,7167.0,7145.0,,,6712.0,6818.0,,,6500.0,6723.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,7711.0,7358.0,,,,6911.0,,7018.0,6919.0,6730.0,6830.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,7474.0,7360.0,7345.0,7199.0,,6960.0,,,,6729.0,6800.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,7847.0,7424.0,7172.0,6961.0,,7010.0,6915.0,,,6833.0,,6850.0,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,7220.0,7294.0,,,6820.0,6968.0,6948.0,,6591.0,6646.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,7117.0,7203.0,,,6750.0,6816.0,6803.0,6789.0,6566.0,6682.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,7800.0,7330.0,7386.0,7116.0,,6825.0,6910.0,,,6600.0,6641.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,,,,,,,,,,7456.0,7295.0,7362.0,,6959.0,6943.0,,,6702.0,6627.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,7650.0,7388.0,7350.0,7142.0,6972.0,6880.0,6787.0,,,6625.0,6514.0,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,7995.0,7400.0,7310.0,7170.0,7086.0,6840.0,,,,6566.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,7827.0,7418.0,,7075.0,,6800.0,6608.0,6698.0,,6540.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,7098.0,7361.0,,7272.0,6981.0,6834.0,6854.0,7064.0,,6530.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,7545.0,7340.0,7125.0,7010.0,7035.0,6958.0,,6727.0,6692.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,7558.0,,7147.0,,7020.0,6965.0,6934.0,6922.0,6724.0,6624.0,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,7500.0,7365.0,7145.0,7046.0,6965.0,,,,6650.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,7348.0,7277.0,6950.0,6854.0,6799.0,6911.0,6740.0,,6523.0,6500.0,6654.0,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,7220.0,7322.0,,,6818.0,6833.0,,,6540.0,6551.0,6332.0,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,7205.0,7022.0,7110.0,7070.0,6853.0,6771.0,6865.0,6794.0,6572.0,6597.0,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,7294.0,7241.0,,,6945.0,6909.0,,6793.0,6618.0,6719.0,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,7094.0,7151.0,7121.0,,6800.0,6818.0,,6694.0,6553.0,6575.0,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,7101.0,7120.0,7126.0,7019.0,6845.0,6892.0,,,6560.0,6583.0,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,7000.0,,7084.0,,6730.0,6829.0,6811.0,,6470.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,7080.0,7150.0,7176.0,7033.0,6861.0,6730.0,6871.0,,6556.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,6900.0,6831.0,7005.0,,6760.0,6685.0,6747.0,6592.0,6505.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,6765.0,6989.0,6939.0,,6629.0,6677.0,6696.0,6658.0,6500.0,6555.0,6539.0,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,6721.0,6959.0,,,6750.0,,6749.0,,6580.0,6655.0,6654.0,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,6850.0,7100.0,,,6750.0,6854.0,,6874.0,6600.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,6882.0,7195.0,7240.0,7125.0,6945.0,7033.0,,,6770.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,7050.0,7254.0,,7288.0,7150.0,6904.0,,,6950.0,6822.0,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,6970.0,,,7130.0,7095.0,7039.0,7068.0,,6973.0,6858.0,,6906.0,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,6848.0,6830.0,7144.0,,6947.0,7040.0,,,6800.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,6820.0,,6791.0,6894.0,6950.0,6876.0,,,6760.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,6700.0,,,,6798.0,6812.0,,,6660.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,6703.0,,,,6836.0,6851.0,,,6706.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,6650.0,,,,6739.0,6687.0,,,6588.0,,6629.0,,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,6650.0,,6875.0,,6786.0,,,,6655.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,6500.0,,6722.0,6716.0,6551.0,6567.0,6670.0,,6400.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,6700.0,6677.0,,6723.0,6733.0,6770.0,6800.0,,6501.0,6660.0,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,6980.0,6960.0,,,6784.0,6754.0,,,6547.0,6532.0,,6745.0,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,6690.0,,,,6717.0,6663.0,6815.0,,6487.0,6568.0,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,6750.0,7038.0,6940.0,6830.0,6807.0,6847.0,6745.0,6699.0,6588.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,6890.0,6876.0,,6721.0,6647.0,6680.0,,6507.0,6444.0,,6591.0,6388.0,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,6876.0,6663.0,6740.0,6741.0,6775.0,,6490.0,6460.0,6624.0,,6378.0,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,6871.0,6789.0,6680.0,6577.0,6376.0,6618.0,,6380.0,,6438.0,,6241.0,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6604.0,6587.0,6572.0,,6355.0,6306.0,,,6266.0,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,6568.0,,6373.0,6432.0,6403.0,6416.0,6367.0,6199.0,,,6355.0,6108.0,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,6551.0,,6470.0,6389.0,6279.0,6343.0,6271.0,6106.0,6022.0,,,6016.0,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,6625.0,,6370.0,6367.0,6372.0,,,6088.0,,6116.0,,5965.0,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,6504.0,,,6420.0,,,,6170.0,,,,6015.0,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,6652.0,,,6450.0,,,,6226.0,,,,6000.0,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,6539.0,6543.0,6547.0,6390.0,6543.0,6422.0,,6151.0,,,,6005.0,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,6750.0,6737.0,6645.0,6584.0,6609.0,6590.0,6502.0,6300.0,6362.0,6239.0,,6149.0,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6665.0,6603.0,,,6381.0,,,6448.0,6201.0,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6688.0,,,,6400.0,6356.0,,,6194.0,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6630.0,6760.0,6694.0,,6333.0,,,,6178.0,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6798.0,,6730.0,,6460.0,,,,6250.0,,,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,6849.0,6798.0,,,6498.0,6465.0,6334.0,,6340.0,6244.0,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,7009.0,6888.0,6770.0,6843.0,6816.0,,6380.0,6448.0,,6417.0,6250.0,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6780.0,,,,6440.0,,,,6205.0,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,7392.0,,,6932.0,6893.0,,,6555.0,,,,6320.0,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6806.0,6800.0,,,6470.0,6456.0,,,6246.0,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,7400.0,,,6805.0,6869.0,6868.0,,6440.0,,,,6230.0,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,7161.0,7109.0,6900.0,7117.0,6879.0,,6480.0,6526.0,,,6320.0,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,7371.0,,7138.0,7121.0,,,6640.0,6683.0,,6665.0,6409.0,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,7371.0,,7210.0,7284.0,,,6726.0,6854.0,6785.0,,6532.0,6660.0,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,7492.0,7430.0,7323.0,,,,6850.0,,,6928.0,6646.0,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,7348.0,7361.0,,7265.0,,6893.0,,,,6629.0,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,7240.0,7405.0,7340.0,7527.0,7237.0,,6837.0,6899.0,,,6580.0,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,7733.0,7466.0,7544.0,,7144.0,6860.0,6970.0,,,6608.0,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,7901.0,8030.0,7800.0,7593.0,7531.0,7267.0,7058.0,7090.0,6932.0,6952.0,6756.0,6666.0,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,8190.0,8045.0,8080.0,7817.0,7564.0,7289.0,7280.0,,,,6989.0,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,8190.0,8100.0,7930.0,7980.0,7816.0,,7200.0,7280.0,,,6868.0,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121.0,8075.0,7807.0,,,7292.0,7239.0,,,7021.0,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,8211.0,8180.0,8203.0,,7782.0,7360.0,7524.0,,,7100.0,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,8820.0,,8308.0,8479.0,,,7508.0,7467.0,7248.0,,7286.0,7398.0,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,8439.0,8126.0,8200.0,,,7400.0,7348.0,,,7107.0,7319.0,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,,8420.0,8410.0,,,7589.0,,,7553.0,7300.0,7348.0,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8170.0,8026.0,7867.0,,7384.0,7171.0,,7176.0,7062.0,6980.0,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,8189.0,8097.0,8097.0,7763.0,7477.0,7210.0,7156.0,,,6898.0,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8080.0,8051.0,,7244.0,7250.0,7269.0,,,6936.0,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,8350.0,8370.0,7939.0,7866.0,7611.0,7455.0,7410.0,,,7155.0,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,8418.0,8110.0,8059.0,,7477.0,7265.0,7279.0,,,7046.0,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144.0,8160.0,7992.0,,,7326.0,7377.0,,,7052.0,,7538.0,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.0,8128.0,7875.0,,7540.0,7372.0,7428.0,,7222.0,7061.0,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,8391.0,8080.0,8026.0,,,7439.0,7306.0,7255.0,,7150.0,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8050.0,,7725.0,,7280.0,7102.0,7081.0,,7021.0,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8080.0,8040.0,,,7286.0,,,,7000.0,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,8110.0,8150.0,,,,7316.0,,,,7081.0,7188.0,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8148.0,8069.0,,,7312.0,7052.0,7050.0,,7031.0,6889.0,,,,,,,,,,,,,,,,,,
