,PP1405.DCE,PP1406.DCE,PP1407.DCE,PP1408.DCE,PP1409.DCE,PP1410.DCE,PP1411.DCE,PP1412.DCE,PP1501.DCE,PP1502.DCE,PP1503.DCE,PP1504.DCE,PP1505.DCE,PP1506.DCE,PP1507.DCE,PP1508.DCE,PP1509.DCE,PP1510.DCE,PP1511.DCE,PP1512.DCE,PP1601.DCE,PP1602.DCE,PP1603.DCE,PP1604.DCE,PP1605.DCE,PP1606.DCE,PP1607.DCE,PP1608.DCE,PP1609.DCE,PP1610.DCE,PP1611.DCE,PP1612.DCE,PP1701.DCE,PP1702.DCE,PP1703.DCE,PP1704.DCE,PP1705.DCE,PP1706.DCE,PP1707.DCE,PP1708.DCE,PP1709.DCE,PP1710.DCE,PP1711.DCE,PP1712.DCE,PP1801.DCE,PP1802.DCE,PP1803.DCE,PP1804.DCE,PP1805.DCE,PP1806.DCE,PP1807.DCE,PP1808.DCE,PP1809.DCE,PP1810.DCE,PP1811.DCE,PP1812.DCE
2014-08-29,,,,,11586.0,,,10334.0,10580.0,,,,10050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,,,,,11600.0,,,,10550.0,,,,10030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,,,,,11600.0,10821.0,10850.0,,10514.0,,,,10016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,,,,,11598.0,,,,10599.0,,,,10050.0,10030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,,,,,11600.0,,,10665.0,10646.0,,,,10085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-05,,,,,11455.0,10706.0,,10373.0,10689.0,,10400.0,,10130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,,,,,11600.0,10606.0,,10483.0,10560.0,,,,10037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-10,,,,,11500.0,,,10451.0,10486.0,,,,9988.0,9837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,,,,,11405.0,10608.0,,,10401.0,,,,9910.0,,10012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-12,,,,,11800.0,10757.0,,10295.0,10432.0,,,,9926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,,,,,11400.0,,,,10340.0,,,,9846.0,9662.0,10064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-16,,,,,,10700.0,,10477.0,10395.0,,,,9912.0,,,,9730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,,,,,,,,,10450.0,10117.0,,,9999.0,,,,9745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18,,,,,,10666.0,10555.0,10326.0,10310.0,,10289.0,,9892.0,,10013.0,,9710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,,,,,,,,,10240.0,,,,9878.0,,,,9650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,,,,,,10441.0,10548.0,10256.0,10210.0,10214.0,,,9750.0,,,,9620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,,,,,,,10498.0,10199.0,10045.0,10036.0,,,9630.0,,,,9461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-24,,,,,,10500.0,,10121.0,9998.0,,,,9590.0,,,,9449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-25,,,,,,10500.0,,10082.0,10121.0,,,,9720.0,,,,9538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,,,,,,10500.0,,10349.0,10142.0,,,,9718.0,,,,9520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-29,,,,,,10850.0,10799.0,10479.0,10210.0,,,,9768.0,,,9806.0,9570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,10330.0,,,,9850.0,,,9991.0,9635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,,,,,,,,10001.0,10200.0,,,,9888.0,,,9748.0,9525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,,,,,,,,10127.0,10020.0,,,,9649.0,,9640.0,9698.0,9411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-10,,,,,,,10366.0,9980.0,9950.0,,,,9485.0,,9353.0,9329.0,9331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,,,,,,,,,9660.0,,,,9214.0,9357.0,,,9031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,,,,,,,10780.0,10199.0,9780.0,,,,9280.0,,,,9111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,,,,,,,10800.0,,9698.0,,,,9100.0,,,9287.0,9060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-16,,,,,,,10879.0,,9823.0,,,,9280.0,,,,9050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,,,,,,,,10200.0,9830.0,9710.0,,,9310.0,,,9151.0,9095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,,,,,,,10566.0,10200.0,9490.0,,,,9064.0,8846.0,9071.0,,8930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-21,,,,,,,10930.0,,9401.0,,,,8873.0,,,8705.0,8710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,,,,,,,10761.0,,9480.0,9555.0,,,8888.0,,,,8660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-23,,,,,,,,,9367.0,,,,8760.0,,,,8580.0,8771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-24,,,,,,,,,9650.0,,,,8999.0,,,,8799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-27,,,,,,,,,9799.0,9481.0,,,9130.0,,,,8860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,,,,,,,,,9819.0,9889.0,,,9050.0,,9266.0,,8850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,,,,,,,,10556.0,9930.0,,,,9238.0,,,,8900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,,,,,,,,,10010.0,9839.0,,,9265.0,,,,9000.0,8901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,,,,,,,10600.0,,9980.0,9933.0,,,9220.0,8965.0,,,8950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,,,,,,,,,10074.0,,9368.0,,9315.0,9200.0,,,9010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,,,,,,,,,9900.0,9562.0,,,9200.0,,,,8900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-05,,,,,,,,,9810.0,9616.0,,,9038.0,,,8808.0,8740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-06,,,,,,,,,9740.0,,,,8950.0,,,,8621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-07,,,,,,,,10090.0,9877.0,,,,8962.0,,,,8611.0,8723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-10,,,,,,,,10470.0,9995.0,,,,9050.0,,,,8665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-11,,,,,,,,10102.0,10018.0,,9180.0,,9133.0,,,,8670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-12,,,,,,,,,9835.0,,9274.0,,9018.0,,,,8580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-13,,,,,,,,,9818.0,,,,8961.0,,,,8609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-14,,,,,,,,,9780.0,9767.0,,,8945.0,,,,8508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-17,,,,,,,,10788.0,9830.0,,,,8993.0,8780.0,,,8530.0,,8884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,,,,,,,,10980.0,9766.0,,,,8906.0,8800.0,8834.0,,8481.0,,8604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-19,,,,,,,,,9678.0,,,,8800.0,,,8441.0,8438.0,,8538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-20,,,,,,,,,9717.0,9752.0,,9037.0,8858.0,,,,8455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-21,,,,,,,,,9739.0,,,9124.0,8880.0,,,,8483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-24,,,,,,,,,9793.0,,,,8945.0,,,,8544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-25,,,,,,,,,9686.0,,,,8783.0,,8710.0,,8451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-26,,,,,,,,10999.0,9700.0,,,,8785.0,,,,8500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-27,,,,,,,,,9670.0,9643.0,,,8764.0,,8697.0,,8441.0,,8444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-28,,,,,,,,,9613.0,9249.0,,,8438.0,,8451.0,,8285.0,,8181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,,,,,,,,,9400.0,,,,8395.0,8164.0,,,7900.0,7962.0,7897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,,,,,,,,,9475.0,,,8825.0,8498.0,,,,8047.0,,8086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,,,,,,,,,9350.0,,,,8254.0,,,,7835.0,,7795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,,,,,,,,,9200.0,,,,8204.0,,,,7803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-05,,,,,,,,,9002.0,,,8593.0,8221.0,7914.0,,,7848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,,,,,,,,,8963.0,,,8700.0,8122.0,,,,7780.0,7702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,,,,,,,,,8915.0,,,8510.0,7880.0,,7779.0,7425.0,7452.0,7393.0,7521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-10,,,,,,,,,8722.0,,,,7800.0,,7733.0,,7480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,,,,,,,,,8460.0,,8146.0,8073.0,7700.0,,7630.0,,7390.0,,7514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-12,,,,,,,,,8403.0,8563.0,,,7620.0,,,,7441.0,7546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,,,,,,,,,8350.0,,7976.0,,7666.0,7917.0,7468.0,,7471.0,,7544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,,,,,,,,,8502.0,,,,7729.0,7684.0,7728.0,,7585.0,,7781.0,7410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,,,,,,,,,8704.0,8424.0,,,7800.0,7571.0,,,7605.0,,7456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,,,,,,,,,8820.0,,8387.0,,7802.0,7708.0,,,7560.0,,7635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-19,,,,,,,,,9098.0,8580.0,,,7766.0,7753.0,,,7510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-22,,,,,,,,,9388.0,,,8624.0,7860.0,7791.0,,,7520.0,7697.0,7494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,,,,,,,,,9390.0,,,8380.0,7780.0,7851.0,,7597.0,7530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-24,,,,,,,,,9392.0,,8400.0,,7880.0,7691.0,,,7540.0,,7325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-25,,,,,,,,,9319.0,,,,7808.0,7787.0,,,7569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,,,,,,,,,9344.0,,,8200.0,7826.0,7751.0,,,7523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,,,,,,,,,9352.0,,,8493.0,7750.0,7584.0,,,7480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-30,,,,,,,,,9444.0,,,8488.0,7742.0,,,,7480.0,7640.0,7449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,,,,,,,,9701.0,9474.0,8450.0,,7836.0,,,,7544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,,,,,,,,,9380.0,,8600.0,8662.0,7892.0,7593.0,,,7542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,,,,,,,,,8630.0,8517.0,,8000.0,7500.0,7338.0,7408.0,7343.0,7151.0,7182.0,7151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,,,,,,,,,8695.0,,,7868.0,7485.0,7391.0,,,7158.0,7168.0,7087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,,,,,,,,,8395.0,,,7937.0,7480.0,7360.0,,,7161.0,,7169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,,,,,,,,,8270.0,,8500.0,7711.0,7390.0,7167.0,7144.0,7120.0,7160.0,7031.0,7025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,,,,,,,,,8090.0,8224.0,8500.0,,7100.0,7055.0,7150.0,7117.0,6911.0,6823.0,6876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,,,,,,,,,8050.0,,7960.0,,7140.0,7174.0,7164.0,7068.0,6949.0,6985.0,6956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,,,,,,,,,7900.0,,8059.0,7703.0,7250.0,7168.0,7182.0,7080.0,6961.0,,6900.0,6981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,,,,,,,,,8000.0,,8006.0,7627.0,7280.0,7230.0,7263.0,,6975.0,6892.0,7019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,,,,,,,,,8130.0,,7982.0,7687.0,7250.0,7152.0,7193.0,7126.0,6943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-19,,,,,,,,,,8526.0,,,7320.0,7341.0,,,7050.0,,7121.0,,6887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,,,,,,,,,,8346.0,,7788.0,7392.0,,,,7102.0,,7075.0,,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,,,,,,,,,,8348.0,,,7270.0,,,,7000.0,,7061.0,,6873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-22,,,,,,,,,,8555.0,,7742.0,7403.0,7422.0,,,7199.0,,,,6999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,,,,,,,,,,,,,7364.0,,,,7105.0,7122.0,7019.0,,6905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,,,,,,,,,,8550.0,7800.0,,7300.0,7220.0,,,7030.0,,,,6883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,,,,,,,,,,8389.0,,,7240.0,7278.0,,,6981.0,6918.0,,,6820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-28,,,,,,,,,,8451.0,7751.0,7681.0,7229.0,7186.0,,,7005.0,,,,6863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,,,,,,,,,,8256.0,,7634.0,7273.0,7253.0,,,7042.0,,,,6899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,,,,,,,,,,7900.0,,7570.0,7285.0,,,7134.0,7070.0,,,,6920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,,,,,,,,,,7360.0,7450.0,,7340.0,7335.0,,7325.0,7136.0,,,,7046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,,,,,,,,,,,7748.0,,7450.0,,,,7194.0,,7299.0,,7080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,,,,,,,,,,8185.0,,,7650.0,7776.0,7780.0,,7420.0,,7534.0,,7340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,,,,,,,,,,,,,7600.0,,,,7378.0,,,,7300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,,,,,,,,,,,,7968.0,7730.0,7701.0,7811.0,,7542.0,,7386.0,,7380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,,,,,,,,,,8050.0,,7961.0,7830.0,,,,7650.0,7497.0,7534.0,,7512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,,,,,,,,,,8880.0,,,7770.0,7772.0,,,7603.0,,7385.0,,7511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,,,,,,,,,,,,,7745.0,7841.0,,,7580.0,,,7719.0,7497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,,,,,,,,,,,,,7800.0,7806.0,,,7646.0,7650.0,7563.0,,7550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,,,,,,,,,,,,8180.0,7900.0,7938.0,,7867.0,7700.0,,7760.0,,7630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,,,,,,,,,,,8494.0,8131.0,8122.0,8094.0,8153.0,8017.0,7990.0,7810.0,7830.0,,7830.0,7578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,,,,,,,,,,,9088.0,8560.0,8182.0,8178.0,8115.0,8157.0,7930.0,,,,7841.0,7529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,,,,,,,,,,,,,8060.0,,8164.0,,7858.0,7929.0,7840.0,,7715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,,,,,,,,,,8724.0,8290.0,,8370.0,,7950.0,,,,7829.0,7830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,8850.0,8330.0,8393.0,8284.0,8215.0,8040.0,,,,7852.0,7777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,,,,,,,,,9979.0,8600.0,8342.0,8090.0,8499.0,8349.0,8042.0,,8100.0,,8008.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,,,,,,,,,,,,8550.0,8582.0,8510.0,8447.0,8445.0,8230.0,8141.0,8062.0,,8070.0,7969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,,,,,,,,,,,,,8460.0,8359.0,8368.0,8452.0,8070.0,,8083.0,,8000.0,7914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,,,,,,,,,8700.0,8167.0,8360.0,8352.0,,,8035.0,8036.0,8031.0,,7905.0,7885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,,,,,,,,,,,,7999.0,8250.0,8278.0,8144.0,,7944.0,,,,7836.0,7837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,,,,,,,,,,,,8069.0,8100.0,8071.0,,8008.0,7805.0,7716.0,7725.0,,7687.0,7586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,,,,,,,,,,,,,8112.0,8170.0,,8018.0,7800.0,,,,7692.0,7711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,,,,,,,,,,,8018.0,8133.0,,,7700.0,,,,7583.0,7696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,,,,,,,,,,8029.0,7940.0,7938.0,,8055.0,7700.0,,,,7584.0,7791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,,,,,,,,,,,8248.0,8269.0,,,7928.0,,,,7822.0,7898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,,,,,,,,,,8097.0,8268.0,8164.0,8212.0,8204.0,7900.0,,7954.0,,7788.0,7879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,,,,,,,,,,8290.0,8420.0,8480.0,,8316.0,8020.0,8124.0,,,7842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,,,,,,,,,,,,,8376.0,8399.0,,,7940.0,7806.0,,,7751.0,,7652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,,,,,,,,,,8350.0,8498.0,,,7878.0,7947.0,,,7641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,,,,,,,,,8400.0,8482.0,8387.0,8385.0,,7898.0,,7868.0,,7686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,,,,,,,,,8417.0,8482.0,8683.0,8587.0,,8000.0,7942.0,7989.0,7954.0,7725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,,,,,,,,,,8776.0,8555.0,8575.0,8300.0,8290.0,8254.0,8190.0,,7940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,,,,,,,,,,,,8595.0,8744.0,8680.0,,8552.0,8201.0,,,,7822.0,7890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,,,,,,,,,,,,8800.0,8825.0,8685.0,,,8300.0,8286.0,,,8035.0,,7998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,,,,,,,,,,8840.0,8751.0,8890.0,8614.0,8202.0,8264.0,8150.0,,7918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,,,,,,,,,8712.0,8734.0,8725.0,,,8182.0,,,,7850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,8792.0,8771.0,8692.0,8865.0,8577.0,8240.0,,8279.0,,7950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,,,,,,,,,,8805.0,8772.0,,,8180.0,8259.0,8170.0,,7900.0,,8028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,,,,,,,,,,9135.0,9144.0,8948.0,8756.0,8500.0,,,8466.0,8168.0,8141.0,8190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,,,,,,,,,9069.0,9080.0,9040.0,9036.0,8669.0,8450.0,8456.0,8093.0,8279.0,8121.0,7868.0,7860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,,,,,,,,,,,9082.0,9060.0,8979.0,8692.0,8300.0,,8120.0,,7956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,,,,,,,,,,9150.0,9219.0,9198.0,8685.0,8254.0,,8300.0,8313.0,7964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,,,,,,,,,,9351.0,9108.0,8975.0,,8302.0,8359.0,,,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,,,,,,,,,,9209.0,9091.0,9097.0,,8289.0,8400.0,,,7950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,,,,,,,,,,9240.0,9087.0,,,8380.0,8387.0,,8357.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,,,,,,,,,,8900.0,9234.0,8889.0,8947.0,8750.0,8398.0,,,8272.0,8039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,,,,,,,,,,9000.0,,8901.0,,8400.0,,,,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,,,,,,,,,,,,,9000.0,,,8840.0,8414.0,,,,8095.0,,,8086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,,,,,,,,,,9112.0,8919.0,,8977.0,8591.0,,,,8273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,,,,,,,,,,9414.0,9213.0,9297.0,9038.0,8728.0,,,8761.0,8400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,,,,,,,,,,9250.0,,9211.0,,8703.0,,,8609.0,8405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,,,,,,,,,,,,,9240.0,8920.0,9176.0,8857.0,8628.0,,8447.0,,8340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
