,TF1312.CFE,TF1403.CFE,TF1406.CFE,TF1409.CFE,TF1412.CFE,TF1503.CFE,TF1506.CFE,TF1509.CFE,TF1512.CFE,TF1603.CFE,TF1606.CFE,TF1609.CFE,TF1612.CFE,TF1703.CFE,TF1706.CFE,TF1709.CFE,TF1712.CFE,TF1803.CFE,TF1806.CFE,TF1809.CFE,TF1812.CFE,WSet: quota exceeded.
2016-04-29,,,,,,,,,,,100.625,99.755,99.12,,,,,,,,,
2016-05-03,,,,,,,,,,,100.66,99.85,99.13,,,,,,,,,
2016-05-04,,,,,,,,,,,100.83,99.885,99.275,,,,,,,,,
2016-05-05,,,,,,,,,,,100.88,99.95,99.285,,,,,,,,,
2016-05-06,,,,,,,,,,,100.9,99.955,99.305,,,,,,,,,
2016-05-09,,,,,,,,,,,100.97,100.01,99.5,,,,,,,,,
2016-05-10,,,,,,,,,,,101.165,100.5,99.595,,,,,,,,,
2016-05-11,,,,,,,,,,,101.14,100.3,99.615,,,,,,,,,
2016-05-12,,,,,,,,,,,101.13,100.32,99.685,,,,,,,,,
2016-05-13,,,,,,,,,,,101.215,100.47,99.85,,,,,,,,,
2016-05-16,,,,,,,,,,,101.125,100.355,99.8,,,,,,,,,
2016-05-17,,,,,,,,,,,101.025,100.25,99.7,,,,,,,,,
2016-05-18,,,,,,,,,,,100.95,100.2,99.6,,,,,,,,,
2016-05-19,,,,,,,,,,,100.79,100.0,99.4,,,,,,,,,
2016-05-20,,,,,,,,,,,100.965,100.135,99.495,,,,,,,,,
2016-05-23,,,,,,,,,,,100.99,100.225,99.575,,,,,,,,,
2016-05-24,,,,,,,,,,,100.95,100.24,99.6,,,,,,,,,
2016-05-25,,,,,,,,,,,101.05,100.375,99.7,,,,,,,,,
2016-05-26,,,,,,,,,,,100.99,100.36,99.67,,,,,,,,,
2016-05-27,,,,,,,,,,,100.85,100.23,99.625,,,,,,,,,
2016-05-30,,,,,,,,,,,100.89,100.2,99.72,,,,,,,,,
2016-05-31,,,,,,,,,,,100.92,100.17,99.675,,,,,,,,,
2016-06-01,,,,,,,,,,,101.0,100.28,99.685,,,,,,,,,
2016-06-02,,,,,,,,,,,101.0,100.29,99.7,,,,,,,,,
2016-06-03,,,,,,,,,,,,100.21,99.59,,,,,,,,,
2016-06-06,,,,,,,,,,,,100.29,99.715,,,,,,,,,
2016-06-07,,,,,,,,,,,100.9,100.315,99.735,,,,,,,,,
2016-06-08,,,,,,,,,,,,100.27,99.74,,,,,,,,,
2016-06-13,,,,,,,,,,,,100.235,99.725,,,,,,,,,
2016-06-14,,,,,,,,,,,,100.335,99.8,99.655,,,,,,,,
2016-06-15,,,,,,,,,,,,100.5,99.99,99.56,,,,,,,,
2016-06-16,,,,,,,,,,,,100.505,100.06,99.75,,,,,,,,
2016-06-17,,,,,,,,,,,,100.675,100.145,99.735,,,,,,,,
2016-06-20,,,,,,,,,,,,100.595,100.155,99.78,,,,,,,,
2016-06-21,,,,,,,,,,,,100.595,100.215,99.82,,,,,,,,
2016-06-22,,,,,,,,,,,,100.725,100.29,99.935,,,,,,,,
2016-06-23,,,,,,,,,,,,100.72,100.33,99.995,,,,,,,,
2016-06-24,,,,,,,,,,,,100.755,100.46,100.135,,,,,,,,
2016-06-27,,,,,,,,,,,,100.91,100.63,100.49,,,,,,,,
2016-06-28,,,,,,,,,,,,101.1,100.79,100.47,,,,,,,,
2016-06-29,,,,,,,,,,,,100.8,100.51,100.32,,,,,,,,
2016-06-30,,,,,,,,,,,,100.885,100.5,100.29,,,,,,,,
2016-07-01,,,,,,,,,,,,101.045,100.63,100.33,,,,,,,,
2016-07-04,,,,,,,,,,,,101.175,100.735,100.395,,,,,,,,
2016-07-05,,,,,,,,,,,,100.95,100.52,100.33,,,,,,,,
2016-07-06,,,,,,,,,,,,101.05,100.55,100.255,,,,,,,,
2016-07-07,,,,,,,,,,,,101.115,100.71,100.365,,,,,,,,
2016-07-08,,,,,,,,,,,,101.245,100.795,100.44,,,,,,,,
2016-07-11,,,,,,,,,,,,101.195,100.74,100.475,,,,,,,,
2016-07-12,,,,,,,,,,,,101.115,100.7,100.34,,,,,,,,
2016-07-13,,,,,,,,,,,,100.95,100.565,100.25,,,,,,,,
2016-07-14,,,,,,,,,,,,100.985,100.59,100.31,,,,,,,,
2016-07-15,,,,,,,,,,,,100.98,100.51,100.205,,,,,,,,
2016-07-18,,,,,,,,,,,,101.15,100.665,100.44,,,,,,,,
2016-07-19,,,,,,,,,,,,101.1,100.66,100.32,,,,,,,,
2016-07-20,,,,,,,,,,,,101.21,100.75,100.43,,,,,,,,
2016-07-21,,,,,,,,,,,,101.41,101.02,100.675,,,,,,,,
2016-07-22,,,,,,,,,,,,101.36,100.915,100.595,,,,,,,,
2016-07-25,,,,,,,,,,,,101.385,100.99,100.595,,,,,,,,
2016-07-26,,,,,,,,,,,,101.3,100.93,100.62,,,,,,,,
2016-07-27,,,,,,,,,,,,101.43,101.05,100.765,,,,,,,,
2016-07-28,,,,,,,,,,,,101.425,101.0,100.71,,,,,,,,
2016-07-29,,,,,,,,,,,,101.53,101.09,100.79,,,,,,,,
2016-08-01,,,,,,,,,,,,101.485,101.115,100.745,,,,,,,,
2016-08-02,,,,,,,,,,,,101.415,100.975,100.775,,,,,,,,
2016-08-03,,,,,,,,,,,,101.475,101.17,100.93,,,,,,,,
2016-08-04,,,,,,,,,,,,101.545,101.22,100.905,,,,,,,,
2016-08-05,,,,,,,,,,,,101.61,101.3,100.995,,,,,,,,
2016-08-08,,,,,,,,,,,,101.695,101.39,101.08,,,,,,,,
2016-08-09,,,,,,,,,,,,101.755,101.5,101.185,,,,,,,,
2016-08-10,,,,,,,,,,,,101.85,101.585,101.34,,,,,,,,
2016-08-11,,,,,,,,,,,,101.8,101.505,101.2,,,,,,,,
2016-08-12,,,,,,,,,,,,101.88,101.58,101.25,,,,,,,,
2016-08-15,,,,,,,,,,,,102.105,101.735,101.45,,,,,,,,
2016-08-16,,,,,,,,,,,,102.17,101.825,101.465,,,,,,,,
2016-08-17,,,,,,,,,,,,102.0,101.695,101.385,,,,,,,,
2016-08-18,,,,,,,,,,,,102.035,101.74,101.45,,,,,,,,
2016-08-19,,,,,,,,,,,,101.96,101.665,101.33,,,,,,,,
2016-08-22,,,,,,,,,,,,101.85,101.465,101.2,,,,,,,,
2016-08-23,,,,,,,,,,,,101.945,101.57,101.265,,,,,,,,
2016-08-24,,,,,,,,,,,,101.85,101.27,101.01,,,,,,,,
2016-08-25,,,,,,,,,,,,101.91,101.395,101.135,,,,,,,,
2016-08-26,,,,,,,,,,,,101.855,101.38,101.105,,,,,,,,
2016-08-29,,,,,,,,,,,,101.655,101.475,101.155,,,,,,,,
2016-08-30,,,,,,,,,,,,102.1,101.395,101.105,,,,,,,,
2016-08-31,,,,,,,,,,,,101.8,101.275,100.95,,,,,,,,
2016-09-01,,,,,,,,,,,,100.8,101.28,100.995,,,,,,,,
2016-09-02,,,,,,,,,,,,101.75,101.355,101.07,,,,,,,,
2016-09-05,,,,,,,,,,,,,101.31,100.97,,,,,,,,
2016-09-06,,,,,,,,,,,,,101.28,100.95,,,,,,,,
2016-09-07,,,,,,,,,,,,101.5,101.3,101.01,,,,,,,,
2016-09-08,,,,,,,,,,,,,101.205,100.925,,,,,,,,
2016-09-09,,,,,,,,,,,,,101.325,101.015,,,,,,,,
2016-09-12,,,,,,,,,,,,,101.365,100.99,100.625,,,,,,,
2016-09-13,,,,,,,,,,,,,101.305,100.97,100.68,,,,,,,
2016-09-14,,,,,,,,,,,,,101.375,101.04,100.65,,,,,,,
2016-09-19,,,,,,,,,,,,,101.445,101.07,100.8,,,,,,,
2016-09-20,,,,,,,,,,,,,101.445,101.145,100.87,,,,,,,
2016-09-21,,,,,,,,,,,,,101.46,101.135,100.89,,,,,,,
2016-09-22,,,,,,,,,,,,,101.485,101.205,100.9,,,,,,,
2016-09-23,,,,,,,,,,,,,101.495,101.23,100.895,,,,,,,
2016-09-26,,,,,,,,,,,,,101.55,101.25,100.935,,,,,,,
2016-09-27,,,,,,,,,,,,,101.525,101.285,101.03,,,,,,,
2016-09-28,,,,,,,,,,,,,101.595,101.3,101.0,,,,,,,
2016-09-29,,,,,,,,,,,,,101.62,101.335,101.04,,,,,,,
2016-09-30,,,,,,,,,,,,,101.625,101.345,101.04,,,,,,,
2016-10-10,,,,,,,,,,,,,101.75,101.375,101.18,,,,,,,
2016-10-11,,,,,,,,,,,,,101.79,101.47,101.21,,,,,,,
2016-10-12,,,,,,,,,,,,,101.78,101.46,101.19,,,,,,,
2016-10-13,,,,,,,,,,,,,101.685,101.405,101.1,,,,,,,
2016-10-14,,,,,,,,,,,,,101.765,101.48,101.35,,,,,,,
2016-10-17,,,,,,,,,,,,,101.81,101.51,101.175,,,,,,,
2016-10-18,,,,,,,,,,,,,101.85,101.595,101.25,,,,,,,
2016-10-19,,,,,,,,,,,,,101.86,101.58,101.275,,,,,,,
2016-10-20,,,,,,,,,,,,,102.01,101.745,101.5,,,,,,,
2016-10-21,,,,,,,,,,,,,102.155,101.8,101.54,,,,,,,
2016-10-24,,,,,,,,,,,,,102.095,101.8,101.545,,,,,,,
2016-10-25,,,,,,,,,,,,,101.9,101.565,101.26,,,,,,,
2016-10-26,,,,,,,,,,,,,101.74,101.335,101.105,,,,,,,
2016-10-27,,,,,,,,,,,,,101.72,101.31,101.04,,,,,,,
2016-10-28,,,,,,,,,,,,,101.85,101.38,101.25,,,,,,,
2016-10-31,,,,,,,,,,,,,101.845,101.43,101.075,,,,,,,
2016-11-01,,,,,,,,,,,,,101.66,101.265,100.965,,,,,,,
2016-11-02,,,,,,,,,,,,,101.75,101.365,101.035,,,,,,,
2016-11-03,,,,,,,,,,,,,101.865,101.43,101.095,,,,,,,
2016-11-04,,,,,,,,,,,,,101.895,101.455,101.12,,,,,,,
2016-11-07,,,,,,,,,,,,,101.875,101.47,101.12,,,,,,,
2016-11-08,,,,,,,,,,,,,101.71,101.225,100.965,,,,,,,
2016-11-09,,,,,,,,,,,,,101.73,101.235,100.9,,,,,,,
2016-11-10,,,,,,,,,,,,,101.65,101.12,100.9,,,,,,,
2016-11-11,,,,,,,,,,,,,101.51,100.97,100.69,,,,,,,
2016-11-14,,,,,,,,,,,,,101.61,100.955,100.59,,,,,,,
2016-11-15,,,,,,,,,,,,,101.555,100.8,100.405,,,,,,,
2016-11-16,,,,,,,,,,,,,101.505,100.72,100.36,,,,,,,
2016-11-17,,,,,,,,,,,,,101.46,100.625,100.27,,,,,,,
2016-11-18,,,,,,,,,,,,,101.26,100.47,100.02,,,,,,,
2016-11-21,,,,,,,,,,,,,101.305,100.555,100.075,,,,,,,
2016-11-22,,,,,,,,,,,,,101.395,100.515,100.105,,,,,,,
2016-11-23,,,,,,,,,,,,,101.285,100.46,100.06,,,,,,,
2016-11-24,,,,,,,,,,,,,101.35,100.605,100.24,,,,,,,
2016-11-25,,,,,,,,,,,,,101.36,100.605,100.2,,,,,,,
2016-11-28,,,,,,,,,,,,,101.235,100.6,100.18,,,,,,,
2016-11-29,,,,,,,,,,,,,101.02,100.59,100.16,,,,,,,
2016-11-30,,,,,,,,,,,,,100.31,100.145,99.72,,,,,,,
2016-12-01,,,,,,,,,,,,,100.9,100.09,99.65,,,,,,,
2016-12-02,,,,,,,,,,,,,101.92,99.72,99.255,,,,,,,
2016-12-05,,,,,,,,,,,,,,99.8,99.32,,,,,,,
2016-12-06,,,,,,,,,,,,,,99.425,99.03,,,,,,,
2016-12-07,,,,,,,,,,,,,,99.505,99.01,,,,,,,
2016-12-08,,,,,,,,,,,,,,99.625,99.07,,,,,,,
2016-12-09,,,,,,,,,,,,,,99.455,99.335,,,,,,,
2016-12-12,,,,,,,,,,,,,,99.25,98.885,98.55,,,,,,
2016-12-13,,,,,,,,,,,,,,99.035,98.51,98.12,,,,,,
2016-12-14,,,,,,,,,,,,,,99.0,98.525,98.21,,,,,,
2016-12-15,,,,,,,,,,,,,,98.14,98.225,97.2,,,,,,
2016-12-16,,,,,,,,,,,,,,97.6,97.125,96.78,,,,,,
2016-12-19,,,,,,,,,,,,,,98.205,97.545,96.82,,,,,,
2016-12-20,,,,,,,,,,,,,,97.3,96.4,96.125,,,,,,
2016-12-21,,,,,,,,,,,,,,98.3,97.2,96.59,,,,,,
2016-12-22,,,,,,,,,,,,,,98.825,98.11,97.745,,,,,,
2016-12-23,,,,,,,,,,,,,,99.11,98.55,97.7,,,,,,
2016-12-26,,,,,,,,,,,,,,98.7,98.055,97.68,,,,,,
2016-12-27,,,,,,,,,,,,,,98.945,98.205,97.66,,,,,,
2016-12-28,,,,,,,,,,,,,,98.6,97.975,97.555,,,,,,
2016-12-29,,,,,,,,,,,,,,98.95,98.245,97.99,,,,,,
2016-12-30,,,,,,,,,,,,,,99.595,98.805,98.175,,,,,,
2017-01-03,,,,,,,,,,,,,,99.395,98.65,98.095,,,,,,
2017-01-04,,,,,,,,,,,,,,99.39,98.515,97.845,,,,,,
2017-01-05,,,,,,,,,,,,,,99.3,98.2,97.7,,,,,,
2017-01-06,,,,,,,,,,,,,,99.6,98.69,98.05,,,,,,
2017-01-09,,,,,,,,,,,,,,99.38,98.42,97.975,,,,,,
2017-01-10,,,,,,,,,,,,,,99.7,98.79,98.23,,,,,,
2017-01-11,,,,,,,,,,,,,,99.475,98.65,98.095,,,,,,
2017-01-12,,,,,,,,,,,,,,99.46,98.605,98.195,,,,,,
2017-01-13,,,,,,,,,,,,,,99.51,98.63,98.3,,,,,,
2017-01-16,,,,,,,,,,,,,,99.595,98.735,98.1,,,,,,
2017-01-17,,,,,,,,,,,,,,99.12,98.205,97.74,,,,,,
2017-01-18,,,,,,,,,,,,,,99.075,98.22,97.815,,,,,,
2017-01-19,,,,,,,,,,,,,,99.0,98.13,97.555,,,,,,
2017-01-20,,,,,,,,,,,,,,99.335,98.425,97.95,,,,,,
2017-01-23,,,,,,,,,,,,,,99.495,98.6,97.875,,,,,,
2017-01-24,,,,,,,,,,,,,,99.46,98.62,98.015,,,,,,
2017-01-25,,,,,,,,,,,,,,99.06,97.91,97.4,,,,,,
2017-01-26,,,,,,,,,,,,,,98.865,97.81,97.355,,,,,,
2017-02-03,,,,,,,,,,,,,,99.2,97.88,97.1,,,,,,
2017-02-06,,,,,,,,,,,,,,98.635,97.305,96.705,,,,,,
2017-02-07,,,,,,,,,,,,,,98.63,97.345,96.895,,,,,,
2017-02-08,,,,,,,,,,,,,,99.105,97.64,97.06,,,,,,
2017-02-09,,,,,,,,,,,,,,99.325,97.965,97.24,,,,,,
2017-02-10,,,,,,,,,,,,,,99.275,98.095,97.3,,,,,,
2017-02-13,,,,,,,,,,,,,,99.39,98.03,97.305,,,,,,
2017-02-14,,,,,,,,,,,,,,99.575,98.245,97.41,,,,,,
2017-02-15,,,,,,,,,,,,,,99.07,98.11,97.29,,,,,,
2017-02-16,,,,,,,,,,,,,,99.36,98.12,97.46,,,,,,
2017-02-17,,,,,,,,,,,,,,99.73,98.49,97.73,,,,,,
2017-02-20,,,,,,,,,,,,,,99.75,98.675,98.07,,,,,,
2017-02-21,,,,,,,,,,,,,,99.89,98.795,97.895,,,,,,
2017-02-22,,,,,,,,,,,,,,99.73,98.31,97.67,,,,,,
2017-02-23,,,,,,,,,,,,,,100.01,98.895,97.905,,,,,,
2017-02-24,,,,,,,,,,,,,,100.35,98.84,98.1,,,,,,
2017-02-27,,,,,,,,,,,,,,100.165,98.86,98.25,,,,,,
2017-02-28,,,,,,,,,,,,,,100.495,98.72,98.0,,,,,,
2017-03-01,,,,,,,,,,,,,,,98.85,98.15,,,,,,
2017-03-02,,,,,,,,,,,,,,100.0,98.5,97.85,,,,,,
2017-03-03,,,,,,,,,,,,,,,98.485,97.875,,,,,,
2017-03-06,,,,,,,,,,,,,,,98.42,97.765,,,,,,
2017-03-07,,,,,,,,,,,,,,,98.35,97.63,,,,,,
2017-03-08,,,,,,,,,,,,,,,98.49,97.72,,,,,,
2017-03-09,,,,,,,,,,,,,,,98.145,97.365,,,,,,
2017-03-10,,,,,,,,,,,,,,,98.095,97.375,,,,,,
2017-03-13,,,,,,,,,,,,,,,98.09,97.3,96.135,,,,,
2017-03-14,,,,,,,,,,,,,,,98.51,97.72,97.1,,,,,
2017-03-15,,,,,,,,,,,,,,,98.61,97.85,,,,,,
2017-03-16,,,,,,,,,,,,,,,98.695,97.815,97.44,,,,,
2017-03-17,,,,,,,,,,,,,,,98.83,97.995,97.725,,,,,
2017-03-20,,,,,,,,,,,,,,,98.825,98.02,97.545,,,,,
2017-03-21,,,,,,,,,,,,,,,98.775,97.95,97.395,,,,,
2017-03-22,,,,,,,,,,,,,,,98.92,98.25,97.785,,,,,
2017-03-23,,,,,,,,,,,,,,,98.88,98.295,97.675,,,,,
2017-03-24,,,,,,,,,,,,,,,98.995,98.36,97.845,,,,,
2017-03-27,,,,,,,,,,,,,,,99.26,98.835,97.875,,,,,
2017-03-28,,,,,,,,,,,,,,,99.385,98.91,98.4,,,,,
2017-03-29,,,,,,,,,,,,,,,99.19,98.595,98.15,,,,,
2017-03-30,,,,,,,,,,,,,,,99.205,98.63,98.055,,,,,
2017-03-31,,,,,,,,,,,,,,,99.16,98.51,98.02,,,,,
2017-04-05,,,,,,,,,,,,,,,99.3,98.7,98.08,,,,,
2017-04-06,,,,,,,,,,,,,,,99.08,98.495,98.02,,,,,
2017-04-07,,,,,,,,,,,,,,,99.135,98.6,98.19,,,,,
2017-04-10,,,,,,,,,,,,,,,99.245,98.595,98.06,,,,,
2017-04-11,,,,,,,,,,,,,,,99.07,98.46,97.88,,,,,
2017-04-12,,,,,,,,,,,,,,,99.265,98.64,98.05,,,,,
2017-04-13,,,,,,,,,,,,,,,99.0,98.57,97.985,,,,,
2017-04-14,,,,,,,,,,,,,,,99.05,98.545,98.02,,,,,
2017-04-17,,,,,,,,,,,,,,,98.755,98.27,97.92,,,,,
2017-04-18,,,,,,,,,,,,,,,98.49,98.0,97.595,,,,,
2017-04-19,,,,,,,,,,,,,,,98.63,98.05,97.61,,,,,
2017-04-20,,,,,,,,,,,,,,,98.61,98.06,97.605,,,,,
2017-04-21,,,,,,,,,,,,,,,98.61,98.09,97.72,,,,,
2017-04-24,,,,,,,,,,,,,,,98.39,97.86,97.5,,,,,
2017-04-25,,,,,,,,,,,,,,,98.14,97.75,97.485,,,,,
2017-04-26,,,,,,,,,,,,,,,98.31,97.95,97.59,,,,,
2017-04-27,,,,,,,,,,,,,,,98.425,98.01,97.56,,,,,
2017-04-28,,,,,,,,,,,,,,,98.385,98.03,97.675,,,,,
2017-05-02,,,,,,,,,,,,,,,98.3,97.915,97.595,,,,,
2017-05-03,,,,,,,,,,,,,,,98.215,97.825,97.52,,,,,
2017-05-04,,,,,,,,,,,,,,,98.175,97.865,97.49,,,,,
2017-05-05,,,,,,,,,,,,,,,97.78,97.62,97.27,,,,,
2017-05-08,,,,,,,,,,,,,,,97.68,97.475,97.135,,,,,
2017-05-09,,,,,,,,,,,,,,,97.45,97.2,97.0,,,,,
2017-05-10,,,,,,,,,,,,,,,97.32,97.19,97.13,,,,,
2017-05-11,,,,,,,,,,,,,,,96.97,97.09,96.73,,,,,
2017-05-12,,,,,,,,,,,,,,,97.2,97.38,97.26,,,,,
2017-05-15,,,,,,,,,,,,,,,97.185,97.3,97.3,,,,,
2017-05-16,,,,,,,,,,,,,,,97.12,97.37,97.255,,,,,
2017-05-17,,,,,,,,,,,,,,,97.1,97.275,97.33,,,,,
2017-05-18,,,,,,,,,,,,,,,97.065,97.36,97.325,,,,,
2017-05-19,,,,,,,,,,,,,,,97.01,97.345,97.335,,,,,
2017-05-22,,,,,,,,,,,,,,,96.905,97.19,97.14,,,,,
2017-05-23,,,,,,,,,,,,,,,96.65,96.895,96.91,,,,,
2017-05-24,,,,,,,,,,,,,,,96.805,97.055,97.15,,,,,
2017-05-25,,,,,,,,,,,,,,,97.06,97.33,97.36,,,,,
2017-05-26,,,,,,,,,,,,,,,96.985,97.245,97.24,,,,,
2017-05-31,,,,,,,,,,,,,,,97.0,97.155,97.325,,,,,
2017-06-01,,,,,,,,,,,,,,,96.425,97.5,97.38,,,,,
2017-06-02,,,,,,,,,,,,,,,,97.7,97.55,,,,,
2017-06-05,,,,,,,,,,,,,,,97.4,97.68,97.6,,,,,
2017-06-06,,,,,,,,,,,,,,,97.5,97.785,97.625,,,,,
2017-06-07,,,,,,,,,,,,,,,97.305,97.64,97.51,,,,,
2017-06-08,,,,,,,,,,,,,,,97.25,97.66,97.62,,,,,
2017-06-09,,,,,,,,,,,,,,,97.25,97.55,97.465,,,,,
2017-06-12,,,,,,,,,,,,,,,,97.625,97.715,,,,,
2017-06-13,,,,,,,,,,,,,,,,97.95,97.92,,,,,
2017-06-14,,,,,,,,,,,,,,,,97.75,97.695,,,,,
2017-06-15,,,,,,,,,,,,,,,,97.9,97.945,97.855,,,,
2017-06-16,,,,,,,,,,,,,,,,97.855,97.835,97.785,,,,
2017-06-19,,,,,,,,,,,,,,,,97.94,97.87,,,,,
2017-06-20,,,,,,,,,,,,,,,,98.28,98.265,,,,,
2017-06-21,,,,,,,,,,,,,,,,98.22,98.5,,,,,
2017-06-22,,,,,,,,,,,,,,,,98.02,98.1,,,,,
2017-06-23,,,,,,,,,,,,,,,,97.865,97.955,97.91,,,,
2017-06-26,,,,,,,,,,,,,,,,98.02,98.05,97.5,,,,
2017-06-27,,,,,,,,,,,,,,,,98.225,98.215,97.97,,,,
2017-06-28,,,,,,,,,,,,,,,,98.115,98.105,97.98,,,,
2017-06-29,,,,,,,,,,,,,,,,98.12,98.135,98.055,,,,
2017-06-30,,,,,,,,,,,,,,,,98.0,98.085,98.145,,,,
2017-07-03,,,,,,,,,,,,,,,,98.01,98.0,,,,,
2017-07-04,,,,,,,,,,,,,,,,97.755,97.79,,,,,
2017-07-05,,,,,,,,,,,,,,,,97.8,97.815,97.965,,,,
2017-07-06,,,,,,,,,,,,,,,,98.0,98.0,,,,,
2017-07-07,,,,,,,,,,,,,,,,98.02,97.99,,,,,
2017-07-10,,,,,,,,,,,,,,,,97.99,98.015,,,,,
2017-07-11,,,,,,,,,,,,,,,,97.9,97.94,97.905,,,,
2017-07-12,,,,,,,,,,,,,,,,97.955,98.01,97.895,,,,
2017-07-13,,,,,,,,,,,,,,,,97.93,98.015,,,,,
2017-07-14,,,,,,,,,,,,,,,,97.9,98.0,98.02,,,,
2017-07-17,,,,,,,,,,,,,,,,97.89,98.115,98.215,,,,
2017-07-18,,,,,,,,,,,,,,,,97.76,98.0,97.895,,,,
2017-07-19,,,,,,,,,,,,,,,,97.67,97.96,97.94,,,,
2017-07-20,,,,,,,,,,,,,,,,97.66,97.93,,,,,
2017-07-21,,,,,,,,,,,,,,,,97.82,98.02,,,,,
2017-07-24,,,,,,,,,,,,,,,,97.73,97.94,,,,,
2017-07-25,,,,,,,,,,,,,,,,97.79,98.0,,,,,
2017-07-26,,,,,,,,,,,,,,,,97.63,97.8,,,,,
2017-07-27,,,,,,,,,,,,,,,,97.535,97.77,97.695,,,,
2017-07-28,,,,,,,,,,,,,,,,97.51,97.79,,,,,
2017-07-31,,,,,,,,,,,,,,,,97.43,97.69,,,,,
2017-08-01,,,,,,,,,,,,,,,,97.315,97.55,97.555,,,,
2017-08-02,,,,,,,,,,,,,,,,97.245,97.515,,,,,
2017-08-03,,,,,,,,,,,,,,,,97.26,97.52,97.66,,,,
2017-08-04,,,,,,,,,,,,,,,,97.285,97.56,97.33,,,,
2017-08-07,,,,,,,,,,,,,,,,97.305,97.465,97.565,,,,
2017-08-08,,,,,,,,,,,,,,,,97.12,97.26,97.41,,,,
2017-08-09,,,,,,,,,,,,,,,,97.235,97.29,97.5,,,,
2017-08-10,,,,,,,,,,,,,,,,97.08,97.3,97.515,,,,
2017-08-11,,,,,,,,,,,,,,,,97.22,97.405,97.595,,,,
2017-08-14,,,,,,,,,,,,,,,,97.29,97.45,97.01,,,,
2017-08-15,,,,,,,,,,,,,,,,97.46,97.66,97.795,,,,
2017-08-16,,,,,,,,,,,,,,,,97.305,97.57,,,,,
2017-08-17,,,,,,,,,,,,,,,,97.335,97.545,97.67,,,,
2017-08-18,,,,,,,,,,,,,,,,97.355,97.555,97.75,,,,
2017-08-21,,,,,,,,,,,,,,,,97.295,97.495,97.645,,,,
2017-08-22,,,,,,,,,,,,,,,,97.25,97.49,97.63,,,,
2017-08-23,,,,,,,,,,,,,,,,97.26,97.525,97.7,,,,
2017-08-24,,,,,,,,,,,,,,,,97.27,97.53,97.62,,,,
2017-08-25,,,,,,,,,,,,,,,,97.25,97.465,97.605,,,,
2017-08-28,,,,,,,,,,,,,,,,97.26,97.42,97.48,,,,
2017-08-29,,,,,,,,,,,,,,,,97.195,97.35,97.515,,,,
2017-08-30,,,,,,,,,,,,,,,,97.19,97.46,97.55,,,,
2017-08-31,,,,,,,,,,,,,,,,97.4,97.49,97.555,,,,
2017-09-01,,,,,,,,,,,,,,,,97.32,97.54,,,,,
2017-09-04,,,,,,,,,,,,,,,,97.21,97.49,97.57,,,,
2017-09-05,,,,,,,,,,,,,,,,,97.47,97.52,,,,
2017-09-06,,,,,,,,,,,,,,,,,97.35,97.445,,,,
2017-09-07,,,,,,,,,,,,,,,,,97.46,97.57,,,,
2017-09-08,,,,,,,,,,,,,,,,,97.67,97.855,,,,
2017-09-11,,,,,,,,,,,,,,,,,97.7,97.82,,,,
2017-09-12,,,,,,,,,,,,,,,,,97.615,97.7,,,,
2017-09-13,,,,,,,,,,,,,,,,,97.62,97.735,,,,
2017-09-14,,,,,,,,,,,,,,,,,97.56,97.78,,,,
2017-09-15,,,,,,,,,,,,,,,,,97.73,97.895,,,,
2017-09-18,,,,,,,,,,,,,,,,,97.67,97.835,,,,
2017-09-19,,,,,,,,,,,,,,,,,97.495,97.695,,,,
2017-09-20,,,,,,,,,,,,,,,,,97.58,97.72,,,,
2017-09-21,,,,,,,,,,,,,,,,,97.485,97.7,,,,
2017-09-22,,,,,,,,,,,,,,,,,97.47,97.685,,,,
2017-09-25,,,,,,,,,,,,,,,,,97.61,97.745,,,,
2017-09-26,,,,,,,,,,,,,,,,,97.63,97.805,,,,
2017-09-27,,,,,,,,,,,,,,,,,97.63,97.805,,,,
2017-09-28,,,,,,,,,,,,,,,,,97.665,97.925,,,,
2017-09-29,,,,,,,,,,,,,,,,,97.73,97.9,,,,
2017-10-09,,,,,,,,,,,,,,,,,97.695,97.88,,,,
2017-10-10,,,,,,,,,,,,,,,,,97.47,97.74,,,,
2017-10-11,,,,,,,,,,,,,,,,,97.44,97.71,,,,
2017-10-12,,,,,,,,,,,,,,,,,97.41,97.725,,,,
2017-10-13,,,,,,,,,,,,,,,,,97.27,97.58,,,,
2017-10-16,,,,,,,,,,,,,,,,,97.11,97.395,98.065,,,
2017-10-17,,,,,,,,,,,,,,,,,97.0,97.315,97.485,,,
2017-10-18,,,,,,,,,,,,,,,,,96.83,97.065,,,,
2017-10-19,,,,,,,,,,,,,,,,,96.91,97.21,97.535,,,
2017-10-20,,,,,,,,,,,,,,,,,96.98,97.23,97.465,,,
2017-10-23,,,,,,,,,,,,,,,,,96.94,97.19,96.43,,,
2017-10-24,,,,,,,,,,,,,,,,,97.0,97.31,,,,
2017-10-25,,,,,,,,,,,,,,,,,96.95,97.185,,,,
2017-10-26,,,,,,,,,,,,,,,,,96.605,96.915,,,,
2017-10-27,,,,,,,,,,,,,,,,,96.71,96.965,,,,
2017-10-30,,,,,,,,,,,,,,,,,96.19,96.5,96.745,,,
2017-10-31,,,,,,,,,,,,,,,,,96.03,96.33,,,,
2017-11-01,,,,,,,,,,,,,,,,,96.085,96.38,,,,
2017-11-02,,,,,,,,,,,,,,,,,96.14,96.42,,,,
