,IH1505.CFE,IH1506.CFE,IH1507.CFE,IH1508.CFE,IH1509.CFE,IH1510.CFE,IH1511.CFE,IH1512.CFE,IH1601.CFE,IH1602.CFE,IH1603.CFE,IH1604.CFE,IH1605.CFE,IH1606.CFE,IH1607.CFE,IH1608.CFE,IH1609.CFE,IH1610.CFE,IH1611.CFE,IH1612.CFE,IH1701.CFE,IH1702.CFE,IH1703.CFE,IH1704.CFE,IH1705.CFE,IH1706.CFE,IH1707.CFE,IH1708.CFE,IH1709.CFE,IH1710.CFE,IH1711.CFE,IH1712.CFE,IH1801.CFE,IH1802.CFE,IH1803.CFE,IH1804.CFE,IH1805.CFE,IH1806.CFE,IH1809.CFE
2015-05-28,,3411.6,3401.0,,3442.2,,,3505.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,3179.4,3166.0,,3201.6,,,3221.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,3100.0,3104.0,,3132.0,,,3195.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,3340.0,3325.0,,3368.2,,,3441.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,3296.6,3306.8,,3336.2,,,3405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,3258.8,3259.4,,3281.6,,,3351.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,3369.0,3368.0,,3388.0,,,3475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,3315.0,3319.8,,3330.8,,,3402.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,3539.2,3548.6,,3567.0,,,3620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,3399.0,3410.0,,3422.0,,,3491.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,3381.8,3383.4,,3405.0,,,3475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,3373.2,3390.2,,3392.6,,,3479.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,3395.6,3426.0,,3443.0,,,3497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,3264.8,3274.8,,3299.8,,,3349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,3231.0,3230.0,,3251.0,,,3311.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,3200.0,3223.0,,3243.8,,,3315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,3098.2,3099.8,,3132.0,,,3163.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,2888.6,2946.2,2920.0,,,2939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,2998.8,3010.0,3023.4,,,3090.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,3080.0,3122.0,3110.0,,,3179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,2906.0,2888.0,2955.0,,,2986.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,2790.0,2796.2,2802.0,,,2849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,2715.2,2726.2,2718.8,,,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,2847.0,2878.6,2890.2,,,2933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,2744.8,2764.0,2800.8,,,2813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,2725.0,2748.4,2800.0,,,2805.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,2850.0,2850.0,2916.0,,,2918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,2737.0,2752.2,2788.0,,,2821.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,2650.0,2646.4,2665.0,,,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,2405.2,2480.6,2304.0,,,2318.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,2739.8,2706.6,2700.0,,,2676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,2839.0,2800.0,2766.0,,,2801.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,2814.0,2769.0,2760.0,,,2776.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,2711.8,2659.8,2630.0,,,2637.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,2694.2,2609.8,2579.8,,,2552.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,2760.0,2694.0,2684.8,,,2670.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,2747.2,2705.2,,,2705.2,,,2741.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,2684.0,2659.6,,,2650.2,,,2637.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,2660.0,2620.2,,,2608.2,,,2623.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,2627.0,2580.0,,,2600.0,,,2600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,2743.6,2718.8,,,2715.0,,,2710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,2660.6,2628.0,,,2606.2,,,2607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,2411.0,2330.0,,,2358.8,,,2354.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,2450.8,2411.6,,,2378.6,,,2383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,2478.6,2450.0,,,2423.8,,,2414.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,2412.6,2368.0,,,2345.4,,,2346.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,2398.0,2361.8,,,2318.2,,,2320.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,2390.4,2339.0,,,2275.0,,,2296.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,2486.0,2424.0,,,2361.0,,,2365.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,2430.0,2384.8,,,2313.8,,,2290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,2431.0,2390.0,,,2321.2,,,2350.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,2472.2,2430.0,,,2400.2,,,2430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,2585.2,2558.8,,,2522.4,,,2535.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,2554.0,2526.8,,,2500.6,,,2525.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,2555.2,2524.2,,,2487.2,,,2515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,2558.2,2533.0,,,2490.2,,,2519.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,2546.6,2510.0,,,2456.4,,,2470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,2510.0,2460.4,,,2408.8,,,2419.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,2382.0,2330.0,,,2249.0,,,2283.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,2391.0,2339.8,,,2277.6,,,2255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,2343.0,2263.4,,,2190.0,,,2201.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,2194.6,2214.2,,2100.0,,,2140.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,1960.4,1936.8,,1855.0,,,1919.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,1853.8,1831.2,,1800.0,,,1849.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,1870.0,1831.4,,1802.2,,,1824.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,2067.8,2077.0,,2020.0,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,2060.2,2015.4,,1998.0,,,1933.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,2049.8,2015.2,,1975.0,,,1950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,2011.0,1950.0,,1872.0,,,1880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,2060.0,1983.0,,1889.6,,,1790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,2075.0,2011.2,,1904.8,,,1862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,2194.0,2133.0,,2100.0,,,2044.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,2159.6,2126.0,,2108.6,,,2061.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,2184.0,2124.2,,2077.8,,,2080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,2208.2,2145.2,,2110.2,,,2078.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,2136.0,2058.0,,1960.0,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,2168.0,2102.2,,2002.2,,,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,2233.4,2185.4,,2111.6,,,2056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,2199.8,2154.8,,2068.2,,,2056.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,2111.4,2068.4,2072.6,,,2022.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,2186.2,2152.8,2129.0,,,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,2175.0,2147.0,2133.6,,,2061.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,2134.0,2130.0,2082.0,,,2073.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,2151.4,2120.0,2091.8,,,2064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,2122.6,2097.0,2055.2,,,2039.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,2111.0,2063.6,2050.2,,,2005.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,2101.4,2072.4,2025.2,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,2217.0,2197.0,2110.2,,,2114.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,2189.4,2159.2,2116.8,,,2099.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,2211.2,2208.6,2148.4,,,2131.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,2278.4,2251.6,2211.0,,,2173.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,2247.4,2233.0,2193.2,,,2151.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,2340.0,2227.4,2199.4,,,2172.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,2297.6,2299.8,2280.0,,,2250.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,2297.4,2269.8,,,2257.8,,,2210.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,2267.4,2239.4,,,2193.2,,,2190.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,2291.0,2264.2,,,2225.0,,,2203.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,2251.6,2214.8,,,2162.6,,,2185.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,2308.8,2261.6,,,2227.2,,,2219.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,2331.8,2292.6,,,2279.0,,,2252.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,2314.0,2280.4,,,2206.2,,,2212.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,2301.8,2279.2,,,2245.0,,,2222.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,2283.2,2250.2,,,2232.4,,,2206.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,2284.8,2261.6,,,2225.2,,,2216.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,2255.8,2251.0,,,2210.0,,,2212.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,2275.2,2247.6,,,2216.8,,,2240.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,2265.4,2244.0,,,2212.0,,,2195.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,2364.0,2324.0,,,2300.2,,,2289.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,2428.0,2414.8,,,2367.8,,,2436.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,2484.0,2469.4,,,2440.2,,,2426.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,2497.2,2483.4,,,2424.2,,,2492.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,2492.2,2479.6,,,2459.4,,,2477.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,2496.8,2488.0,,,2461.2,,,2445.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,2442.8,2434.2,,,2405.0,,,2388.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,2401.0,2386.6,,,2366.0,,,2348.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,2445.6,2439.2,,,2399.0,,,2388.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,2433.0,2380.0,,,2365.0,,,2345.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,2436.8,2395.2,,,2346.6,,,2365.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,2461.0,2438.8,,,2393.8,,,2356.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,2411.6,2375.0,,2370.6,,,2350.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,2403.0,2382.8,,2366.0,,,2324.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,2405.0,2382.4,,2345.0,,,2325.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,2438.4,2404.0,,2373.0,,,2345.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,2418.0,2400.4,,2359.4,,,2339.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,2318.0,2285.0,,2255.0,,,2245.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,2305.2,2290.0,,2260.2,,,2221.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,2324.4,2298.4,,2262.2,,,2252.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,2432.4,2407.4,,2369.6,,,2352.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,2419.8,2391.2,,2368.4,,,2335.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,2389.2,2343.8,,2313.4,,,2285.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,2351.0,2324.0,,2291.8,,,2250.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,2331.6,2300.2,,2257.0,,,2184.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,2350.0,2310.4,,2256.0,,,2229.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,2340.0,2310.0,,2247.8,,,2230.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,2310.0,2279.2,,2247.2,,,2185.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,2403.2,2383.8,,2339.4,,,2282.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,2386.2,2346.0,,2290.6,,,2248.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,2386.2,2363.2,,2290.0,,,2263.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,2400.0,2377.6,,2302.2,,,2282.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,2396.0,2368.6,2347.4,,,2294.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,2472.4,2448.4,2426.4,,,2378.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,2470.0,2439.4,2428.0,,,2380.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,2472.4,2444.0,2430.0,,,2380.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,2458.0,2440.8,2419.6,,,2375.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,2468.2,2450.0,2428.0,,,2384.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,2395.6,2365.0,2339.8,,,2299.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,2417.4,2395.2,2379.2,,,2335.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,2405.6,2380.0,2362.6,,,2319.8,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,2374.0,2344.8,2340.0,,,2298.8,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,2250.2,2217.6,2160.0,,,2130.2,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,2260.0,2233.0,2219.2,,,2171.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,2268.0,2245.0,2212.2,,,2166.2,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,2200.0,2230.0,2155.0,,,2114.8,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,2168.0,2122.2,2120.4,,,2051.2,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,2136.8,2080.2,2085.0,,,2018.8,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,2155.0,2161.0,2096.0,,,2055.8,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,2052.0,2037.8,1960.0,,,1999.6,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,2117.0,2089.8,2061.6,,,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,2026.0,1982.2,,,1943.4,,,1926.8,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,2040.2,2007.0,,,1955.2,,,1918.8,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,2065.0,2044.8,,,1987.2,,,1943.4,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,2046.2,2003.8,,,1944.8,,,1907.8,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,2037.0,1994.0,,,1918.6,,,1852.8,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,2029.6,2007.4,,,1920.0,,,1856.4,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,2014.8,1986.6,,,1898.0,,,1812.2,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,1940.2,1902.0,,,1832.4,,,1755.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,1927.0,1890.0,,,1815.6,,,1760.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,1907.4,1875.4,,,1800.4,,,1763.8,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,1957.6,1931.2,,,1859.4,,,1802.2,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,1925.0,1901.4,,,1846.4,,,1777.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,1944.6,1919.8,,,1857.8,,,1806.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,1961.4,1929.0,,,1875.4,,,1842.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,1960.8,1935.8,,,1879.8,,,1833.4,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,1910.2,1896.2,,,1839.8,,,1790.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,1948.0,1920.0,,,1850.2,,,1827.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,1988.0,1959.0,,,1901.6,,,1845.8,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,2021.2,1998.4,,,1935.0,,,1868.4,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,2000.4,1975.6,,,1913.4,,,1853.2,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,2000.0,1981.0,,1937.6,,,1869.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,2013.0,1991.8,,1941.0,,,1882.8,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,1996.6,1966.0,,1916.6,,,1855.8,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,2006.0,1982.0,,1930.0,,,1858.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,1935.6,1904.2,,1856.0,,,1797.4,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,1923.0,1895.8,,1844.8,,,1789.4,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,1907.2,1879.0,,1826.0,,,1751.8,,,,,,,,,,,,,,,,,,,,,,
