,RS1307.CZC,RS1308.CZC,RS1309.CZC,RS1311.CZC,RS1407.CZC,RS1408.CZC,RS1409.CZC,RS1411.CZC,RS1507.CZC,RS1508.CZC,RS1509.CZC,RS1511.CZC,RS607.CZC,RS608.CZC,RS609.CZC,RS611.CZC,RS707.CZC,RS708.CZC,RS709.CZC,RS711.CZC,RS807.CZC,RS808.CZC,RS809.CZC,RS811.CZC
2014-06-13,,,,,,,4916.0,,,,,,,,,,,,,,,,,
2014-06-16,,,,,,,4920.0,,,,,,,,,,,,,,,,,
2014-06-17,,,,,,,4924.0,,,,,,,,,,,,,,,,,
2014-06-18,,,,,,,4918.0,,,,,,,,,,,,,,,,,
2014-06-19,,,,,,,4941.0,4906.0,,,,,,,,,,,,,,,,
2014-06-20,,,,,,,4951.0,,,,,,,,,,,,,,,,,
2014-06-23,,,,,,,4935.0,4716.0,,,,,,,,,,,,,,,,
2014-06-24,,,,,,,4932.0,4703.0,,,,,,,,,,,,,,,,
2014-06-25,,,,,,,4961.0,,,,,,,,,,,,,,,,,
2014-06-26,,,,,,,4966.0,4818.0,,,,,,,,,,,,,,,,
2014-06-27,,,,,,,4983.0,4880.0,,,,,,,,,,,,,,,,
2014-06-30,,,,,5460.0,,4979.0,4912.0,,,,,,,,,,,,,,,,
2014-07-01,,,,,,,5000.0,4840.0,,,,,,,,,,,,,,,,
2014-07-02,,,,,,,4934.0,,,,,,,,,,,,,,,,,
2014-07-03,,,,,,,4981.0,,,,,,,,,,,,,,,,,
2014-07-04,,,,,,,4983.0,,,,,,,,,,,,,,,,,
2014-07-07,,,,,,,4975.0,,,,,,,,,,,,,,,,,
2014-07-08,,,,,,,4971.0,,,,,,,,,,,,,,,,,
2014-07-09,,,,,,,4940.0,,,,,,,,,,,,,,,,,
2014-07-10,,,,,,,4929.0,,,,,,,,,,,,,,,,,
2014-07-11,,,,,,,4927.0,,,,,,,,,,,,,,,,,
2014-07-14,,,,,,,4852.0,,,,,,,,,,,,,,,,,
2014-07-15,,,,,,,4896.0,,,,,,,,,,,,,,,,,
2014-07-16,,,,,,,4909.0,,,,,,,,,,,,,,,,,
2014-07-17,,,,,,,4932.0,,,,,,,,,,,,,,,,,
2014-07-18,,,,,,,4872.0,,,,,,,,,,,,,,,,,
2014-07-21,,,,,,,4871.0,,,,,,,,,,,,,,,,,
2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-23,,,,,,,4868.0,,,,,,,,,,,,,,,,,
2014-07-24,,,,,,,4830.0,,,,,,,,,,,,,,,,,
2014-07-25,,,,,,,4828.0,4802.0,,,,,,,,,,,,,,,,
2014-07-28,,,,,,,4865.0,,,,,,,,,,,,,,,,,
2014-07-29,,,,,,,4818.0,,,,,,,,,,,,,,,,,
2014-07-30,,,,,,,4846.0,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,4851.0,4935.0,,,,,,,,,,,,,,,,
2014-08-01,,,,,,,4871.0,,,,,,,,,,,,,,,,,
2014-08-04,,,,,,,4880.0,,,,,,,,,,,,,,,,,
2014-08-05,,,,,,,4924.0,,,,,,,,,,,,,,,,,
2014-08-06,,,,,,,4956.0,4960.0,,,,,,,,,,,,,,,,
2014-08-07,,,,,,,4966.0,,,,,,,,,,,,,,,,,
2014-08-08,,,,,,,4979.0,4900.0,,,,,,,,,,,,,,,,
2014-08-11,,,,,,,4913.0,,,,,,,,,,,,,,,,,
2014-08-12,,,,,,,4978.0,,,,,,,,,,,,,,,,,
2014-08-13,,,,,,,5000.0,,,,,,,,,,,,,,,,,
2014-08-14,,,,,,,5086.0,,,,,,,,,,,,,,,,,
2014-08-15,,,,,,,4881.0,,,,,,,,,,,,,,,,,
2014-08-18,,,,,,,4822.0,,,,,,,,,,,,,,,,,
2014-08-19,,,,,,,4860.0,,,,,,,,,,,,,,,,,
2014-08-20,,,,,,,4836.0,,,,,,,,,,,,,,,,,
2014-08-21,,,,,,,4865.0,,4670.0,,,,,,,,,,,,,,,
2014-08-22,,,,,,,4998.0,4858.0,4600.0,4506.0,,,,,,,,,,,,,,
2014-08-25,,,,,,,5100.0,,4346.0,,,,,,,,,,,,,,,
2014-08-26,,,,,,,4983.0,,4519.0,,,,,,,,,,,,,,,
2014-08-27,,,,,,,5001.0,,4502.0,,,,,,,,,,,,,,,
2014-08-28,,,,,,,5100.0,,4417.0,,,,,,,,,,,,,,,
2014-08-29,,,,,,,5000.0,,4347.0,,,,,,,,,,,,,,,
2014-09-01,,,,,,,5100.0,,4448.0,,,,,,,,,,,,,,,
2014-09-02,,,,,,,5110.0,,4474.0,,,,,,,,,,,,,,,
2014-09-03,,,,,,,5100.0,4855.0,4471.0,,,,,,,,,,,,,,,
2014-09-04,,,,,,,,4810.0,4488.0,,,,,,,,,,,,,,,
2014-09-05,,,,,,,4901.0,,4441.0,,,,,,,,,,,,,,,
2014-09-09,,,,,,,4901.0,,4451.0,,,,,,,,,,,,,,,
2014-09-10,,,,,,,,,4205.0,,,,,,,,,,,,,,,
2014-09-11,,,,,,,,,4300.0,4409.0,,,,,,,,,,,,,,
2014-09-12,,,,,,,5000.0,,4280.0,,,,,,,,,,,,,,,
2014-09-15,,,,,,,,,4305.0,,,,,,,,,,,,,,,
2014-09-16,,,,,,,,,4335.0,,,,,,,,,,,,,,,
2014-09-17,,,,,,,,,4235.0,,,,,,,,,,,,,,,
2014-09-18,,,,,,,,,4353.0,,,,,,,,,,,,,,,
2014-09-19,,,,,,,,,4283.0,,,,,,,,,,,,,,,
2014-09-22,,,,,,,,,4281.0,,,,,,,,,,,,,,,
2014-09-23,,,,,,,,,4220.0,,,,,,,,,,,,,,,
2014-09-24,,,,,,,,,4297.0,4365.0,,,,,,,,,,,,,,
2014-09-25,,,,,,,,,4370.0,,,,,,,,,,,,,,,
2014-09-26,,,,,,,,,4337.0,,4556.0,,,,,,,,,,,,,
2014-09-29,,,,,,,,,4330.0,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,4377.0,,4385.0,,,,,,,,,,,,,
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,,,,,,,,,4410.0,,,,,,,,,,,,,,,
2014-10-10,,,,,,,,,4451.0,,,,,,,,,,,,,,,
2014-10-13,,,,,,,,4620.0,4380.0,,,,,,,,,,,,,,,
2014-10-14,,,,,,,,,4393.0,,,,,,,,,,,,,,,
2014-10-15,,,,,,,,,4497.0,,4590.0,,,,,,,,,,,,,
2014-10-16,,,,,,,,4650.0,4500.0,,,,,,,,,,,,,,,
2014-10-17,,,,,,,,,4489.0,,,,,,,,,,,,,,,
2014-10-20,,,,,,,,,4322.0,,,,,,,,,,,,,,,
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,,,,,,,,,,,4698.0,,,,,,,,,,,,,
2014-10-23,,,,,,,,,4381.0,,4510.0,,,,,,,,,,,,,
2014-10-24,,,,,,,,,4523.0,,4538.0,,,,,,,,,,,,,
2014-10-27,,,,,,,,,4425.0,,4445.0,,,,,,,,,,,,,
2014-10-28,,,,,,,,,4454.0,,,,,,,,,,,,,,,
2014-10-29,,,,,,,,,4467.0,,,,,,,,,,,,,,,
2014-10-30,,,,,,,,,4448.0,,4620.0,,,,,,,,,,,,,
2014-10-31,,,,,,,,,,4636.0,,,,,,,,,,,,,,
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,,,,,,,,,4435.0,,,,,,,,,,,,,,,
2014-11-05,,,,,,,,,4429.0,,,,,,,,,,,,,,,
2014-11-06,,,,,,,,,4513.0,,,,,,,,,,,,,,,
2014-11-07,,,,,,,,,4500.0,,4673.0,,,,,,,,,,,,,
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-12,,,,,,,,,4529.0,,4577.0,,,,,,,,,,,,,
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-14,,,,,,,,,4475.0,,,,,,,,,,,,,,,
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-19,,,,,,,,,4485.0,,,,,,,,,,,,,,,
2014-11-20,,,,,,,,,4545.0,,4690.0,,,,,,,,,,,,,
2014-11-21,,,,,,,,,4531.0,,4502.0,,,,,,,,,,,,,
2014-11-24,,,,,,,,,4585.0,,,,,,,,,,,,,,,
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-26,,,,,,,,,4539.0,,,,,,,,,,,,,,,
2014-11-27,,,,,,,,,4500.0,,,,,,,,,,,,,,,
2014-11-28,,,,,,,,,4519.0,,,,,,,,,,,,,,,
2014-12-01,,,,,,,,,4475.0,,,,,,,,,,,,,,,
2014-12-02,,,,,,,,,4529.0,,4360.0,,,,,,,,,,,,,
2014-12-03,,,,,,,,,4476.0,,,,,,,,,,,,,,,
2014-12-04,,,,,,,,,4400.0,,4545.0,,,,,,,,,,,,,
2014-12-05,,,,,,,,,4410.0,,4363.0,,,,,,,,,,,,,
2014-12-08,,,,,,,,,4280.0,,4400.0,,,,,,,,,,,,,
2014-12-09,,,,,,,,,4372.0,,,,,,,,,,,,,,,
2014-12-10,,,,,,,,,4395.0,,,,,,,,,,,,,,,
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-12,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,,,,,,,,,,,4509.0,4209.0,,,,,,,,,,,,
2014-12-16,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,,,,,,,,,,,4573.0,,,,,,,,,,,,,
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-19,,,,,,,,,,,4439.0,,,,,,,,,,,,,
2014-12-22,,,,,,,,,,,4280.0,,,,,,,,,,,,,
2014-12-23,,,,,,,,,4399.0,4600.0,4397.0,,,,,,,,,,,,,
2014-12-24,,,,,,,,,,4550.0,4438.0,,,,,,,,,,,,,
2014-12-25,,,,,,,,,,,4352.0,,,,,,,,,,,,,
2014-12-26,,,,,,,,,,,4301.0,,,,,,,,,,,,,
2014-12-29,,,,,,,,,4491.0,,4420.0,,,,,,,,,,,,,
2014-12-30,,,,,,,,,4401.0,,4428.0,,,,,,,,,,,,,
2014-12-31,,,,,,,,,4460.0,,,,,,,,,,,,,,,
2015-01-05,,,,,,,,,4485.0,,4435.0,,,,,,,,,,,,,
2015-01-06,,,,,,,,,,,4600.0,,,,,,,,,,,,,
2015-01-07,,,,,,,,,,,4400.0,,,,,,,,,,,,,
2015-01-08,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,,,,,,,,,4450.0,,,,,,,,,,,,,,,
2015-01-12,,,,,,,,,,,4499.0,,,,,,,,,,,,,
2015-01-13,,,,,,,,,4560.0,,,,,,,,,,,,,,,
2015-01-14,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,,,,,,,,,4500.0,,4560.0,,,,,,,,,,,,,
2015-01-16,,,,,,,,,4501.0,,,,,,,,,,,,,,,
2015-01-19,,,,,,,,,4501.0,,,,,,,,,,,,,,,
2015-01-20,,,,,,,,,4501.0,,,,,,,,,,,,,,,
2015-01-21,,,,,,,,,4564.0,,,,,,,,,,,,,,,
2015-01-22,,,,,,,,,4525.0,,,,,,,,,,,,,,,
2015-01-23,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,,,,,,,,,4514.0,,,,,,,,,,,,,,,
2015-01-28,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,,,,,,,,,,,4570.0,,,,,,,,,,,,,
2015-01-30,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,,,,,,,,,4380.0,,4415.0,,,,,,,,,,,,,
2015-02-04,,,,,,,,,4500.0,,4380.0,,,,,,,,,,,,,
2015-02-05,,,,,,,,,,,4556.0,,,,,,,,,,,,,
2015-02-06,,,,,,,,,4301.0,,4430.0,,,,,,,,,,,,,
2015-02-09,,,,,,,,,4590.0,,,,,,,,,,,,,,,
2015-02-10,,,,,,,,,4486.0,,,,,,,,,,,,,,,
2015-02-11,,,,,,,,,,,4590.0,,,,,,,,,,,,,
2015-02-12,,,,,,,,,4600.0,,,,,,,,,,,,,,,
2015-02-13,,,,,,,,,4600.0,,4580.0,,,,,,,,,,,,,
2015-02-16,,,,,,,,,4748.0,,,,,,,,,,,,,,,
2015-02-17,,,,,,,,,4742.0,,,,,,,,,,,,,,,
2015-02-25,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,,,,,,,,,4546.0,,,,,,,,,,,,,
2015-02-27,,,,,,,,,4701.0,,4688.0,,,,,,,,,,,,,
2015-03-02,,,,,,,,,,,4850.0,4800.0,,,,,,,,,,,,
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,,,,,,,4709.0,,4927.0,,,,,,,,,,,,,
2015-03-06,,,,,,,,,,,4851.0,,,,,,,,,,,,,
2015-03-09,,,,,,,,,,,4666.0,,,,,,,,,,,,,
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,,,,,,,4880.0,,,,,,,,,,,,,,,
2015-03-13,,,,,,,,,4960.0,,,,,,,,,,,,,,,
2015-03-16,,,,,,,,,4902.0,,,,,,,,,,,,,,,
2015-03-17,,,,,,,,,4707.0,,,,,,,,,,,,,,,
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,,,,,,4868.0,,,,,,,,,,,,,,,
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,,,,,,4865.0,,4532.0,,,,,,,,,,,,,
2015-03-25,,,,,,,,,4910.0,,,,,,,,,,,,,,,
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,,,,,,4702.0,,,,,,,,,,,,,,,
2015-03-30,,,,,,,,,,,4439.0,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,4766.0,,,,,,,,,,,,,
2015-04-01,,,,,,,,,,,4830.0,,,,,,,,,,,,,
2015-04-02,,,,,,,,,4703.0,,4524.0,,,,,,,,,,,,,
2015-04-03,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,,,,,,,4781.0,,4789.0,,,,,,,,,,,,,
2015-04-08,,,,,,,,,4829.0,,4684.0,,,,,,,,,,,,,
2015-04-09,,,,,,,,,,,4770.0,,,,,,,,,,,,,
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,,,,,,,,4690.0,4940.0,,,,,,,,,,,,
2015-04-14,,,,,,,,,,,4864.0,,,,,,,,,,,,,
2015-04-15,,,,,,,,,4750.0,,,,,,,,,,,,,,,
2015-04-16,,,,,,,,,4731.0,,4828.0,,,,,,,,,,,,,
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,,,,,,,,4788.0,,,,,,,,,,,,,
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,,,,,,,,4754.0,,,,,,,,,,,,,
2015-04-24,,,,,,,,,,,4787.0,,,,,,,,,,,,,
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,,,,,,,,4644.0,,,,,,,,,,,,,
2015-05-05,,,,,,,,,,,4705.0,,,,,,,,,,,,,
2015-05-06,,,,,,,,,4920.0,,4835.0,,,,,,,,,,,,,
2015-05-07,,,,,,,,,,,4909.0,,,,,,,,,,,,,
2015-05-08,,,,,,,,,,,4788.0,,,,,,,,,,,,,
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,,,,,,4881.0,,4801.0,,,,,,,,,,,,,
2015-05-14,,,,,,,,,4730.0,,4700.0,,,,,,,,,,,,,
2015-05-15,,,,,,,,,4545.0,4883.0,4734.0,,,,,,,,,,,,,
2015-05-18,,,,,,,,,4655.0,,4666.0,,,,,,,,,,,,,
2015-05-19,,,,,,,,,4510.0,,4620.0,,,,,,,,,,,,,
2015-05-20,,,,,,,,,,,4585.0,,,,,,,,,,,,,
2015-05-21,,,,,,,,,4569.0,,4530.0,,,,,,,,,,,,,
2015-05-22,,,,,,,,,,,4406.0,,,,,,,,,,,,,
2015-05-25,,,,,,,,,4520.0,,4497.0,,,,,,,,,,,,,
2015-05-26,,,,,,,,,,,4475.0,,,,,,,,,,,,,
2015-05-27,,,,,,,,,,,4510.0,,,,,,,,,,,,,
2015-05-28,,,,,,,,,,,4586.0,,,,,,,,,,,,,
2015-05-29,,,,,,,,,4579.0,,4531.0,,,,,,,,,,,,,
2015-06-01,,,,,,,,,,,4501.0,,,,,,,,,,,,,
2015-06-02,,,,,,,,,4449.0,,4507.0,,,,,,,,,,,,,
2015-06-03,,,,,,,,,,,4502.0,,,,,,,,,,,,,
2015-06-04,,,,,,,,,,,4460.0,,,,,,,,,,,,,
2015-06-05,,,,,,,,,,,4478.0,,,,,,,,,,,,,
2015-06-08,,,,,,,,,4450.0,,4500.0,,,,,,,,,,,,,
2015-06-09,,,,,,,,,4628.0,,4281.0,,,,,,,,,,,,,
2015-06-10,,,,,,,,,4344.0,4630.0,4241.0,,,,,,,,,,,,,
2015-06-11,,,,,,,,,4199.0,,4254.0,,,,,,,,,,,,,
2015-06-12,,,,,,,,,4017.0,4446.0,4169.0,,,,,,,,,,,,,
2015-06-15,,,,,,,,,,4134.0,4012.0,,,,,,,,,,,,,
2015-06-16,,,,,,,,,4020.0,,3907.0,,,,,,,,,,,,,
2015-06-17,,,,,,,,,3980.0,,3888.0,,,,,,,,,,,,,
2015-06-18,,,,,,,,,3980.0,,3891.0,,,,,,,,,,,,,
2015-06-19,,,,,,,,,3960.0,,3850.0,,,,,,,,,,,,,
2015-06-23,,,,,,,,,3940.0,,3830.0,,,,,,,,,,,,,
2015-06-24,,,,,,,,,,,3804.0,,,,,,,,,,,,,
2015-06-25,,,,,,,,,,,3800.0,,,,,,,,,,,,,
2015-06-26,,,,,,,,,4084.0,,3812.0,,,,,,,,,,,,,
2015-06-29,,,,,,,,,4100.0,,3785.0,,,,,,,,,,,,,
2015-06-30,,,,,,,,,3835.0,,3672.0,,,,,,,,,,,,,
2015-07-01,,,,,,,,,,,3673.0,,,,,,,,,,,,,
2015-07-02,,,,,,,,,,,3697.0,,,,,,,,,,,,,
2015-07-03,,,,,,,,,,3795.0,3650.0,,,,,,,,,,,,,
2015-07-06,,,,,,,,,,,3739.0,,,,,,,,,,,,,
2015-07-07,,,,,,,,,,,3672.0,,,,,,,,,,,,,
2015-07-08,,,,,,,,,,,3560.0,,,,,,,,,,,,,
2015-07-09,,,,,,,,,,,3561.0,,,,,,,,,,,,,
2015-07-10,,,,,,,,,,,3708.0,,,,,,,,,,,,,
2015-07-13,,,,,,,,,,,3757.0,,,,,,,,,,,,,
2015-07-14,,,,,,,,,,,3778.0,,,,,,,,,,,,,
2015-07-15,,,,,,,,,,,3706.0,,4199.0,,,,,,,,,,,
2015-07-16,,,,,,,,,,,3606.0,,,,,,,,,,,,,
2015-07-17,,,,,,,,,,,3615.0,,4200.0,,,,,,,,,,,
2015-07-20,,,,,,,,,,,3625.0,,4332.0,,,,,,,,,,,
2015-07-21,,,,,,,,,,,3666.0,,4497.0,,,,,,,,,,,
2015-07-22,,,,,,,,,,,3660.0,,4402.0,,,,,,,,,,,
2015-07-23,,,,,,,,,,3661.0,3637.0,,4490.0,,,,,,,,,,,
2015-07-24,,,,,,,,,,,3628.0,,4400.0,,,,,,,,,,,
2015-07-27,,,,,,,,,,,3582.0,,4360.0,,,,,,,,,,,
2015-07-28,,,,,,,,,,,3594.0,3628.0,4202.0,,,,,,,,,,,
2015-07-29,,,,,,,,,,3515.0,3656.0,3647.0,4336.0,,,,,,,,,,,
2015-07-30,,,,,,,,,,,3678.0,,4229.0,,,,,,,,,,,
2015-07-31,,,,,,,,,,3514.0,3690.0,,4201.0,,,,,,,,,,,
2015-08-03,,,,,,,,,,,3687.0,,4192.0,,,,,,,,,,,
2015-08-04,,,,,,,,,,,3786.0,,,,,,,,,,,,,
2015-08-05,,,,,,,,,,,3875.0,,4191.0,,,,,,,,,,,
2015-08-06,,,,,,,,,,,3810.0,,4187.0,,,,,,,,,,,
2015-08-07,,,,,,,,,,,3859.0,,4215.0,,,,,,,,,,,
2015-08-10,,,,,,,,,,,3815.0,,,,,,,,,,,,,
2015-08-11,,,,,,,,,,,3852.0,,4348.0,,,,,,,,,,,
2015-08-12,,,,,,,,,,,3821.0,,,,,,,,,,,,,
2015-08-13,,,,,,,,,,,3770.0,,,,,,,,,,,,,
2015-08-14,,,,,,,,,,,3811.0,,,,,,,,,,,,,
2015-08-17,,,,,,,,,,,3809.0,,,,,,,,,,,,,
2015-08-18,,,,,,,,,,,3806.0,,,,,,,,,,,,,
2015-08-19,,,,,,,,,,,3800.0,,,,,,,,,,,,,
2015-08-20,,,,,,,,,,,3789.0,,,,,,,,,,,,,
2015-08-21,,,,,,,,,,,3666.0,,,,,,,,,,,,,
2015-08-24,,,,,,,,,,,3664.0,,,,,,,,,,,,,
2015-08-25,,,,,,,,,,,3734.0,,4119.0,,,,,,,,,,,
2015-08-26,,,,,,,,,,,3788.0,,,,,,,,,,,,,
2015-08-27,,,,,,,,,,,3835.0,,4266.0,,,,,,,,,,,
2015-08-28,,,,,,,,,,,3869.0,,4338.0,,,,,,,,,,,
2015-08-31,,,,,,,,,,,3623.0,,4135.0,,,,,,,,,,,
2015-09-01,,,,,,,,,,,3640.0,,,,,,,,,,,,,
2015-09-02,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,,,,,,,,,4277.0,,,,,,,,,,,
2015-09-09,,,,,,,,,,,,,4338.0,,,,,,,,,,,
2015-09-10,,,,,,,,,,,,,4279.0,,,,,,,,,,,
2015-09-11,,,,,,,,,,,,,4315.0,,,,,,,,,,,
2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,,,,,,,,,4294.0,,,,,,,,,,,
2015-09-16,,,,,,,,,,,,,4152.0,,,,,,,,,,,
2015-09-17,,,,,,,,,,,,,4205.0,,4350.0,,,,,,,,,
2015-09-18,,,,,,,,,,,,,4199.0,,4107.0,,,,,,,,,
2015-09-21,,,,,,,,,,,,,4066.0,,,,,,,,,,,
2015-09-22,,,,,,,,,,,,,4140.0,,,,,,,,,,,
2015-09-23,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,,,,,,,,4188.0,,,,,,,,,,,
2015-09-25,,,,,,,,,,,,,4191.0,,4170.0,,,,,,,,,
2015-09-28,,,,,,,,,,,,,4199.0,,,,,,,,,,,
2015-09-29,,,,,,,,,,,,,4195.0,,,,,,,,,,,
2015-09-30,,,,,,,,,,,,,4170.0,,,,,,,,,,,
2015-10-08,,,,,,,,,,,,,4160.0,,4220.0,,,,,,,,,
2015-10-09,,,,,,,,,,,,,4159.0,,4170.0,,,,,,,,,
2015-10-12,,,,,,,,,,,,,4142.0,,,,,,,,,,,
2015-10-13,,,,,,,,,,,,,4170.0,,,,,,,,,,,
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,,,,,,,,,4051.0,,,,,,,,,
2015-10-21,,,,,,,,,,,,,,,4062.0,,,,,,,,,
2015-10-22,,,,,,,,,,,,,,,4061.0,,,,,,,,,
2015-10-23,,,,,,,,,,,,,4110.0,,,,,,,,,,,
2015-10-26,,,,,,,,,,,,,4189.0,,4178.0,,,,,,,,,
2015-10-27,,,,,,,,,,,,,,,4085.0,,,,,,,,,
2015-10-28,,,,,,,,,,,,,4191.0,,,,,,,,,,,
2015-10-29,,,,,,,,,,,,,4171.0,,,,,,,,,,,
2015-10-30,,,,,,,,,,,,,4189.0,,4213.0,,,,,,,,,
2015-11-02,,,,,,,,,,,,,4222.0,,4101.0,,,,,,,,,
2015-11-03,,,,,,,,,,,,,4149.0,,4160.0,,,,,,,,,
2015-11-04,,,,,,,,,,,,,3961.0,,,,,,,,,,,
2015-11-05,,,,,,,,,,,,,3940.0,,,,,,,,,,,
2015-11-06,,,,,,,,,,,,,4075.0,,,,,,,,,,,
2015-11-09,,,,,,,,,,,,,4082.0,,,,,,,,,,,
2015-11-10,,,,,,,,,,,,,4041.0,,,,,,,,,,,
2015-11-11,,,,,,,,,,,,,3960.0,,,,,,,,,,,
2015-11-12,,,,,,,,,,,,,4011.0,,4060.0,,,,,,,,,
2015-11-13,,,,,,,,,,,,,4002.0,,,,,,,,,,,
2015-11-16,,,,,,,,,,,,,4033.0,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,,4128.0,,4177.0,,,,,,,,,
2015-11-19,,,,,,,,,,,,,4090.0,,4009.0,,,,,,,,,
2015-11-20,,,,,,,,,,,,,4020.0,,4069.0,,,,,,,,,
2015-11-23,,,,,,,,,,,,,4094.0,,4193.0,,,,,,,,,
2015-11-24,,,,,,,,,,,,,4122.0,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,,4066.0,,,3952.0,,,,,,,,
2015-11-26,,,,,,,,,,,,,4103.0,,4186.0,,,,,,,,,
2015-11-27,,,,,,,,,,,,,4150.0,,4220.0,4110.0,,,,,,,,
2015-11-30,,,,,,,,,,,,,4063.0,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,,4121.0,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,,4124.0,,4224.0,,,,,,,,,
2015-12-08,,,,,,,,,,,,,4085.0,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,,4113.0,,4081.0,,,,,,,,,
2015-12-14,,,,,,,,,,,,,4072.0,,4179.0,,,,,,,,,
2015-12-15,,,,,,,,,,,,,4160.0,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,4248.0,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,,4088.0,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,,4117.0,,4338.0,,,,,,,,,
2015-12-21,,,,,,,,,,,,,4005.0,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,4000.0,,4298.0,,,,,,,,,
2015-12-23,,,,,,,,,,,,,3953.0,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,4000.0,,4100.0,,,,,,,,,
2015-12-25,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,3961.0,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,3979.0,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,3997.0,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,4000.0,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,3930.0,,,,,,,,,,,
