,T1509.CFE,T1512.CFE,T1603.CFE,T1606.CFE,T1609.CFE,T1612.CFE,T1703.CFE,T1706.CFE,T1709.CFE,T1712.CFE,T1803.CFE,T1806.CFE,T1809.CFE,T1812.CFE
2017-08-03,,,,,,,,,94.645,94.715,94.725,,,
2017-08-04,,,,,,,,,94.75,94.75,94.785,,,
2017-08-07,,,,,,,,,94.6,94.61,94.75,,,
2017-08-08,,,,,,,,,94.325,94.28,94.34,,,
2017-08-09,,,,,,,,,94.415,94.415,94.4,,,
2017-08-10,,,,,,,,,94.45,94.41,94.54,,,
2017-08-11,,,,,,,,,94.755,94.61,94.645,,,
2017-08-14,,,,,,,,,94.69,94.64,94.64,,,
2017-08-15,,,,,,,,,95.075,95.04,95.015,,,
2017-08-16,,,,,,,,,94.99,94.88,94.94,,,
2017-08-17,,,,,,,,,95.035,94.98,94.9,,,
2017-08-18,,,,,,,,,95.075,95.015,94.99,,,
2017-08-21,,,,,,,,,94.89,94.86,94.9,,,
2017-08-22,,,,,,,,,94.85,94.825,94.82,,,
2017-08-23,,,,,,,,,94.815,94.85,94.72,,,
2017-08-24,,,,,,,,,94.655,94.77,94.77,,,
2017-08-25,,,,,,,,,94.52,94.64,94.615,,,
2017-08-28,,,,,,,,,94.52,94.635,94.685,,,
2017-08-29,,,,,,,,,94.25,94.46,94.48,,,
2017-08-30,,,,,,,,,94.375,94.65,94.62,,,
2017-08-31,,,,,,,,,94.1,94.71,94.76,,,
2017-09-01,,,,,,,,,94.53,94.8,94.87,,,
2017-09-04,,,,,,,,,94.6,94.68,94.725,,,
2017-09-05,,,,,,,,,94.3,94.67,94.775,,,
2017-09-06,,,,,,,,,94.33,94.57,94.62,,,
2017-09-07,,,,,,,,,,94.715,94.75,,,
2017-09-08,,,,,,,,,,95.13,95.195,,,
2017-09-11,,,,,,,,,,95.125,95.17,,,
2017-09-12,,,,,,,,,,95.0,95.005,95.155,,
2017-09-13,,,,,,,,,,95.12,95.185,95.15,,
2017-09-14,,,,,,,,,,95.0,95.105,,,
2017-09-15,,,,,,,,,,95.4,95.49,,,
2017-09-18,,,,,,,,,,95.38,95.425,95.9,,
2017-09-19,,,,,,,,,,95.075,95.195,95.4,,
2017-09-20,,,,,,,,,,95.22,95.305,95.395,,
2017-09-21,,,,,,,,,,95.075,95.245,95.38,,
2017-09-22,,,,,,,,,,94.985,95.055,95.33,,
2017-09-25,,,,,,,,,,95.18,95.31,95.475,,
2017-09-26,,,,,,,,,,95.21,95.345,95.48,,
2017-09-27,,,,,,,,,,95.18,95.345,96.27,,
2017-09-28,,,,,,,,,,95.235,95.46,95.49,,
2017-09-29,,,,,,,,,,95.3,95.475,95.51,,
2017-10-09,,,,,,,,,,95.165,95.545,95.4,,
2017-10-10,,,,,,,,,,94.92,95.19,95.27,,
2017-10-11,,,,,,,,,,94.925,95.2,,,
2017-10-12,,,,,,,,,,94.89,95.2,95.28,,
2017-10-13,,,,,,,,,,94.68,94.975,95.12,,
2017-10-16,,,,,,,,,,94.43,94.905,94.99,,
2017-10-17,,,,,,,,,,94.27,94.615,94.8,,
2017-10-18,,,,,,,,,,94.14,94.265,94.41,,
2017-10-19,,,,,,,,,,94.16,94.305,,,
2017-10-20,,,,,,,,,,94.15,94.345,94.51,,
2017-10-23,,,,,,,,,,94.06,94.21,94.5,,
2017-10-24,,,,,,,,,,94.155,94.355,94.405,,
2017-10-25,,,,,,,,,,94.06,94.2,94.19,,
2017-10-26,,,,,,,,,,93.62,93.705,93.885,,
2017-10-27,,,,,,,,,,93.75,93.855,93.73,,
2017-10-30,,,,,,,,,,93.07,93.21,93.525,,
2017-10-31,,,,,,,,,,92.745,92.8,93.0,,
2017-11-01,,,,,,,,,,92.725,92.8,92.97,,
2017-11-02,,,,,,,,,,92.9,92.965,93.0,,
2017-11-03,,,,,,,,,,92.805,92.8,92.925,,
2017-11-06,,,,,,,,,,92.88,92.78,92.845,,
2017-11-07,,,,,,,,,,93.03,92.92,93.06,,
2017-11-08,,,,,,,,,,92.7,92.71,92.86,,
2017-11-09,,,,,,,,,,92.855,92.99,93.155,,
2017-11-10,,,,,,,,,,92.735,92.805,93.0,,
2017-11-13,,,,,,,,,,92.7,92.75,92.88,,
2017-11-14,,,,,,,,,,92.13,92.15,92.445,,
2017-11-15,,,,,,,,,,92.33,92.485,92.69,,
2017-11-16,,,,,,,,,,92.34,92.51,92.735,,
2017-11-17,,,,,,,,,,92.32,92.695,92.94,,
2017-11-20,,,,,,,,,,92.455,92.73,93.045,,
2017-11-21,,,,,,,,,,92.25,92.45,92.62,,
2017-11-22,,,,,,,,,,92.005,92.27,92.75,,
2017-11-23,,,,,,,,,,91.76,92.075,92.515,,
2017-11-24,,,,,,,,,,92.015,92.305,92.64,,
2017-11-27,,,,,,,,,,92.23,92.565,92.745,,
2017-11-28,,,,,,,,,,92.04,92.45,92.78,,
2017-11-29,,,,,,,,,,91.91,92.29,92.53,,
2017-11-30,,,,,,,,,,92.4,92.855,93.11,,
2017-12-01,,,,,,,,,,92.7,92.91,93.185,,
2017-12-04,,,,,,,,,,,92.945,93.02,,
2017-12-05,,,,,,,,,,,93.13,93.24,,
2017-12-06,,,,,,,,,,,92.97,93.09,,
2017-12-07,,,,,,,,,,,93.04,93.215,,
2017-12-08,,,,,,,,,,,92.95,93.13,,
2017-12-11,,,,,,,,,,,92.67,92.85,,
2017-12-12,,,,,,,,,,,92.34,92.64,,
2017-12-13,,,,,,,,,,,92.365,92.63,,
2017-12-14,,,,,,,,,,,92.6,92.72,,
2017-12-15,,,,,,,,,,,92.65,92.985,,
2017-12-18,,,,,,,,,,,92.985,93.055,,
2017-12-19,,,,,,,,,,,92.865,93.095,,
2017-12-20,,,,,,,,,,,92.75,93.0,,
2017-12-21,,,,,,,,,,,92.83,93.02,,
2017-12-22,,,,,,,,,,,92.905,93.11,93.3,
2017-12-25,,,,,,,,,,,93.21,93.35,,
2017-12-26,,,,,,,,,,,93.095,93.12,,
2017-12-27,,,,,,,,,,,92.95,93.135,,
2017-12-28,,,,,,,,,,,93.035,93.25,94.08,
2017-12-29,,,,,,,,,,,93.09,93.305,93.54,
2018-01-02,,,,,,,,,,,93.17,93.345,93.22,
2018-01-03,,,,,,,,,,,92.65,92.93,93.155,
2018-01-04,,,,,,,,,,,92.48,92.69,92.92,
2018-01-05,,,,,,,,,,,92.5,92.99,92.705,
2018-01-08,,,,,,,,,,,92.505,92.655,92.8,
2018-01-09,,,,,,,,,,,92.635,92.81,93.095,
2018-01-10,,,,,,,,,,,92.48,92.695,92.9,
2018-01-11,,,,,,,,,,,92.34,92.5,92.61,
2018-01-12,,,,,,,,,,,92.16,92.3,92.415,
2018-01-15,,,,,,,,,,,92.15,92.3,92.35,
2018-01-16,,,,,,,,,,,92.1,92.1,92.3,
2018-01-17,,,,,,,,,,,91.905,92.085,92.27,
2018-01-18,,,,,,,,,,,91.7,91.795,91.885,
2018-01-19,,,,,,,,,,,91.5,91.5,91.795,
2018-01-22,,,,,,,,,,,91.52,91.495,91.55,
2018-01-23,,,,,,,,,,,91.85,91.83,91.945,
2018-01-24,,,,,,,,,,,91.805,91.795,91.925,
2018-01-25,,,,,,,,,,,91.69,91.67,91.88,
2018-01-26,,,,,,,,,,,91.945,91.925,92.01,
2018-01-29,,,,,,,,,,,91.835,91.85,92.005,
2018-01-30,,,,,,,,,,,91.85,91.855,92.085,
2018-01-31,,,,,,,,,,,91.845,91.925,92.01,
2018-02-01,,,,,,,,,,,91.94,91.985,92.18,
2018-02-02,,,,,,,,,,,92.055,92.125,92.21,
2018-02-05,,,,,,,,,,,91.95,91.95,92.105,
2018-02-06,,,,,,,,,,,92.03,92.075,92.095,
2018-02-07,,,,,,,,,,,91.955,92.075,92.215,
2018-02-08,,,,,,,,,,,92.16,92.2,92.365,
2018-02-09,,,,,,,,,,,91.77,91.9,92.045,
2018-02-12,,,,,,,,,,,92.05,92.07,92.13,
2018-02-13,,,,,,,,,,,92.125,92.125,92.29,
2018-02-14,,,,,,,,,,,92.105,92.075,92.17,
2018-02-22,,,,,,,,,,,91.85,91.815,92.005,
2018-02-23,,,,,,,,,,,91.775,91.725,91.935,
2018-02-26,,,,,,,,,,,91.86,91.845,92.02,
2018-02-27,,,,,,,,,,,92.335,92.3,92.42,
2018-02-28,,,,,,,,,,,92.64,92.58,92.7,
2018-03-01,,,,,,,,,,,92.7,92.72,92.75,
2018-03-02,,,,,,,,,,,,92.69,92.745,
2018-03-05,,,,,,,,,,,,92.64,92.735,
2018-03-06,,,,,,,,,,,,92.625,92.725,
2018-03-07,,,,,,,,,,,,92.94,93.005,
2018-03-08,,,,,,,,,,,,93.13,93.09,
2018-03-09,,,,,,,,,,,,92.9,92.99,
2018-03-12,,,,,,,,,,,,92.99,93.015,
2018-03-13,,,,,,,,,,,,92.96,93.025,
2018-03-14,,,,,,,,,,,,92.835,92.895,92.88
2018-03-15,,,,,,,,,,,,92.7,92.825,92.985
2018-03-16,,,,,,,,,,,,92.82,92.94,
2018-03-19,,,,,,,,,,,,92.82,92.92,
2018-03-20,,,,,,,,,,,,92.9,92.935,93.11
2018-03-21,,,,,,,,,,,,93.21,93.255,
2018-03-22,,,,,,,,,,,,93.25,93.315,93.585
2018-03-23,,,,,,,,,,,,93.9,93.73,93.845
2018-03-26,,,,,,,,,,,,93.85,93.9,93.99
2018-03-27,,,,,,,,,,,,93.635,93.82,
2018-03-28,,,,,,,,,,,,93.97,94.005,93.915
2018-03-29,,,,,,,,,,,,93.765,93.805,
2018-03-30,,,,,,,,,,,,93.68,93.675,
2018-04-02,,,,,,,,,,,,93.535,93.65,
2018-04-03,,,,,,,,,,,,93.77,93.755,
2018-04-04,,,,,,,,,,,,93.53,93.73,93.485
2018-04-09,,,,,,,,,,,,93.7,93.76,
2018-04-10,,,,,,,,,,,,93.75,93.805,
2018-04-11,,,,,,,,,,,,93.4,93.13,
2018-04-12,,,,,,,,,,,,93.71,93.78,
2018-04-13,,,,,,,,,,,,93.765,93.86,
2018-04-16,,,,,,,,,,,,93.9,93.945,93.855
2018-04-17,,,,,,,,,,,,94.37,94.38,94.22
2018-04-18,,,,,,,,,,,,95.07,95.0,95.0
2018-04-19,,,,,,,,,,,,95.2,95.11,95.13
2018-04-20,,,,,,,,,,,,95.005,94.94,94.995
