,NI1507.SHF,NI1508.SHF,NI1509.SHF,NI1510.SHF,NI1511.SHF,NI1512.SHF,NI1601.SHF,NI1602.SHF,NI1603.SHF,NI1604.SHF,NI1605.SHF,NI1606.SHF,NI1607.SHF,NI1608.SHF,NI1609.SHF,NI1610.SHF,NI1611.SHF,NI1612.SHF,NI1701.SHF,NI1702.SHF,NI1703.SHF,NI1704.SHF,NI1705.SHF,NI1706.SHF,NI1707.SHF,NI1708.SHF,NI1709.SHF,NI1710.SHF,NI1711.SHF,NI1712.SHF,NI1801.SHF,NI1802.SHF,NI1803.SHF,NI1804.SHF,NI1805.SHF,NI1806.SHF,NI1807.SHF,NI1808.SHF,NI1809.SHF,NI1810.SHF,NI1811.SHF,NI1812.SHF,NI1901.SHF,NI1902.SHF,NI1903.SHF
2015-08-11,,81930.0,82190.0,83000.0,83930.0,82890.0,83000.0,85420.0,83630.0,,85170.0,88360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,81100.0,81240.0,81490.0,81870.0,82570.0,82100.0,82380.0,82640.0,,83930.0,84330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,84000.0,82700.0,83200.0,84350.0,83900.0,83600.0,84580.0,84820.0,85300.0,85420.0,86220.0,86590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,82300.0,82870.0,82790.0,82470.0,83350.0,83960.0,84220.0,83220.0,,86050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,81400.0,81950.0,82480.0,,82790.0,82800.0,83460.0,84160.0,84540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,82150.0,82300.0,82490.0,,82880.0,83600.0,83950.0,84090.0,84670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,80500.0,80550.0,80550.0,,81090.0,81880.0,81820.0,,82540.0,83210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,80900.0,81010.0,81330.0,83060.0,81600.0,81180.0,82270.0,83300.0,81720.0,83570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,80530.0,80650.0,80570.0,,81550.0,81650.0,81780.0,82570.0,83190.0,,,81660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,79180.0,79260.0,78730.0,80010.0,80000.0,79690.0,80080.0,78490.0,80920.0,79580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,73800.0,71220.0,73980.0,74600.0,74200.0,,76000.0,77160.0,76930.0,76050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,75000.0,74800.0,74960.0,75740.0,75750.0,,76640.0,78160.0,76790.0,79780.0,,76610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,73200.0,74100.0,74130.0,74600.0,74300.0,75190.0,75150.0,76110.0,76620.0,,,78270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,75100.0,75590.0,75950.0,76490.0,76400.0,79000.0,77340.0,77840.0,78390.0,79940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,76500.0,76640.0,76600.0,78630.0,78200.0,,78330.0,78840.0,79460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,76180.0,75190.0,75430.0,76110.0,76460.0,76790.0,77060.0,77740.0,77960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,74370.0,74660.0,75140.0,75840.0,76000.0,77050.0,76840.0,,77710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,74600.0,74380.0,76150.0,75670.0,76200.0,,77550.0,78080.0,78170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,75280.0,75530.0,75600.0,76320.0,76870.0,76750.0,77300.0,78080.0,78000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,75000.0,76390.0,76170.0,76710.0,77090.0,,77490.0,78520.0,78280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,76500.0,76840.0,76940.0,77410.0,78210.0,78400.0,78840.0,78950.0,79190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,77450.0,78490.0,78500.0,78470.0,79400.0,78450.0,79870.0,,80860.0,81100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,78000.0,77810.0,78390.0,78630.0,79100.0,79690.0,79980.0,80510.0,80540.0,81510.0,80180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,76090.0,76120.0,76700.0,77200.0,77480.0,77550.0,78480.0,,79300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,76500.0,77780.0,77230.0,77320.0,76710.0,78080.0,79400.0,79650.0,,,,79760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,77450.0,77660.0,79280.0,78800.0,78930.0,79210.0,,79900.0,82330.0,,,79430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,77070.0,77100.0,77500.0,78110.0,78070.0,79010.0,,79790.0,80160.0,79570.0,79480.0,82510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,76210.0,77370.0,76820.0,77200.0,,78020.0,78220.0,78610.0,,,,79720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,76660.0,77120.0,78620.0,77790.0,77610.0,78520.0,78300.0,79110.0,78310.0,,,80790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,75550.0,75620.0,76320.0,76780.0,76620.0,77410.0,77110.0,77930.0,77930.0,79220.0,,79200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,75940.0,76950.0,76640.0,76940.0,77320.0,77530.0,77580.0,78240.0,78960.0,78760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,76650.0,75890.0,76550.0,76680.0,77190.0,76880.0,,78290.0,78570.0,,,80140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,76400.0,76830.0,,77300.0,77660.0,77990.0,,78450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,76150.0,76400.0,76300.0,77210.0,76610.0,77750.0,77250.0,78060.0,78860.0,78770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,75120.0,75610.0,75760.0,76260.0,76800.0,76470.0,76220.0,76420.0,78150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,76000.0,77210.0,77360.0,78200.0,77900.0,78590.0,79200.0,80480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,76670.0,76920.0,77110.0,77510.0,78510.0,78050.0,79720.0,78250.0,81000.0,80230.0,80480.0,79370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,78800.0,79550.0,79320.0,81000.0,80900.0,81430.0,80380.0,81000.0,81810.0,,,80830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,78970.0,79520.0,80370.0,79850.0,80540.0,,80990.0,,,,81910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,77900.0,78630.0,79090.0,79300.0,79900.0,79420.0,80500.0,80330.0,81110.0,,,81310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,78600.0,78730.0,79190.0,79400.0,79780.0,79960.0,80150.0,80360.0,,,82630.0,81640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,79330.0,79640.0,80230.0,81650.0,80670.0,,80920.0,,81850.0,82500.0,81560.0,84200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,79620.0,80000.0,80280.0,79500.0,80920.0,81120.0,81150.0,82340.0,,81420.0,82300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,78350.0,78900.0,79150.0,77470.0,79710.0,79340.0,80080.0,80090.0,,,79960.0,80670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,77400.0,78100.0,78450.0,78970.0,78890.0,79300.0,79800.0,,,81670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,77180.0,77850.0,78100.0,,78510.0,79940.0,79150.0,,,79620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,78160.0,78480.0,78960.0,80000.0,79190.0,80260.0,79310.0,80000.0,,80510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,78500.0,80020.0,79980.0,80030.0,80210.0,,81250.0,,,81050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,78070.0,78360.0,78720.0,79170.0,79380.0,79310.0,79170.0,,,80960.0,80710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,78300.0,78740.0,79200.0,79390.0,79640.0,79880.0,80270.0,,,,81000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,78220.0,78360.0,79080.0,79690.0,79490.0,80050.0,79870.0,80420.0,,,80780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,78550.0,78650.0,79000.0,77710.0,79510.0,80020.0,80190.0,79200.0,,,80010.0,80540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,76780.0,77100.0,,77800.0,77870.0,78600.0,,,,,80020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
