,SN1507.SHF,SN1508.SHF,SN1509.SHF,SN1510.SHF,SN1511.SHF,SN1512.SHF,SN1601.SHF,SN1602.SHF,SN1603.SHF,SN1604.SHF,SN1605.SHF,SN1606.SHF,SN1607.SHF,SN1608.SHF,SN1609.SHF,SN1610.SHF,SN1611.SHF,SN1612.SHF,SN1701.SHF,SN1702.SHF,SN1703.SHF,SN1704.SHF,SN1705.SHF,SN1706.SHF,SN1707.SHF,SN1708.SHF,SN1709.SHF,SN1710.SHF,SN1711.SHF,SN1712.SHF,SN1801.SHF,SN1802.SHF,SN1803.SHF,SN1804.SHF,SN1805.SHF,SN1806.SHF,SN1807.SHF,SN1808.SHF,SN1809.SHF,SN1810.SHF,SN1811.SHF,SN1812.SHF,SN1901.SHF,SN1902.SHF,SN1903.SHF
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,144520.0,143730.0,,,147520.0,,,,147850.0,,149090.0,,,,,,,,
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,143540.0,145190.0,,144270.0,145810.0,,,,148960.0,,147490.0,,,,,,,,
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,143810.0,148300.0,,,148200.0,,150940.0,,148780.0,,,,,,,,,,
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,144500.0,146600.0,,148200.0,147420.0,,,,149010.0,,,,,,,,,,
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,143840.0,144920.0,,147090.0,147710.0,,,,147780.0,,,,,,,,,,
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,143660.0,143200.0,,,146470.0,,,,147950.0,,,,,,,,,,
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,142700.0,143170.0,141490.0,,145680.0,,,,146550.0,,,,,,,,,,
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,141880.0,142030.0,,,145100.0,,,,146140.0,,,,,,,,,,
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,141600.0,,,143500.0,144860.0,,,,145040.0,,,,,,,,,,
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,142130.0,,,,144320.0,,,,146120.0,,,,,,,,,,
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,142100.0,,143090.0,144130.0,144750.0,,,,145590.0,,,,,,,,,,
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,141300.0,,,,144800.0,,,,145320.0,,,,,,,,,,
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,141820.0,,146180.0,,145000.0,,,,146200.0,,,,,,,,,,
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143290.0,,,,144850.0,,,,145320.0,,,,,,
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144040.0,,,,145180.0,,,,146300.0,,,,,,
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145980.0,,,,146490.0,,,,147550.0,,,,,,
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146070.0,,,,147500.0,,,,,,,,,,
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144770.0,,,,145360.0,,,,,,,,,,
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,145000.0,,,144820.0,,,,145630.0,,,,145580.0,,,,,,
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,143000.0,,145530.0,145490.0,,,,146540.0,,,,,,,,,,
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145080.0,145510.0,146510.0,,,,148000.0,,,,149780.0,,,,,,
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147130.0,,,,148320.0,,,,148290.0,,,,,,
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146380.0,,,,147760.0,,,,148110.0,,,,,,
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145980.0,146380.0,,,,147350.0,,,,,,,,,,
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148030.0,,,146310.0,149040.0,,,,150900.0,,,,,,
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147050.0,,,,147040.0,,,,148800.0,,,,,,
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144410.0,144370.0,145800.0,,,146400.0,146690.0,,,,147650.0,,,,,,
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146430.0,,,,147360.0,,,,149030.0,,,,,,
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145950.0,146600.0,146780.0,,,,149690.0,,,,149000.0,,,,,,
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147800.0,,,,148690.0,,,,149600.0,,,,,,
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145390.0,146900.0,,,,147900.0,,,,148050.0,,,,,,
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144840.0,,,,145820.0,,,,147730.0,,,,,,
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143770.0,143800.0,144120.0,,,,145220.0,,,,146070.0,,,,,,
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144360.0,,,145780.0,144970.0,,,,145820.0,,,,,,
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144210.0,144450.0,,,,145670.0,,,,,,,,,,
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145130.0,,,,146120.0,,,,147090.0,,,,,,
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143630.0,,145230.0,,,,146320.0,,,,147280.0,,,,,,
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145410.0,,,,146660.0,,,,,,,,,,
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143500.0,153010.0,143610.0,,,,144290.0,,,,,,,,,,
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142850.0,,143800.0,,,,144970.0,,,,145000.0,,,,,,
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142920.0,,,,144220.0,,,,145310.0,,,,,,
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140110.0,,144930.0,,,,145880.0,,,,146770.0,,,,,,
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145890.0,,143340.0,,,,145160.0,,,,146130.0,,,,,,
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142500.0,143900.0,143920.0,,,,145250.0,,,,145650.0,,,,,,
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142000.0,,144210.0,,,,145220.0,,,,,,,,,,
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142880.0,140730.0,,,143380.0,,,,144450.0,,,,,,
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140710.0,141600.0,,,,142490.0,,,,143750.0,,,,,,
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142000.0,142000.0,142030.0,,,,142880.0,,,,144400.0,,,,,,
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142020.0,143900.0,,,,145780.0,,,,144960.0,,,,,,
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143110.0,,,,144340.0,,,,146020.0,,,,,,
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144010.0,,,144200.0,145320.0,,,,145320.0,,,,,,
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143220.0,,,,145080.0,,,,144610.0,,,,,,
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142490.0,143770.0,,,,145080.0,,,,145650.0,,,,,,
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141610.0,142400.0,,,,144100.0,,,,,,,,,,
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142880.0,,,,144240.0,,,,145470.0,,,,,,
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142300.0,142940.0,,,,144810.0,,,,,,,,,,
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142710.0,,,,144400.0,,,,145080.0,,,,,,
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142200.0,141780.0,,,,143400.0,,,,144470.0,,,,,,
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143800.0,,,144270.0,145500.0,,,142450.0,145820.0,,,,,,
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143120.0,,,,144910.0,,,,145790.0,,,,,,
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142930.0,,,144130.0,144900.0,,,,146130.0,,,,,,
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139600.0,142420.0,,141750.0,,144970.0,,,,145830.0,,,,,,
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142010.0,,,,144500.0,,,,145760.0,,,,,,
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140950.0,,,142910.0,142970.0,,,,144870.0,,,,,,
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137810.0,141500.0,,,,143810.0,,,,145410.0,,,,,,
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140190.0,,,,142940.0,,,,144390.0,,,,,,
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141100.0,,,,142860.0,,,,145090.0,,,,,,
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139880.0,,,,142150.0,,,,144270.0,,,,,,
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139220.0,,,,141610.0,138620.0,,,143190.0,,,,,,
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137710.0,,,,140090.0,138840.0,,,140400.0,,,,,,
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137000.0,,,,139550.0,,,,141630.0,,,,,,
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133330.0,,,,136490.0,,,,138390.0,,,,,,
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134600.0,,,,137560.0,,,,138700.0,,,,,,
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135050.0,,,,138010.0,,,,140730.0,,,,,,
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137570.0,,,,140500.0,,,,141490.0,,,,,,
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137160.0,136320.0,,,140290.0,,,,141620.0,,,,,,
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138380.0,137080.0,,,140900.0,,,,142740.0,,,,,,
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137990.0,,,,140760.0,,,,142010.0,,,,,,
2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137060.0,137710.0,,,140040.0,,,140210.0,142700.0,,,,,,
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138390.0,139960.0,,,141300.0,142720.0,,142600.0,142700.0,,,,,,
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140220.0,,,,143220.0,,,143400.0,144210.0,,,,,,
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140410.0,,,,143030.0,,,143600.0,144240.0,,,,,,
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142000.0,,,,144100.0,,,,145620.0,,,,,,
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143320.0,,,,145060.0,,,,145660.0,,,,,,
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143850.0,,,,146150.0,,,,147000.0,,,,,,
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142730.0,143800.0,,,145500.0,,,,145200.0,,,,,,
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142260.0,,,,145410.0,,,,146100.0,,,,,,
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142700.0,142660.0,,,145490.0,,,,144700.0,,,,,,
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142110.0,142050.0,,,144610.0,,,,145640.0,,,,,,
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142600.0,,,,144700.0,,,,146100.0,,,,,,
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145500.0,146890.0,,,146770.0,,,,,,
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143500.0,,,,145380.0,145370.0,,,144600.0,149220.0,150300.0,,,,
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143430.0,142310.0,,,145560.0,143630.0,,,146350.0,,,,,,
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145080.0,,,,146530.0,,,,146970.0,,
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141220.0,,,145000.0,,,,145940.0,,,,147730.0,,
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144730.0,,,,145930.0,,,,,,
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141840.0,143980.0,145840.0,,,144990.0,,,,,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145980.0,,,,147110.0,,149310.0,,,,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146560.0,148050.0,,,147650.0,,,,,,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146850.0,,,,146200.0,,,,,,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146970.0,,,,148420.0,,,,,,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147000.0,,,,148580.0,,,,,,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142620.0,,148930.0,148060.0,,,,149270.0,,,,147870.0,,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148920.0,,151330.0,,,,151840.0,,,,153210.0,,
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150550.0,,,,151250.0,,,,150920.0,,
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151840.0,150020.0,147370.0,,,150750.0,,,,,,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149290.0,,,,150570.0,,,,151540.0,,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150610.0,148960.0,,,,149890.0,,,,149880.0,,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150090.0,,,,150730.0,,,,150500.0,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150200.0,,,,150310.0,,,,,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151320.0,,,,152020.0,,,,152550.0,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149360.0,,,,149950.0,,,,150590.0,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148220.0,147000.0,,,,147700.0,,,,149690.0,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144850.0,146740.0,,,,148040.0,,,,149320.0,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147740.0,147180.0,150580.0,,,148850.0,,,,149450.0,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000.0,,,,149610.0,,,,150230.0,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146500.0,147000.0,147240.0,,,,148580.0,,,,150100.0,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147510.0,,,,149540.0,,,,,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147480.0,,,,149250.0,,,,,,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150610.0,147830.0,148600.0,,,149450.0,,,146840.0,,,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148120.0,,,,149800.0,,,,150200.0,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147120.0,,,,148620.0,,,,150190.0,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147120.0,,,,149400.0,,,,150250.0,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147580.0,,146600.0,,149330.0,,,,149880.0,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146930.0,,,,148800.0,,,,149960.0,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146720.0,,,,148210.0,,,,149740.0,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147300.0,145790.0,145020.0,,,148070.0,,,,149500.0,,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146350.0,145300.0,,,147840.0,,,,150100.0,,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146920.0,,,,148200.0,,,,150050.0,,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146500.0,,,,148500.0,,,,149050.0,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145440.0,,,,146970.0,,,,148560.0,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147300.0,144100.0,,,,146510.0,,,,147860.0,,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145680.0,144700.0,,,,147400.0,,,,148740.0,,149700.0
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144370.0,,,,146460.0,,,,147650.0,,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143920.0,145350.0,,,146740.0,,,,147760.0,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142660.0,143200.0,,,,145960.0,,,,145720.0,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000.0,144800.0,,,,147870.0,,,,147840.0,,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138430.0,141300.0,,,143590.0,144000.0,,,,144870.0,,
