,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,淀粉,沪铝,沪铝,白糖,淀粉,PVC,焦炭,沥青,焦炭,鸡蛋,鸡蛋,沪铝,沪铝
1,玉米,鸡蛋,鸡蛋,棕榈油,棉花,焦炭,PVC,沪镍,棕榈油,沥青,焦炭,焦炭,焦煤
2,棉花,沪镍,豆一,沪金,豆粕,沥青,棕榈油,棉花,PVC,棉花,热卷,铁矿石,沪镍
3,沪金,铁矿石,豆粕,豆油,菜粕,动力煤,淀粉,热卷,沪银,棕榈油,沪银,沪铜,焦炭
4,菜粕,沪银,菜粕,淀粉,铁矿石,豆一,沪银,淀粉,沪金,PVC,沪金,沪镍,铁矿石
