,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,焦炭,甲醇,豆一,玉米,鸡蛋,鸡蛋,豆一,豆粕,热卷,热卷,沪铜,豆一
1,沪镍,沪镍,螺纹钢,豆粕,沥青,焦煤,白糖,玻璃,PTA,沥青,玻璃,螺纹钢,沪锌
2,焦煤,螺纹钢,热卷,菜粕,淀粉,热卷,淀粉,淀粉,豆油,豆一,豆粕,沪锌,玻璃
3,铁矿石,热卷,鸡蛋,沥青,棉花,沪锌,聚丙烯,沪镍,焦煤,甲醇,PVC,焦炭,淀粉
4,螺纹钢,甲醇,铁矿石,PVC,塑料,玻璃,豆油,沥青,PVC,聚丙烯,沥青,棉花,螺纹钢
