,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,沪银,沪锌,天胶,沪镍,沪银,沪金,鸡蛋,鸡蛋,鸡蛋,鸡蛋,沪镍,沪镍
1,动力煤,PVC,焦煤,焦炭,沪银,棉花,沪镍,棕榈油,淀粉,沪金,淀粉,铁矿石,沥青
2,白糖,沪锌,豆油,铁矿石,动力煤,螺纹钢,甲醇,PVC,沪镍,棉花,棉花,天胶,棕榈油
3,棕榈油,PTA,焦炭,焦煤,玻璃,PTA,沪银,豆油,沪锌,玉米,沪镍,沪银,甲醇
4,豆油,聚丙烯,淀粉,动力煤,沪锌,铁矿石,热卷,焦煤,甲醇,焦煤,焦炭,棕榈油,沪银
