,A.DCE,C.DCE,CS.DCE,M.DCE,Y.DCE,P.DCE,JD.DCE,L.DCE,PP.DCE,V.DCE,J.DCE,JM.DCE,I.DCE,CF.CZC,SR.CZC,RM.CZC,TA.CZC,FG.CZC,MA.CZC,ZC.CZC,CU.SHF,ZN.SHF,AL.SHF,NI.SHF,AU.SHF,AG.SHF,BU.SHF,RU.SHF,HC.SHF,RB.SHF,IC.CFE,IH.CFE,IF.CFE,T.CFE,TF.CFE
2000/3/27,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0007.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/3/28,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0007.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/3/29,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0007.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/3/30,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0007.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/3/31,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0007.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/3,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0007.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/4,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0007.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/5,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0007.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/6,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0007.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/7,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/10,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/11,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/12,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/13,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/14,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/17,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0004.SHF,,,,,,,
2000/4/18,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0008.SHF,,,,,,,
2000/4/19,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0008.SHF,,,,,,,
2000/4/20,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0008.SHF,,,,,,,
2000/4/21,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0008.SHF,,,,,,,
2000/4/24,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0008.SHF,,,,,,,
2000/4/25,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0008.SHF,,,,,,,
2000/4/26,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0008.SHF,,,,,,,
2000/4/27,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0007.SHF,,,,,RU0008.SHF,,,,,,,
2000/4/28,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/8,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/9,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0008.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/10,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/11,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/12,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/15,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/16,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/17,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/18,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/19,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/22,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/23,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/24,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/25,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/26,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/29,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/30,A0009.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/5/31,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0009.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/1,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/2,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/5,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/6,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/7,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/8,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/9,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/12,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/13,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/14,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/15,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/16,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/19,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/20,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/21,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/22,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/23,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/26,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/27,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/28,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0010.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/29,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/6/30,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/3,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/4,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/5,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/6,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/7,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/10,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/11,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0008.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/12,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0009.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/13,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0009.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/14,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0009.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/17,A0101.DCE,,,,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0009.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/18,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0009.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/19,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0009.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/20,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0009.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/21,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0009.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/24,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0009.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/25,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0010.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/26,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0010.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/27,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0011.SHF,,AL0010.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/28,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0009.SHF,,,,,,,
2000/7/31,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0009.SHF,,,,,,,
2000/8/1,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/2,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/3,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/4,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/7,A0101.DCE,,,M0105.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/8,A0101.DCE,,,M0011.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/9,A0101.DCE,,,M0011.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/10,A0101.DCE,,,M0011.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/11,A0101.DCE,,,M0011.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/14,A0101.DCE,,,M0011.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/15,A0101.DCE,,,M0011.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/16,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/17,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/18,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/21,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/22,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/23,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/24,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/25,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/28,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/29,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/30,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/8/31,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/1,A0101.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/4,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/5,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/6,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0012.SHF,,AL0010.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/7,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/8,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/11,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/12,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/13,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/14,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/15,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/18,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/19,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/20,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/21,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/22,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0011.SHF,,,,,,,
2000/9/25,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0101.SHF,,,,,,,
2000/9/26,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0101.SHF,,,,,,,
2000/9/27,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0101.SHF,,,,,,,
2000/9/28,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0101.SHF,,,,,,,
2000/9/29,A0105.DCE,,,M0103.DCE,,,,,,,,,,,,,,,,,CU0101.SHF,,AL0012.SHF,,,,,RU0101.SHF,,,,,,,
