,A.DCE,C.DCE,CS.DCE,M.DCE,Y.DCE,P.DCE,JD.DCE,L.DCE,PP.DCE,V.DCE,J.DCE,JM.DCE,I.DCE,CF.CZC,SR.CZC,RM.CZC,TA.CZC,FG.CZC,MA.CZC,ZC.CZC,CU.SHF,ZN.SHF,AL.SHF,NI.SHF,AU.SHF,AG.SHF,BU.SHF,RU.SHF,HC.SHF,RB.SHF,IC.CFE,IH.CFE,IF.CFE,T.CFE,TF.CFE
2009-12-31,277306.0,164854.0,,1035794.0,642954.0,349022.0,,85790.0,,117874.0,,,,267708.0,848262.0,,145488.0,,,,144812.0,150556.0,126712.0,,100364.0,,,128864.0,,911846.0,,,,,
2010-01-04,284296.0,217210.0,,1064048.0,681238.0,302644.0,,90050.0,,109464.0,,,,265668.0,883190.0,,167786.0,,,,161040.0,159712.0,127660.0,,101232.0,,,138342.0,,965458.0,,,,,
2010-01-05,283384.0,226796.0,,1072058.0,667422.0,329262.0,,84230.0,,105996.0,,,,237418.0,821560.0,,164064.0,,,,160152.0,168020.0,146912.0,,106498.0,,,142610.0,,987708.0,,,,,
2010-01-06,352830.0,241304.0,,1101624.0,698598.0,345622.0,,84866.0,,102902.0,,,,198944.0,764236.0,,168978.0,,,,172100.0,161544.0,164378.0,,109054.0,,,149612.0,,1027884.0,,,,,
2010-01-07,297236.0,228008.0,,1053354.0,644090.0,284252.0,,66252.0,,86578.0,,,,161464.0,655066.0,,135874.0,,,,159808.0,146986.0,159386.0,,100124.0,,,153272.0,,932514.0,,,,,
2010-01-08,270074.0,298488.0,,1041282.0,649448.0,264762.0,,57566.0,,69534.0,,,,146278.0,543520.0,,129848.0,,,,155876.0,140680.0,145602.0,,91082.0,,,192540.0,,894544.0,,,,,
2010-01-11,270738.0,305364.0,,1036886.0,649770.0,279150.0,,63628.0,,65984.0,,,,139556.0,607864.0,,127286.0,,,,156532.0,135738.0,163544.0,,93998.0,,,193384.0,,939144.0,,,,,
2010-01-12,271068.0,288226.0,,1069506.0,666748.0,286586.0,,58786.0,,61642.0,,,,137466.0,601602.0,,157886.0,,,,151668.0,147190.0,175814.0,,94330.0,,,198120.0,,957810.0,,,,,
2010-01-13,260966.0,230980.0,,1047434.0,632390.0,263236.0,,52806.0,,48344.0,,,,139172.0,593118.0,,129104.0,,,,157426.0,134540.0,149034.0,,83830.0,,,206094.0,,906786.0,,,,,
2010-01-14,259500.0,225416.0,,1065782.0,672004.0,248218.0,,64460.0,,45270.0,,,,137380.0,635342.0,,141304.0,,,,150502.0,142024.0,148542.0,,81238.0,,,195920.0,,938680.0,,,,,
2010-01-15,265124.0,223028.0,,1035494.0,700094.0,255726.0,,57490.0,,42188.0,,,,134572.0,602286.0,,122620.0,,,,148232.0,133166.0,141990.0,,78682.0,,,203798.0,,939862.0,,,,,
2010-01-18,269332.0,227506.0,,1032604.0,695966.0,308022.0,,73890.0,,39148.0,,,,130578.0,654202.0,,140168.0,,,,140768.0,119920.0,139062.0,,79576.0,,,174026.0,,943604.0,,,,,
2010-01-19,274202.0,231082.0,,1029274.0,709824.0,297188.0,,74398.0,,50460.0,,,,130046.0,644956.0,,121372.0,,,,120820.0,97614.0,123694.0,,81094.0,,,174766.0,,888684.0,,,,,
2010-01-20,290088.0,224912.0,,1057972.0,719066.0,292092.0,,73472.0,,48568.0,,,,142062.0,609776.0,,97540.0,,,,110646.0,90358.0,115292.0,,81338.0,,,181660.0,,847790.0,,,,,
2010-01-21,280512.0,234780.0,,1056538.0,745280.0,280430.0,,81580.0,,45436.0,,,,143352.0,701836.0,,78680.0,,,,185938.0,143084.0,112484.0,,79524.0,,,190406.0,,862226.0,,,,,
2010-01-22,270304.0,201914.0,,1061352.0,726924.0,278932.0,,65192.0,,48822.0,,,,153460.0,630464.0,,92370.0,,,,205670.0,158540.0,104184.0,,76678.0,,,160082.0,,856708.0,,,,,
2010-01-25,277594.0,216812.0,,1065198.0,755720.0,313968.0,,67690.0,,54482.0,,,,155644.0,665968.0,,100284.0,,,,209794.0,171296.0,101060.0,,77788.0,,,167126.0,,874294.0,,,,,
2010-01-26,278582.0,209614.0,,1093680.0,738286.0,306826.0,,65778.0,,56576.0,,,,148970.0,679762.0,,101506.0,,,,216100.0,216286.0,111578.0,,73382.0,,,180508.0,,852992.0,,,,,
2010-01-27,296746.0,210744.0,,1095140.0,740150.0,289686.0,,79610.0,,56500.0,,,,140102.0,691406.0,,123170.0,,,,214978.0,195344.0,112064.0,,74518.0,,,172214.0,,891916.0,,,,,
2010-01-28,277646.0,215290.0,,1103750.0,742188.0,276574.0,,77622.0,,49922.0,,,,133956.0,609526.0,,134242.0,,,,225750.0,194452.0,115150.0,,67022.0,,,165800.0,,914470.0,,,,,
2010-01-29,264630.0,200514.0,,1105410.0,731446.0,304518.0,,70530.0,,49402.0,,,,128528.0,562542.0,,127582.0,,,,234376.0,188626.0,108346.0,,64946.0,,,172460.0,,870164.0,,,,,
2010-02-01,282970.0,177486.0,,1087088.0,743420.0,286032.0,,71662.0,,47578.0,,,,134420.0,594528.0,,129674.0,,,,216234.0,200092.0,117644.0,,63424.0,,,171790.0,,861912.0,,,,,
2010-02-02,279460.0,171738.0,,1048406.0,720766.0,282612.0,,75532.0,,46218.0,,,,136446.0,644972.0,,129306.0,,,,206016.0,177090.0,107990.0,,62160.0,,,159382.0,,825676.0,,,,,
