,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,棉花,棉花,动力煤,棉花,玉米,PVC,PVC,PVC,甲醇,玉米,玉米,沪铜,玻璃
1,动力煤,动力煤,棉花,沥青,塑料,淀粉,热卷,沪金,沪镍,淀粉,铁矿石,沪锌,沪锌
2,玻璃,玻璃,螺纹钢,PTA,焦煤,沪锌,沪金,淀粉,铁矿石,焦煤,沪铝,沪铝,沪铝
3,焦煤,铁矿石,沥青,沪锌,沥青,棕榈油,沪锌,沪银,沪铜,沥青,棉花,PTA,热卷
4,铁矿石,PVC,豆粕,沪镍,淀粉,塑料,沪镍,聚丙烯,焦炭,菜粕,沪铜,螺纹钢,鸡蛋
