,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,热卷,焦炭,焦炭,玉米,焦炭,玉米,菜粕,PVC,动力煤,玻璃,沪铜,玻璃
1,甲醇,焦炭,沪镍,焦煤,塑料,沪铝,甲醇,热卷,玉米,豆油,淀粉,沪锌,沪铜
2,热卷,淀粉,铁矿石,菜粕,焦煤,热卷,沪金,沪锌,聚丙烯,豆一,白糖,沪铝,沪锌
3,焦煤,螺纹钢,豆粕,沪镍,沥青,豆粕,热卷,塑料,PTA,沪锌,豆一,焦炭,热卷
4,螺纹钢,PTA,PTA,豆粕,淀粉,动力煤,沪铝,豆粕,豆油,热卷,动力煤,螺纹钢,鸡蛋
