,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,白糖,甲醇,甲醇,天胶,豆一,焦煤,淀粉,聚丙烯,焦炭,沪金,沥青,豆粕,豆粕
1,沪金,动力煤,沪铝,甲醇,沪镍,淀粉,焦煤,棕榈油,豆粕,螺纹钢,豆粕,铁矿石,铁矿石
2,豆一,聚丙烯,聚丙烯,塑料,玻璃,甲醇,焦炭,淀粉,沥青,玻璃,鸡蛋,天胶,天胶
3,菜粕,沪铝,PVC,沪铝,甲醇,铁矿石,螺纹钢,焦煤,鸡蛋,沪银,沪金,豆油,沥青
4,沪铜,塑料,白糖,沪银,铁矿石,聚丙烯,豆粕,沪铜,甲醇,玉米,焦煤,沥青,PVC
