,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,白糖,沪镍,甲醇,动力煤,豆一,棕榈油,玻璃,淀粉,豆粕,玉米,豆粕,豆粕,豆粕
1,塑料,棕榈油,动力煤,天胶,沪镍,白糖,甲醇,棕榈油,菜粕,棕榈油,沪金,铁矿石,天胶
2,动力煤,铁矿石,沪镍,甲醇,玻璃,玉米,热卷,玉米,玻璃,淀粉,菜粕,天胶,铁矿石
3,聚丙烯,焦炭,沪铜,沪银,甲醇,沪锌,菜粕,螺纹钢,热卷,沪银,鸡蛋,豆油,沥青
4,沪金,沪锌,铁矿石,沥青,铁矿石,淀粉,豆粕,铁矿石,淀粉,螺纹钢,热卷,沥青,PVC
