,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,铁矿石,焦煤,焦炭,焦炭,玉米,菜粕,鸡蛋,菜粕,沪金,动力煤,淀粉,沪铜,玻璃
1,沪镍,豆一,沪镍,焦煤,塑料,焦煤,棕榈油,玻璃,玉米,豆油,动力煤,沪锌,沪铜
2,焦煤,沪镍,焦煤,菜粕,焦煤,玻璃,沪铜,鸡蛋,豆油,豆一,棕榈油,沪铝,热卷
3,塑料,热卷,豆粕,豆粕,沥青,棉花,铁矿石,天胶,棕榈油,沪锌,白糖,焦炭,沪锌
4,PVC,PTA,PTA,沪镍,淀粉,沥青,棉花,热卷,PVC,热卷,玻璃,热卷,鸡蛋
