,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,铁矿石,焦炭,螺纹钢,豆粕,塑料,沥青,沥青,沥青,沥青,棕榈油,菜粕,沪铜,玻璃
1,天胶,沪金,豆粕,豆一,玉米,焦煤,PVC,焦煤,玻璃,淀粉,焦煤,螺纹钢,菜粕
2,焦炭,沪铝,菜粕,沥青,焦煤,棕榈油,聚丙烯,螺纹钢,PVC,甲醇,沥青,动力煤,沪铜
3,甲醇,豆一,沪镍,菜粕,沥青,螺纹钢,沪铜,聚丙烯,塑料,PVC,热卷,菜粕,动力煤
4,热卷,沪银,热卷,沪金,淀粉,甲醇,棕榈油,沪铜,沪铝,沥青,白糖,玻璃,聚丙烯
