,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦煤,螺纹钢,沥青,沥青,塑料,聚丙烯,PVC,热卷,热卷,棕榈油,焦炭,沪铜,玻璃
1,鸡蛋,沪镍,淀粉,豆一,玉米,沪镍,焦煤,棕榈油,豆一,豆一,菜粕,焦煤,焦煤
2,螺纹钢,聚丙烯,豆一,甲醇,焦煤,棕榈油,玻璃,聚丙烯,焦炭,淀粉,焦煤,螺纹钢,鸡蛋
3,焦炭,焦煤,豆粕,豆粕,沥青,PVC,鸡蛋,豆一,聚丙烯,甲醇,鸡蛋,焦炭,沪铜
4,铁矿石,热卷,沪锌,沪金,棉花,沥青,沪铜,甲醇,PVC,PVC,动力煤,沪锌,聚丙烯
