,I1403.DCE,I1404.DCE,I1405.DCE,I1406.DCE,I1407.DCE,I1408.DCE,I1409.DCE,I1410.DCE,I1411.DCE,I1412.DCE,I1501.DCE,I1502.DCE,I1503.DCE,I1504.DCE,I1505.DCE,I1506.DCE,I1507.DCE,I1508.DCE,I1509.DCE,I1510.DCE,I1511.DCE,I1512.DCE,I1601.DCE,I1602.DCE,I1603.DCE,I1604.DCE,I1605.DCE,I1606.DCE,I1607.DCE,I1608.DCE,I1609.DCE,I1610.DCE,I1611.DCE,I1612.DCE,I1701.DCE,I1702.DCE,I1703.DCE,I1704.DCE,I1705.DCE,I1706.DCE,I1707.DCE,I1708.DCE,I1709.DCE,I1710.DCE,I1711.DCE,I1712.DCE,I1801.DCE,I1802.DCE,I1803.DCE,I1804.DCE,I1805.DCE,I1806.DCE,I1807.DCE,I1808.DCE,I1809.DCE,I1810.DCE,I1811.DCE,I1812.DCE,I1901.DCE,I1902.DCE,I1903.DCE
2013-10-18,7604.0,312.0,65042.0,26.0,24.0,20.0,5628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-21,6096.0,300.0,68130.0,18.0,24.0,20.0,7548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-22,5038.0,198.0,76004.0,18.0,16.0,14.0,8240.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-23,3920.0,30.0,81162.0,16.0,16.0,14.0,9474.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-24,4286.0,34.0,87872.0,16.0,16.0,14.0,11510.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-25,3290.0,22.0,86472.0,24.0,16.0,4.0,12428.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-28,3202.0,18.0,93480.0,24.0,16.0,4.0,12190.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-29,3066.0,16.0,99058.0,24.0,16.0,4.0,12922.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-30,2788.0,16.0,91262.0,42.0,16.0,4.0,11174.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-31,2462.0,16.0,84820.0,42.0,16.0,4.0,10886.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01,3082.0,12.0,107582.0,28.0,16.0,4.0,8642.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04,3014.0,14.0,122298.0,28.0,16.0,2.0,8848.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-05,2930.0,12.0,121942.0,26.0,16.0,2.0,9550.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06,2926.0,12.0,123650.0,26.0,16.0,2.0,10022.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-07,2900.0,12.0,124958.0,26.0,16.0,2.0,11140.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08,2456.0,12.0,120532.0,20.0,16.0,2.0,15012.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-11,2364.0,12.0,112342.0,20.0,16.0,2.0,16006.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12,2270.0,12.0,107938.0,20.0,16.0,2.0,16028.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-13,2186.0,12.0,110812.0,20.0,16.0,2.0,15964.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-14,2140.0,12.0,103446.0,20.0,16.0,2.0,15974.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-15,1922.0,12.0,102752.0,20.0,16.0,2.0,17096.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-18,1896.0,12.0,99378.0,20.0,16.0,2.0,18128.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-19,1892.0,12.0,106904.0,20.0,16.0,2.0,16982.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-20,1842.0,8.0,104228.0,22.0,16.0,2.0,16836.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21,1826.0,8.0,105090.0,22.0,16.0,2.0,17688.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-22,1826.0,4.0,106092.0,22.0,16.0,2.0,18560.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-25,1726.0,4.0,104188.0,22.0,18.0,2.0,18814.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,1722.0,4.0,108162.0,22.0,18.0,2.0,18278.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-27,1708.0,4.0,106536.0,22.0,18.0,2.0,18472.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-28,1682.0,4.0,105728.0,22.0,18.0,2.0,18180.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-29,1682.0,4.0,106418.0,22.0,18.0,2.0,18072.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-02,1682.0,4.0,108744.0,22.0,18.0,2.0,18578.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-03,1682.0,4.0,105336.0,22.0,18.0,2.0,18596.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-04,1682.0,64.0,114382.0,30.0,12.0,2.0,18274.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-05,1664.0,42.0,114538.0,28.0,12.0,2.0,18690.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-06,1602.0,16.0,108430.0,20.0,12.0,2.0,17924.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-09,1604.0,16.0,112378.0,20.0,12.0,2.0,17894.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-10,1606.0,16.0,109726.0,20.0,12.0,2.0,17882.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-11,1546.0,16.0,108132.0,20.0,12.0,2.0,18664.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-12,1524.0,16.0,108944.0,24.0,12.0,2.0,18928.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-13,1032.0,16.0,116740.0,24.0,10.0,2.0,22338.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-16,1016.0,16.0,121312.0,24.0,10.0,2.0,22208.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-17,996.0,18.0,124712.0,24.0,10.0,2.0,23592.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-18,990.0,18.0,128188.0,24.0,10.0,2.0,25084.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-19,918.0,18.0,128266.0,16.0,10.0,2.0,26170.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-20,580.0,18.0,127190.0,16.0,10.0,2.0,26014.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-23,426.0,18.0,135724.0,24.0,10.0,2.0,32772.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-24,368.0,20.0,121156.0,22.0,10.0,2.0,33270.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-25,374.0,20.0,114208.0,22.0,10.0,2.0,33438.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-26,368.0,18.0,124116.0,22.0,12.0,2.0,34288.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-27,366.0,18.0,107922.0,22.0,12.0,2.0,32284.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-30,366.0,18.0,104050.0,22.0,12.0,2.0,30790.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,362.0,18.0,98646.0,22.0,12.0,2.0,30710.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,362.0,18.0,107880.0,14.0,12.0,2.0,30844.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,402.0,12.0,122358.0,16.0,12.0,2.0,32774.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-06,404.0,12.0,142642.0,16.0,12.0,2.0,37276.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-07,404.0,12.0,149034.0,14.0,12.0,2.0,39740.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-08,406.0,12.0,157264.0,14.0,12.0,2.0,44918.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-09,404.0,12.0,161606.0,14.0,12.0,2.0,48890.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10,404.0,12.0,163378.0,14.0,12.0,2.0,61136.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-13,388.0,8.0,178106.0,14.0,12.0,2.0,64938.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-14,384.0,108.0,178102.0,16.0,12.0,2.0,71676.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-15,384.0,104.0,184704.0,16.0,12.0,2.0,73340.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-16,370.0,102.0,186510.0,14.0,12.0,2.0,79444.0,6.0,2.0,2.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-17,342.0,10.0,184412.0,14.0,12.0,2.0,81382.0,6.0,2.0,2.0,354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-20,334.0,8.0,195022.0,18.0,12.0,2.0,85870.0,6.0,2.0,2.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-21,282.0,8.0,208510.0,400.0,286.0,2.0,95848.0,6.0,2.0,4.0,6446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-22,282.0,8.0,208986.0,394.0,286.0,124.0,97142.0,6.0,2.0,4.0,7422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-23,266.0,4.0,194104.0,394.0,284.0,124.0,94800.0,6.0,2.0,6.0,8618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24,264.0,2.0,176300.0,394.0,284.0,126.0,94928.0,6.0,2.0,6.0,8624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-27,260.0,2.0,184670.0,394.0,284.0,126.0,97680.0,6.0,2.0,6.0,8752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-28,260.0,2.0,184348.0,528.0,298.0,268.0,97042.0,6.0,2.0,6.0,8770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-29,260.0,2.0,183982.0,528.0,298.0,268.0,95818.0,6.0,2.0,6.0,8766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-30,260.0,2.0,181866.0,528.0,298.0,268.0,96406.0,6.0,2.0,6.0,8762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07,244.0,2.0,168784.0,534.0,298.0,268.0,93158.0,6.0,2.0,6.0,8918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-10,246.0,2.0,174428.0,534.0,298.0,268.0,97608.0,6.0,2.0,6.0,8972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-11,246.0,2.0,179890.0,534.0,298.0,268.0,102298.0,6.0,2.0,6.0,9326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-12,230.0,2.0,178688.0,534.0,298.0,268.0,103044.0,6.0,2.0,6.0,10044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-13,230.0,2.0,175878.0,534.0,298.0,268.0,105436.0,6.0,2.0,6.0,10118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-14,228.0,6.0,177852.0,534.0,316.0,268.0,105366.0,6.0,2.0,6.0,10110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-17,228.0,6.0,160886.0,528.0,316.0,270.0,103780.0,6.0,2.0,8.0,10230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-18,224.0,6.0,156626.0,530.0,306.0,270.0,102696.0,4.0,2.0,8.0,10232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-19,222.0,6.0,158376.0,530.0,306.0,270.0,108394.0,4.0,2.0,8.0,10230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-20,218.0,6.0,157148.0,532.0,304.0,270.0,115726.0,4.0,2.0,6.0,10340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-21,216.0,6.0,156434.0,534.0,302.0,270.0,126590.0,4.0,2.0,4.0,10530.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-24,216.0,2.0,169866.0,530.0,300.0,270.0,152144.0,4.0,2.0,2.0,13754.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-25,216.0,2.0,174898.0,530.0,300.0,270.0,167402.0,4.0,2.0,2.0,16508.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-26,216.0,2.0,178426.0,530.0,300.0,270.0,180444.0,4.0,2.0,2.0,19046.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-27,216.0,2.0,172268.0,530.0,300.0,272.0,186136.0,4.0,4.0,2.0,19548.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,202.0,2.0,165448.0,528.0,298.0,270.0,191914.0,4.0,2.0,2.0,20198.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-03,200.0,2.0,167268.0,586.0,314.0,322.0,201976.0,6.0,150.0,2.0,23692.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-04,200.0,2.0,157296.0,586.0,318.0,322.0,216182.0,4.0,168.0,2.0,24698.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-05,200.0,2.0,155352.0,586.0,318.0,322.0,235588.0,4.0,168.0,2.0,27144.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-06,200.0,2.0,140572.0,586.0,318.0,322.0,266448.0,4.0,168.0,2.0,29444.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-07,200.0,0.0,151856.0,1520.0,1496.0,630.0,301544.0,2.0,168.0,2.0,44690.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-10,200.0,0.0,148918.0,1934.0,2300.0,912.0,296812.0,2.0,168.0,2.0,49114.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-11,200.0,0.0,139092.0,2118.0,2300.0,910.0,305028.0,2.0,180.0,2.0,49124.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-12,200.0,0.0,142814.0,2102.0,2308.0,942.0,401538.0,2.0,186.0,2.0,49428.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13,200.0,0.0,125638.0,2102.0,2302.0,942.0,498186.0,2.0,182.0,2.0,51930.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-14,0.0,0.0,105298.0,2094.0,2300.0,944.0,527610.0,6.0,182.0,2.0,57898.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-17,0.0,0.0,109740.0,2088.0,2304.0,932.0,516402.0,6.0,182.0,2.0,72666.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-18,0.0,0.0,102754.0,2092.0,2304.0,932.0,557604.0,6.0,180.0,2.0,72868.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-19,0.0,0.0,103860.0,2082.0,2304.0,932.0,558712.0,6.0,180.0,2.0,72090.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20,0.0,0.0,85106.0,2114.0,2342.0,1030.0,546564.0,6.0,180.0,2.0,71308.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-21,0.0,0.0,79504.0,2114.0,2346.0,1040.0,545010.0,6.0,178.0,2.0,72800.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-24,0.0,0.0,74682.0,2120.0,2352.0,1060.0,592542.0,6.0,178.0,2.0,75308.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-25,0.0,0.0,52350.0,2110.0,2348.0,1064.0,551710.0,4.0,178.0,2.0,68884.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-26,0.0,0.0,45524.0,2102.0,2344.0,1066.0,498300.0,2.0,178.0,2.0,73442.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-27,0.0,0.0,39534.0,2104.0,2344.0,1064.0,494038.0,2.0,178.0,2.0,75472.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-28,0.0,0.0,33836.0,2106.0,2348.0,1056.0,481464.0,2.0,178.0,0.0,91992.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,0.0,0.0,31874.0,2072.0,2378.0,1060.0,476690.0,2.0,180.0,0.0,83374.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-01,0.0,0.0,31140.0,2056.0,2356.0,1066.0,503040.0,2.0,178.0,0.0,93568.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-02,0.0,0.0,30214.0,2060.0,2344.0,1068.0,524730.0,2.0,178.0,2.0,98690.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-03,0.0,0.0,28976.0,2038.0,2344.0,1068.0,538798.0,2.0,178.0,0.0,97308.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-04,0.0,0.0,24694.0,2040.0,2338.0,1064.0,509074.0,2.0,178.0,0.0,91788.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-08,0.0,0.0,20146.0,2042.0,2338.0,1064.0,531050.0,2.0,178.0,0.0,78500.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-09,0.0,0.0,18864.0,2040.0,2344.0,1064.0,543934.0,4.0,176.0,0.0,77284.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-10,0.0,0.0,17708.0,2040.0,2346.0,1064.0,552898.0,4.0,176.0,0.0,76362.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-11,0.0,0.0,16784.0,2040.0,2344.0,1064.0,541278.0,10.0,176.0,0.0,74436.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-14,0.0,0.0,15832.0,2032.0,2338.0,1058.0,551342.0,6.0,176.0,0.0,80908.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-15,0.0,0.0,14354.0,2028.0,2344.0,1064.0,536824.0,4.0,176.0,0.0,81894.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-16,0.0,0.0,13528.0,2026.0,2338.0,1060.0,511688.0,8.0,176.0,0.0,85110.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-17,0.0,0.0,11124.0,2018.0,2338.0,1060.0,473962.0,12.0,176.0,0.0,84666.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-18,0.0,0.0,10076.0,2010.0,2344.0,1056.0,460442.0,10.0,176.0,0.0,83896.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21,0.0,0.0,9404.0,1996.0,2338.0,1056.0,472568.0,10.0,176.0,0.0,85214.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-22,0.0,0.0,8884.0,1984.0,2338.0,1056.0,473366.0,8.0,176.0,0.0,90900.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-23,0.0,0.0,7958.0,1986.0,2348.0,1056.0,464386.0,2.0,176.0,0.0,90862.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-24,0.0,0.0,6828.0,1984.0,2352.0,1056.0,495502.0,2.0,176.0,0.0,92246.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-25,0.0,0.0,6050.0,1796.0,2056.0,1056.0,471276.0,8.0,176.0,0.0,89586.0,4.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-28,0.0,0.0,6382.0,1796.0,2046.0,1056.0,493046.0,6.0,174.0,0.0,94920.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
