,BU1402.SHF,BU1403.SHF,BU1404.SHF,BU1405.SHF,BU1406.SHF,BU1407.SHF,BU1408.SHF,BU1409.SHF,BU1410.SHF,BU1411.SHF,BU1412.SHF,BU1501.SHF,BU1502.SHF,BU1503.SHF,BU1504.SHF,BU1505.SHF,BU1506.SHF,BU1507.SHF,BU1508.SHF,BU1509.SHF,BU1510.SHF,BU1511.SHF,BU1512.SHF,BU1601.SHF,BU1602.SHF,BU1603.SHF,BU1604.SHF,BU1605.SHF,BU1606.SHF,BU1607.SHF,BU1608.SHF,BU1609.SHF,BU1610.SHF,BU1611.SHF,BU1612.SHF,BU1701.SHF,BU1702.SHF,BU1703.SHF,BU1704.SHF,BU1705.SHF,BU1706.SHF,BU1707.SHF,BU1708.SHF,BU1709.SHF,BU1710.SHF,BU1711.SHF,BU1712.SHF,BU1801.SHF,BU1802.SHF,BU1803.SHF,BU1804.SHF,BU1805.SHF,BU1806.SHF,BU1809.SHF,BU1812.SHF,BU1903.SHF,BU1906.SHF,BU1909.SHF,BU1912.SHF,BU1807.SHF,BU1808.SHF,BU2003.SHF
2016-08-05,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,130.0,358318.0,356.0,30.0,631284.0,1470.0,,298.0,,,8856.0,,,646.0,,,650.0,,,70.0,,,110.0,,,,,,,,,
2016-08-08,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,128.0,323466.0,374.0,30.0,662628.0,1412.0,,288.0,,,9908.0,,,646.0,,,686.0,,,70.0,,,110.0,,,,,,,,,
2016-08-09,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,118.0,298924.0,402.0,26.0,696022.0,1410.0,,274.0,,,10130.0,,,636.0,,,698.0,,,70.0,,,110.0,,,,,,,,,
2016-08-10,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,276894.0,386.0,26.0,730560.0,1382.0,,268.0,,,10958.0,,,636.0,,,724.0,,,72.0,,,108.0,,,,,,,,,
2016-08-11,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,272762.0,410.0,26.0,817918.0,1444.0,,270.0,,,11754.0,,,640.0,,,720.0,,,72.0,,,104.0,,,,,,,,,
2016-08-12,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,258094.0,408.0,26.0,783262.0,1526.0,,264.0,,,11622.0,,,634.0,,,734.0,,,72.0,,,108.0,,,,,,,,,
2016-08-15,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,235556.0,408.0,26.0,838390.0,1500.0,,264.0,,,13496.0,,,638.0,,,738.0,,,74.0,,,108.0,,,,,,,,,
2016-08-16,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,230356.0,526.0,26.0,895662.0,1772.0,0.0,264.0,,,13878.0,,,640.0,,,756.0,,,74.0,,,104.0,,,,,,,,,
2016-08-17,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,220596.0,646.0,62.0,941798.0,2036.0,0.0,258.0,,,15684.0,,,650.0,,,748.0,,,68.0,,,104.0,,,,,,,,,
2016-08-18,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,203066.0,756.0,94.0,974528.0,2118.0,0.0,244.0,,,17010.0,,,672.0,,,756.0,,,64.0,,,100.0,,,,,,,,,
2016-08-19,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,186336.0,800.0,96.0,1070166.0,2166.0,8.0,238.0,,,23604.0,,,706.0,,,758.0,,,62.0,,,96.0,,,,,,,,,
2016-08-22,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,166154.0,762.0,90.0,1101950.0,2544.0,6.0,246.0,,,24228.0,,,740.0,,,760.0,,,66.0,,,100.0,,,,,,,,,
2016-08-23,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,154350.0,762.0,270.0,1140322.0,3170.0,6.0,272.0,,,24924.0,,,818.0,,,750.0,,,70.0,,,104.0,,,,,,,,,
2016-08-24,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,140276.0,720.0,268.0,1145184.0,3478.0,2.0,270.0,,,28752.0,,,844.0,,,730.0,,,66.0,,,104.0,,,,,,,,,
2016-08-25,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,117980.0,684.0,274.0,1164012.0,3510.0,2.0,274.0,,,33146.0,,,936.0,,,714.0,,,62.0,,,110.0,,,,,,,,,
2016-08-26,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,110872.0,718.0,274.0,1121248.0,3212.0,2.0,268.0,,,34986.0,,,926.0,,,722.0,,,60.0,,,114.0,,,,,,,,,
2016-08-29,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,99334.0,730.0,272.0,1118902.0,3896.0,2.0,266.0,,,40822.0,,,936.0,,,742.0,,,60.0,,,106.0,,,,,,,,,
2016-08-30,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,83514.0,888.0,272.0,1165796.0,3912.0,2.0,290.0,,,45666.0,,,962.0,,,758.0,,,62.0,,,154.0,,,,,,,,,
2016-08-31,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,58046.0,994.0,270.0,1188736.0,3860.0,2.0,304.0,,,46520.0,,,1024.0,,,788.0,,,60.0,,,170.0,,,,,,,,,
2016-09-01,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,51330.0,1006.0,268.0,1148044.0,4198.0,2.0,292.0,,,46904.0,,,1012.0,,,780.0,,,60.0,,,182.0,,,,,,,,,
2016-09-02,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,47704.0,976.0,268.0,1143120.0,4256.0,2.0,290.0,,,46532.0,,,1012.0,,,776.0,,,60.0,,,206.0,,,,,,,,,
2016-09-05,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,42912.0,976.0,268.0,1147110.0,4394.0,2.0,286.0,,,48286.0,,,1012.0,,,776.0,,,62.0,,,218.0,,,,,,,,,
2016-09-06,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,38848.0,954.0,272.0,1119244.0,4684.0,2.0,286.0,,,48246.0,,,1002.0,,,778.0,,,62.0,,,254.0,,,,,,,,,
2016-09-07,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,35918.0,946.0,266.0,1103526.0,5888.0,2.0,288.0,,,50512.0,,,998.0,,,786.0,,,64.0,,,272.0,,,,,,,,,
2016-09-08,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,31512.0,926.0,288.0,1105352.0,5452.0,2.0,288.0,,,51284.0,,,1012.0,,,800.0,,,70.0,,,312.0,,,,,,,,,
2016-09-09,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,25420.0,1058.0,394.0,1103552.0,6468.0,8.0,288.0,,,52888.0,,,1006.0,,,802.0,,,72.0,,,316.0,,,,,,,,,
2016-09-12,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,15364.0,1396.0,276.0,1184424.0,5134.0,8.0,282.0,,,53942.0,,,1044.0,,,808.0,,,78.0,,,320.0,,,,,,,,,
2016-09-13,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,12830.0,1602.0,284.0,1193270.0,5210.0,8.0,276.0,,,55474.0,,,1054.0,,,826.0,,,78.0,,,344.0,,,,,,,,,
2016-09-14,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,11284.0,1536.0,278.0,1196574.0,5588.0,8.0,284.0,,,58704.0,,,1066.0,,,834.0,,,78.0,,,346.0,,,,,,,,,
2016-09-19,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,1532.0,282.0,1167094.0,6234.0,10.0,286.0,,,58364.0,,,1072.0,,,832.0,,,76.0,,,356.0,,,,,,,,,
2016-09-20,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,1438.0,282.0,1182686.0,6268.0,12.0,282.0,,,59722.0,,,1062.0,,,878.0,,,78.0,,,382.0,84.0,,,,,,,,
2016-09-21,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,1314.0,290.0,1194688.0,5340.0,22.0,288.0,,,63608.0,,,1076.0,,,874.0,,,78.0,,,390.0,76.0,,,,,,,,
2016-09-22,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,1156.0,312.0,1256948.0,5646.0,18.0,292.0,,,67438.0,,,1098.0,,,884.0,,,80.0,,,392.0,102.0,,,,,,,,
2016-09-23,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,1174.0,290.0,1293324.0,6166.0,18.0,312.0,,,71244.0,,,1128.0,,,898.0,,,84.0,,,412.0,124.0,,,,,,,,
2016-09-26,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,1062.0,364.0,1279178.0,6646.0,24.0,310.0,,,72332.0,,,1150.0,,,868.0,,,84.0,,,418.0,146.0,,,,,,,,
2016-09-27,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,1032.0,390.0,1337214.0,6664.0,24.0,316.0,,,79624.0,,,1172.0,,,932.0,,,86.0,,,408.0,150.0,,,,,,,,
2016-09-28,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,834.0,412.0,1280228.0,7306.0,26.0,368.0,,,103852.0,,,1400.0,,,960.0,,,84.0,,,358.0,212.0,,,,,,,,
2016-09-29,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,846.0,412.0,1169824.0,9564.0,22.0,360.0,,,118508.0,,,1444.0,,,866.0,,,82.0,,,244.0,204.0,,,,,,,,
2016-09-30,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,710.0,412.0,1097890.0,8392.0,22.0,346.0,,,114646.0,,,1410.0,,,872.0,,,82.0,,,236.0,202.0,,,,,,,,
2016-10-10,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,568.0,416.0,1117774.0,9516.0,22.0,340.0,,,112952.0,,,1434.0,,,840.0,,,80.0,,,234.0,200.0,,,,,,,,
2016-10-11,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,526.0,412.0,1115182.0,12722.0,24.0,376.0,,,121008.0,,,1442.0,,,830.0,,,82.0,,,292.0,218.0,,,,,,,,
2016-10-12,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,464.0,432.0,1203980.0,10996.0,24.0,394.0,,,124288.0,,,1706.0,,,846.0,,,80.0,,,294.0,232.0,,,,,,,,
2016-10-13,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,464.0,456.0,1180382.0,10388.0,24.0,416.0,,,130646.0,,,1866.0,,,852.0,,,82.0,,,314.0,394.0,,,,,,,,
2016-10-14,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,416.0,446.0,1253320.0,12690.0,24.0,422.0,,,137304.0,,,1992.0,,,860.0,,,82.0,,,320.0,406.0,,,,,,,,
2016-10-17,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,450.0,1133460.0,17464.0,24.0,444.0,,,146670.0,,,1850.0,,,864.0,,,90.0,,,406.0,458.0,,,,,,,,
2016-10-18,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,434.0,1108172.0,19534.0,24.0,484.0,0.0,,149592.0,,,1916.0,,,880.0,,,88.0,,,442.0,480.0,,,,,,,,
2016-10-19,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,424.0,1065426.0,21308.0,24.0,458.0,0.0,,158452.0,,,1960.0,,,912.0,,,84.0,,,498.0,542.0,,,,,,,,
2016-10-20,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,480.0,982006.0,24068.0,32.0,438.0,0.0,,165902.0,,,2046.0,,,880.0,,,80.0,,,594.0,564.0,,,,,,,,
2016-10-21,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,458.0,969666.0,22408.0,32.0,464.0,0.0,,158914.0,,,2038.0,,,920.0,,,78.0,,,626.0,594.0,,,,,,,,
2016-10-24,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,452.0,952194.0,23422.0,34.0,552.0,0.0,,178348.0,,,2242.0,,,942.0,,,72.0,,,646.0,640.0,,,,,,,,
2016-10-25,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,450.0,964746.0,31228.0,44.0,616.0,0.0,,195850.0,,,2364.0,,,954.0,,,70.0,,,668.0,640.0,,,,,,,,
2016-10-26,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,452.0,962076.0,33480.0,48.0,682.0,0.0,,221516.0,,,2538.0,,,970.0,,,72.0,,,652.0,666.0,,,,,,,,
2016-10-27,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,446.0,882518.0,34234.0,52.0,712.0,2.0,,244592.0,,,2636.0,,,958.0,,,72.0,,,664.0,684.0,,,,,,,,
2016-10-28,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,512.0,812336.0,39150.0,50.0,718.0,2.0,,254888.0,,,2746.0,,,984.0,,,64.0,,,714.0,728.0,,,,,,,,
2016-10-31,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,566.0,753820.0,51100.0,50.0,776.0,2.0,,300352.0,,,2716.0,,,988.0,,,64.0,,,728.0,872.0,,,,,,,,
2016-11-01,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,596.0,695362.0,50446.0,120.0,796.0,2.0,,366116.0,,,2826.0,,,990.0,,,62.0,,,778.0,928.0,,,,,,,,
2016-11-02,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,592.0,666614.0,47784.0,132.0,742.0,2.0,,403602.0,,,2822.0,,,1064.0,,,60.0,,,784.0,982.0,,,,,,,,
2016-11-03,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,592.0,663712.0,48654.0,132.0,744.0,2.0,,403374.0,,,2996.0,,,1104.0,,,60.0,,,786.0,1038.0,,,,,,,,
2016-11-04,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,582.0,670200.0,48976.0,128.0,806.0,2.0,,391262.0,,,3480.0,,,1134.0,,,64.0,,,810.0,930.0,,,,,,,,
2016-11-07,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,578.0,659784.0,47660.0,128.0,828.0,2.0,,408968.0,,,3550.0,,,1140.0,,,66.0,,,858.0,926.0,,,,,,,,
2016-11-08,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,578.0,618792.0,50616.0,128.0,792.0,2.0,,441970.0,,,3904.0,,,1162.0,,,64.0,,,936.0,932.0,,,,,,,,
2016-11-09,5332.0,1058.0,0.0,154.0,7710.0,0.0,10.0,12722.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26416.0,0.0,8.0,8704.0,0.0,0.0,10000.0,7198.0,4.0,6.0,56.0,1776.0,29904.0,58.0,116.0,10538.0,370.0,576.0,551112.0,59218.0,146.0,786.0,2.0,,505654.0,,,3598.0,,,1156.0,,,62.0,,,988.0,980.0,,,,,,,,
