,TC1312.CZC,TC1401.CZC,TC1402.CZC,TC1403.CZC,TC1404.CZC,TC1405.CZC,TC1406.CZC,TC1407.CZC,TC1408.CZC,TC1409.CZC,TC1410.CZC,TC1411.CZC,TC1412.CZC,TC1501.CZC,TC1502.CZC,TC1503.CZC,TC1504.CZC,TC1505.CZC,TC1506.CZC,TC1507.CZC,TC1508.CZC,TC1509.CZC,TC1510.CZC,TC1511.CZC,TC1512.CZC,TC1601.CZC,TC1602.CZC,TC1603.CZC,TC1604.CZC,ZC1605.CZC,ZC1606.CZC,ZC607.CZC,ZC608.CZC,ZC609.CZC,ZC610.CZC,ZC611.CZC,ZC612.CZC,ZC701.CZC,ZC702.CZC,ZC703.CZC,ZC704.CZC,ZC705.CZC,ZC706.CZC,ZC707.CZC,ZC708.CZC,ZC709.CZC,ZC710.CZC,ZC711.CZC,ZC712.CZC,ZC801.CZC,ZC802.CZC,ZC803.CZC,ZC804.CZC,ZC805.CZC,ZC806.CZC,ZC807.CZC,ZC808.CZC,ZC809.CZC,ZC810.CZC,ZC811.CZC,ZC812.CZC,ZC901.CZC,ZC902.CZC,ZC903.CZC,ZC904.CZC
2013-10-21,12.0,56648.0,2.0,6.0,0.0,11890.0,8.0,2.0,10.0,1086.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-22,12.0,48340.0,2.0,6.0,44.0,11430.0,8.0,2.0,10.0,1038.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-23,12.0,41700.0,2.0,6.0,2.0,10834.0,8.0,2.0,10.0,1088.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-24,12.0,45194.0,2.0,4.0,2.0,12534.0,8.0,0.0,10.0,1200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-25,12.0,38416.0,10.0,4.0,2.0,12898.0,10.0,0.0,10.0,1352.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-28,14.0,43378.0,2.0,4.0,2.0,14704.0,8.0,0.0,10.0,1296.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-29,14.0,43248.0,2.0,4.0,2.0,16364.0,8.0,0.0,10.0,1258.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-30,12.0,43762.0,2.0,6.0,2.0,20282.0,8.0,0.0,10.0,1402.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-31,12.0,42470.0,2.0,6.0,2.0,20286.0,8.0,0.0,10.0,1390.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01,12.0,38124.0,2.0,6.0,0.0,19392.0,8.0,0.0,10.0,1354.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-04,12.0,33992.0,4.0,6.0,0.0,19954.0,10.0,0.0,10.0,1422.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-05,12.0,35278.0,4.0,6.0,0.0,24924.0,10.0,0.0,10.0,1332.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-06,12.0,34468.0,4.0,4.0,4.0,28002.0,10.0,0.0,4.0,1284.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-07,12.0,27864.0,4.0,4.0,0.0,30052.0,8.0,0.0,2.0,1248.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-08,12.0,21232.0,4.0,4.0,2.0,30710.0,10.0,0.0,2.0,1252.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-11,12.0,20526.0,4.0,4.0,0.0,30426.0,6.0,0.0,2.0,1314.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12,12.0,18336.0,4.0,4.0,0.0,33356.0,6.0,0.0,2.0,1130.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-13,12.0,16180.0,6.0,4.0,0.0,31466.0,6.0,0.0,2.0,1126.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-14,12.0,15318.0,6.0,4.0,0.0,32866.0,6.0,0.0,2.0,1178.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-15,12.0,13662.0,6.0,4.0,0.0,32648.0,6.0,0.0,2.0,1008.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-18,18.0,11486.0,6.0,4.0,8.0,38500.0,6.0,0.0,2.0,1210.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-19,18.0,11084.0,4.0,4.0,0.0,38308.0,6.0,0.0,2.0,1320.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-20,18.0,11574.0,4.0,4.0,0.0,39918.0,6.0,0.0,2.0,1474.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21,12.0,9838.0,4.0,4.0,0.0,39482.0,6.0,0.0,2.0,1504.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-22,10.0,9054.0,4.0,4.0,0.0,55646.0,8.0,0.0,2.0,2654.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-25,10.0,8742.0,4.0,4.0,0.0,62016.0,8.0,0.0,2.0,4494.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-26,2.0,8328.0,4.0,18.0,22.0,68706.0,8.0,0.0,2.0,4666.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-27,0.0,7196.0,4.0,18.0,22.0,70842.0,8.0,0.0,2.0,4584.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-28,0.0,7424.0,4.0,18.0,22.0,76668.0,8.0,0.0,2.0,5242.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-29,0.0,10340.0,4.0,18.0,22.0,83382.0,10.0,0.0,4.0,6412.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-02,0.0,9178.0,4.0,18.0,22.0,87528.0,14.0,0.0,4.0,7308.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-03,0.0,8072.0,4.0,18.0,26.0,98746.0,10.0,0.0,4.0,7808.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-04,0.0,7030.0,4.0,18.0,24.0,101520.0,10.0,0.0,4.0,7396.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-05,0.0,6964.0,4.0,18.0,22.0,100036.0,10.0,0.0,4.0,7770.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-06,0.0,6528.0,4.0,18.0,22.0,93310.0,10.0,0.0,4.0,8428.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-09,0.0,5818.0,4.0,18.0,22.0,93180.0,8.0,0.0,4.0,9280.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-10,0.0,5476.0,4.0,18.0,22.0,85788.0,8.0,0.0,4.0,9194.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-11,0.0,4854.0,4.0,18.0,22.0,101380.0,10.0,0.0,4.0,9008.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-12,0.0,4430.0,4.0,18.0,22.0,94616.0,10.0,0.0,4.0,8810.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-13,0.0,3604.0,4.0,18.0,22.0,69390.0,10.0,0.0,4.0,8696.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-16,0.0,3376.0,4.0,18.0,22.0,79714.0,10.0,0.0,4.0,9032.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-17,0.0,3088.0,4.0,18.0,22.0,77538.0,10.0,0.0,4.0,9206.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-18,0.0,2900.0,4.0,18.0,22.0,80256.0,10.0,0.0,4.0,9612.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-19,0.0,2920.0,4.0,20.0,22.0,86710.0,10.0,2.0,4.0,9894.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-20,0.0,2652.0,4.0,20.0,22.0,78010.0,10.0,2.0,4.0,9588.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-23,0.0,1906.0,4.0,16.0,22.0,72996.0,10.0,2.0,4.0,9556.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-24,0.0,1748.0,4.0,16.0,22.0,67618.0,10.0,2.0,4.0,9284.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-25,0.0,1352.0,4.0,16.0,22.0,67570.0,10.0,2.0,4.0,9406.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-26,0.0,1266.0,4.0,14.0,22.0,62638.0,14.0,2.0,4.0,9242.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-27,0.0,1164.0,4.0,2.0,0.0,59230.0,8.0,2.0,4.0,9052.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-30,0.0,996.0,4.0,2.0,0.0,62598.0,10.0,2.0,4.0,8844.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,0.0,700.0,4.0,2.0,10.0,56510.0,8.0,2.0,6.0,10040.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,0.0,700.0,4.0,2.0,10.0,57784.0,8.0,2.0,6.0,10810.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,0.0,702.0,4.0,2.0,10.0,56706.0,8.0,4.0,6.0,10782.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-06,0.0,702.0,12.0,2.0,10.0,58806.0,58.0,2.0,2.0,11282.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-07,0.0,600.0,10.0,12.0,10.0,58192.0,66.0,2.0,2.0,10712.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-08,0.0,0.0,10.0,2.0,10.0,57518.0,40.0,2.0,2.0,10708.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-09,0.0,0.0,10.0,2.0,10.0,59820.0,40.0,2.0,2.0,10862.0,4.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10,0.0,0.0,16.0,2.0,10.0,57510.0,26.0,0.0,4.0,10606.0,4.0,2.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-13,0.0,0.0,16.0,2.0,10.0,55148.0,26.0,0.0,4.0,10332.0,4.0,2.0,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-14,0.0,0.0,16.0,2.0,10.0,53356.0,26.0,0.0,4.0,10052.0,4.0,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-15,0.0,0.0,16.0,2.0,10.0,49652.0,26.0,0.0,4.0,9294.0,4.0,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-16,0.0,0.0,16.0,2.0,10.0,47826.0,26.0,0.0,4.0,8586.0,4.0,2.0,2.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-17,0.0,0.0,16.0,2.0,10.0,49770.0,26.0,0.0,4.0,9108.0,4.0,2.0,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-20,0.0,0.0,16.0,2.0,10.0,51522.0,14.0,0.0,4.0,9150.0,4.0,2.0,2.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-21,0.0,0.0,16.0,2.0,10.0,50494.0,14.0,0.0,4.0,9040.0,4.0,2.0,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-22,0.0,0.0,16.0,2.0,10.0,50378.0,14.0,0.0,4.0,8828.0,4.0,2.0,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-23,0.0,0.0,16.0,2.0,10.0,49904.0,14.0,0.0,2.0,8116.0,4.0,2.0,8.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24,0.0,0.0,54.0,2.0,10.0,47090.0,14.0,0.0,2.0,8246.0,4.0,2.0,6.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-27,0.0,0.0,54.0,2.0,10.0,43750.0,12.0,0.0,2.0,7628.0,4.0,2.0,6.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-28,0.0,0.0,54.0,2.0,10.0,41364.0,12.0,0.0,2.0,7496.0,2.0,2.0,6.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-29,0.0,0.0,52.0,2.0,0.0,37322.0,12.0,0.0,2.0,7372.0,2.0,2.0,6.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-30,0.0,0.0,52.0,2.0,0.0,35394.0,12.0,0.0,2.0,7092.0,2.0,2.0,6.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07,0.0,0.0,50.0,2.0,0.0,38632.0,12.0,0.0,2.0,7238.0,2.0,2.0,6.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-10,0.0,0.0,50.0,2.0,0.0,46448.0,12.0,0.0,2.0,7192.0,2.0,4.0,6.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-11,0.0,0.0,50.0,2.0,0.0,51838.0,12.0,0.0,2.0,7596.0,4.0,4.0,6.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-12,0.0,0.0,50.0,2.0,0.0,50960.0,12.0,0.0,2.0,8144.0,4.0,4.0,6.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-13,0.0,0.0,0.0,2.0,0.0,63294.0,12.0,0.0,2.0,7896.0,4.0,4.0,6.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-14,0.0,0.0,0.0,2.0,0.0,55986.0,12.0,0.0,2.0,7648.0,4.0,4.0,6.0,68.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-17,0.0,0.0,0.0,2.0,0.0,44110.0,12.0,0.0,2.0,8468.0,4.0,4.0,4.0,78.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-18,0.0,0.0,0.0,2.0,0.0,43610.0,12.0,0.0,2.0,8542.0,4.0,4.0,4.0,76.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-19,0.0,0.0,0.0,2.0,0.0,41340.0,10.0,0.0,2.0,8656.0,4.0,2.0,4.0,76.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-20,0.0,0.0,0.0,2.0,0.0,39180.0,10.0,0.0,2.0,8868.0,4.0,2.0,4.0,76.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-21,0.0,0.0,0.0,2.0,0.0,39372.0,8.0,0.0,2.0,8582.0,4.0,2.0,4.0,76.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-24,0.0,0.0,0.0,2.0,0.0,42654.0,8.0,0.0,2.0,8512.0,6.0,2.0,4.0,80.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-25,0.0,0.0,0.0,0.0,0.0,44988.0,6.0,0.0,4.0,9008.0,6.0,2.0,2.0,176.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-26,0.0,0.0,0.0,0.0,0.0,41634.0,6.0,0.0,4.0,10270.0,6.0,2.0,2.0,176.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-27,0.0,0.0,0.0,0.0,0.0,39452.0,16.0,0.0,4.0,10898.0,6.0,2.0,16.0,188.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,0.0,0.0,0.0,0.0,0.0,36394.0,16.0,0.0,4.0,11060.0,6.0,2.0,14.0,184.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-03,0.0,0.0,0.0,0.0,0.0,35836.0,16.0,0.0,4.0,10888.0,6.0,2.0,6.0,316.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-04,0.0,0.0,0.0,0.0,2.0,35124.0,14.0,0.0,4.0,12092.0,6.0,8.0,6.0,386.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-05,0.0,0.0,0.0,0.0,2.0,33786.0,14.0,0.0,4.0,12620.0,6.0,10.0,6.0,498.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-06,0.0,0.0,0.0,0.0,2.0,32558.0,14.0,0.0,4.0,13472.0,6.0,10.0,6.0,576.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-07,0.0,0.0,0.0,0.0,2.0,35066.0,14.0,0.0,4.0,15110.0,6.0,12.0,6.0,846.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-10,0.0,0.0,0.0,0.0,2.0,42208.0,6.0,0.0,2.0,17484.0,6.0,14.0,4.0,1162.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-11,0.0,0.0,0.0,0.0,2.0,32214.0,6.0,0.0,2.0,16942.0,6.0,14.0,2.0,1156.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-12,0.0,0.0,0.0,0.0,2.0,33268.0,6.0,0.0,2.0,17254.0,6.0,14.0,2.0,1100.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13,0.0,0.0,0.0,0.0,2.0,33902.0,6.0,0.0,2.0,17158.0,6.0,14.0,2.0,1114.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-14,0.0,0.0,0.0,0.0,2.0,31882.0,6.0,0.0,2.0,18328.0,6.0,14.0,2.0,1182.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-17,0.0,0.0,0.0,0.0,0.0,31318.0,6.0,0.0,60.0,20390.0,6.0,14.0,2.0,1170.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-18,0.0,0.0,0.0,0.0,0.0,31790.0,6.0,0.0,74.0,19690.0,6.0,14.0,2.0,1164.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
