,RS1307.CZC,RS1308.CZC,RS1309.CZC,RS1311.CZC,RS1407.CZC,RS1408.CZC,RS1409.CZC,RS1411.CZC,RS1507.CZC,RS1508.CZC,RS1509.CZC,RS1511.CZC,RS607.CZC,RS608.CZC,RS609.CZC,RS611.CZC,RS707.CZC,RS708.CZC,RS709.CZC,RS711.CZC,RS807.CZC,RS808.CZC,RS809.CZC,RS811.CZC
2013-04-26,0.0,0.0,19536.0,286.0,,,,,,,,,,,,,,,,,,,,
2013-05-02,0.0,0.0,19004.0,256.0,,,,,,,,,,,,,,,,,,,,
2013-05-03,0.0,0.0,18802.0,254.0,,,,,,,,,,,,,,,,,,,,
2013-05-06,0.0,0.0,17914.0,244.0,,,,,,,,,,,,,,,,,,,,
2013-05-07,0.0,0.0,17668.0,234.0,,,,,,,,,,,,,,,,,,,,
2013-05-08,0.0,0.0,17476.0,234.0,,,,,,,,,,,,,,,,,,,,
2013-05-09,0.0,0.0,16948.0,228.0,,,,,,,,,,,,,,,,,,,,
2013-05-10,0.0,0.0,16902.0,204.0,,,,,,,,,,,,,,,,,,,,
2013-05-13,0.0,0.0,17026.0,192.0,,,,,,,,,,,,,,,,,,,,
2013-05-14,0.0,0.0,16428.0,186.0,,,,,,,,,,,,,,,,,,,,
2013-05-15,0.0,0.0,16102.0,178.0,,,,,,,,,,,,,,,,,,,,
2013-05-16,0.0,0.0,16596.0,180.0,,,,,,,,,,,,,,,,,,,,
2013-05-17,0.0,2.0,16382.0,180.0,,,,,,,,,,,,,,,,,,,,
2013-05-20,0.0,2.0,16756.0,164.0,,,,,,,,,,,,,,,,,,,,
2013-05-21,0.0,0.0,14972.0,162.0,,,,,,,,,,,,,,,,,,,,
2013-05-22,0.0,4.0,14960.0,160.0,,,,,,,,,,,,,,,,,,,,
2013-05-23,0.0,4.0,14962.0,156.0,,,,,,,,,,,,,,,,,,,,
2013-05-24,0.0,4.0,15238.0,156.0,,,,,,,,,,,,,,,,,,,,
2013-05-27,0.0,4.0,16244.0,156.0,,,,,,,,,,,,,,,,,,,,
2013-05-28,0.0,2.0,16532.0,156.0,,,,,,,,,,,,,,,,,,,,
2013-05-29,0.0,2.0,15856.0,158.0,,,,,,,,,,,,,,,,,,,,
2013-05-30,0.0,2.0,14436.0,158.0,,,,,,,,,,,,,,,,,,,,
2013-05-31,0.0,2.0,14188.0,146.0,,,,,,,,,,,,,,,,,,,,
2013-06-03,0.0,2.0,13808.0,146.0,,,,,,,,,,,,,,,,,,,,
2013-06-04,0.0,0.0,13798.0,146.0,,,,,,,,,,,,,,,,,,,,
2013-06-05,0.0,0.0,13658.0,136.0,,,,,,,,,,,,,,,,,,,,
2013-06-06,0.0,0.0,12956.0,142.0,,,,,,,,,,,,,,,,,,,,
2013-06-07,0.0,0.0,12490.0,140.0,,,,,,,,,,,,,,,,,,,,
2013-06-13,0.0,0.0,12136.0,122.0,,,,,,,,,,,,,,,,,,,,
2013-06-14,0.0,0.0,11914.0,112.0,,,,,,,,,,,,,,,,,,,,
2013-06-17,0.0,0.0,11686.0,100.0,,,,,,,,,,,,,,,,,,,,
2013-06-18,0.0,0.0,11422.0,90.0,,,,,,,,,,,,,,,,,,,,
2013-06-19,0.0,0.0,11558.0,92.0,,,,,,,,,,,,,,,,,,,,
2013-06-20,0.0,0.0,11352.0,84.0,,,,,,,,,,,,,,,,,,,,
2013-06-21,0.0,0.0,11024.0,86.0,,,,,,,,,,,,,,,,,,,,
2013-06-24,0.0,0.0,10952.0,86.0,,,,,,,,,,,,,,,,,,,,
2013-06-25,0.0,0.0,10852.0,86.0,,,,,,,,,,,,,,,,,,,,
2013-06-26,0.0,0.0,10684.0,86.0,,,,,,,,,,,,,,,,,,,,
2013-06-27,0.0,0.0,10462.0,84.0,,,,,,,,,,,,,,,,,,,,
2013-06-28,0.0,0.0,10346.0,84.0,,,,,,,,,,,,,,,,,,,,
2013-07-01,0.0,0.0,10216.0,84.0,,,,,,,,,,,,,,,,,,,,
2013-07-02,0.0,0.0,10190.0,82.0,,,,,,,,,,,,,,,,,,,,
2013-07-03,0.0,0.0,10090.0,76.0,,,,,,,,,,,,,,,,,,,,
2013-07-04,0.0,0.0,10082.0,74.0,,,,,,,,,,,,,,,,,,,,
2013-07-05,0.0,0.0,10070.0,76.0,,,,,,,,,,,,,,,,,,,,
2013-07-08,0.0,0.0,10612.0,76.0,,,,,,,,,,,,,,,,,,,,
2013-07-09,0.0,0.0,10440.0,76.0,,,,,,,,,,,,,,,,,,,,
2013-07-10,0.0,0.0,10366.0,70.0,,,,,,,,,,,,,,,,,,,,
2013-07-11,0.0,0.0,10162.0,70.0,,,,,,,,,,,,,,,,,,,,
2013-07-12,0.0,0.0,10108.0,70.0,,,,,,,,,,,,,,,,,,,,
2013-07-15,0.0,0.0,10060.0,70.0,0.0,,,,,,,,,,,,,,,,,,,
2013-07-16,0.0,0.0,10024.0,64.0,0.0,,,,,,,,,,,,,,,,,,,
2013-07-17,0.0,0.0,10086.0,64.0,0.0,,,,,,,,,,,,,,,,,,,
2013-07-18,0.0,0.0,10122.0,64.0,0.0,,,,,,,,,,,,,,,,,,,
2013-07-19,0.0,0.0,10144.0,64.0,0.0,,,,,,,,,,,,,,,,,,,
2013-07-22,0.0,0.0,9966.0,64.0,0.0,,,,,,,,,,,,,,,,,,,
2013-07-23,0.0,0.0,10054.0,64.0,0.0,,,,,,,,,,,,,,,,,,,
2013-07-24,0.0,0.0,9942.0,64.0,0.0,,,,,,,,,,,,,,,,,,,
2013-07-25,0.0,0.0,9766.0,64.0,0.0,,,,,,,,,,,,,,,,,,,
2013-07-26,0.0,0.0,9712.0,62.0,8.0,,,,,,,,,,,,,,,,,,,
2013-07-29,0.0,0.0,9636.0,62.0,6.0,,,,,,,,,,,,,,,,,,,
2013-07-30,0.0,0.0,9186.0,62.0,6.0,,,,,,,,,,,,,,,,,,,
2013-07-31,0.0,0.0,9164.0,62.0,6.0,,,,,,,,,,,,,,,,,,,
2013-08-01,0.0,0.0,9158.0,62.0,6.0,,,,,,,,,,,,,,,,,,,
2013-08-02,0.0,0.0,9128.0,62.0,6.0,,,,,,,,,,,,,,,,,,,
2013-08-05,0.0,0.0,9122.0,64.0,6.0,,,,,,,,,,,,,,,,,,,
2013-08-06,0.0,0.0,9044.0,64.0,2.0,,,,,,,,,,,,,,,,,,,
2013-08-07,0.0,0.0,8964.0,64.0,2.0,,,,,,,,,,,,,,,,,,,
2013-08-08,0.0,0.0,8826.0,64.0,2.0,,,,,,,,,,,,,,,,,,,
2013-08-09,0.0,0.0,8620.0,66.0,4.0,,,,,,,,,,,,,,,,,,,
2013-08-12,0.0,0.0,8026.0,66.0,4.0,,,,,,,,,,,,,,,,,,,
2013-08-13,0.0,0.0,7894.0,66.0,6.0,,,,,,,,,,,,,,,,,,,
2013-08-14,0.0,0.0,7862.0,64.0,4.0,,,,,,,,,,,,,,,,,,,
2013-08-15,0.0,0.0,7846.0,66.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-16,0.0,0.0,6858.0,64.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-19,0.0,0.0,682.0,66.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-20,0.0,0.0,626.0,66.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-21,0.0,0.0,618.0,64.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-22,0.0,0.0,612.0,64.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-23,0.0,0.0,610.0,62.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-26,0.0,0.0,606.0,56.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-27,0.0,0.0,604.0,54.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-28,0.0,0.0,600.0,54.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-29,0.0,0.0,600.0,54.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-08-30,0.0,0.0,600.0,54.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-02,0.0,0.0,600.0,56.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-03,0.0,0.0,600.0,54.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-04,0.0,0.0,600.0,52.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-05,0.0,0.0,600.0,52.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-06,0.0,0.0,600.0,52.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-09,0.0,0.0,600.0,52.0,4.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-10,0.0,0.0,600.0,48.0,6.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-11,0.0,0.0,600.0,48.0,2.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-12,0.0,0.0,600.0,48.0,2.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-13,0.0,0.0,0.0,48.0,2.0,0.0,,,,,,,,,,,,,,,,,,
2013-09-16,0.0,0.0,0.0,46.0,10.0,2.0,10.0,,,,,,,,,,,,,,,,,
2013-09-17,0.0,0.0,0.0,42.0,8.0,2.0,10.0,,,,,,,,,,,,,,,,,
2013-09-18,0.0,0.0,0.0,44.0,8.0,0.0,8.0,,,,,,,,,,,,,,,,,
2013-09-23,0.0,0.0,0.0,40.0,10.0,0.0,10.0,,,,,,,,,,,,,,,,,
2013-09-24,0.0,0.0,0.0,40.0,10.0,0.0,10.0,,,,,,,,,,,,,,,,,
2013-09-25,0.0,0.0,0.0,30.0,10.0,0.0,10.0,,,,,,,,,,,,,,,,,
2013-09-26,0.0,0.0,0.0,24.0,12.0,0.0,10.0,,,,,,,,,,,,,,,,,
2013-09-27,0.0,0.0,0.0,24.0,10.0,0.0,12.0,,,,,,,,,,,,,,,,,
2013-09-30,0.0,0.0,0.0,18.0,10.0,0.0,12.0,,,,,,,,,,,,,,,,,
2013-10-08,0.0,0.0,0.0,18.0,10.0,0.0,12.0,,,,,,,,,,,,,,,,,
2013-10-09,0.0,0.0,0.0,18.0,10.0,0.0,12.0,,,,,,,,,,,,,,,,,
2013-10-10,0.0,0.0,0.0,12.0,12.0,0.0,12.0,,,,,,,,,,,,,,,,,
2013-10-11,0.0,0.0,0.0,6.0,12.0,0.0,14.0,,,,,,,,,,,,,,,,,
2013-10-14,0.0,0.0,0.0,2.0,10.0,0.0,16.0,,,,,,,,,,,,,,,,,
2013-10-15,0.0,0.0,0.0,2.0,10.0,0.0,16.0,,,,,,,,,,,,,,,,,
2013-10-16,0.0,0.0,0.0,2.0,10.0,0.0,16.0,,,,,,,,,,,,,,,,,
2013-10-17,0.0,0.0,0.0,2.0,10.0,0.0,16.0,,,,,,,,,,,,,,,,,
2013-10-18,0.0,0.0,0.0,2.0,10.0,0.0,16.0,,,,,,,,,,,,,,,,,
2013-10-21,0.0,0.0,0.0,2.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-10-22,0.0,0.0,0.0,2.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-10-23,0.0,0.0,0.0,2.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-10-24,0.0,0.0,0.0,2.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-10-25,0.0,0.0,0.0,0.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-10-28,0.0,0.0,0.0,0.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-10-29,0.0,0.0,0.0,0.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-10-30,0.0,0.0,0.0,0.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-10-31,0.0,0.0,0.0,0.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-11-01,0.0,0.0,0.0,0.0,10.0,0.0,18.0,,,,,,,,,,,,,,,,,
2013-11-04,0.0,0.0,0.0,0.0,10.0,0.0,20.0,,,,,,,,,,,,,,,,,
2013-11-05,0.0,0.0,0.0,0.0,10.0,0.0,20.0,,,,,,,,,,,,,,,,,
2013-11-06,0.0,0.0,0.0,0.0,10.0,0.0,20.0,,,,,,,,,,,,,,,,,
2013-11-07,0.0,0.0,0.0,0.0,4.0,0.0,16.0,,,,,,,,,,,,,,,,,
2013-11-08,0.0,0.0,0.0,0.0,4.0,0.0,16.0,,,,,,,,,,,,,,,,,
2013-11-11,0.0,0.0,0.0,0.0,4.0,0.0,16.0,,,,,,,,,,,,,,,,,
2013-11-12,0.0,0.0,0.0,0.0,4.0,0.0,16.0,,,,,,,,,,,,,,,,,
2013-11-13,0.0,0.0,0.0,0.0,4.0,0.0,24.0,,,,,,,,,,,,,,,,,
2013-11-14,0.0,0.0,0.0,0.0,4.0,0.0,24.0,,,,,,,,,,,,,,,,,
2013-11-15,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,
2013-11-18,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,
2013-11-19,0.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,
2013-11-20,0.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,
2013-11-21,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,
2013-11-22,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,
2013-11-25,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,,,,,,,,,,,,,,,,
2013-11-26,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,
2013-11-27,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,
2013-11-28,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-11-29,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-02,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-03,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-04,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-05,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-06,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-09,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-10,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-11,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-12,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-13,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-16,0.0,0.0,0.0,0.0,4.0,0.0,20.0,2.0,,,,,,,,,,,,,,,,
2013-12-17,0.0,0.0,0.0,0.0,2.0,0.0,24.0,2.0,,,,,,,,,,,,,,,,
2013-12-18,0.0,0.0,0.0,0.0,2.0,0.0,36.0,2.0,,,,,,,,,,,,,,,,
2013-12-19,0.0,0.0,0.0,0.0,2.0,0.0,40.0,2.0,,,,,,,,,,,,,,,,
2013-12-20,0.0,0.0,0.0,0.0,2.0,0.0,28.0,2.0,,,,,,,,,,,,,,,,
2013-12-23,0.0,0.0,0.0,0.0,2.0,0.0,28.0,2.0,,,,,,,,,,,,,,,,
2013-12-24,0.0,0.0,0.0,0.0,2.0,0.0,26.0,2.0,,,,,,,,,,,,,,,,
2013-12-25,0.0,0.0,0.0,0.0,2.0,0.0,34.0,2.0,,,,,,,,,,,,,,,,
2013-12-26,0.0,0.0,0.0,0.0,2.0,0.0,36.0,2.0,,,,,,,,,,,,,,,,
2013-12-27,0.0,0.0,0.0,0.0,2.0,0.0,36.0,2.0,,,,,,,,,,,,,,,,
2013-12-30,0.0,0.0,0.0,0.0,2.0,0.0,40.0,2.0,,,,,,,,,,,,,,,,
2013-12-31,0.0,0.0,0.0,0.0,2.0,0.0,28.0,2.0,,,,,,,,,,,,,,,,
2014-01-02,0.0,0.0,0.0,0.0,2.0,0.0,28.0,2.0,,,,,,,,,,,,,,,,
2014-01-03,0.0,0.0,0.0,0.0,2.0,0.0,30.0,2.0,,,,,,,,,,,,,,,,
2014-01-06,0.0,0.0,0.0,0.0,2.0,0.0,56.0,2.0,,,,,,,,,,,,,,,,
2014-01-07,0.0,0.0,0.0,0.0,2.0,0.0,38.0,2.0,,,,,,,,,,,,,,,,
2014-01-08,0.0,0.0,0.0,0.0,2.0,0.0,26.0,2.0,,,,,,,,,,,,,,,,
2014-01-09,0.0,0.0,0.0,0.0,2.0,0.0,24.0,2.0,,,,,,,,,,,,,,,,
2014-01-10,0.0,0.0,0.0,0.0,6.0,0.0,68.0,4.0,,,,,,,,,,,,,,,,
2014-01-13,0.0,0.0,0.0,0.0,6.0,0.0,72.0,4.0,,,,,,,,,,,,,,,,
2014-01-14,0.0,0.0,0.0,0.0,6.0,0.0,74.0,30.0,,,,,,,,,,,,,,,,
2014-01-15,0.0,0.0,0.0,0.0,2.0,0.0,72.0,30.0,,,,,,,,,,,,,,,,
2014-01-16,0.0,0.0,0.0,0.0,2.0,0.0,68.0,28.0,,,,,,,,,,,,,,,,
2014-01-17,0.0,0.0,0.0,0.0,2.0,0.0,68.0,28.0,,,,,,,,,,,,,,,,
2014-01-20,0.0,0.0,0.0,0.0,2.0,0.0,66.0,26.0,,,,,,,,,,,,,,,,
2014-01-21,0.0,0.0,0.0,0.0,2.0,0.0,68.0,26.0,,,,,,,,,,,,,,,,
2014-01-22,0.0,0.0,0.0,0.0,2.0,0.0,124.0,26.0,,,,,,,,,,,,,,,,
2014-01-23,0.0,0.0,0.0,0.0,2.0,0.0,124.0,26.0,,,,,,,,,,,,,,,,
2014-01-24,0.0,0.0,0.0,0.0,2.0,0.0,184.0,28.0,,,,,,,,,,,,,,,,
2014-01-27,0.0,0.0,0.0,0.0,2.0,0.0,184.0,22.0,,,,,,,,,,,,,,,,
2014-01-28,0.0,0.0,0.0,0.0,2.0,0.0,180.0,22.0,,,,,,,,,,,,,,,,
2014-01-29,0.0,0.0,0.0,0.0,2.0,0.0,178.0,22.0,,,,,,,,,,,,,,,,
2014-01-30,0.0,0.0,0.0,0.0,2.0,0.0,176.0,22.0,,,,,,,,,,,,,,,,
2014-02-07,0.0,0.0,0.0,0.0,2.0,0.0,176.0,22.0,,,,,,,,,,,,,,,,
2014-02-10,0.0,0.0,0.0,0.0,2.0,0.0,176.0,22.0,,,,,,,,,,,,,,,,
2014-02-11,0.0,0.0,0.0,0.0,2.0,0.0,180.0,22.0,,,,,,,,,,,,,,,,
2014-02-12,0.0,0.0,0.0,0.0,2.0,0.0,178.0,22.0,,,,,,,,,,,,,,,,
2014-02-13,0.0,0.0,0.0,0.0,2.0,0.0,176.0,22.0,,,,,,,,,,,,,,,,
2014-02-14,0.0,0.0,0.0,0.0,2.0,0.0,178.0,22.0,,,,,,,,,,,,,,,,
2014-02-17,0.0,0.0,0.0,0.0,2.0,0.0,180.0,22.0,,,,,,,,,,,,,,,,
2014-02-18,0.0,0.0,0.0,0.0,2.0,0.0,144.0,22.0,,,,,,,,,,,,,,,,
2014-02-19,0.0,0.0,0.0,0.0,2.0,0.0,144.0,22.0,,,,,,,,,,,,,,,,
2014-02-20,0.0,0.0,0.0,0.0,2.0,0.0,140.0,22.0,,,,,,,,,,,,,,,,
2014-02-21,0.0,0.0,0.0,0.0,2.0,0.0,146.0,22.0,,,,,,,,,,,,,,,,
2014-02-24,0.0,0.0,0.0,0.0,2.0,0.0,128.0,22.0,,,,,,,,,,,,,,,,
2014-02-25,0.0,0.0,0.0,0.0,2.0,0.0,136.0,22.0,,,,,,,,,,,,,,,,
2014-02-26,0.0,0.0,0.0,0.0,2.0,0.0,136.0,22.0,,,,,,,,,,,,,,,,
2014-02-27,0.0,0.0,0.0,0.0,2.0,0.0,138.0,22.0,,,,,,,,,,,,,,,,
2014-02-28,0.0,0.0,0.0,0.0,2.0,0.0,132.0,22.0,,,,,,,,,,,,,,,,
2014-03-03,0.0,0.0,0.0,0.0,2.0,0.0,130.0,22.0,,,,,,,,,,,,,,,,
2014-03-04,0.0,0.0,0.0,0.0,2.0,0.0,146.0,22.0,,,,,,,,,,,,,,,,
