,B0503.DCE,B0505.DCE,B0507.DCE,B0509.DCE,B0511.DCE,B0601.DCE,B0603.DCE,B0605.DCE,B0607.DCE,B0609.DCE,B0611.DCE,B0701.DCE,B0703.DCE,B0705.DCE,B0707.DCE,B0709.DCE,B0711.DCE,B0801.DCE,B0803.DCE,B0805.DCE,B0807.DCE,B0809.DCE,B0811.DCE,B0901.DCE,B0903.DCE,B0905.DCE,B0907.DCE,B0909.DCE,B0911.DCE,B1001.DCE,B1003.DCE,B1005.DCE,B1007.DCE,B1009.DCE,B1011.DCE,B1101.DCE,B1103.DCE,B1105.DCE,B1107.DCE,B1109.DCE,B1111.DCE,B1201.DCE,B1203.DCE,B1205.DCE,B1207.DCE,B1209.DCE,B1211.DCE,B1301.DCE,B1303.DCE,B1305.DCE,B1307.DCE,B1309.DCE,B1311.DCE,B1401.DCE,B1403.DCE,B1405.DCE,B1407.DCE,B1409.DCE,B1411.DCE,B1501.DCE,B1503.DCE,B1505.DCE,B1507.DCE,B1509.DCE,B1511.DCE,B1601.DCE,B1603.DCE,B1605.DCE,B1607.DCE,B1609.DCE,B1611.DCE,B1701.DCE,B1703.DCE,B1705.DCE,B1707.DCE,B1709.DCE,B1711.DCE,B1801.DCE,B1803.DCE,B1805.DCE,B1806.DCE,B1807.DCE,B1808.DCE,B1809.DCE,B1810.DCE,B1811.DCE,B1812.DCE,B1901.DCE,B1902.DCE,B1903.DCE
2006-09-15,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,28.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-18,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-19,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,16.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-20,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,16.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-21,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-22,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-25,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-26,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-27,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-28,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-29,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-09,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-10,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-11,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,12.0,2.0,20.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-12,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,6.0,2.0,20.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-13,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,4.0,2.0,20.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-16,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,4.0,2.0,20.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-17,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,4.0,2.0,20.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-18,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,2.0,0.0,20.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-19,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,14.0,0.0,20.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-20,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,14.0,0.0,20.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-23,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,28.0,22.0,0.0,20.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-24,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,26.0,40.0,0.0,24.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-25,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,26.0,40.0,0.0,24.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-26,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,26.0,40.0,0.0,32.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-27,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,26.0,40.0,0.0,50.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-30,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,26.0,40.0,0.0,44.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-31,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,26.0,40.0,0.0,46.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-01,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,40.0,0.0,44.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-02,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,40.0,0.0,38.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-03,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,40.0,0.0,48.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-06,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,52.0,0.0,56.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-07,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,52.0,0.0,54.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-08,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,54.0,0.0,58.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-09,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,54.0,0.0,52.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-10,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,56.0,0.0,52.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-13,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,56.0,0.0,58.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-14,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,60.0,0.0,56.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-15,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,56.0,0.0,50.0,8.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-16,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,60.0,0.0,52.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-17,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,54.0,0.0,52.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-20,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,54.0,0.0,48.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-21,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,54.0,0.0,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-22,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,50.0,0.0,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-23,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,48.0,0.0,58.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-24,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,48.0,0.0,56.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-27,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,38.0,0.0,50.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-28,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,22.0,0.0,48.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-29,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,20.0,0.0,46.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-30,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,18.0,0.0,30.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-01,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,18.0,0.0,30.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-04,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,20.0,0.0,30.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-05,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,20.0,0.0,30.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-06,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,18.0,0.0,26.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-07,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-08,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,24.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-11,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,24.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-12,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,24.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-13,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,24.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-14,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,32.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-15,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,28.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-18,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,26.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-19,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,26.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-20,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,0.0,24.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-21,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,16.0,8.0,30.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-22,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,12.0,8.0,30.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-25,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,2.0,8.0,50.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-26,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,2.0,2.0,50.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-27,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,46.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-28,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,48.0,4.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-29,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-04,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-05,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-08,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-09,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-10,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-11,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-12,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-15,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,2.0,40.0,4.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-16,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,26.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-17,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,22.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-18,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,20.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-19,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,18.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-22,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,18.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-23,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,18.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-24,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,14.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-25,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,14.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-26,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,14.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-29,68.0,1418.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,14.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
