,SN1507.SHF,SN1508.SHF,SN1509.SHF,SN1510.SHF,SN1511.SHF,SN1512.SHF,SN1601.SHF,SN1602.SHF,SN1603.SHF,SN1604.SHF,SN1605.SHF,SN1606.SHF,SN1607.SHF,SN1608.SHF,SN1609.SHF,SN1610.SHF,SN1611.SHF,SN1612.SHF,SN1701.SHF,SN1702.SHF,SN1703.SHF,SN1704.SHF,SN1705.SHF,SN1706.SHF,SN1707.SHF,SN1708.SHF,SN1709.SHF,SN1710.SHF,SN1711.SHF,SN1712.SHF,SN1801.SHF,SN1802.SHF,SN1803.SHF,SN1804.SHF,SN1805.SHF,SN1806.SHF,SN1807.SHF,SN1808.SHF,SN1809.SHF,SN1810.SHF,SN1811.SHF,SN1812.SHF,SN1901.SHF,SN1902.SHF,SN1903.SHF,SN1904.SHF
2015-04-21,2964.0,24.0,20.0,20.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,2738.0,24.0,20.0,20.0,0.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,2468.0,26.0,16.0,18.0,0.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,2526.0,26.0,16.0,14.0,0.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,3096.0,22.0,16.0,16.0,0.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,4452.0,36.0,28.0,10.0,0.0,2.0,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,4638.0,34.0,28.0,10.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,5578.0,40.0,26.0,10.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,6072.0,42.0,22.0,8.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,6392.0,50.0,18.0,8.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,8600.0,112.0,16.0,8.0,0.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,7606.0,220.0,68.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,7344.0,236.0,94.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,7580.0,228.0,96.0,8.0,0.0,4.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,7502.0,220.0,44.0,8.0,0.0,6.0,10.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,7156.0,226.0,50.0,8.0,0.0,6.0,10.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,7222.0,228.0,46.0,8.0,0.0,6.0,26.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,7396.0,228.0,50.0,8.0,0.0,6.0,26.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,7298.0,222.0,50.0,8.0,0.0,6.0,26.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,6732.0,214.0,48.0,8.0,0.0,6.0,26.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,6122.0,224.0,44.0,16.0,0.0,6.0,26.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,6916.0,226.0,68.0,16.0,0.0,6.0,38.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,6632.0,228.0,68.0,16.0,0.0,6.0,46.0,0.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,6844.0,238.0,72.0,16.0,0.0,6.0,64.0,2.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,6648.0,234.0,124.0,16.0,0.0,6.0,70.0,2.0,0.0,16.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,7100.0,308.0,154.0,16.0,0.0,6.0,70.0,2.0,0.0,16.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,6654.0,296.0,174.0,14.0,0.0,6.0,80.0,2.0,0.0,16.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,6090.0,346.0,154.0,14.0,0.0,6.0,40.0,2.0,0.0,16.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,5706.0,320.0,182.0,14.0,0.0,6.0,20.0,2.0,0.0,16.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,5624.0,336.0,360.0,14.0,0.0,6.0,20.0,2.0,0.0,16.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,5472.0,344.0,290.0,14.0,0.0,6.0,20.0,2.0,0.0,16.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,5214.0,442.0,318.0,14.0,4.0,6.0,18.0,2.0,0.0,16.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,5218.0,496.0,344.0,14.0,4.0,10.0,34.0,2.0,0.0,32.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,5128.0,486.0,358.0,14.0,4.0,10.0,34.0,2.0,0.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,5112.0,468.0,372.0,14.0,4.0,10.0,34.0,2.0,0.0,30.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,5090.0,482.0,414.0,16.0,4.0,10.0,36.0,2.0,0.0,30.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,4910.0,472.0,464.0,16.0,4.0,10.0,36.0,2.0,0.0,30.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,4014.0,482.0,734.0,16.0,4.0,10.0,30.0,2.0,0.0,30.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,3794.0,474.0,736.0,16.0,4.0,10.0,30.0,2.0,0.0,30.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,3668.0,446.0,966.0,16.0,4.0,10.0,30.0,2.0,0.0,30.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,3574.0,416.0,1008.0,18.0,4.0,10.0,30.0,2.0,0.0,30.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,3462.0,394.0,988.0,20.0,4.0,10.0,30.0,2.0,0.0,30.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,3422.0,394.0,978.0,20.0,4.0,10.0,30.0,2.0,0.0,30.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,3304.0,362.0,1014.0,20.0,4.0,12.0,30.0,2.0,0.0,30.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,3194.0,360.0,1016.0,20.0,4.0,12.0,30.0,2.0,0.0,30.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,3092.0,320.0,1074.0,20.0,4.0,12.0,28.0,2.0,0.0,30.0,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,2948.0,384.0,1532.0,34.0,4.0,10.0,30.0,2.0,0.0,30.0,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,3000.0,422.0,1996.0,50.0,4.0,10.0,28.0,2.0,0.0,30.0,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,2810.0,414.0,2534.0,124.0,18.0,16.0,38.0,2.0,0.0,28.0,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,2776.0,434.0,2930.0,170.0,30.0,20.0,40.0,2.0,0.0,28.0,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,2780.0,408.0,2810.0,170.0,28.0,20.0,40.0,2.0,0.0,28.0,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,2776.0,424.0,2900.0,170.0,28.0,20.0,40.0,2.0,0.0,28.0,56.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,2752.0,420.0,2884.0,170.0,28.0,20.0,46.0,2.0,0.0,20.0,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,2752.0,424.0,2794.0,172.0,28.0,20.0,46.0,2.0,0.0,24.0,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,2676.0,412.0,2882.0,168.0,28.0,20.0,46.0,2.0,0.0,26.0,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,2668.0,400.0,2426.0,168.0,28.0,12.0,36.0,0.0,0.0,26.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,2664.0,394.0,2666.0,166.0,28.0,12.0,36.0,0.0,0.0,26.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,2664.0,390.0,2586.0,170.0,28.0,12.0,36.0,0.0,0.0,26.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,2664.0,388.0,2336.0,170.0,28.0,12.0,36.0,0.0,0.0,26.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,2664.0,390.0,2256.0,170.0,28.0,12.0,36.0,0.0,0.0,26.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,2664.0,386.0,2220.0,172.0,28.0,12.0,36.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,2664.0,386.0,2314.0,182.0,28.0,12.0,36.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,2664.0,344.0,2316.0,184.0,28.0,12.0,40.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,2664.0,310.0,2140.0,184.0,28.0,12.0,40.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,2664.0,314.0,2098.0,186.0,28.0,12.0,40.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,2664.0,310.0,2130.0,202.0,28.0,12.0,40.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,2664.0,310.0,2078.0,202.0,28.0,14.0,40.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,2664.0,312.0,2084.0,208.0,28.0,14.0,40.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,2664.0,310.0,2068.0,208.0,28.0,14.0,40.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,2664.0,278.0,2024.0,194.0,28.0,14.0,40.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,2664.0,274.0,1958.0,200.0,28.0,14.0,42.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,2664.0,272.0,1960.0,200.0,28.0,14.0,42.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,2664.0,272.0,1906.0,204.0,28.0,12.0,56.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,2664.0,268.0,1744.0,220.0,28.0,12.0,56.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,2664.0,264.0,1792.0,238.0,28.0,12.0,58.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,2664.0,260.0,1736.0,268.0,30.0,12.0,58.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,2664.0,272.0,1680.0,266.0,30.0,12.0,72.0,0.0,0.0,26.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,2664.0,264.0,1590.0,264.0,30.0,12.0,86.0,0.0,0.0,20.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,2664.0,244.0,1506.0,252.0,28.0,12.0,86.0,0.0,0.0,20.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,2664.0,240.0,1536.0,270.0,28.0,12.0,84.0,0.0,0.0,20.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,2664.0,240.0,1476.0,276.0,28.0,12.0,84.0,0.0,0.0,20.0,42.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,2664.0,240.0,1458.0,276.0,28.0,12.0,102.0,0.0,0.0,20.0,42.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,2664.0,244.0,1512.0,284.0,28.0,12.0,110.0,0.0,0.0,20.0,42.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,2664.0,244.0,1526.0,286.0,28.0,12.0,112.0,0.0,0.0,20.0,42.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,2664.0,244.0,1364.0,288.0,28.0,12.0,130.0,0.0,0.0,20.0,42.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,2664.0,244.0,1280.0,288.0,28.0,12.0,156.0,0.0,0.0,20.0,42.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,2664.0,244.0,1288.0,306.0,28.0,10.0,142.0,0.0,0.0,20.0,42.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,2664.0,244.0,1264.0,310.0,28.0,10.0,166.0,0.0,0.0,20.0,42.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,2664.0,244.0,1196.0,306.0,28.0,10.0,214.0,0.0,0.0,20.0,42.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,2664.0,244.0,1104.0,316.0,28.0,10.0,252.0,0.0,0.0,20.0,42.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,2664.0,244.0,1060.0,328.0,28.0,12.0,252.0,0.0,0.0,20.0,42.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,2664.0,244.0,1028.0,338.0,28.0,10.0,276.0,0.0,0.0,18.0,40.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,2664.0,244.0,916.0,418.0,28.0,10.0,318.0,0.0,0.0,18.0,40.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,2664.0,244.0,880.0,428.0,28.0,10.0,322.0,0.0,0.0,18.0,40.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,2664.0,244.0,868.0,430.0,28.0,10.0,404.0,0.0,0.0,18.0,44.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,2664.0,244.0,796.0,444.0,28.0,10.0,380.0,0.0,0.0,16.0,44.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,2664.0,244.0,760.0,494.0,28.0,10.0,374.0,0.0,0.0,16.0,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,2664.0,244.0,756.0,574.0,28.0,10.0,406.0,0.0,0.0,16.0,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,2664.0,244.0,644.0,592.0,28.0,10.0,546.0,6.0,0.0,16.0,44.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,2664.0,244.0,592.0,564.0,28.0,10.0,856.0,6.0,0.0,16.0,44.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,2664.0,244.0,592.0,576.0,28.0,10.0,830.0,6.0,0.0,16.0,44.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,2664.0,244.0,600.0,598.0,28.0,10.0,868.0,6.0,0.0,16.0,44.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,2664.0,244.0,600.0,598.0,28.0,10.0,864.0,2.0,0.0,16.0,44.0,2.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,2664.0,244.0,600.0,598.0,28.0,10.0,870.0,2.0,0.0,16.0,44.0,2.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,2664.0,244.0,600.0,602.0,28.0,10.0,762.0,2.0,0.0,16.0,44.0,2.0,10.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,2664.0,244.0,600.0,596.0,28.0,10.0,788.0,2.0,0.0,16.0,44.0,2.0,10.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,2664.0,244.0,600.0,590.0,28.0,10.0,776.0,2.0,0.0,16.0,44.0,2.0,10.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,2664.0,244.0,600.0,572.0,28.0,10.0,776.0,2.0,0.0,16.0,44.0,2.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,2664.0,244.0,600.0,576.0,28.0,10.0,798.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,2664.0,244.0,600.0,598.0,28.0,10.0,764.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,2664.0,244.0,600.0,528.0,28.0,10.0,876.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,2664.0,244.0,600.0,466.0,28.0,10.0,968.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,2664.0,244.0,600.0,448.0,30.0,10.0,1054.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,2664.0,244.0,600.0,436.0,30.0,10.0,1050.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,2664.0,244.0,600.0,448.0,30.0,10.0,1236.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,2664.0,244.0,600.0,496.0,28.0,10.0,1364.0,2.0,0.0,14.0,44.0,2.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,2664.0,244.0,600.0,528.0,28.0,10.0,1686.0,2.0,0.0,14.0,44.0,2.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,2664.0,244.0,600.0,528.0,26.0,10.0,1896.0,2.0,0.0,14.0,44.0,2.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,2664.0,244.0,600.0,456.0,26.0,10.0,2616.0,2.0,0.0,14.0,44.0,2.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,2664.0,244.0,600.0,456.0,26.0,10.0,2448.0,2.0,0.0,14.0,44.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,2664.0,244.0,600.0,456.0,26.0,10.0,2332.0,2.0,0.0,14.0,44.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,2664.0,244.0,600.0,456.0,26.0,10.0,2442.0,2.0,0.0,14.0,46.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,2664.0,244.0,600.0,456.0,64.0,10.0,2762.0,2.0,0.0,14.0,46.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,2664.0,244.0,600.0,456.0,64.0,10.0,2734.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,2664.0,244.0,600.0,456.0,64.0,12.0,2680.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,2664.0,244.0,600.0,456.0,64.0,12.0,2678.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,2664.0,244.0,600.0,456.0,64.0,14.0,2822.0,2.0,0.0,14.0,50.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,2664.0,244.0,600.0,456.0,64.0,66.0,3134.0,2.0,0.0,14.0,50.0,2.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
