,PB1109.SHF,PB1110.SHF,PB1111.SHF,PB1112.SHF,PB1201.SHF,PB1202.SHF,PB1203.SHF,PB1204.SHF,PB1205.SHF,PB1206.SHF,PB1207.SHF,PB1208.SHF,PB1209.SHF,PB1210.SHF,PB1211.SHF,PB1212.SHF,PB1301.SHF,PB1302.SHF,PB1303.SHF,PB1304.SHF,PB1305.SHF,PB1306.SHF,PB1307.SHF,PB1308.SHF,PB1309.SHF,PB1310.SHF,PB1311.SHF,PB1312.SHF,PB1401.SHF,PB1402.SHF,PB1403.SHF,PB1404.SHF,PB1405.SHF,PB1406.SHF,PB1407.SHF,PB1408.SHF,PB1409.SHF,PB1410.SHF,PB1411.SHF,PB1412.SHF,PB1501.SHF,PB1502.SHF,PB1503.SHF,PB1504.SHF,PB1505.SHF,PB1506.SHF,PB1507.SHF,PB1508.SHF,PB1509.SHF,PB1510.SHF,PB1511.SHF,PB1512.SHF,PB1601.SHF,PB1602.SHF,PB1603.SHF,PB1604.SHF,PB1605.SHF,PB1606.SHF,PB1607.SHF,PB1608.SHF,PB1609.SHF,PB1610.SHF,PB1611.SHF,PB1612.SHF,PB1701.SHF,PB1702.SHF,PB1703.SHF,PB1704.SHF,PB1705.SHF,PB1706.SHF,PB1707.SHF,PB1708.SHF,PB1709.SHF,PB1710.SHF,PB1711.SHF,PB1712.SHF,PB1801.SHF,PB1802.SHF,PB1803.SHF,PB1804.SHF,PB1805.SHF,PB1806.SHF,PB1807.SHF,PB1808.SHF,PB1809.SHF,PB1810.SHF,PB1811.SHF,PB1812.SHF,PB1901.SHF,PB1902.SHF,PB1903.SHF,PB1904.SHF
2014-05-16,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,4996.0,4386.0,2982.0,1236.0,0.0,8.0,40.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-19,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,5008.0,4508.0,3016.0,1386.0,0.0,8.0,40.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-20,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,4546.0,4694.0,3278.0,1506.0,0.0,8.0,40.0,2.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-21,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,4352.0,4738.0,3424.0,1704.0,42.0,8.0,32.0,2.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-22,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,4224.0,4834.0,3526.0,1860.0,102.0,10.0,32.0,2.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-23,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,4198.0,4890.0,3644.0,1982.0,236.0,10.0,32.0,2.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-26,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,4096.0,5028.0,3796.0,2054.0,290.0,10.0,32.0,2.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-27,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,3802.0,5106.0,3928.0,2036.0,330.0,10.0,32.0,2.0,2.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-28,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,3454.0,5156.0,4110.0,2094.0,424.0,12.0,32.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-29,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,3434.0,5028.0,4322.0,2276.0,524.0,24.0,32.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,3350.0,4950.0,4534.0,2354.0,622.0,24.0,32.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-03,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,3250.0,4748.0,4652.0,2596.0,658.0,24.0,32.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-04,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,3110.0,4428.0,4846.0,2798.0,796.0,32.0,28.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-05,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2280.0,4336.0,5020.0,2822.0,982.0,32.0,28.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-06,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2260.0,4170.0,4994.0,2890.0,1134.0,38.0,28.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-09,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2220.0,3742.0,5256.0,2914.0,1170.0,38.0,28.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-10,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2170.0,3500.0,5284.0,2968.0,1210.0,38.0,28.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-11,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2470.0,3320.0,5472.0,3152.0,1416.0,34.0,46.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-12,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2390.0,3198.0,5412.0,3204.0,1572.0,34.0,46.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-13,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2370.0,2898.0,5544.0,3510.0,1810.0,122.0,46.0,4.0,2.0,8.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-16,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,2942.0,5630.0,3558.0,1842.0,146.0,46.0,4.0,2.0,8.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-17,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,2666.0,5710.0,3658.0,1878.0,148.0,46.0,4.0,2.0,6.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-18,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,2596.0,5644.0,3742.0,1992.0,242.0,46.0,4.0,2.0,6.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-19,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,2510.0,5888.0,3798.0,2042.0,288.0,46.0,4.0,2.0,6.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-20,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,2290.0,6306.0,4394.0,2128.0,392.0,46.0,4.0,2.0,6.0,2.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-23,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1870.0,6878.0,4662.0,2294.0,392.0,58.0,4.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-24,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1850.0,7170.0,5032.0,2634.0,526.0,46.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-25,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1784.0,7072.0,5068.0,2776.0,702.0,44.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-26,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1696.0,7104.0,5174.0,2896.0,848.0,26.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-27,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1686.0,7168.0,4970.0,3026.0,978.0,30.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1630.0,6844.0,5042.0,3056.0,1008.0,30.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1940.0,6768.0,4726.0,3140.0,1156.0,30.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-02,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1940.0,6594.0,4830.0,3260.0,1280.0,36.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1940.0,6690.0,5052.0,3550.0,1312.0,34.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-04,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1940.0,6568.0,5068.0,3530.0,1386.0,34.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-07,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1940.0,6418.0,4968.0,3658.0,1424.0,34.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-08,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1930.0,6384.0,5156.0,3958.0,1498.0,34.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-09,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,2010.0,6376.0,5132.0,4178.0,1434.0,74.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-10,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,2020.0,6372.0,5150.0,4280.0,1432.0,52.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-11,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,2090.0,6312.0,5084.0,4288.0,1434.0,52.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-14,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,2050.0,6128.0,4860.0,4444.0,1530.0,52.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-15,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1980.0,6146.0,4780.0,4454.0,1520.0,52.0,6.0,2.0,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-16,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1980.0,6052.0,4652.0,4586.0,1550.0,52.0,6.0,2.0,6.0,2.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-17,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1980.0,5968.0,4522.0,4662.0,1612.0,52.0,6.0,2.0,6.0,2.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-18,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1980.0,5794.0,4420.0,4642.0,1996.0,52.0,6.0,2.0,6.0,2.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-21,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1980.0,5678.0,4494.0,4670.0,2030.0,52.0,6.0,2.0,6.0,2.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-22,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1980.0,5676.0,4440.0,4840.0,2316.0,52.0,6.0,2.0,6.0,2.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-23,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1980.0,5634.0,4410.0,5396.0,2514.0,54.0,6.0,0.0,6.0,2.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-24,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1980.0,5386.0,4562.0,5582.0,2594.0,56.0,10.0,0.0,6.0,2.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-25,1026.0,696.0,362.0,434.0,374.0,352.0,734.0,88.0,184.0,16.0,182.0,190.0,102.0,532.0,860.0,1444.0,1538.0,1934.0,1828.0,1478.0,1676.0,1782.0,1236.0,1604.0,7110.0,4780.0,6230.0,7990.0,4530.0,2170.0,5550.0,6820.0,6710.0,2330.0,1980.0,5082.0,5190.0,10464.0,3118.0,122.0,90.0,4.0,6.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
