,NI1507.SHF,NI1508.SHF,NI1509.SHF,NI1510.SHF,NI1511.SHF,NI1512.SHF,NI1601.SHF,NI1602.SHF,NI1603.SHF,NI1604.SHF,NI1605.SHF,NI1606.SHF,NI1607.SHF,NI1608.SHF,NI1609.SHF,NI1610.SHF,NI1611.SHF,NI1612.SHF,NI1701.SHF,NI1702.SHF,NI1703.SHF,NI1704.SHF,NI1705.SHF,NI1706.SHF,NI1707.SHF,NI1708.SHF,NI1709.SHF,NI1710.SHF,NI1711.SHF,NI1712.SHF,NI1801.SHF,NI1802.SHF,NI1803.SHF,NI1804.SHF,NI1805.SHF,NI1806.SHF,NI1807.SHF,NI1808.SHF,NI1809.SHF,NI1810.SHF,NI1811.SHF,NI1812.SHF,NI1901.SHF,NI1902.SHF,NI1903.SHF,NI1904.SHF
2015-10-22,5940.0,1488.0,23472.0,1548.0,1450.0,638.0,234838.0,148.0,1732.0,102.0,1176.0,54.0,10.0,32.0,92.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,5940.0,1488.0,23472.0,1548.0,1460.0,708.0,248752.0,146.0,1734.0,100.0,1320.0,50.0,10.0,28.0,92.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,5940.0,1488.0,23472.0,1548.0,1464.0,676.0,247344.0,152.0,1800.0,100.0,1240.0,50.0,10.0,28.0,92.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,5940.0,1488.0,23472.0,1548.0,1446.0,756.0,242420.0,148.0,1812.0,94.0,1232.0,50.0,10.0,34.0,96.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,5940.0,1488.0,23472.0,1548.0,1650.0,750.0,236902.0,146.0,1808.0,92.0,1224.0,50.0,10.0,34.0,106.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,5940.0,1488.0,23472.0,1548.0,1684.0,778.0,236182.0,144.0,1764.0,86.0,1224.0,48.0,10.0,34.0,106.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,5940.0,1488.0,23472.0,1548.0,1692.0,798.0,306602.0,144.0,1842.0,80.0,1430.0,44.0,10.0,34.0,130.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,5940.0,1488.0,23472.0,1548.0,1692.0,950.0,335360.0,144.0,1826.0,80.0,2026.0,44.0,10.0,34.0,130.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,5940.0,1488.0,23472.0,1548.0,1680.0,972.0,346974.0,144.0,1836.0,80.0,2604.0,36.0,10.0,34.0,130.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,5940.0,1488.0,23472.0,1548.0,1680.0,978.0,362628.0,144.0,1910.0,80.0,3316.0,38.0,10.0,34.0,130.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,5940.0,1488.0,23472.0,1548.0,1680.0,1006.0,406972.0,144.0,2212.0,80.0,4144.0,42.0,10.0,40.0,142.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,5940.0,1488.0,23472.0,1548.0,1680.0,1032.0,393540.0,142.0,2370.0,80.0,4822.0,42.0,10.0,56.0,156.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,5940.0,1488.0,23472.0,1548.0,1668.0,1044.0,432832.0,142.0,2446.0,80.0,6640.0,42.0,10.0,56.0,176.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,5940.0,1488.0,23472.0,1548.0,1668.0,1046.0,431638.0,146.0,2436.0,80.0,9092.0,42.0,10.0,58.0,190.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,5940.0,1488.0,23472.0,1548.0,1668.0,1046.0,456998.0,148.0,2436.0,80.0,9572.0,42.0,10.0,58.0,190.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,5940.0,1488.0,23472.0,1548.0,1668.0,1054.0,448788.0,152.0,2394.0,80.0,11908.0,42.0,10.0,58.0,198.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,5940.0,1488.0,23472.0,1548.0,1668.0,1076.0,466212.0,182.0,2400.0,80.0,28522.0,96.0,10.0,58.0,206.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,5940.0,1488.0,23472.0,1548.0,1524.0,1082.0,447322.0,188.0,2328.0,80.0,32834.0,92.0,12.0,58.0,206.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,5940.0,1488.0,23472.0,1548.0,1524.0,1080.0,446728.0,220.0,2350.0,78.0,39334.0,92.0,12.0,60.0,226.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,5940.0,1488.0,23472.0,1548.0,1524.0,1092.0,445772.0,310.0,2376.0,66.0,43068.0,98.0,12.0,60.0,246.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,5940.0,1488.0,23472.0,1548.0,1524.0,1200.0,435448.0,456.0,2382.0,64.0,50750.0,98.0,12.0,62.0,456.0,86.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,5940.0,1488.0,23472.0,1548.0,1524.0,1212.0,445614.0,470.0,2378.0,66.0,56402.0,100.0,12.0,62.0,384.0,90.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,5940.0,1488.0,23472.0,1548.0,1524.0,1316.0,446362.0,470.0,2398.0,66.0,61134.0,100.0,12.0,56.0,474.0,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,5940.0,1488.0,23472.0,1548.0,1524.0,1266.0,413958.0,480.0,2406.0,70.0,80404.0,104.0,12.0,52.0,518.0,94.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,5940.0,1488.0,23472.0,1548.0,1524.0,1160.0,378610.0,498.0,2362.0,72.0,90042.0,104.0,12.0,48.0,560.0,94.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,5940.0,1488.0,23472.0,1548.0,1524.0,1242.0,367254.0,544.0,2338.0,68.0,98516.0,106.0,12.0,44.0,586.0,86.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,5940.0,1488.0,23472.0,1548.0,1524.0,1216.0,340084.0,544.0,2322.0,68.0,112352.0,98.0,12.0,44.0,600.0,86.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,5940.0,1488.0,23472.0,1548.0,1524.0,1440.0,322532.0,592.0,2262.0,66.0,128756.0,96.0,12.0,42.0,662.0,86.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,5940.0,1488.0,23472.0,1548.0,1524.0,1464.0,313308.0,660.0,2260.0,70.0,143938.0,96.0,12.0,42.0,662.0,86.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,5940.0,1488.0,23472.0,1548.0,1524.0,1488.0,310608.0,672.0,2266.0,70.0,159056.0,96.0,12.0,42.0,686.0,86.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,5940.0,1488.0,23472.0,1548.0,1524.0,1500.0,296010.0,714.0,2304.0,68.0,182116.0,100.0,14.0,42.0,748.0,86.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,5940.0,1488.0,23472.0,1548.0,1524.0,1500.0,278502.0,740.0,2228.0,70.0,186162.0,92.0,14.0,42.0,764.0,86.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,5940.0,1488.0,23472.0,1548.0,1524.0,1500.0,268360.0,776.0,2130.0,70.0,190270.0,92.0,14.0,42.0,758.0,86.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,5940.0,1488.0,23472.0,1548.0,1524.0,1500.0,279530.0,808.0,2102.0,60.0,221266.0,94.0,12.0,42.0,868.0,86.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,5940.0,1488.0,23472.0,1548.0,1524.0,1500.0,278940.0,762.0,2022.0,60.0,238608.0,96.0,10.0,42.0,858.0,86.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,5940.0,1488.0,23472.0,1548.0,1524.0,1500.0,270722.0,808.0,2052.0,58.0,261230.0,98.0,10.0,40.0,910.0,86.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,257790.0,778.0,1910.0,56.0,243400.0,104.0,10.0,40.0,998.0,86.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,244534.0,842.0,1916.0,56.0,261404.0,172.0,10.0,40.0,1056.0,86.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,225828.0,932.0,1924.0,56.0,269806.0,164.0,10.0,42.0,1186.0,86.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,216798.0,938.0,1908.0,58.0,274928.0,164.0,16.0,42.0,1208.0,86.0,136.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,200824.0,1014.0,1958.0,64.0,294056.0,164.0,16.0,42.0,1256.0,86.0,136.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,182576.0,1058.0,2024.0,64.0,315212.0,170.0,24.0,44.0,1298.0,86.0,144.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,166814.0,1000.0,1978.0,68.0,345250.0,168.0,24.0,44.0,1342.0,86.0,144.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,157330.0,976.0,1990.0,90.0,368860.0,164.0,24.0,44.0,1412.0,86.0,144.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,149482.0,1050.0,1992.0,80.0,392536.0,162.0,30.0,44.0,1484.0,86.0,138.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,142166.0,988.0,1996.0,80.0,421326.0,162.0,30.0,44.0,1514.0,86.0,138.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,135540.0,1064.0,1998.0,80.0,447046.0,150.0,30.0,70.0,1614.0,86.0,138.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,130318.0,1072.0,2016.0,80.0,477550.0,150.0,30.0,70.0,1682.0,86.0,138.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,122430.0,1114.0,2040.0,80.0,463074.0,146.0,30.0,70.0,1742.0,86.0,138.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,112000.0,1096.0,2016.0,76.0,443934.0,146.0,30.0,70.0,1764.0,86.0,138.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,103822.0,1044.0,2052.0,76.0,429168.0,148.0,30.0,68.0,1698.0,86.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,100812.0,1054.0,2060.0,80.0,428358.0,168.0,30.0,66.0,1986.0,86.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,96684.0,1050.0,2068.0,88.0,424542.0,186.0,30.0,66.0,2034.0,86.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,93828.0,1032.0,2096.0,92.0,437426.0,208.0,32.0,66.0,2002.0,86.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,87348.0,958.0,2102.0,92.0,484406.0,240.0,34.0,66.0,2128.0,86.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,85440.0,988.0,2130.0,88.0,459614.0,236.0,34.0,66.0,2124.0,86.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,82296.0,1124.0,2178.0,88.0,475302.0,242.0,34.0,66.0,2192.0,86.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,79800.0,1400.0,2170.0,88.0,497478.0,258.0,40.0,66.0,2272.0,86.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,78360.0,1360.0,2186.0,88.0,504624.0,288.0,40.0,66.0,2232.0,86.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76464.0,1348.0,2114.0,132.0,473274.0,270.0,40.0,66.0,2142.0,90.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,1320.0,2122.0,176.0,441794.0,302.0,40.0,74.0,3046.0,94.0,136.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,1122.0,2236.0,150.0,449514.0,268.0,46.0,78.0,3250.0,94.0,136.0,20.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,974.0,2238.0,126.0,440862.0,292.0,44.0,78.0,3572.0,92.0,134.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,942.0,2490.0,112.0,437800.0,274.0,44.0,78.0,3398.0,92.0,136.0,20.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,928.0,2552.0,112.0,427960.0,270.0,44.0,96.0,3364.0,92.0,136.0,20.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,914.0,2686.0,116.0,432032.0,272.0,44.0,96.0,3386.0,92.0,136.0,20.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,826.0,2698.0,114.0,426650.0,262.0,36.0,92.0,3512.0,92.0,136.0,20.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,742.0,2706.0,114.0,429578.0,252.0,54.0,92.0,3810.0,92.0,136.0,20.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,732.0,2700.0,110.0,443768.0,232.0,68.0,94.0,3938.0,94.0,136.0,20.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,710.0,2710.0,112.0,442112.0,446.0,62.0,92.0,4036.0,94.0,136.0,20.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,660.0,2700.0,108.0,438022.0,440.0,48.0,90.0,4148.0,94.0,132.0,28.0,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,660.0,2680.0,104.0,460126.0,432.0,46.0,88.0,4210.0,94.0,132.0,14.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,660.0,2670.0,114.0,441838.0,404.0,46.0,88.0,4134.0,94.0,132.0,14.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,648.0,2670.0,282.0,436748.0,408.0,46.0,90.0,4118.0,96.0,132.0,14.0,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,612.0,2660.0,282.0,421032.0,408.0,46.0,90.0,4534.0,96.0,132.0,14.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,564.0,2628.0,272.0,407420.0,396.0,46.0,90.0,5242.0,96.0,132.0,14.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2650.0,320.0,429914.0,422.0,46.0,88.0,7544.0,96.0,132.0,14.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2678.0,400.0,446270.0,426.0,46.0,96.0,8894.0,96.0,132.0,16.0,412.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2408.0,400.0,438520.0,428.0,44.0,96.0,10612.0,96.0,132.0,16.0,436.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2314.0,396.0,433320.0,456.0,44.0,96.0,10924.0,96.0,132.0,16.0,420.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2676.0,402.0,434012.0,456.0,44.0,96.0,11082.0,96.0,132.0,16.0,422.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2650.0,420.0,444796.0,408.0,44.0,92.0,11916.0,96.0,132.0,16.0,456.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2686.0,414.0,424384.0,402.0,44.0,92.0,13840.0,96.0,132.0,16.0,572.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2688.0,398.0,427820.0,402.0,86.0,92.0,14444.0,96.0,132.0,16.0,608.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2674.0,388.0,451180.0,412.0,86.0,92.0,14222.0,96.0,132.0,22.0,750.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2566.0,402.0,439272.0,436.0,82.0,92.0,14136.0,96.0,132.0,22.0,856.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2592.0,412.0,447552.0,496.0,82.0,94.0,14458.0,96.0,132.0,22.0,868.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2736.0,420.0,446398.0,550.0,82.0,94.0,15250.0,96.0,132.0,22.0,882.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2784.0,424.0,431708.0,590.0,82.0,92.0,16376.0,96.0,132.0,22.0,910.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2892.0,410.0,420924.0,438.0,82.0,92.0,20076.0,96.0,132.0,22.0,954.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,410.0,456092.0,448.0,84.0,102.0,44726.0,132.0,142.0,22.0,1182.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,406.0,486106.0,438.0,88.0,112.0,71180.0,132.0,166.0,22.0,1462.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2844.0,380.0,441868.0,470.0,106.0,114.0,72516.0,134.0,164.0,22.0,1666.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2844.0,372.0,392578.0,464.0,106.0,110.0,73890.0,134.0,164.0,22.0,1846.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2844.0,380.0,410358.0,424.0,106.0,110.0,77628.0,128.0,164.0,22.0,1880.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2844.0,362.0,399338.0,420.0,106.0,108.0,82810.0,124.0,164.0,22.0,1850.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2844.0,362.0,403324.0,416.0,106.0,114.0,84574.0,124.0,164.0,22.0,1918.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,358.0,394890.0,458.0,106.0,114.0,89898.0,124.0,164.0,32.0,1864.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,358.0,415204.0,500.0,106.0,122.0,114138.0,134.0,164.0,44.0,2022.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,354.0,422824.0,490.0,102.0,122.0,121828.0,134.0,164.0,82.0,2268.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,370.0,422862.0,496.0,102.0,128.0,148964.0,134.0,170.0,86.0,2622.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,376.0,439046.0,458.0,104.0,128.0,154230.0,136.0,170.0,86.0,2820.0,26.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,374.0,434656.0,492.0,104.0,128.0,170032.0,136.0,170.0,92.0,2968.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,374.0,435104.0,416.0,104.0,130.0,179060.0,136.0,170.0,92.0,3352.0,22.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,374.0,412414.0,442.0,104.0,130.0,183642.0,142.0,170.0,92.0,3462.0,22.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,374.0,393696.0,718.0,104.0,130.0,195812.0,142.0,170.0,92.0,3736.0,22.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,374.0,387790.0,724.0,124.0,170.0,211914.0,180.0,170.0,94.0,3824.0,22.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,366.0,371538.0,714.0,118.0,154.0,213260.0,180.0,166.0,94.0,3890.0,22.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,364.0,393148.0,568.0,118.0,154.0,241772.0,180.0,166.0,94.0,4302.0,22.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,372.0,387192.0,612.0,138.0,160.0,275506.0,184.0,166.0,100.0,4582.0,24.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,372.0,368288.0,808.0,134.0,160.0,298734.0,184.0,166.0,100.0,4868.0,24.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,372.0,362046.0,890.0,134.0,160.0,311056.0,184.0,166.0,100.0,5112.0,24.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,372.0,336676.0,1242.0,130.0,170.0,305846.0,184.0,170.0,102.0,5226.0,24.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,5940.0,1488.0,23472.0,1548.0,1524.0,1572.0,76260.0,504.0,2832.0,372.0,311830.0,1058.0,130.0,172.0,329984.0,184.0,170.0,104.0,5158.0,24.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
