,FG1303.CZC,FG1304.CZC,FG1305.CZC,FG1306.CZC,FG1307.CZC,FG1308.CZC,FG1309.CZC,FG1310.CZC,FG1311.CZC,FG1312.CZC,FG1401.CZC,FG1402.CZC,FG1403.CZC,FG1404.CZC,FG1405.CZC,FG1406.CZC,FG1407.CZC,FG1408.CZC,FG1409.CZC,FG1410.CZC,FG1411.CZC,FG1412.CZC,FG1501.CZC,FG1502.CZC,FG1503.CZC,FG1504.CZC,FG1505.CZC,FG1506.CZC,FG1507.CZC,FG1508.CZC,FG1509.CZC,FG1510.CZC,FG1511.CZC,FG1512.CZC,FG1601.CZC,FG1602.CZC,FG1603.CZC,FG1604.CZC,FG1605.CZC,FG1606.CZC,FG607.CZC,FG608.CZC,FG609.CZC,FG610.CZC,FG611.CZC,FG612.CZC,FG701.CZC,FG702.CZC,FG703.CZC,FG704.CZC,FG705.CZC,FG706.CZC,FG707.CZC,FG708.CZC,FG709.CZC,FG710.CZC,FG711.CZC,FG712.CZC,FG801.CZC,FG802.CZC,FG803.CZC,FG804.CZC,FG805.CZC,FG806.CZC,FG807.CZC,FG808.CZC,FG809.CZC,FG810.CZC,FG811.CZC,FG812.CZC,FG901.CZC,FG902.CZC,FG903.CZC,FG904.CZC
2013-04-18,0.0,0.0,2780.0,1950.0,372.0,104.0,575698.0,742.0,104.0,68.0,130088.0,208.0,34.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-19,0.0,0.0,2664.0,1966.0,374.0,92.0,552672.0,764.0,96.0,66.0,122438.0,200.0,30.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-22,0.0,0.0,2026.0,1746.0,374.0,96.0,565350.0,780.0,108.0,54.0,121866.0,200.0,30.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-23,0.0,0.0,1398.0,2164.0,384.0,92.0,531992.0,786.0,110.0,52.0,121720.0,204.0,32.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-24,0.0,0.0,1376.0,2350.0,400.0,88.0,610018.0,792.0,110.0,54.0,115880.0,198.0,30.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-25,0.0,0.0,1052.0,2428.0,396.0,84.0,578452.0,764.0,114.0,52.0,117358.0,190.0,30.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-26,0.0,0.0,780.0,2028.0,368.0,84.0,496800.0,802.0,120.0,48.0,124652.0,194.0,30.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-02,0.0,0.0,794.0,4226.0,564.0,230.0,539834.0,882.0,132.0,52.0,146814.0,190.0,30.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-03,0.0,0.0,794.0,5020.0,682.0,344.0,547594.0,874.0,138.0,54.0,188096.0,72.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-06,0.0,0.0,798.0,5148.0,680.0,368.0,525696.0,876.0,132.0,58.0,205874.0,60.0,28.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-07,0.0,0.0,708.0,4748.0,618.0,370.0,472886.0,974.0,130.0,52.0,269166.0,74.0,26.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-08,0.0,0.0,728.0,4434.0,470.0,352.0,483356.0,840.0,136.0,58.0,268102.0,44.0,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-09,0.0,0.0,542.0,4516.0,422.0,344.0,469686.0,752.0,138.0,58.0,240212.0,44.0,24.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-10,0.0,0.0,452.0,4260.0,410.0,354.0,501080.0,754.0,116.0,56.0,230728.0,42.0,26.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13,0.0,0.0,452.0,4178.0,320.0,306.0,513554.0,708.0,70.0,48.0,244250.0,54.0,28.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-14,0.0,0.0,452.0,3520.0,252.0,344.0,509320.0,548.0,58.0,48.0,243632.0,38.0,28.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-15,0.0,0.0,0.0,2474.0,216.0,144.0,492316.0,500.0,58.0,54.0,240488.0,40.0,22.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-16,0.0,0.0,0.0,2466.0,214.0,136.0,538616.0,484.0,66.0,54.0,305846.0,40.0,22.0,84.0,2402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-17,0.0,0.0,0.0,2476.0,216.0,222.0,534458.0,242.0,60.0,52.0,286016.0,30.0,36.0,128.0,2782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-20,0.0,0.0,0.0,2666.0,220.0,220.0,521374.0,244.0,72.0,52.0,296262.0,36.0,36.0,148.0,2768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-21,0.0,0.0,0.0,2828.0,250.0,220.0,524384.0,220.0,72.0,46.0,292052.0,32.0,28.0,144.0,2960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-22,0.0,0.0,0.0,2820.0,262.0,224.0,530554.0,152.0,64.0,40.0,287966.0,32.0,24.0,132.0,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-23,0.0,0.0,0.0,2698.0,262.0,218.0,514696.0,146.0,54.0,36.0,269426.0,48.0,44.0,86.0,2644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-24,0.0,0.0,0.0,2682.0,264.0,220.0,496494.0,100.0,46.0,36.0,259818.0,52.0,58.0,56.0,2626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-27,0.0,0.0,0.0,2682.0,424.0,246.0,487158.0,118.0,50.0,36.0,261986.0,56.0,66.0,58.0,2706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-28,0.0,0.0,0.0,2620.0,422.0,250.0,482992.0,108.0,48.0,34.0,258386.0,58.0,66.0,54.0,2776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-29,0.0,0.0,0.0,2610.0,362.0,222.0,434366.0,114.0,46.0,30.0,247690.0,50.0,66.0,42.0,2924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-30,0.0,0.0,0.0,2402.0,282.0,204.0,470050.0,98.0,52.0,28.0,232826.0,48.0,56.0,40.0,2878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,0.0,0.0,0.0,2264.0,294.0,202.0,450006.0,140.0,48.0,30.0,229300.0,46.0,52.0,36.0,3044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-03,0.0,0.0,0.0,2264.0,266.0,166.0,434436.0,94.0,58.0,34.0,235314.0,46.0,52.0,36.0,3374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-04,0.0,0.0,0.0,2224.0,250.0,166.0,541402.0,128.0,56.0,58.0,253774.0,44.0,58.0,36.0,4432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-05,0.0,0.0,0.0,2526.0,258.0,176.0,479502.0,162.0,114.0,118.0,278218.0,44.0,62.0,36.0,5080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-06,0.0,0.0,0.0,2472.0,262.0,194.0,449068.0,96.0,238.0,134.0,272700.0,42.0,60.0,34.0,4802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-07,0.0,0.0,0.0,2422.0,242.0,250.0,371592.0,138.0,270.0,166.0,241864.0,58.0,92.0,12.0,5322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-13,0.0,0.0,0.0,2398.0,240.0,166.0,498026.0,140.0,224.0,138.0,287442.0,58.0,92.0,14.0,6286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-14,0.0,0.0,0.0,2398.0,232.0,268.0,433972.0,218.0,124.0,128.0,291842.0,58.0,92.0,14.0,8636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-17,0.0,0.0,0.0,2398.0,210.0,262.0,411258.0,220.0,124.0,128.0,280094.0,58.0,98.0,28.0,9732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-18,0.0,0.0,0.0,2308.0,206.0,216.0,382924.0,238.0,70.0,128.0,311272.0,60.0,98.0,32.0,10654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,0.0,0.0,0.0,0.0,196.0,204.0,368308.0,240.0,74.0,128.0,290528.0,68.0,96.0,32.0,12856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-20,0.0,0.0,0.0,0.0,12.0,202.0,312610.0,240.0,82.0,130.0,358790.0,88.0,94.0,32.0,14858.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-21,0.0,0.0,0.0,0.0,4.0,110.0,319828.0,232.0,82.0,112.0,361130.0,108.0,94.0,24.0,20726.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-24,0.0,0.0,0.0,0.0,4.0,242.0,297412.0,176.0,60.0,100.0,367664.0,108.0,108.0,102.0,22574.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-25,0.0,0.0,0.0,0.0,6.0,78.0,259614.0,172.0,60.0,100.0,367898.0,176.0,112.0,106.0,23098.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-26,0.0,0.0,0.0,0.0,6.0,58.0,236884.0,216.0,60.0,88.0,399738.0,184.0,112.0,176.0,23564.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-27,0.0,0.0,0.0,0.0,2.0,58.0,224054.0,176.0,62.0,66.0,361996.0,182.0,112.0,176.0,22734.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-28,0.0,0.0,0.0,0.0,0.0,52.0,203932.0,164.0,70.0,64.0,363382.0,172.0,112.0,176.0,20858.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,50.0,196378.0,182.0,68.0,62.0,365674.0,172.0,116.0,144.0,18866.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-02,0.0,0.0,0.0,0.0,0.0,76.0,165640.0,210.0,94.0,66.0,388886.0,156.0,118.0,144.0,20872.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-03,0.0,0.0,0.0,0.0,0.0,70.0,159476.0,200.0,98.0,64.0,396384.0,156.0,122.0,144.0,21178.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-04,0.0,0.0,0.0,0.0,0.0,70.0,147566.0,150.0,98.0,70.0,405158.0,162.0,122.0,144.0,20576.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-05,0.0,0.0,0.0,0.0,0.0,70.0,134134.0,118.0,86.0,56.0,361716.0,168.0,124.0,144.0,20072.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08,0.0,0.0,0.0,0.0,0.0,58.0,135932.0,118.0,94.0,52.0,374490.0,168.0,128.0,142.0,20084.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-09,0.0,0.0,0.0,0.0,0.0,62.0,126902.0,114.0,100.0,54.0,414508.0,170.0,126.0,146.0,19086.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-10,0.0,0.0,0.0,0.0,0.0,58.0,123960.0,114.0,96.0,54.0,405564.0,180.0,122.0,148.0,20590.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-11,0.0,0.0,0.0,0.0,0.0,52.0,119750.0,84.0,100.0,60.0,438584.0,174.0,120.0,156.0,23682.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-12,0.0,0.0,0.0,0.0,0.0,52.0,111370.0,84.0,96.0,62.0,454896.0,180.0,130.0,150.0,23800.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-15,0.0,0.0,0.0,0.0,0.0,52.0,106138.0,94.0,108.0,66.0,445458.0,180.0,122.0,144.0,26734.0,154.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-16,0.0,0.0,0.0,0.0,0.0,44.0,96946.0,92.0,94.0,56.0,447100.0,192.0,122.0,144.0,26806.0,154.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-17,0.0,0.0,0.0,0.0,0.0,22.0,90738.0,82.0,88.0,556.0,392876.0,184.0,120.0,144.0,25814.0,152.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18,0.0,0.0,0.0,0.0,0.0,22.0,88488.0,88.0,80.0,552.0,410004.0,188.0,120.0,144.0,25692.0,152.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-19,0.0,0.0,0.0,0.0,0.0,22.0,80302.0,78.0,78.0,552.0,441026.0,188.0,120.0,458.0,25682.0,152.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-22,0.0,0.0,0.0,0.0,0.0,6.0,74806.0,82.0,78.0,292.0,535796.0,186.0,120.0,348.0,26324.0,148.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-23,0.0,0.0,0.0,0.0,0.0,2.0,71640.0,80.0,44.0,222.0,508234.0,204.0,120.0,330.0,26068.0,150.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-24,0.0,0.0,0.0,0.0,0.0,2.0,74790.0,48.0,36.0,60.0,494442.0,178.0,120.0,330.0,29344.0,150.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25,0.0,0.0,0.0,0.0,0.0,2.0,70226.0,44.0,32.0,62.0,496460.0,176.0,120.0,320.0,36848.0,154.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-26,0.0,0.0,0.0,0.0,0.0,2.0,58736.0,46.0,28.0,52.0,485526.0,174.0,120.0,316.0,37428.0,152.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-29,0.0,0.0,0.0,0.0,0.0,2.0,51006.0,46.0,26.0,152.0,513456.0,162.0,120.0,316.0,40908.0,146.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-30,0.0,0.0,0.0,0.0,0.0,2.0,45232.0,44.0,26.0,152.0,494132.0,164.0,118.0,312.0,42756.0,146.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-31,0.0,0.0,0.0,0.0,0.0,0.0,40390.0,44.0,24.0,154.0,488548.0,162.0,140.0,312.0,42174.0,134.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,39006.0,40.0,24.0,154.0,466068.0,160.0,140.0,310.0,41008.0,138.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-02,0.0,0.0,0.0,0.0,0.0,0.0,36570.0,40.0,32.0,160.0,473876.0,160.0,132.0,310.0,42922.0,138.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-05,0.0,0.0,0.0,0.0,0.0,0.0,35466.0,40.0,34.0,160.0,477640.0,162.0,128.0,308.0,44156.0,142.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-06,0.0,0.0,0.0,0.0,0.0,0.0,33022.0,40.0,36.0,160.0,514928.0,170.0,128.0,308.0,45528.0,142.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-07,0.0,0.0,0.0,0.0,0.0,0.0,30432.0,40.0,30.0,162.0,489676.0,160.0,124.0,308.0,48936.0,142.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-08,0.0,0.0,0.0,0.0,0.0,0.0,27280.0,20.0,30.0,158.0,504316.0,160.0,120.0,308.0,66628.0,142.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-09,0.0,0.0,0.0,0.0,0.0,0.0,24588.0,60.0,32.0,160.0,508194.0,186.0,122.0,310.0,71174.0,142.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-12,0.0,0.0,0.0,0.0,0.0,0.0,19064.0,60.0,34.0,160.0,590442.0,428.0,328.0,322.0,83412.0,148.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-13,0.0,0.0,0.0,0.0,0.0,0.0,16016.0,64.0,40.0,148.0,587702.0,838.0,348.0,312.0,87554.0,158.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-14,0.0,0.0,0.0,0.0,0.0,0.0,14384.0,64.0,40.0,342.0,606872.0,790.0,374.0,310.0,87106.0,156.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-15,0.0,0.0,0.0,0.0,0.0,0.0,14060.0,66.0,46.0,190.0,611518.0,674.0,374.0,310.0,92636.0,152.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-16,0.0,0.0,0.0,0.0,0.0,0.0,12292.0,70.0,50.0,192.0,576600.0,698.0,374.0,310.0,101532.0,132.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,0.0,0.0,0.0,0.0,0.0,0.0,10120.0,70.0,54.0,194.0,681390.0,888.0,554.0,310.0,120296.0,190.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-20,0.0,0.0,0.0,0.0,0.0,0.0,9346.0,76.0,58.0,202.0,609384.0,974.0,552.0,330.0,125952.0,180.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-21,0.0,0.0,0.0,0.0,0.0,0.0,7900.0,80.0,58.0,202.0,606930.0,1048.0,552.0,330.0,130700.0,168.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-22,0.0,0.0,0.0,0.0,0.0,0.0,7322.0,80.0,58.0,204.0,619278.0,1038.0,554.0,330.0,132670.0,254.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-23,0.0,0.0,0.0,0.0,0.0,0.0,6596.0,80.0,58.0,192.0,613176.0,1162.0,558.0,332.0,129362.0,246.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-26,0.0,0.0,0.0,0.0,0.0,0.0,5978.0,76.0,56.0,200.0,785428.0,1240.0,558.0,332.0,141350.0,350.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-27,0.0,0.0,0.0,0.0,0.0,0.0,5276.0,70.0,58.0,250.0,793846.0,1240.0,558.0,332.0,143374.0,400.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-28,0.0,0.0,0.0,0.0,0.0,0.0,4150.0,116.0,118.0,248.0,769568.0,1246.0,582.0,334.0,151492.0,390.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-29,0.0,0.0,0.0,0.0,0.0,0.0,3464.0,124.0,138.0,254.0,715398.0,1262.0,582.0,308.0,153622.0,354.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-30,0.0,0.0,0.0,0.0,0.0,0.0,2192.0,162.0,202.0,226.0,695016.0,1354.0,580.0,206.0,160814.0,358.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-02,0.0,0.0,0.0,0.0,0.0,0.0,1782.0,154.0,192.0,480.0,783392.0,1356.0,576.0,206.0,166936.0,314.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-03,0.0,0.0,0.0,0.0,0.0,0.0,1732.0,146.0,174.0,710.0,828956.0,1358.0,576.0,206.0,166986.0,316.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-04,0.0,0.0,0.0,0.0,0.0,0.0,1732.0,144.0,176.0,1492.0,860608.0,1356.0,578.0,206.0,174042.0,308.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-05,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,140.0,176.0,1498.0,857020.0,1356.0,576.0,206.0,178304.0,304.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1732.0,142.0,176.0,1472.0,779814.0,1364.0,576.0,206.0,178382.0,244.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-09,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,156.0,156.0,1612.0,774114.0,1364.0,576.0,206.0,178528.0,244.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-10,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,138.0,156.0,1690.0,765718.0,1364.0,576.0,206.0,177252.0,260.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-11,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,132.0,156.0,1690.0,792378.0,1364.0,576.0,206.0,180440.0,322.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-12,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,130.0,156.0,2624.0,768134.0,1374.0,576.0,206.0,178614.0,350.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
