,JD1403.DCE,JD1404.DCE,JD1405.DCE,JD1406.DCE,JD1409.DCE,JD1410.DCE,JD1411.DCE,JD1412.DCE,JD1501.DCE,JD1502.DCE,JD1503.DCE,JD1504.DCE,JD1505.DCE,JD1506.DCE,JD1509.DCE,JD1510.DCE,JD1511.DCE,JD1512.DCE,JD1601.DCE,JD1602.DCE,JD1603.DCE,JD1604.DCE,JD1605.DCE,JD1606.DCE,JD1609.DCE,JD1610.DCE,JD1611.DCE,JD1612.DCE,JD1701.DCE,JD1702.DCE,JD1703.DCE,JD1704.DCE,JD1705.DCE,JD1706.DCE,JD1707.DCE,JD1708.DCE,JD1709.DCE,JD1710.DCE,JD1711.DCE,JD1712.DCE,JD1801.DCE,JD1802.DCE,JD1803.DCE,JD1804.DCE,JD1805.DCE,JD1806.DCE,JD1807.DCE,JD1808.DCE,JD1809.DCE,JD1810.DCE,JD1811.DCE,JD1812.DCE,JD1901.DCE,JD1902.DCE,JD1903.DCE
2015-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,194.0,97670.0,10.0,14.0,12.0,17810.0,24.0,342.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,194.0,94326.0,10.0,14.0,14.0,17984.0,30.0,342.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,192.0,95548.0,10.0,14.0,14.0,18336.0,28.0,328.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,198.0,99806.0,10.0,14.0,14.0,16958.0,18.0,326.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,93988.0,14.0,14.0,14.0,16476.0,18.0,290.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,92360.0,14.0,22.0,18.0,16460.0,18.0,290.0,40.0,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,88374.0,14.0,22.0,18.0,17286.0,20.0,290.0,40.0,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,83490.0,14.0,22.0,14.0,17212.0,20.0,290.0,40.0,534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,85590.0,14.0,22.0,14.0,16966.0,20.0,288.0,40.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,86558.0,14.0,24.0,14.0,16782.0,16.0,288.0,40.0,586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,97460.0,16.0,24.0,14.0,18960.0,16.0,288.0,40.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,100324.0,34.0,30.0,14.0,18400.0,16.0,288.0,40.0,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,100624.0,34.0,38.0,18.0,18210.0,16.0,288.0,40.0,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,98352.0,32.0,38.0,18.0,18242.0,16.0,288.0,40.0,726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,95566.0,32.0,38.0,20.0,17806.0,16.0,288.0,40.0,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,93062.0,34.0,42.0,24.0,18464.0,16.0,290.0,40.0,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,95610.0,34.0,42.0,24.0,19036.0,16.0,292.0,40.0,692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,111334.0,32.0,42.0,26.0,19360.0,16.0,292.0,40.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,112606.0,38.0,42.0,30.0,19810.0,16.0,292.0,40.0,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,109956.0,38.0,42.0,34.0,19908.0,16.0,296.0,40.0,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,112998.0,40.0,44.0,34.0,21330.0,18.0,300.0,40.0,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108058.0,40.0,44.0,34.0,23086.0,18.0,304.0,40.0,680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108324.0,40.0,42.0,34.0,22562.0,18.0,306.0,38.0,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110532.0,40.0,40.0,34.0,22876.0,18.0,314.0,40.0,728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115998.0,42.0,40.0,34.0,23114.0,18.0,318.0,44.0,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112314.0,46.0,44.0,32.0,23400.0,18.0,318.0,44.0,794.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110072.0,48.0,54.0,32.0,23046.0,20.0,320.0,42.0,824.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113256.0,62.0,86.0,34.0,23308.0,20.0,316.0,42.0,882.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115026.0,58.0,100.0,40.0,23564.0,20.0,308.0,42.0,998.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110414.0,58.0,130.0,40.0,23334.0,20.0,308.0,42.0,1046.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108364.0,58.0,134.0,40.0,22772.0,20.0,308.0,42.0,1060.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105092.0,58.0,162.0,36.0,21736.0,20.0,308.0,42.0,1176.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93920.0,58.0,168.0,36.0,19998.0,20.0,308.0,42.0,1118.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88004.0,60.0,170.0,36.0,19466.0,14.0,314.0,42.0,1106.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88242.0,64.0,182.0,36.0,18300.0,14.0,312.0,42.0,1178.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86114.0,50.0,174.0,34.0,16990.0,14.0,314.0,44.0,1182.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86174.0,62.0,182.0,34.0,17056.0,14.0,306.0,40.0,1230.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87132.0,66.0,190.0,34.0,16814.0,14.0,306.0,40.0,1248.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84946.0,62.0,182.0,34.0,19406.0,16.0,306.0,40.0,1294.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80262.0,62.0,176.0,46.0,19278.0,14.0,304.0,40.0,1328.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79030.0,62.0,182.0,44.0,19986.0,16.0,302.0,40.0,1374.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62944.0,56.0,190.0,42.0,18344.0,8.0,314.0,38.0,1588.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57252.0,66.0,192.0,42.0,16190.0,8.0,308.0,38.0,1260.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52644.0,58.0,196.0,38.0,17956.0,10.0,298.0,38.0,1330.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52574.0,54.0,204.0,38.0,19662.0,10.0,298.0,36.0,1348.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55052.0,68.0,216.0,38.0,25150.0,10.0,290.0,36.0,1312.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54614.0,60.0,212.0,38.0,26938.0,10.0,292.0,36.0,1298.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55472.0,58.0,216.0,38.0,30474.0,14.0,290.0,36.0,1256.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54774.0,58.0,208.0,38.0,28950.0,14.0,290.0,36.0,1356.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69168.0,46.0,212.0,38.0,34602.0,14.0,296.0,36.0,1548.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69938.0,42.0,234.0,38.0,39934.0,12.0,276.0,36.0,2124.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67164.0,42.0,236.0,38.0,38804.0,12.0,272.0,36.0,2366.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75542.0,36.0,248.0,38.0,39288.0,12.0,250.0,36.0,2498.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74116.0,70.0,258.0,38.0,39682.0,10.0,244.0,36.0,2966.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62600.0,68.0,262.0,36.0,38684.0,10.0,246.0,36.0,3332.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83152.0,64.0,258.0,36.0,44596.0,10.0,244.0,36.0,3436.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74866.0,70.0,258.0,36.0,46086.0,8.0,236.0,36.0,3794.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63052.0,76.0,260.0,36.0,47036.0,8.0,238.0,36.0,3770.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62296.0,92.0,296.0,36.0,55774.0,16.0,238.0,36.0,4086.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45140.0,98.0,304.0,36.0,57520.0,16.0,236.0,36.0,4070.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41434.0,98.0,298.0,36.0,63734.0,16.0,236.0,36.0,4172.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31414.0,100.0,294.0,52.0,60746.0,16.0,240.0,36.0,4374.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27544.0,112.0,294.0,48.0,62300.0,16.0,240.0,36.0,4712.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21338.0,104.0,244.0,30.0,55538.0,20.0,234.0,36.0,5214.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19968.0,108.0,242.0,30.0,59508.0,20.0,232.0,34.0,5430.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17342.0,120.0,242.0,28.0,63950.0,46.0,240.0,34.0,5700.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15674.0,126.0,242.0,28.0,67042.0,46.0,244.0,34.0,5696.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14264.0,130.0,230.0,28.0,68226.0,46.0,242.0,34.0,5928.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11298.0,186.0,222.0,28.0,74570.0,46.0,246.0,34.0,6102.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10298.0,220.0,222.0,30.0,76898.0,44.0,246.0,34.0,6338.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9938.0,232.0,210.0,32.0,80566.0,46.0,246.0,34.0,6444.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9470.0,240.0,206.0,32.0,80876.0,46.0,252.0,34.0,6636.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8410.0,250.0,206.0,32.0,85874.0,48.0,250.0,38.0,7256.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7374.0,264.0,206.0,32.0,86904.0,48.0,246.0,38.0,7726.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5654.0,252.0,188.0,28.0,81528.0,64.0,244.0,40.0,7788.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4796.0,248.0,178.0,28.0,80416.0,58.0,212.0,40.0,8338.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3896.0,324.0,162.0,24.0,98984.0,60.0,212.0,40.0,9588.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2672.0,354.0,164.0,32.0,95714.0,60.0,216.0,38.0,10336.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,380.0,160.0,30.0,106342.0,66.0,214.0,38.0,10738.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,440.0,170.0,30.0,109534.0,66.0,232.0,38.0,11128.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,480.0,160.0,32.0,111222.0,110.0,224.0,38.0,11370.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,486.0,162.0,32.0,112902.0,112.0,242.0,38.0,11996.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,470.0,164.0,32.0,121232.0,112.0,246.0,38.0,12746.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,470.0,164.0,30.0,124570.0,112.0,246.0,38.0,13014.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,464.0,172.0,28.0,138622.0,110.0,256.0,38.0,13798.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,464.0,172.0,32.0,128960.0,110.0,256.0,38.0,15678.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,474.0,172.0,32.0,131566.0,108.0,250.0,38.0,16640.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,470.0,164.0,52.0,128566.0,108.0,254.0,40.0,20140.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,434.0,156.0,50.0,128496.0,106.0,254.0,36.0,22798.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,152.0,44.0,136718.0,100.0,234.0,36.0,23010.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,148.0,44.0,145904.0,106.0,236.0,38.0,25632.0,14.0,1936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,128.0,42.0,145848.0,106.0,238.0,36.0,25834.0,14.0,3138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,116.0,40.0,140888.0,108.0,240.0,36.0,27020.0,14.0,3396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,112.0,38.0,154578.0,110.0,234.0,36.0,29458.0,14.0,3894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,108.0,38.0,152592.0,110.0,232.0,38.0,28990.0,14.0,4816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,112.0,38.0,157768.0,110.0,232.0,34.0,30414.0,14.0,5290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,112.0,38.0,145290.0,110.0,232.0,34.0,32794.0,14.0,6210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,108.0,36.0,146030.0,108.0,226.0,36.0,32952.0,14.0,8834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,108.0,38.0,137242.0,112.0,220.0,36.0,33002.0,14.0,10910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
