,TF1312.CFE,TF1403.CFE,TF1406.CFE,TF1409.CFE,TF1412.CFE,TF1503.CFE,TF1506.CFE,TF1509.CFE,TF1512.CFE,TF1603.CFE,TF1606.CFE,TF1609.CFE,TF1612.CFE,TF1703.CFE,TF1706.CFE,TF1709.CFE,TF1712.CFE,TF1803.CFE,TF1806.CFE,TF1809.CFE,TF1812.CFE
2014-02-28,0.0,555.0,3898.0,200.0,,,,,,,,,,,,,,,,,
2014-03-03,0.0,529.0,4164.0,202.0,,,,,,,,,,,,,,,,,
2014-03-04,0.0,450.0,4214.0,191.0,,,,,,,,,,,,,,,,,
2014-03-05,0.0,384.0,4816.0,205.0,,,,,,,,,,,,,,,,,
2014-03-06,0.0,340.0,4503.0,225.0,,,,,,,,,,,,,,,,,
2014-03-07,0.0,336.0,4519.0,232.0,,,,,,,,,,,,,,,,,
2014-03-10,0.0,289.0,4656.0,232.0,,,,,,,,,,,,,,,,,
2014-03-11,0.0,282.0,4692.0,226.0,,,,,,,,,,,,,,,,,
2014-03-12,0.0,277.0,4713.0,222.0,,,,,,,,,,,,,,,,,
2014-03-13,0.0,270.0,4758.0,234.0,,,,,,,,,,,,,,,,,
2014-03-14,0.0,0.0,4742.0,241.0,,,,,,,,,,,,,,,,,
2014-03-17,0.0,0.0,4737.0,243.0,6.0,,,,,,,,,,,,,,,,
2014-03-18,0.0,0.0,4880.0,233.0,7.0,,,,,,,,,,,,,,,,
2014-03-19,0.0,0.0,4941.0,244.0,19.0,,,,,,,,,,,,,,,,
2014-03-20,0.0,0.0,4961.0,244.0,19.0,,,,,,,,,,,,,,,,
2014-03-21,0.0,0.0,4931.0,247.0,26.0,,,,,,,,,,,,,,,,
2014-03-24,0.0,0.0,4941.0,250.0,32.0,,,,,,,,,,,,,,,,
2014-03-25,0.0,0.0,4907.0,250.0,34.0,,,,,,,,,,,,,,,,
2014-03-26,0.0,0.0,4851.0,245.0,34.0,,,,,,,,,,,,,,,,
2014-03-27,0.0,0.0,4783.0,241.0,33.0,,,,,,,,,,,,,,,,
2014-03-28,0.0,0.0,4721.0,239.0,32.0,,,,,,,,,,,,,,,,
2014-03-31,0.0,0.0,4616.0,238.0,31.0,,,,,,,,,,,,,,,,
2014-04-01,0.0,0.0,4698.0,236.0,29.0,,,,,,,,,,,,,,,,
2014-04-02,0.0,0.0,4811.0,255.0,30.0,,,,,,,,,,,,,,,,
2014-04-03,0.0,0.0,5019.0,248.0,29.0,,,,,,,,,,,,,,,,
2014-04-04,0.0,0.0,4931.0,255.0,30.0,,,,,,,,,,,,,,,,
2014-04-08,0.0,0.0,4943.0,252.0,30.0,,,,,,,,,,,,,,,,
2014-04-09,0.0,0.0,4875.0,253.0,30.0,,,,,,,,,,,,,,,,
2014-04-10,0.0,0.0,4741.0,265.0,30.0,,,,,,,,,,,,,,,,
2014-04-11,0.0,0.0,4505.0,275.0,30.0,,,,,,,,,,,,,,,,
2014-04-14,0.0,0.0,4551.0,299.0,33.0,,,,,,,,,,,,,,,,
2014-04-15,0.0,0.0,4523.0,315.0,29.0,,,,,,,,,,,,,,,,
2014-04-16,0.0,0.0,4302.0,283.0,29.0,,,,,,,,,,,,,,,,
2014-04-17,0.0,0.0,3818.0,365.0,36.0,,,,,,,,,,,,,,,,
2014-04-18,0.0,0.0,3764.0,402.0,38.0,,,,,,,,,,,,,,,,
2014-04-21,0.0,0.0,3815.0,425.0,37.0,,,,,,,,,,,,,,,,
2014-04-22,0.0,0.0,3892.0,413.0,38.0,,,,,,,,,,,,,,,,
2014-04-23,0.0,0.0,3783.0,416.0,38.0,,,,,,,,,,,,,,,,
2014-04-24,0.0,0.0,3745.0,410.0,38.0,,,,,,,,,,,,,,,,
2014-04-25,0.0,0.0,3664.0,414.0,38.0,,,,,,,,,,,,,,,,
2014-04-28,0.0,0.0,3415.0,432.0,38.0,,,,,,,,,,,,,,,,
2014-04-29,0.0,0.0,3456.0,443.0,41.0,,,,,,,,,,,,,,,,
2014-04-30,0.0,0.0,3403.0,489.0,45.0,,,,,,,,,,,,,,,,
2014-05-05,0.0,0.0,3359.0,494.0,49.0,,,,,,,,,,,,,,,,
2014-05-06,0.0,0.0,3414.0,560.0,49.0,,,,,,,,,,,,,,,,
2014-05-07,0.0,0.0,3404.0,694.0,54.0,,,,,,,,,,,,,,,,
2014-05-08,0.0,0.0,3294.0,843.0,61.0,,,,,,,,,,,,,,,,
2014-05-09,0.0,0.0,2971.0,1368.0,66.0,,,,,,,,,,,,,,,,
2014-05-12,0.0,0.0,2707.0,1534.0,71.0,,,,,,,,,,,,,,,,
2014-05-13,0.0,0.0,2521.0,1730.0,71.0,,,,,,,,,,,,,,,,
2014-05-14,0.0,0.0,2004.0,2140.0,74.0,,,,,,,,,,,,,,,,
2014-05-15,0.0,0.0,1748.0,2285.0,78.0,,,,,,,,,,,,,,,,
2014-05-16,0.0,0.0,1529.0,2529.0,80.0,,,,,,,,,,,,,,,,
2014-05-19,0.0,0.0,1123.0,3022.0,83.0,,,,,,,,,,,,,,,,
2014-05-20,0.0,0.0,920.0,3619.0,97.0,,,,,,,,,,,,,,,,
2014-05-21,0.0,0.0,766.0,4135.0,105.0,,,,,,,,,,,,,,,,
2014-05-22,0.0,0.0,625.0,4613.0,112.0,,,,,,,,,,,,,,,,
2014-05-23,0.0,0.0,557.0,4721.0,115.0,,,,,,,,,,,,,,,,
2014-05-26,0.0,0.0,433.0,4865.0,117.0,,,,,,,,,,,,,,,,
2014-05-27,0.0,0.0,360.0,5246.0,128.0,,,,,,,,,,,,,,,,
2014-05-28,0.0,0.0,283.0,6320.0,170.0,,,,,,,,,,,,,,,,
2014-05-29,0.0,0.0,259.0,6353.0,175.0,,,,,,,,,,,,,,,,
2014-05-30,0.0,0.0,204.0,7075.0,188.0,,,,,,,,,,,,,,,,
2014-06-03,0.0,0.0,179.0,7132.0,202.0,,,,,,,,,,,,,,,,
2014-06-04,0.0,0.0,149.0,7886.0,239.0,,,,,,,,,,,,,,,,
2014-06-05,0.0,0.0,108.0,6949.0,226.0,,,,,,,,,,,,,,,,
2014-06-06,0.0,0.0,101.0,6956.0,225.0,,,,,,,,,,,,,,,,
2014-06-09,0.0,0.0,95.0,7307.0,228.0,,,,,,,,,,,,,,,,
2014-06-10,0.0,0.0,89.0,7464.0,233.0,,,,,,,,,,,,,,,,
2014-06-11,0.0,0.0,86.0,7477.0,230.0,,,,,,,,,,,,,,,,
2014-06-12,0.0,0.0,68.0,7273.0,232.0,,,,,,,,,,,,,,,,
2014-06-13,0.0,0.0,0.0,7262.0,242.0,,,,,,,,,,,,,,,,
2014-06-16,0.0,0.0,0.0,7647.0,239.0,2.0,,,,,,,,,,,,,,,
2014-06-17,0.0,0.0,0.0,7299.0,243.0,2.0,,,,,,,,,,,,,,,
2014-06-18,0.0,0.0,0.0,7347.0,246.0,2.0,,,,,,,,,,,,,,,
2014-06-19,0.0,0.0,0.0,7310.0,245.0,2.0,,,,,,,,,,,,,,,
2014-06-20,0.0,0.0,0.0,7188.0,251.0,2.0,,,,,,,,,,,,,,,
2014-06-23,0.0,0.0,0.0,7231.0,262.0,3.0,,,,,,,,,,,,,,,
2014-06-24,0.0,0.0,0.0,7249.0,262.0,3.0,,,,,,,,,,,,,,,
2014-06-25,0.0,0.0,0.0,7307.0,273.0,3.0,,,,,,,,,,,,,,,
2014-06-26,0.0,0.0,0.0,7339.0,290.0,3.0,,,,,,,,,,,,,,,
2014-06-27,0.0,0.0,0.0,7396.0,304.0,3.0,,,,,,,,,,,,,,,
2014-06-30,0.0,0.0,0.0,7444.0,305.0,3.0,,,,,,,,,,,,,,,
2014-07-01,0.0,0.0,0.0,7490.0,321.0,3.0,,,,,,,,,,,,,,,
2014-07-02,0.0,0.0,0.0,7494.0,345.0,4.0,,,,,,,,,,,,,,,
2014-07-03,0.0,0.0,0.0,7327.0,426.0,5.0,,,,,,,,,,,,,,,
2014-07-04,0.0,0.0,0.0,7447.0,457.0,5.0,,,,,,,,,,,,,,,
2014-07-07,0.0,0.0,0.0,7372.0,495.0,5.0,,,,,,,,,,,,,,,
2014-07-08,0.0,0.0,0.0,7539.0,542.0,5.0,,,,,,,,,,,,,,,
2014-07-09,0.0,0.0,0.0,7525.0,602.0,6.0,,,,,,,,,,,,,,,
2014-07-10,0.0,0.0,0.0,7538.0,622.0,6.0,,,,,,,,,,,,,,,
2014-07-11,0.0,0.0,0.0,7580.0,649.0,6.0,,,,,,,,,,,,,,,
2014-07-14,0.0,0.0,0.0,7506.0,650.0,6.0,,,,,,,,,,,,,,,
2014-07-15,0.0,0.0,0.0,7319.0,714.0,6.0,,,,,,,,,,,,,,,
2014-07-16,0.0,0.0,0.0,7441.0,844.0,9.0,,,,,,,,,,,,,,,
2014-07-17,0.0,0.0,0.0,7773.0,947.0,8.0,,,,,,,,,,,,,,,
2014-07-18,0.0,0.0,0.0,7614.0,993.0,8.0,,,,,,,,,,,,,,,
2014-07-21,0.0,0.0,0.0,7495.0,997.0,14.0,,,,,,,,,,,,,,,
2014-07-22,0.0,0.0,0.0,7313.0,1014.0,13.0,,,,,,,,,,,,,,,
2014-07-23,0.0,0.0,0.0,7178.0,1011.0,13.0,,,,,,,,,,,,,,,
2014-07-24,0.0,0.0,0.0,6845.0,1035.0,14.0,,,,,,,,,,,,,,,
2014-07-25,0.0,0.0,0.0,6979.0,1044.0,13.0,,,,,,,,,,,,,,,
2014-07-28,0.0,0.0,0.0,6863.0,1058.0,14.0,,,,,,,,,,,,,,,
2014-07-29,0.0,0.0,0.0,6751.0,1089.0,14.0,,,,,,,,,,,,,,,
2014-07-30,0.0,0.0,0.0,7083.0,1117.0,15.0,,,,,,,,,,,,,,,
2014-07-31,0.0,0.0,0.0,6992.0,1164.0,19.0,,,,,,,,,,,,,,,
2014-08-01,0.0,0.0,0.0,6830.0,1223.0,23.0,,,,,,,,,,,,,,,
2014-08-04,0.0,0.0,0.0,6680.0,1233.0,24.0,,,,,,,,,,,,,,,
2014-08-05,0.0,0.0,0.0,6618.0,1291.0,22.0,,,,,,,,,,,,,,,
2014-08-06,0.0,0.0,0.0,6424.0,2013.0,21.0,,,,,,,,,,,,,,,
2014-08-07,0.0,0.0,0.0,6244.0,2437.0,21.0,,,,,,,,,,,,,,,
2014-08-08,0.0,0.0,0.0,6054.0,2756.0,21.0,,,,,,,,,,,,,,,
2014-08-11,0.0,0.0,0.0,5413.0,3360.0,21.0,,,,,,,,,,,,,,,
2014-08-12,0.0,0.0,0.0,4993.0,3724.0,22.0,,,,,,,,,,,,,,,
2014-08-13,0.0,0.0,0.0,3221.0,4842.0,24.0,,,,,,,,,,,,,,,
2014-08-14,0.0,0.0,0.0,2597.0,5655.0,25.0,,,,,,,,,,,,,,,
2014-08-15,0.0,0.0,0.0,1984.0,6642.0,26.0,,,,,,,,,,,,,,,
2014-08-18,0.0,0.0,0.0,1652.0,7169.0,24.0,,,,,,,,,,,,,,,
2014-08-19,0.0,0.0,0.0,1298.0,6998.0,26.0,,,,,,,,,,,,,,,
2014-08-20,0.0,0.0,0.0,1108.0,7416.0,25.0,,,,,,,,,,,,,,,
2014-08-21,0.0,0.0,0.0,757.0,7921.0,25.0,,,,,,,,,,,,,,,
2014-08-22,0.0,0.0,0.0,651.0,7959.0,28.0,,,,,,,,,,,,,,,
2014-08-25,0.0,0.0,0.0,644.0,7927.0,29.0,,,,,,,,,,,,,,,
2014-08-26,0.0,0.0,0.0,625.0,8410.0,34.0,,,,,,,,,,,,,,,
2014-08-27,0.0,0.0,0.0,575.0,8874.0,36.0,,,,,,,,,,,,,,,
2014-08-28,0.0,0.0,0.0,541.0,8562.0,36.0,,,,,,,,,,,,,,,
2014-08-29,0.0,0.0,0.0,497.0,8717.0,36.0,,,,,,,,,,,,,,,
2014-09-01,0.0,0.0,0.0,477.0,8834.0,36.0,,,,,,,,,,,,,,,
2014-09-02,0.0,0.0,0.0,442.0,8692.0,35.0,,,,,,,,,,,,,,,
2014-09-03,0.0,0.0,0.0,416.0,8919.0,35.0,,,,,,,,,,,,,,,
2014-09-04,0.0,0.0,0.0,392.0,9141.0,37.0,,,,,,,,,,,,,,,
2014-09-05,0.0,0.0,0.0,369.0,9626.0,39.0,,,,,,,,,,,,,,,
2014-09-09,0.0,0.0,0.0,360.0,10156.0,41.0,,,,,,,,,,,,,,,
2014-09-10,0.0,0.0,0.0,337.0,10338.0,43.0,,,,,,,,,,,,,,,
2014-09-11,0.0,0.0,0.0,315.0,10390.0,55.0,,,,,,,,,,,,,,,
2014-09-12,0.0,0.0,0.0,0.0,10453.0,54.0,,,,,,,,,,,,,,,
2014-09-15,0.0,0.0,0.0,0.0,10704.0,54.0,2.0,,,,,,,,,,,,,,
2014-09-16,0.0,0.0,0.0,0.0,10912.0,52.0,3.0,,,,,,,,,,,,,,
2014-09-17,0.0,0.0,0.0,0.0,9860.0,53.0,4.0,,,,,,,,,,,,,,
2014-09-18,0.0,0.0,0.0,0.0,11003.0,79.0,14.0,,,,,,,,,,,,,,
2014-09-19,0.0,0.0,0.0,0.0,11386.0,100.0,32.0,,,,,,,,,,,,,,
2014-09-22,0.0,0.0,0.0,0.0,11601.0,116.0,34.0,,,,,,,,,,,,,,
2014-09-23,0.0,0.0,0.0,0.0,10675.0,121.0,33.0,,,,,,,,,,,,,,
2014-09-24,0.0,0.0,0.0,0.0,10719.0,120.0,33.0,,,,,,,,,,,,,,
2014-09-25,0.0,0.0,0.0,0.0,10670.0,120.0,34.0,,,,,,,,,,,,,,
2014-09-26,0.0,0.0,0.0,0.0,10284.0,119.0,35.0,,,,,,,,,,,,,,
2014-09-29,0.0,0.0,0.0,0.0,10093.0,126.0,40.0,,,,,,,,,,,,,,
2014-09-30,0.0,0.0,0.0,0.0,10108.0,128.0,43.0,,,,,,,,,,,,,,
2014-10-08,0.0,0.0,0.0,0.0,10031.0,138.0,40.0,,,,,,,,,,,,,,
2014-10-09,0.0,0.0,0.0,0.0,10025.0,152.0,43.0,,,,,,,,,,,,,,
2014-10-10,0.0,0.0,0.0,0.0,10015.0,161.0,43.0,,,,,,,,,,,,,,
2014-10-13,0.0,0.0,0.0,0.0,10260.0,215.0,50.0,,,,,,,,,,,,,,
2014-10-14,0.0,0.0,0.0,0.0,10537.0,343.0,84.0,,,,,,,,,,,,,,
2014-10-15,0.0,0.0,0.0,0.0,10459.0,418.0,89.0,,,,,,,,,,,,,,
2014-10-16,0.0,0.0,0.0,0.0,10607.0,474.0,91.0,,,,,,,,,,,,,,
2014-10-17,0.0,0.0,0.0,0.0,10745.0,483.0,102.0,,,,,,,,,,,,,,
2014-10-20,0.0,0.0,0.0,0.0,10914.0,703.0,116.0,,,,,,,,,,,,,,
2014-10-21,0.0,0.0,0.0,0.0,10577.0,908.0,123.0,,,,,,,,,,,,,,
2014-10-22,0.0,0.0,0.0,0.0,10714.0,1108.0,114.0,,,,,,,,,,,,,,
2014-10-23,0.0,0.0,0.0,0.0,10727.0,1358.0,123.0,,,,,,,,,,,,,,
2014-10-24,0.0,0.0,0.0,0.0,10617.0,1578.0,128.0,,,,,,,,,,,,,,
2014-10-27,0.0,0.0,0.0,0.0,10301.0,1864.0,129.0,,,,,,,,,,,,,,
2014-10-28,0.0,0.0,0.0,0.0,10505.0,2552.0,145.0,,,,,,,,,,,,,,
2014-10-29,0.0,0.0,0.0,0.0,10167.0,2928.0,155.0,,,,,,,,,,,,,,
2014-10-30,0.0,0.0,0.0,0.0,8806.0,3913.0,163.0,,,,,,,,,,,,,,
2014-10-31,0.0,0.0,0.0,0.0,8178.0,4656.0,167.0,,,,,,,,,,,,,,
2014-11-03,0.0,0.0,0.0,0.0,7057.0,6272.0,215.0,,,,,,,,,,,,,,
2014-11-04,0.0,0.0,0.0,0.0,6212.0,8410.0,291.0,,,,,,,,,,,,,,
2014-11-05,0.0,0.0,0.0,0.0,4830.0,10240.0,385.0,,,,,,,,,,,,,,
2014-11-06,0.0,0.0,0.0,0.0,4429.0,11482.0,484.0,,,,,,,,,,,,,,
2014-11-07,0.0,0.0,0.0,0.0,3638.0,12561.0,530.0,,,,,,,,,,,,,,
2014-11-10,0.0,0.0,0.0,0.0,3122.0,13257.0,555.0,,,,,,,,,,,,,,
2014-11-11,0.0,0.0,0.0,0.0,2373.0,13693.0,579.0,,,,,,,,,,,,,,
2014-11-12,0.0,0.0,0.0,0.0,1673.0,15124.0,680.0,,,,,,,,,,,,,,
2014-11-13,0.0,0.0,0.0,0.0,1419.0,16574.0,696.0,,,,,,,,,,,,,,
2014-11-14,0.0,0.0,0.0,0.0,1174.0,17911.0,712.0,,,,,,,,,,,,,,
2014-11-17,0.0,0.0,0.0,0.0,933.0,18419.0,753.0,,,,,,,,,,,,,,
2014-11-18,0.0,0.0,0.0,0.0,816.0,19097.0,927.0,,,,,,,,,,,,,,
2014-11-19,0.0,0.0,0.0,0.0,668.0,19017.0,941.0,,,,,,,,,,,,,,
2014-11-20,0.0,0.0,0.0,0.0,564.0,19214.0,963.0,,,,,,,,,,,,,,
2014-11-21,0.0,0.0,0.0,0.0,447.0,19263.0,995.0,,,,,,,,,,,,,,
2014-11-24,0.0,0.0,0.0,0.0,419.0,17801.0,1026.0,,,,,,,,,,,,,,
2014-11-25,0.0,0.0,0.0,0.0,389.0,16681.0,1022.0,,,,,,,,,,,,,,
2014-11-26,0.0,0.0,0.0,0.0,372.0,17734.0,1111.0,,,,,,,,,,,,,,
2014-11-27,0.0,0.0,0.0,0.0,362.0,17777.0,1140.0,,,,,,,,,,,,,,
2014-11-28,0.0,0.0,0.0,0.0,354.0,17746.0,1178.0,,,,,,,,,,,,,,
2014-12-01,0.0,0.0,0.0,0.0,348.0,18518.0,1285.0,,,,,,,,,,,,,,
2014-12-02,0.0,0.0,0.0,0.0,321.0,19159.0,1299.0,,,,,,,,,,,,,,
2014-12-03,0.0,0.0,0.0,0.0,302.0,19986.0,1311.0,,,,,,,,,,,,,,
2014-12-04,0.0,0.0,0.0,0.0,302.0,20040.0,1339.0,,,,,,,,,,,,,,
2014-12-05,0.0,0.0,0.0,0.0,271.0,20889.0,1336.0,,,,,,,,,,,,,,
2014-12-08,0.0,0.0,0.0,0.0,269.0,22746.0,1460.0,,,,,,,,,,,,,,
2014-12-09,0.0,0.0,0.0,0.0,268.0,22909.0,1411.0,,,,,,,,,,,,,,
2014-12-10,0.0,0.0,0.0,0.0,285.0,21827.0,1455.0,,,,,,,,,,,,,,
2014-12-11,0.0,0.0,0.0,0.0,285.0,22224.0,1532.0,,,,,,,,,,,,,,
