,RU0001.SHF,RU0003.SHF,RU0004.SHF,RU0005.SHF,RU0006.SHF,RU0007.SHF,RU0008.SHF,RU0009.SHF,RU0010.SHF,RU0011.SHF,RU0101.SHF,RU0103.SHF,RU0104.SHF,RU0105.SHF,RU0106.SHF,RU0107.SHF,RU0108.SHF,RU0109.SHF,RU0110.SHF,RU0111.SHF,RU0201.SHF,RU0203.SHF,RU0204.SHF,RU0205.SHF,RU0206.SHF,RU0207.SHF,RU0208.SHF,RU0209.SHF,RU0210.SHF,RU0211.SHF,RU0301.SHF,RU0303.SHF,RU0304.SHF,RU0305.SHF,RU0306.SHF,RU0307.SHF,RU0308.SHF,RU0309.SHF,RU0310.SHF,RU0311.SHF,RU0401.SHF,RU0403.SHF,RU0404.SHF,RU0405.SHF,RU0406.SHF,RU0407.SHF,RU0408.SHF,RU0409.SHF,RU0410.SHF,RU0411.SHF,RU0501.SHF,RU0503.SHF,RU0504.SHF,RU0505.SHF,RU0506.SHF,RU0507.SHF,RU0508.SHF,RU0509.SHF,RU0510.SHF,RU0511.SHF,RU0601.SHF,RU0603.SHF,RU0604.SHF,RU0605.SHF,RU0606.SHF,RU0607.SHF,RU0608.SHF,RU0609.SHF,RU0610.SHF,RU0611.SHF,RU0701.SHF,RU0703.SHF,RU0704.SHF,RU0705.SHF,RU0706.SHF,RU0707.SHF,RU0708.SHF,RU0709.SHF,RU0710.SHF,RU0711.SHF,RU0801.SHF,RU0803.SHF,RU0804.SHF,RU0805.SHF,RU0806.SHF,RU0807.SHF,RU0808.SHF,RU0809.SHF,RU0810.SHF,RU0811.SHF,RU0901.SHF,RU0903.SHF,RU0904.SHF,RU0905.SHF,RU0906.SHF,RU0907.SHF,RU0908.SHF,RU0909.SHF,RU0910.SHF,RU0911.SHF,RU1001.SHF,RU1003.SHF,RU1004.SHF,RU1005.SHF,RU1006.SHF,RU1007.SHF,RU1008.SHF,RU1009.SHF,RU1010.SHF,RU1011.SHF,RU1101.SHF,RU1103.SHF,RU1104.SHF,RU1105.SHF,RU1106.SHF,RU1107.SHF,RU1108.SHF,RU1109.SHF,RU1110.SHF,RU1111.SHF,RU1201.SHF,RU1203.SHF,RU1204.SHF,RU1205.SHF,RU1206.SHF,RU1207.SHF,RU1208.SHF,RU1209.SHF,RU1210.SHF,RU1211.SHF,RU1301.SHF,RU1303.SHF,RU1304.SHF,RU1305.SHF,RU1306.SHF,RU1307.SHF,RU1308.SHF,RU1309.SHF,RU1310.SHF,RU1311.SHF,RU1401.SHF,RU1403.SHF,RU1404.SHF,RU1405.SHF,RU1406.SHF,RU1407.SHF,RU1408.SHF,RU1409.SHF,RU1410.SHF,RU1411.SHF,RU1501.SHF,RU1503.SHF,RU1504.SHF,RU1505.SHF,RU1506.SHF,RU1507.SHF,RU1508.SHF,RU1509.SHF,RU1510.SHF,RU1511.SHF,RU1601.SHF,RU1603.SHF,RU1604.SHF,RU1605.SHF,RU1606.SHF,RU1607.SHF,RU1608.SHF,RU1609.SHF,RU1610.SHF,RU1611.SHF,RU1701.SHF,RU1703.SHF,RU1704.SHF,RU1705.SHF,RU1706.SHF,RU1707.SHF,RU1708.SHF,RU1709.SHF,RU1710.SHF,RU1711.SHF,RU1801.SHF,RU1803.SHF,RU1804.SHF,RU1805.SHF,RU1806.SHF,RU1807.SHF,RU1808.SHF,RU1809.SHF,RU1810.SHF,RU1811.SHF,RU1901.SHF,RU1903.SHF,RU1904.SHF
2003-01-08,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,334.0,7456.0,15374.0,24638.0,13462.0,3758.0,560.0,172.0,48.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-09,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,312.0,6824.0,14554.0,26574.0,14646.0,3766.0,572.0,164.0,40.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-10,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,276.0,5844.0,15716.0,34496.0,15690.0,3808.0,694.0,204.0,48.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-13,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,276.0,6030.0,17988.0,44582.0,17104.0,3820.0,706.0,176.0,48.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-14,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,274.0,5264.0,23418.0,56682.0,18670.0,4014.0,786.0,160.0,52.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-15,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5336.0,22868.0,56908.0,19242.0,4390.0,902.0,154.0,52.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-16,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5536.0,22876.0,61368.0,19386.0,4524.0,934.0,150.0,52.0,134.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-17,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5918.0,24206.0,59812.0,21456.0,4634.0,920.0,146.0,54.0,142.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-20,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5968.0,23944.0,59692.0,21204.0,5372.0,978.0,174.0,100.0,150.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-21,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5800.0,23154.0,55374.0,20806.0,5162.0,874.0,164.0,100.0,164.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-22,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5826.0,23708.0,59378.0,25076.0,5666.0,918.0,158.0,100.0,160.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-23,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5904.0,24092.0,71118.0,23520.0,5726.0,1018.0,162.0,104.0,160.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-24,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5780.0,23714.0,67594.0,23064.0,5804.0,1082.0,186.0,106.0,148.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-27,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5572.0,23302.0,85564.0,25060.0,5734.0,1078.0,188.0,104.0,148.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-28,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5626.0,23478.0,101652.0,25742.0,5832.0,1090.0,204.0,100.0,152.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-29,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5622.0,23324.0,109706.0,23626.0,5658.0,1036.0,182.0,100.0,144.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-10,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5552.0,22824.0,129296.0,28876.0,6024.0,1168.0,180.0,92.0,142.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-11,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5318.0,22806.0,134512.0,31572.0,6728.0,1060.0,178.0,134.0,112.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-12,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5322.0,22646.0,143596.0,34802.0,7308.0,1020.0,166.0,128.0,136.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-13,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5376.0,22622.0,139476.0,36014.0,7216.0,1020.0,168.0,138.0,120.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-14,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5616.0,22832.0,114122.0,36266.0,8366.0,1268.0,166.0,348.0,102.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-17,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,5740.0,22652.0,116376.0,38898.0,8838.0,1126.0,362.0,348.0,492.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-18,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,6004.0,23510.0,56350.0,44832.0,9414.0,1472.0,360.0,236.0,584.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-19,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,6944.0,22616.0,53620.0,40752.0,10696.0,1596.0,438.0,294.0,638.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-20,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,7382.0,22118.0,55638.0,44734.0,11852.0,1614.0,396.0,300.0,544.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-21,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,7652.0,19138.0,61484.0,45438.0,13872.0,2326.0,428.0,324.0,590.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-24,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,7660.0,18390.0,55738.0,51600.0,12690.0,2268.0,454.0,298.0,600.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-25,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,7396.0,17814.0,52800.0,53556.0,13666.0,2754.0,402.0,290.0,588.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-26,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,7102.0,17184.0,49348.0,55218.0,12398.0,2110.0,364.0,262.0,532.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-27,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,6636.0,16890.0,47878.0,59876.0,14976.0,2140.0,386.0,262.0,512.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-28,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,6738.0,16410.0,47950.0,56632.0,16916.0,2654.0,658.0,346.0,368.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-03,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,6608.0,16438.0,47438.0,58224.0,17692.0,4578.0,874.0,496.0,446.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-04,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,6276.0,16254.0,42990.0,62164.0,17308.0,4632.0,712.0,458.0,516.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-05,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,6304.0,16108.0,41836.0,61754.0,16932.0,4294.0,690.0,452.0,526.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-06,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,6392.0,15966.0,40564.0,64074.0,17726.0,4984.0,714.0,524.0,502.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-07,1366.0,1016.0,1406.0,164.0,74.0,164.0,144.0,2436.0,466.0,2336.0,464.0,1730.0,800.0,312.0,194.0,208.0,182.0,16.0,202.0,92.0,204.0,0.0,0.0,178.0,40.0,0.0,188.0,34.0,1670.0,450.0,346.0,6046.0,15696.0,38144.0,62578.0,19128.0,6136.0,720.0,518.0,406.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
