,CS1503.DCE,CS1505.DCE,CS1507.DCE,CS1509.DCE,CS1511.DCE,CS1601.DCE,CS1603.DCE,CS1605.DCE,CS1607.DCE,CS1609.DCE,CS1611.DCE,CS1701.DCE,CS1703.DCE,CS1705.DCE,CS1707.DCE,CS1709.DCE,CS1711.DCE,CS1801.DCE,CS1803.DCE,CS1805.DCE,CS1807.DCE,CS1809.DCE,CS1811.DCE,CS1901.DCE,CS1903.DCE
2015-02-10,120.0,24250.0,30.0,11588.0,4.0,348.0,,,,,,,,,,,,,,,,,,,
2015-02-11,120.0,23082.0,30.0,12498.0,4.0,342.0,,,,,,,,,,,,,,,,,,,
2015-02-12,120.0,20088.0,30.0,12104.0,4.0,554.0,,,,,,,,,,,,,,,,,,,
2015-02-13,120.0,19640.0,30.0,13236.0,4.0,592.0,,,,,,,,,,,,,,,,,,,
2015-02-16,120.0,18306.0,30.0,13326.0,4.0,592.0,,,,,,,,,,,,,,,,,,,
2015-02-17,108.0,16602.0,30.0,13256.0,4.0,594.0,,,,,,,,,,,,,,,,,,,
2015-02-25,108.0,16506.0,30.0,13402.0,4.0,618.0,,,,,,,,,,,,,,,,,,,
2015-02-26,108.0,17270.0,30.0,12482.0,4.0,732.0,,,,,,,,,,,,,,,,,,,
2015-02-27,112.0,18682.0,30.0,12676.0,4.0,732.0,,,,,,,,,,,,,,,,,,,
2015-03-02,108.0,18874.0,30.0,13390.0,4.0,732.0,,,,,,,,,,,,,,,,,,,
2015-03-03,108.0,16686.0,30.0,11334.0,4.0,728.0,,,,,,,,,,,,,,,,,,,
2015-03-04,108.0,20064.0,46.0,13692.0,4.0,740.0,,,,,,,,,,,,,,,,,,,
2015-03-05,108.0,17514.0,46.0,12504.0,4.0,742.0,,,,,,,,,,,,,,,,,,,
2015-03-06,108.0,15954.0,46.0,12760.0,4.0,752.0,,,,,,,,,,,,,,,,,,,
2015-03-09,108.0,18218.0,46.0,13142.0,4.0,752.0,,,,,,,,,,,,,,,,,,,
2015-03-10,104.0,40330.0,46.0,13910.0,4.0,750.0,,,,,,,,,,,,,,,,,,,
2015-03-11,104.0,48316.0,46.0,14776.0,4.0,776.0,,,,,,,,,,,,,,,,,,,
2015-03-12,104.0,46238.0,46.0,15534.0,4.0,794.0,,,,,,,,,,,,,,,,,,,
2015-03-13,104.0,48800.0,46.0,17632.0,4.0,844.0,,,,,,,,,,,,,,,,,,,
2015-03-16,104.0,52990.0,46.0,19334.0,4.0,856.0,0.0,,,,,,,,,,,,,,,,,,
2015-03-17,104.0,53352.0,46.0,20108.0,4.0,860.0,0.0,,,,,,,,,,,,,,,,,,
2015-03-18,104.0,43062.0,46.0,17926.0,4.0,884.0,0.0,,,,,,,,,,,,,,,,,,
2015-03-19,104.0,39252.0,46.0,19972.0,4.0,968.0,2.0,,,,,,,,,,,,,,,,,,
2015-03-20,104.0,39014.0,46.0,21726.0,4.0,1130.0,2.0,,,,,,,,,,,,,,,,,,
2015-03-23,104.0,37638.0,46.0,21270.0,4.0,1136.0,2.0,,,,,,,,,,,,,,,,,,
2015-03-24,104.0,41254.0,34.0,25610.0,4.0,1182.0,2.0,,,,,,,,,,,,,,,,,,
2015-03-25,104.0,39576.0,34.0,26766.0,4.0,1192.0,2.0,,,,,,,,,,,,,,,,,,
2015-03-26,104.0,41702.0,34.0,27768.0,4.0,1588.0,2.0,,,,,,,,,,,,,,,,,,
2015-03-27,104.0,43870.0,34.0,29874.0,4.0,1650.0,2.0,,,,,,,,,,,,,,,,,,
2015-03-30,104.0,45362.0,38.0,28446.0,4.0,1648.0,2.0,,,,,,,,,,,,,,,,,,
2015-03-31,104.0,44528.0,38.0,25128.0,4.0,1734.0,2.0,,,,,,,,,,,,,,,,,,
2015-04-01,104.0,30346.0,36.0,29138.0,4.0,1946.0,2.0,,,,,,,,,,,,,,,,,,
2015-04-02,104.0,28582.0,36.0,30214.0,4.0,2112.0,2.0,,,,,,,,,,,,,,,,,,
2015-04-03,104.0,24952.0,34.0,30572.0,4.0,2118.0,2.0,,,,,,,,,,,,,,,,,,
2015-04-07,104.0,23032.0,34.0,30830.0,4.0,2130.0,6.0,,,,,,,,,,,,,,,,,,
2015-04-08,104.0,16422.0,34.0,37294.0,4.0,2272.0,6.0,,,,,,,,,,,,,,,,,,
2015-04-09,104.0,14794.0,34.0,39404.0,4.0,2236.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-10,104.0,11280.0,36.0,34322.0,4.0,2222.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-13,104.0,8280.0,36.0,38024.0,4.0,2560.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-14,104.0,7406.0,36.0,35440.0,4.0,2542.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-15,104.0,5516.0,36.0,36824.0,4.0,2652.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-16,104.0,4044.0,36.0,35880.0,4.0,2672.0,8.0,,,,,,,,,,,,,,,,,,
2015-04-17,104.0,3204.0,36.0,33326.0,4.0,2642.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-20,104.0,2838.0,36.0,33046.0,4.0,2706.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-21,104.0,2582.0,36.0,33506.0,4.0,2750.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-22,104.0,2190.0,36.0,32608.0,4.0,2718.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-23,104.0,2054.0,36.0,33134.0,4.0,2760.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-24,104.0,1842.0,36.0,33994.0,4.0,2818.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-27,104.0,1642.0,36.0,34494.0,4.0,2786.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-28,104.0,1512.0,36.0,33776.0,4.0,3124.0,4.0,,,,,,,,,,,,,,,,,,
2015-04-29,104.0,1302.0,18.0,33128.0,4.0,3238.0,8.0,,,,,,,,,,,,,,,,,,
2015-04-30,104.0,926.0,18.0,33998.0,4.0,3286.0,8.0,,,,,,,,,,,,,,,,,,
2015-05-04,104.0,534.0,18.0,35870.0,4.0,3588.0,6.0,,,,,,,,,,,,,,,,,,
2015-05-05,104.0,534.0,18.0,33638.0,4.0,3632.0,20.0,,,,,,,,,,,,,,,,,,
2015-05-06,104.0,534.0,18.0,31018.0,4.0,3812.0,30.0,,,,,,,,,,,,,,,,,,
2015-05-07,104.0,534.0,18.0,32020.0,4.0,4150.0,28.0,,,,,,,,,,,,,,,,,,
2015-05-08,104.0,534.0,18.0,29482.0,4.0,4148.0,28.0,,,,,,,,,,,,,,,,,,
2015-05-11,104.0,386.0,18.0,28848.0,4.0,4158.0,38.0,,,,,,,,,,,,,,,,,,
2015-05-12,104.0,272.0,18.0,29836.0,4.0,4176.0,38.0,,,,,,,,,,,,,,,,,,
2015-05-13,104.0,272.0,18.0,31118.0,4.0,4374.0,38.0,,,,,,,,,,,,,,,,,,
2015-05-14,104.0,272.0,18.0,30264.0,4.0,4376.0,36.0,,,,,,,,,,,,,,,,,,
2015-05-15,104.0,272.0,18.0,32276.0,4.0,4614.0,38.0,,,,,,,,,,,,,,,,,,
2015-05-18,104.0,272.0,18.0,30044.0,4.0,4538.0,36.0,8.0,,,,,,,,,,,,,,,,,
2015-05-19,104.0,272.0,18.0,30626.0,4.0,4532.0,36.0,8.0,,,,,,,,,,,,,,,,,
2015-05-20,104.0,272.0,18.0,29426.0,4.0,4566.0,36.0,8.0,,,,,,,,,,,,,,,,,
2015-05-21,104.0,272.0,18.0,28500.0,4.0,4588.0,36.0,8.0,,,,,,,,,,,,,,,,,
2015-05-22,104.0,272.0,18.0,27560.0,4.0,4750.0,36.0,8.0,,,,,,,,,,,,,,,,,
2015-05-25,104.0,272.0,18.0,25490.0,4.0,4964.0,34.0,34.0,,,,,,,,,,,,,,,,,
2015-05-26,104.0,272.0,18.0,25056.0,2.0,5222.0,34.0,40.0,,,,,,,,,,,,,,,,,
2015-05-27,104.0,272.0,18.0,27060.0,2.0,5488.0,24.0,48.0,,,,,,,,,,,,,,,,,
2015-05-28,104.0,272.0,18.0,26330.0,2.0,5454.0,24.0,46.0,,,,,,,,,,,,,,,,,
2015-05-29,104.0,272.0,18.0,24580.0,2.0,5204.0,24.0,42.0,,,,,,,,,,,,,,,,,
2015-06-01,104.0,272.0,18.0,24782.0,4.0,5162.0,24.0,42.0,,,,,,,,,,,,,,,,,
2015-06-02,104.0,272.0,18.0,24344.0,4.0,5100.0,20.0,40.0,,,,,,,,,,,,,,,,,
2015-06-03,104.0,272.0,18.0,24230.0,4.0,5038.0,20.0,38.0,,,,,,,,,,,,,,,,,
2015-06-04,104.0,272.0,18.0,25712.0,4.0,5350.0,20.0,42.0,,,,,,,,,,,,,,,,,
2015-06-05,104.0,272.0,18.0,27738.0,4.0,5624.0,20.0,46.0,,,,,,,,,,,,,,,,,
2015-06-08,104.0,272.0,18.0,31482.0,4.0,6646.0,20.0,50.0,,,,,,,,,,,,,,,,,
2015-06-09,104.0,272.0,18.0,31802.0,4.0,7008.0,20.0,50.0,,,,,,,,,,,,,,,,,
2015-06-10,104.0,272.0,16.0,31256.0,4.0,7386.0,20.0,54.0,,,,,,,,,,,,,,,,,
2015-06-11,104.0,272.0,16.0,30198.0,4.0,7116.0,20.0,56.0,,,,,,,,,,,,,,,,,
2015-06-12,104.0,272.0,16.0,31556.0,4.0,7300.0,20.0,56.0,,,,,,,,,,,,,,,,,
2015-06-15,104.0,272.0,12.0,37170.0,4.0,7484.0,20.0,56.0,,,,,,,,,,,,,,,,,
2015-06-16,104.0,272.0,12.0,38778.0,4.0,7744.0,20.0,58.0,,,,,,,,,,,,,,,,,
2015-06-17,104.0,272.0,12.0,37970.0,4.0,8026.0,20.0,68.0,,,,,,,,,,,,,,,,,
2015-06-18,104.0,272.0,12.0,36766.0,4.0,8122.0,20.0,68.0,,,,,,,,,,,,,,,,,
2015-06-19,104.0,272.0,12.0,35658.0,4.0,8186.0,20.0,68.0,,,,,,,,,,,,,,,,,
2015-06-23,104.0,272.0,12.0,34454.0,4.0,8412.0,20.0,68.0,,,,,,,,,,,,,,,,,
2015-06-24,104.0,272.0,12.0,33156.0,4.0,8432.0,20.0,68.0,,,,,,,,,,,,,,,,,
2015-06-25,104.0,272.0,12.0,36062.0,2.0,8516.0,20.0,72.0,,,,,,,,,,,,,,,,,
2015-06-26,104.0,272.0,12.0,33246.0,2.0,8510.0,20.0,72.0,,,,,,,,,,,,,,,,,
2015-06-29,104.0,272.0,12.0,33800.0,2.0,8514.0,20.0,72.0,,,,,,,,,,,,,,,,,
2015-06-30,104.0,272.0,12.0,33058.0,2.0,8430.0,20.0,84.0,,,,,,,,,,,,,,,,,
2015-07-01,104.0,272.0,200.0,31530.0,2.0,8348.0,20.0,82.0,,,,,,,,,,,,,,,,,
2015-07-02,104.0,272.0,200.0,31586.0,2.0,8396.0,20.0,84.0,,,,,,,,,,,,,,,,,
2015-07-03,104.0,272.0,212.0,31202.0,2.0,8564.0,20.0,84.0,,,,,,,,,,,,,,,,,
2015-07-06,104.0,272.0,42.0,30584.0,2.0,8742.0,20.0,84.0,,,,,,,,,,,,,,,,,
2015-07-07,104.0,272.0,42.0,29864.0,2.0,9210.0,20.0,92.0,,,,,,,,,,,,,,,,,
2015-07-08,104.0,272.0,42.0,33862.0,2.0,8978.0,18.0,116.0,,,,,,,,,,,,,,,,,
2015-07-09,104.0,272.0,42.0,23010.0,2.0,11160.0,16.0,116.0,,,,,,,,,,,,,,,,,
2015-07-10,104.0,272.0,42.0,22794.0,2.0,12002.0,16.0,110.0,,,,,,,,,,,,,,,,,
2015-07-13,104.0,272.0,42.0,22536.0,2.0,12348.0,16.0,108.0,,,,,,,,,,,,,,,,,
2015-07-14,104.0,272.0,0.0,21762.0,2.0,13672.0,16.0,110.0,,,,,,,,,,,,,,,,,
2015-07-15,104.0,272.0,0.0,21238.0,2.0,14150.0,16.0,106.0,0.0,,,,,,,,,,,,,,,,
2015-07-16,104.0,272.0,0.0,22576.0,2.0,15274.0,16.0,102.0,0.0,,,,,,,,,,,,,,,,
2015-07-17,104.0,272.0,0.0,23400.0,2.0,16568.0,16.0,104.0,0.0,,,,,,,,,,,,,,,,
2015-07-20,104.0,272.0,0.0,21562.0,2.0,15802.0,16.0,104.0,0.0,,,,,,,,,,,,,,,,
2015-07-21,104.0,272.0,0.0,21856.0,2.0,16964.0,16.0,102.0,0.0,,,,,,,,,,,,,,,,
2015-07-22,104.0,272.0,0.0,21194.0,2.0,18060.0,16.0,108.0,0.0,,,,,,,,,,,,,,,,
2015-07-23,104.0,272.0,0.0,20616.0,2.0,18418.0,16.0,116.0,0.0,,,,,,,,,,,,,,,,
2015-07-24,104.0,272.0,0.0,19548.0,2.0,19542.0,20.0,124.0,0.0,,,,,,,,,,,,,,,,
2015-07-27,104.0,272.0,0.0,19414.0,2.0,22202.0,18.0,184.0,0.0,,,,,,,,,,,,,,,,
2015-07-28,104.0,272.0,0.0,18676.0,2.0,24504.0,18.0,254.0,0.0,,,,,,,,,,,,,,,,
2015-07-29,104.0,272.0,0.0,17652.0,2.0,25018.0,16.0,354.0,0.0,,,,,,,,,,,,,,,,
2015-07-30,104.0,272.0,0.0,17306.0,2.0,26628.0,16.0,456.0,0.0,,,,,,,,,,,,,,,,
2015-07-31,104.0,272.0,0.0,16854.0,2.0,25714.0,14.0,1510.0,0.0,,,,,,,,,,,,,,,,
2015-08-03,104.0,272.0,0.0,16706.0,2.0,28260.0,14.0,1702.0,2.0,,,,,,,,,,,,,,,,
2015-08-04,104.0,272.0,0.0,16290.0,2.0,29016.0,14.0,1652.0,4.0,,,,,,,,,,,,,,,,
2015-08-05,104.0,272.0,0.0,15508.0,2.0,31058.0,14.0,1664.0,2.0,,,,,,,,,,,,,,,,
2015-08-06,104.0,272.0,0.0,15374.0,2.0,31952.0,14.0,1568.0,2.0,,,,,,,,,,,,,,,,
2015-08-07,104.0,272.0,0.0,15252.0,2.0,32988.0,14.0,1610.0,2.0,,,,,,,,,,,,,,,,
2015-08-10,104.0,272.0,0.0,14814.0,2.0,41166.0,16.0,2284.0,2.0,,,,,,,,,,,,,,,,
2015-08-11,104.0,272.0,0.0,14310.0,2.0,40434.0,14.0,2308.0,4.0,,,,,,,,,,,,,,,,
2015-08-12,104.0,272.0,0.0,14106.0,2.0,46058.0,14.0,2652.0,4.0,,,,,,,,,,,,,,,,
2015-08-13,104.0,272.0,0.0,14050.0,2.0,38790.0,14.0,2502.0,2.0,,,,,,,,,,,,,,,,
2015-08-14,104.0,272.0,0.0,13920.0,2.0,33942.0,14.0,2476.0,2.0,,,,,,,,,,,,,,,,
2015-08-17,104.0,272.0,0.0,13648.0,2.0,34492.0,14.0,2518.0,2.0,,,,,,,,,,,,,,,,
2015-08-18,104.0,272.0,0.0,13338.0,2.0,34530.0,14.0,2560.0,2.0,,,,,,,,,,,,,,,,
2015-08-19,104.0,272.0,0.0,13104.0,2.0,35674.0,14.0,2648.0,0.0,,,,,,,,,,,,,,,,
2015-08-20,104.0,272.0,0.0,12978.0,2.0,36848.0,18.0,2790.0,0.0,,,,,,,,,,,,,,,,
2015-08-21,104.0,272.0,0.0,12618.0,2.0,37836.0,18.0,2890.0,0.0,,,,,,,,,,,,,,,,
2015-08-24,104.0,272.0,0.0,12380.0,2.0,35932.0,18.0,2814.0,0.0,,,,,,,,,,,,,,,,
2015-08-25,104.0,272.0,0.0,12344.0,2.0,36902.0,18.0,2840.0,0.0,,,,,,,,,,,,,,,,
2015-08-26,104.0,272.0,0.0,12212.0,2.0,38084.0,18.0,2894.0,0.0,,,,,,,,,,,,,,,,
2015-08-27,104.0,272.0,0.0,11888.0,2.0,41368.0,18.0,2992.0,0.0,,,,,,,,,,,,,,,,
2015-08-28,104.0,272.0,0.0,10438.0,2.0,41414.0,18.0,3106.0,0.0,,,,,,,,,,,,,,,,
2015-08-31,104.0,272.0,0.0,10084.0,2.0,44224.0,18.0,3128.0,0.0,,,,,,,,,,,,,,,,
2015-09-01,104.0,272.0,0.0,9940.0,2.0,45208.0,12.0,3498.0,0.0,,,,,,,,,,,,,,,,
2015-09-02,104.0,272.0,0.0,8260.0,2.0,48220.0,12.0,5460.0,0.0,,,,,,,,,,,,,,,,
2015-09-07,104.0,272.0,0.0,8260.0,2.0,54920.0,12.0,7678.0,0.0,,,,,,,,,,,,,,,,
2015-09-08,104.0,272.0,0.0,8260.0,2.0,52884.0,10.0,8338.0,0.0,,,,,,,,,,,,,,,,
2015-09-09,104.0,272.0,0.0,8260.0,2.0,66624.0,52.0,9872.0,0.0,,,,,,,,,,,,,,,,
2015-09-10,104.0,272.0,0.0,8248.0,2.0,79166.0,56.0,11632.0,0.0,,,,,,,,,,,,,,,,
2015-09-11,104.0,272.0,0.0,8248.0,2.0,79096.0,54.0,13586.0,0.0,,,,,,,,,,,,,,,,
2015-09-14,104.0,272.0,0.0,5248.0,2.0,84198.0,54.0,17122.0,0.0,,,,,,,,,,,,,,,,
2015-09-15,104.0,272.0,0.0,5248.0,2.0,85658.0,54.0,18942.0,0.0,,,,,,,,,,,,,,,,
2015-09-16,104.0,272.0,0.0,0.0,2.0,85120.0,52.0,21104.0,0.0,,,,,,,,,,,,,,,,
2015-09-17,104.0,272.0,0.0,0.0,2.0,84886.0,52.0,22520.0,0.0,3086.0,,,,,,,,,,,,,,,
2015-09-18,104.0,272.0,0.0,0.0,2.0,89758.0,52.0,30408.0,0.0,5586.0,,,,,,,,,,,,,,,
2015-09-21,104.0,272.0,0.0,0.0,2.0,83478.0,54.0,36356.0,0.0,9292.0,,,,,,,,,,,,,,,
2015-09-22,104.0,272.0,0.0,0.0,2.0,89894.0,56.0,40754.0,0.0,9786.0,,,,,,,,,,,,,,,
2015-09-23,104.0,272.0,0.0,0.0,2.0,94030.0,56.0,38786.0,0.0,9950.0,,,,,,,,,,,,,,,
2015-09-24,104.0,272.0,0.0,0.0,2.0,91940.0,56.0,41724.0,0.0,10182.0,,,,,,,,,,,,,,,
2015-09-25,104.0,272.0,0.0,0.0,2.0,97030.0,56.0,42188.0,0.0,10082.0,,,,,,,,,,,,,,,
2015-09-28,104.0,272.0,0.0,0.0,18.0,93088.0,56.0,42600.0,0.0,10122.0,,,,,,,,,,,,,,,
2015-09-29,104.0,272.0,0.0,0.0,18.0,90054.0,56.0,45046.0,0.0,10612.0,,,,,,,,,,,,,,,
2015-09-30,104.0,272.0,0.0,0.0,18.0,89764.0,58.0,54918.0,0.0,11940.0,,,,,,,,,,,,,,,
2015-10-08,104.0,272.0,0.0,0.0,18.0,100424.0,50.0,65412.0,0.0,16674.0,,,,,,,,,,,,,,,
2015-10-09,104.0,272.0,0.0,0.0,18.0,96170.0,50.0,67212.0,2.0,19272.0,,,,,,,,,,,,,,,
2015-10-12,104.0,272.0,0.0,0.0,18.0,100508.0,50.0,81900.0,2.0,24062.0,,,,,,,,,,,,,,,
2015-10-13,104.0,272.0,0.0,0.0,18.0,139320.0,48.0,98824.0,2.0,30810.0,,,,,,,,,,,,,,,
2015-10-14,104.0,272.0,0.0,0.0,18.0,163424.0,52.0,122448.0,2.0,37846.0,,,,,,,,,,,,,,,
2015-10-15,104.0,272.0,0.0,0.0,2.0,159558.0,50.0,132194.0,2.0,38548.0,,,,,,,,,,,,,,,
2015-10-16,104.0,272.0,0.0,0.0,2.0,158146.0,50.0,135444.0,2.0,40640.0,,,,,,,,,,,,,,,
2015-10-19,104.0,272.0,0.0,0.0,2.0,188280.0,52.0,139624.0,2.0,44988.0,,,,,,,,,,,,,,,
2015-10-20,104.0,272.0,0.0,0.0,2.0,175566.0,50.0,150994.0,2.0,48244.0,,,,,,,,,,,,,,,
2015-10-21,104.0,272.0,0.0,0.0,2.0,172900.0,50.0,159160.0,4.0,49866.0,,,,,,,,,,,,,,,
2015-10-22,104.0,272.0,0.0,0.0,2.0,213386.0,50.0,169624.0,2.0,55444.0,,,,,,,,,,,,,,,
2015-10-23,104.0,272.0,0.0,0.0,2.0,214108.0,50.0,176790.0,2.0,55772.0,,,,,,,,,,,,,,,
2015-10-26,104.0,272.0,0.0,0.0,2.0,209006.0,50.0,195836.0,2.0,55500.0,,,,,,,,,,,,,,,
2015-10-27,104.0,272.0,0.0,0.0,2.0,216482.0,50.0,213216.0,2.0,53844.0,,,,,,,,,,,,,,,
2015-10-28,104.0,272.0,0.0,0.0,2.0,223148.0,50.0,227816.0,2.0,53950.0,,,,,,,,,,,,,,,
2015-10-29,104.0,272.0,0.0,0.0,2.0,217354.0,50.0,237852.0,0.0,55552.0,,,,,,,,,,,,,,,
2015-10-30,104.0,272.0,0.0,0.0,2.0,213868.0,48.0,248854.0,0.0,57966.0,,,,,,,,,,,,,,,
2015-11-02,104.0,272.0,0.0,0.0,0.0,216308.0,48.0,244314.0,0.0,56392.0,,,,,,,,,,,,,,,
2015-11-03,104.0,272.0,0.0,0.0,0.0,188994.0,48.0,242084.0,0.0,55990.0,,,,,,,,,,,,,,,
2015-11-04,104.0,272.0,0.0,0.0,0.0,156880.0,50.0,233190.0,0.0,63500.0,,,,,,,,,,,,,,,
2015-11-05,104.0,272.0,0.0,0.0,0.0,160092.0,88.0,267250.0,0.0,66498.0,,,,,,,,,,,,,,,
2015-11-06,104.0,272.0,0.0,0.0,0.0,211306.0,88.0,298412.0,0.0,69338.0,,,,,,,,,,,,,,,
2015-11-09,104.0,272.0,0.0,0.0,0.0,228186.0,94.0,295594.0,0.0,84990.0,,,,,,,,,,,,,,,
2015-11-10,104.0,272.0,0.0,0.0,0.0,231834.0,46.0,326236.0,0.0,89028.0,,,,,,,,,,,,,,,
2015-11-11,104.0,272.0,0.0,0.0,0.0,253466.0,46.0,341594.0,0.0,85392.0,,,,,,,,,,,,,,,
2015-11-12,104.0,272.0,0.0,0.0,0.0,268264.0,56.0,325136.0,0.0,95058.0,,,,,,,,,,,,,,,
2015-11-13,104.0,272.0,0.0,0.0,0.0,207130.0,52.0,290656.0,10.0,94710.0,,,,,,,,,,,,,,,
2015-11-16,104.0,272.0,0.0,0.0,0.0,206586.0,58.0,359670.0,8.0,99028.0,0.0,,,,,,,,,,,,,,
2015-11-17,104.0,272.0,0.0,0.0,0.0,183564.0,52.0,393146.0,10.0,106740.0,20.0,,,,,,,,,,,,,,
2015-11-18,104.0,272.0,0.0,0.0,0.0,188834.0,54.0,418206.0,10.0,116278.0,6.0,,,,,,,,,,,,,,
2015-11-19,104.0,272.0,0.0,0.0,0.0,170374.0,54.0,416328.0,10.0,109276.0,10.0,,,,,,,,,,,,,,
2015-11-20,104.0,272.0,0.0,0.0,0.0,140244.0,52.0,412706.0,8.0,114120.0,10.0,,,,,,,,,,,,,,
2015-11-23,104.0,272.0,0.0,0.0,0.0,133690.0,52.0,445400.0,8.0,120044.0,8.0,,,,,,,,,,,,,,
2015-11-24,104.0,272.0,0.0,0.0,0.0,111110.0,52.0,456404.0,8.0,128924.0,8.0,,,,,,,,,,,,,,
2015-11-25,104.0,272.0,0.0,0.0,0.0,103138.0,52.0,467360.0,10.0,156312.0,8.0,,,,,,,,,,,,,,
2015-11-26,104.0,272.0,0.0,0.0,0.0,92800.0,52.0,456254.0,14.0,159324.0,10.0,,,,,,,,,,,,,,
2015-11-27,104.0,272.0,0.0,0.0,0.0,89714.0,52.0,471606.0,12.0,171268.0,10.0,,,,,,,,,,,,,,
2015-11-30,104.0,272.0,0.0,0.0,0.0,89986.0,52.0,517370.0,14.0,177478.0,10.0,,,,,,,,,,,,,,
2015-12-01,104.0,272.0,0.0,0.0,0.0,85790.0,52.0,523622.0,14.0,174516.0,10.0,,,,,,,,,,,,,,
2015-12-02,104.0,272.0,0.0,0.0,0.0,80602.0,52.0,524394.0,14.0,177530.0,10.0,,,,,,,,,,,,,,
