,PM1301.CZC,PM1303.CZC,PM1305.CZC,PM1307.CZC,PM1309.CZC,PM1311.CZC,PM1401.CZC,PM1403.CZC,PM1405.CZC,PM1407.CZC,PM1409.CZC,PM1411.CZC,PM1501.CZC,PM1503.CZC,PM1505.CZC,PM1507.CZC,PM1509.CZC,PM1511.CZC,PM1601.CZC,PM1603.CZC,PM1605.CZC,PM607.CZC,PM609.CZC,PM611.CZC,PM701.CZC,PM703.CZC,PM705.CZC,PM707.CZC,PM709.CZC,PM711.CZC,PM801.CZC,PM803.CZC,PM805.CZC,PM807.CZC,PM809.CZC,PM811.CZC,PM901.CZC,PM903.CZC
2012-05-02,854.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-03,854.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-04,850.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-07,860.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-08,882.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-09,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-10,904.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-11,910.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-14,836.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-15,846.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-16,820.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-17,820.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-18,820.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-21,882.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-22,882.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-23,882.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-24,872.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-25,832.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-28,834.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-29,834.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-30,840.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31,846.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-01,810.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-04,814.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,814.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,812.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-07,812.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-08,806.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-11,808.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-12,808.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-13,808.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-14,812.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-15,814.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-18,822.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-19,850.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-20,890.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-21,924.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-25,1000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-26,1000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-27,1024.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-28,1016.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-29,976.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-02,956.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-03,954.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-04,932.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-05,932.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-06,932.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-09,1006.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-10,1010.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-11,1014.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-12,1080.0,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-13,1078.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-16,1076.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-17,1114.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-18,1074.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-19,1208.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-20,1078.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-23,988.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-24,948.0,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-25,768.0,2.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-26,760.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-27,744.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-30,744.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-31,746.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-01,748.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-02,744.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-03,728.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-06,734.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-07,738.0,8.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-08,736.0,8.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-09,742.0,4.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-10,742.0,4.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-13,742.0,4.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-14,742.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-15,738.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-16,726.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-17,726.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-20,712.0,2.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-21,710.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-22,708.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-23,698.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-24,668.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-27,652.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-28,696.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-29,630.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-30,588.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,590.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-03,596.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-04,596.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-05,602.0,2.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-06,418.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-07,386.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-10,386.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-11,378.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-12,378.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-13,372.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-14,376.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-17,366.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-18,310.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-19,306.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-20,296.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-21,294.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-24,284.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-25,280.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-26,274.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-27,250.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28,240.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-08,212.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-09,188.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-10,186.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-11,186.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-12,186.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-15,182.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-16,180.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-17,184.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-18,186.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-19,184.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-22,184.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-23,186.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-24,182.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-25,182.0,0.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-26,180.0,0.0,16.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-29,176.0,0.0,16.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-30,172.0,0.0,16.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-31,170.0,0.0,16.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-01,164.0,0.0,16.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-02,162.0,0.0,14.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-05,160.0,0.0,14.0,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-06,124.0,0.0,14.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-07,124.0,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-08,122.0,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-09,120.0,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-12,118.0,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-13,118.0,0.0,10.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-14,114.0,0.0,12.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-15,114.0,0.0,12.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-16,110.0,0.0,12.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-19,104.0,0.0,12.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-20,104.0,0.0,12.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-21,106.0,0.0,12.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-22,122.0,0.0,12.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-23,120.0,0.0,12.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-26,112.0,0.0,12.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-27,110.0,0.0,12.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-28,108.0,0.0,12.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-29,30.0,0.0,14.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-30,24.0,0.0,12.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-03,12.0,0.0,12.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-04,10.0,0.0,12.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-05,10.0,0.0,12.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-06,10.0,0.0,10.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-07,8.0,0.0,10.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-10,8.0,0.0,10.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-11,8.0,0.0,10.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-12,8.0,0.0,6.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-13,8.0,0.0,6.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-14,6.0,0.0,8.0,18.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-17,6.0,0.0,8.0,18.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-18,6.0,0.0,8.0,18.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-19,4.0,0.0,8.0,18.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-20,4.0,0.0,8.0,18.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-21,4.0,0.0,8.0,18.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-24,6.0,0.0,8.0,18.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-25,6.0,0.0,8.0,18.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-26,6.0,0.0,8.0,18.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-27,6.0,0.0,8.0,18.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-28,6.0,0.0,10.0,18.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,6.0,0.0,10.0,18.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-04,4.0,0.0,10.0,18.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,4.0,0.0,14.0,18.0,40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-08,2.0,0.0,14.0,18.0,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-09,2.0,0.0,14.0,18.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-10,0.0,0.0,14.0,26.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-11,0.0,0.0,14.0,26.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-14,0.0,0.0,28.0,36.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
