,Y0603.DCE,Y0605.DCE,Y0607.DCE,Y0608.DCE,Y0609.DCE,Y0611.DCE,Y0612.DCE,Y0701.DCE,Y0703.DCE,Y0705.DCE,Y0707.DCE,Y0708.DCE,Y0709.DCE,Y0711.DCE,Y0712.DCE,Y0801.DCE,Y0803.DCE,Y0805.DCE,Y0807.DCE,Y0808.DCE,Y0809.DCE,Y0811.DCE,Y0812.DCE,Y0901.DCE,Y0903.DCE,Y0905.DCE,Y0907.DCE,Y0908.DCE,Y0909.DCE,Y0911.DCE,Y0912.DCE,Y1001.DCE,Y1003.DCE,Y1005.DCE,Y1007.DCE,Y1008.DCE,Y1009.DCE,Y1011.DCE,Y1012.DCE,Y1101.DCE,Y1103.DCE,Y1105.DCE,Y1107.DCE,Y1108.DCE,Y1109.DCE,Y1111.DCE,Y1112.DCE,Y1201.DCE,Y1203.DCE,Y1205.DCE,Y1207.DCE,Y1208.DCE,Y1209.DCE,Y1211.DCE,Y1212.DCE,Y1301.DCE,Y1303.DCE,Y1305.DCE,Y1307.DCE,Y1308.DCE,Y1309.DCE,Y1311.DCE,Y1312.DCE,Y1401.DCE,Y1403.DCE,Y1405.DCE,Y1407.DCE,Y1408.DCE,Y1409.DCE,Y1411.DCE,Y1412.DCE,Y1501.DCE,Y1503.DCE,Y1505.DCE,Y1507.DCE,Y1508.DCE,Y1509.DCE,Y1511.DCE,Y1512.DCE,Y1601.DCE,Y1603.DCE,Y1605.DCE,Y1607.DCE,Y1608.DCE,Y1609.DCE,Y1611.DCE,Y1612.DCE,Y1701.DCE,Y1703.DCE,Y1705.DCE,Y1707.DCE,Y1708.DCE,Y1709.DCE,Y1711.DCE,Y1712.DCE,Y1801.DCE,Y1803.DCE,Y1805.DCE,Y1807.DCE,Y1808.DCE,Y1809.DCE,Y1811.DCE,Y1812.DCE,Y1901.DCE,Y1903.DCE
2006-01-09,38.0,2940.0,1522.0,2430.0,40144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-10,34.0,2854.0,1626.0,2906.0,39860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-11,34.0,2856.0,1828.0,3388.0,39248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-12,34.0,2830.0,2554.0,3314.0,39260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-13,54.0,2750.0,2558.0,3756.0,38326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-16,46.0,2276.0,2458.0,3674.0,35972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-17,46.0,2044.0,2332.0,3896.0,34782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-18,14.0,1870.0,2182.0,4000.0,33892.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-19,14.0,1840.0,2870.0,4394.0,41024.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-20,12.0,1874.0,2912.0,4324.0,47796.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-23,10.0,2084.0,2962.0,2732.0,48506.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-24,10.0,2168.0,3244.0,2624.0,45578.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-25,10.0,1876.0,2840.0,2650.0,46948.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-06,0.0,1854.0,2682.0,2200.0,42456.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-07,0.0,1794.0,2640.0,2496.0,37902.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-08,0.0,1090.0,2828.0,2554.0,34456.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-09,0.0,1084.0,2780.0,2518.0,35750.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-10,0.0,1082.0,2782.0,2732.0,36434.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-13,0.0,1078.0,2760.0,2594.0,36430.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-14,0.0,1058.0,2560.0,2594.0,36038.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-15,0.0,1060.0,2360.0,2614.0,35576.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-16,0.0,956.0,2372.0,2660.0,35902.0,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-17,0.0,994.0,2622.0,2744.0,39894.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-20,0.0,984.0,2276.0,3190.0,39214.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
