,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,菜粕,焦炭,沪镍,天胶,豆一,焦炭,沪金,玻璃,焦煤,玻璃,动力煤,豆粕,豆粕
1,聚丙烯,热卷,沥青,塑料,沪镍,热卷,白糖,沪银,棉花,菜粕,天胶,铁矿石,PVC
2,豆油,沪镍,天胶,甲醇,玻璃,沥青,鸡蛋,菜粕,焦炭,螺纹钢,豆油,天胶,玉米
3,淀粉,沪铜,沪铜,沪铜,甲醇,动力煤,棉花,螺纹钢,白糖,塑料,PTA,沪镍,铁矿石
4,棕榈油,玻璃,沪银,沪铝,铁矿石,沪铜,动力煤,热卷,聚丙烯,天胶,螺纹钢,沪金,沪镍
