,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,豆一,焦炭,焦炭,玉米,沪锌,淀粉,PVC,沪铜,PVC,玻璃,沪铜,玻璃
1,焦煤,沪金,豆一,菜粕,塑料,玉米,玻璃,沪锌,沥青,PTA,沪铜,沪锌,沪锌
2,铁矿石,天胶,鸡蛋,热卷,焦煤,PTA,甲醇,聚丙烯,玻璃,聚丙烯,塑料,沪铝,沪铝
3,沪镍,沪银,铁矿石,螺纹钢,沥青,豆一,焦炭,豆一,热卷,豆油,沪锌,白糖,沪铜
4,热卷,鸡蛋,焦煤,豆粕,淀粉,沪金,豆一,塑料,螺纹钢,玉米,PVC,热卷,热卷
