农产品,CS1805,-22040.0
农产品,M1805,-330.0
农产品,RM805,-2280.0
化工,BU1805,-660.0
化工,BU1806,-400.0
化工,MA805,4020.0
化工,PP1805,-3800.0
化工,RU1805,-21050.0
化工,TA805,-21280.0
化工,V1805,-34500.0
有色,CU1803,11550.0
有色,NI1805,-41389.96
有色,SF805,-7140.0
贵金属,AG1806,-13365.0
贵金属,AU1806,-3500.0
金融,IC1803,-19520.0
黑色,FG805,-27060.0
黑色,HC1805,-6080.0
黑色,I1805,7200.0
黑色,RB1805,-8810.0
黑色,ZC805,-12000.0
