,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玻璃,玻璃,沪镍,焦炭,玉米,玻璃,沪金,动力煤,PTA,动力煤,玻璃,沪铜,玻璃
1,天胶,天胶,豆粕,焦煤,塑料,螺纹钢,PTA,沪锌,聚丙烯,豆油,白糖,沪锌,沪铜
2,螺纹钢,鸡蛋,焦炭,沪镍,焦煤,焦煤,动力煤,甲醇,白糖,沪锌,淀粉,沪铝,沪锌
3,焦炭,螺纹钢,菜粕,菜粕,沥青,沪锌,天胶,螺纹钢,沪银,棉花,沪铜,焦炭,沪铝
4,鸡蛋,焦炭,铁矿石,豆粕,淀粉,热卷,豆油,焦煤,淀粉,沪镍,豆一,热卷,鸡蛋
