,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玻璃,沪锌,沥青,甲醇,塑料,甲醇,螺纹钢,沥青,沪金,PVC,动力煤,沪铜,玻璃
1,沪镍,甲醇,甲醇,豆一,玉米,鸡蛋,甲醇,甲醇,螺纹钢,沥青,螺纹钢,螺纹钢,沪铜
2,焦煤,PVC,豆一,豆粕,焦煤,豆粕,棕榈油,焦炭,豆油,焦炭,豆油,沪锌,热卷
3,沪锌,沪铜,PVC,沥青,沥青,焦炭,沪金,豆一,棕榈油,菜粕,白糖,玻璃,动力煤
4,铁矿石,沪银,沪金,棉花,淀粉,棕榈油,沪银,淀粉,菜粕,豆一,沪铝,沪铝,聚丙烯
