,IC1505.CFE,IC1506.CFE,IC1507.CFE,IC1508.CFE,IC1509.CFE,IC1510.CFE,IC1511.CFE,IC1512.CFE,IC1601.CFE,IC1602.CFE,IC1603.CFE,IC1604.CFE,IC1605.CFE,IC1606.CFE,IC1607.CFE,IC1608.CFE,IC1609.CFE,IC1610.CFE,IC1611.CFE,IC1612.CFE,IC1701.CFE,IC1702.CFE,IC1703.CFE,IC1704.CFE,IC1705.CFE,IC1706.CFE,IC1707.CFE,IC1708.CFE,IC1709.CFE,IC1710.CFE,IC1711.CFE,IC1712.CFE,IC1801.CFE,IC1802.CFE,IC1803.CFE,IC1806.CFE,IC1804.CFE,IC1805.CFE,IC1809.CFE
2016/8/16,,,,,,,,,,,,,,,,6458.2,6379,,,6193,,,6006.6,,,,,,,,,,,,,,,,
2016/8/17,,,,,,,,,,,,,,,,6470.8,6379.2,,,6172.2,,,5978,,,,,,,,,,,,,,,,
2016/8/18,,,,,,,,,,,,,,,,6484.6,6379.8,,,6159.4,,,5956.6,,,,,,,,,,,,,,,,
2016/8/19,,,,,,,,,,,,,,,,6490.4,6385.6,,,6161.8,,,5972,,,,,,,,,,,,,,,,
2016/8/22,,,,,,,,,,,,,,,,,6320.6,6234.6,,6114.2,,,5918,,,,,,,,,,,,,,,,
2016/8/23,,,,,,,,,,,,,,,,,6308.6,6227.8,,6105.2,,,5906.4,,,,,,,,,,,,,,,,
2016/8/24,,,,,,,,,,,,,,,,,6314.2,6234.6,,6099.2,,,5907,,,,,,,,,,,,,,,,
2016/8/25,,,,,,,,,,,,,,,,,6280,6190.6,,6057,,,5863.6,,,,,,,,,,,,,,,,
2016/8/26,,,,,,,,,,,,,,,,,6279.2,6193.4,,6058,,,5875,,,,,,,,,,,,,,,,
2016/8/29,,,,,,,,,,,,,,,,,6327.2,6240,,6099,,,5910.2,,,,,,,,,,,,,,,,
2016/8/30,,,,,,,,,,,,,,,,,6330,6233,,6102,,,5907.6,,,,,,,,,,,,,,,,
2016/8/31,,,,,,,,,,,,,,,,,6343,6256.2,,6128.6,,,5950,,,,,,,,,,,,,,,,
2016/9/1,,,,,,,,,,,,,,,,,6279,6184.2,,6047.8,,,5876.2,,,,,,,,,,,,,,,,
2016/9/2,,,,,,,,,,,,,,,,,6271,6189.8,,6059.2,,,5884,,,,,,,,,,,,,,,,
2016/9/5,,,,,,,,,,,,,,,,,6309.2,6221.4,,6078.2,,,5908.2,,,,,,,,,,,,,,,,
2016/9/6,,,,,,,,,,,,,,,,,6445.8,6364.4,,6205,,,6015,,,,,,,,,,,,,,,,
2016/9/7,,,,,,,,,,,,,,,,,6429,6346,,6197.6,,,6012,,,,,,,,,,,,,,,,
2016/9/8,,,,,,,,,,,,,,,,,6477.2,6389.2,,6222,,,6037,,,,,,,,,,,,,,,,
2016/9/9,,,,,,,,,,,,,,,,,6445,6347,,6195.8,,,6011,,,,,,,,,,,,,,,,
2016/9/12,,,,,,,,,,,,,,,,,6256,6159,,6000,,,5818,,,,,,,,,,,,,,,,
2016/9/13,,,,,,,,,,,,,,,,,6292.2,6187.2,,6010,,,5837,,,,,,,,,,,,,,,,
2016/9/14,,,,,,,,,,,,,,,,,6270,6157.4,,5976.2,,,5782,,,,,,,,,,,,,,,,
2016/9/19,,,,,,,,,,,,,,,,,6330.8,6223.8,,6036.8,,,5836.6,,,,,,,,,,,,,,,,
2016/9/20,,,,,,,,,,,,,,,,,,6217.6,6122,6029.8,,,5825,,,,,,,,,,,,,,,,
2016/9/21,,,,,,,,,,,,,,,,,,6248.2,6147.8,6060,,,5837.8,,,,,,,,,,,,,,,,
2016/9/22,,,,,,,,,,,,,,,,,,6293.2,6197,6109.6,,,5884,,,,,,,,,,,,,,,,
2016/9/23,,,,,,,,,,,,,,,,,,6298.6,6209.8,6126.2,,,5896.2,,,,,,,,,,,,,,,,
2016/9/26,,,,,,,,,,,,,,,,,,6201.2,6116.2,6034,,,5805.6,,,,,,,,,,,,,,,,
2016/9/27,,,,,,,,,,,,,,,,,,6245.6,6160,6081.8,,,5850.4,,,,,,,,,,,,,,,,
2016/9/28,,,,,,,,,,,,,,,,,,6240.2,6151.8,6072.4,,,5833.2,,,,,,,,,,,,,,,,
2016/9/29,,,,,,,,,,,,,,,,,,6299.8,6218.8,6140,,,5893.6,,,,,,,,,,,,,,,,
2016/9/30,,,,,,,,,,,,,,,,,,6318.6,6240.8,6160,,,5920,,,,,,,,,,,,,,,,
2016/10/10,,,,,,,,,,,,,,,,,,6444.6,6366.4,6289.8,,,6050.8,,,,,,,,,,,,,,,,
2016/10/11,,,,,,,,,,,,,,,,,,6454.8,6378,6299.2,,,6066,,,,,,,,,,,,,,,,
2016/10/12,,,,,,,,,,,,,,,,,,6448.2,6368.8,6286.6,,,6058,,,,,,,,,,,,,,,,
2016/10/13,,,,,,,,,,,,,,,,,,6462,6377.2,6291.4,,,6057.2,,,,,,,,,,,,,,,,
2016/10/14,,,,,,,,,,,,,,,,,,6467,6383,6299,,,6059.4,,,,,,,,,,,,,,,,
2016/10/17,,,,,,,,,,,,,,,,,,6418,6324,6238.2,,,6008.8,,,,,,,,,,,,,,,,
2016/10/18,,,,,,,,,,,,,,,,,,6505.4,6421.6,6331.2,,,6076.2,,,,,,,,,,,,,,,,
2016/10/19,,,,,,,,,,,,,,,,,,6491.2,6398.6,6308,,,6065.6,,,,,,,,,,,,,,,,
2016/10/20,,,,,,,,,,,,,,,,,,6499,6418,6333.2,,,6089,,,,,,,,,,,,,,,,
2016/10/21,,,,,,,,,,,,,,,,,,6451.8,6396.6,6323.4,,,6084.2,,,,,,,,,,,,,,,,
2016/10/24,,,,,,,,,,,,,,,,,,,6471.4,6394,,,6176.6,,,6008.2,,,,,,,,,,,,,
2016/10/25,,,,,,,,,,,,,,,,,,,6487,6413,,,6189,,,6018.6,,,,,,,,,,,,,
2016/10/26,,,,,,,,,,,,,,,,,,,6471,6390,,,6172.6,,,6008.6,,,,,,,,,,,,,
2016/10/27,,,,,,,,,,,,,,,,,,,6458.2,6382.2,,,6158,,,5980.2,,,,,,,,,,,,,
2016/10/28,,,,,,,,,,,,,,,,,,,6411,6344.8,,,6136.8,,,5959,,,,,,,,,,,,,
2016/10/31,,,,,,,,,,,,,,,,,,,6407.6,6335.6,,,6128.2,,,5951.8,,,,,,,,,,,,,
2016/11/1,,,,,,,,,,,,,,,,,,,6465,6393.2,,,6185,,,6017.6,,,,,,,,,,,,,
2016/11/2,,,,,,,,,,,,,,,,,,,6400,6325,,,6113,,,5937.6,,,,,,,,,,,,,
2016/11/3,,,,,,,,,,,,,,,,,,,6435,6360.8,,,6150,,,5961.2,,,,,,,,,,,,,
2016/11/4,,,,,,,,,,,,,,,,,,,6419.6,6340,,,6125.2,,,5936,,,,,,,,,,,,,
2016/11/7,,,,,,,,,,,,,,,,,,,6409,6330.4,,,6110,,,5918,,,,,,,,,,,,,
2016/11/8,,,,,,,,,,,,,,,,,,,6469,6384.6,,,6150.2,,,5948.8,,,,,,,,,,,,,
2016/11/9,,,,,,,,,,,,,,,,,,,6405,6330.4,,,6094.6,,,5906,,,,,,,,,,,,,
2016/11/10,,,,,,,,,,,,,,,,,,,6499,6412.6,,,6172.8,,,5971,,,,,,,,,,,,,
2016/11/11,,,,,,,,,,,,,,,,,,,6563,6489.8,,,6264.2,,,6058.8,,,,,,,,,,,,,
2016/11/14,,,,,,,,,,,,,,,,,,,6586.6,6501.4,,,6280,,,6060.6,,,,,,,,,,,,,
2016/11/15,,,,,,,,,,,,,,,,,,,6601.8,6519.2,,,6289,,,6083.4,,,,,,,,,,,,,
2016/11/16,,,,,,,,,,,,,,,,,,,6627.4,6538.4,,,6309.8,,,6105.8,,,,,,,,,,,,,
2016/11/17,,,,,,,,,,,,,,,,,,,6635.6,6547,,,6311.6,,,6098.8,,,,,,,,,,,,,
2016/11/18,,,,,,,,,,,,,,,,,,,6618.2,6506.8,,,6267.8,,,6057.2,,,,,,,,,,,,,
2016/11/21,,,,,,,,,,,,,,,,,,,,6523.2,6440,,6281.6,,,6078,,,,,,,,,,,,,
2016/11/22,,,,,,,,,,,,,,,,,,,,6593.6,6500.4,,6340,,,6123.6,,,,,,,,,,,,,
2016/11/23,,,,,,,,,,,,,,,,,,,,6561.8,6472.6,,6319.8,,,6108,,,,,,,,,,,,,
2016/11/24,,,,,,,,,,,,,,,,,,,,6547.6,6459.6,,6301.2,,,6097.4,,,,,,,,,,,,,
2016/11/25,,,,,,,,,,,,,,,,,,,,6564.8,6491,,6326,,,6129,,,,,,,,,,,,,
2016/11/28,,,,,,,,,,,,,,,,,,,,6596.4,6510.6,,6352.8,,,6143.8,,,,,,,,,,,,,
2016/11/29,,,,,,,,,,,,,,,,,,,,6556.8,6463.6,,6295.6,,,6091,,,,,,,,,,,,,
2016/11/30,,,,,,,,,,,,,,,,,,,,6531.2,6451.6,,6287.4,,,6090,,,,,,,,,,,,,
2016/12/1,,,,,,,,,,,,,,,,,,,,6572,6486.4,,6316,,,6111.6,,,,,,,,,,,,,
2016/12/2,,,,,,,,,,,,,,,,,,,,6433,6355,,6188,,,5990,,,,,,,,,,,,,
2016/12/5,,,,,,,,,,,,,,,,,,,,6430,6340.6,,6180,,,5967,,,,,,,,,,,,,
2016/12/6,,,,,,,,,,,,,,,,,,,,6431.4,6341.8,,6177,,,5960,,,,,,,,,,,,,
2016/12/7,,,,,,,,,,,,,,,,,,,,6488.6,6400.6,,6236,,,6007,,,,,,,,,,,,,
2016/12/8,,,,,,,,,,,,,,,,,,,,6488.8,6394.8,,6231,,,5993,,,,,,,,,,,,,
2016/12/9,,,,,,,,,,,,,,,,,,,,6456,6376.2,,6203,,,5972,,,,,,,,,,,,,
2016/12/12,,,,,,,,,,,,,,,,,,,,6174.6,6065,,5901.8,,,5661.4,,,,,,,,,,,,,
2016/12/13,,,,,,,,,,,,,,,,,,,,6231,6127,,5931.6,,,5721.4,,,,,,,,,,,,,
2016/12/14,,,,,,,,,,,,,,,,,,,,6224,6105.6,,5909,,,5684.6,,,,,,,,,,,,,
2016/12/15,,,,,,,,,,,,,,,,,,,,6262.8,6150.2,,5965.8,,,5736,,,,,,,,,,,,,
2016/12/16,,,,,,,,,,,,,,,,,,,,6313,6204.4,,6015.6,,,5786.8,,,,,,,,,,,,,
2016/12/19,,,,,,,,,,,,,,,,,,,,,6198,6114,6010.2,,,5765.2,,,,,,,,,,,,,
2016/12/20,,,,,,,,,,,,,,,,,,,,,6183.8,6091.4,6002.6,,,5760.8,,,,,,,,,,,,,
2016/12/21,,,,,,,,,,,,,,,,,,,,,6256.6,6171,6086.6,,,5858.2,,,,,,,,,,,,,
2016/12/22,,,,,,,,,,,,,,,,,,,,,6235,6142,6075,,,5860,,,,,,,,,,,,,
2016/12/23,,,,,,,,,,,,,,,,,,,,,6209.8,6118.8,6040,,,5822.8,,,,,,,,,,,,,
2016/12/26,,,,,,,,,,,,,,,,,,,,,6219.8,6125.8,6046.6,,,5835,,,,,,,,,,,,,
2016/12/27,,,,,,,,,,,,,,,,,,,,,6216,6129.4,6046,,,5833,,,,,,,,,,,,,
2016/12/28,,,,,,,,,,,,,,,,,,,,,6218,6131.8,6054.8,,,5832,,,,,,,,,,,,,
2016/12/29,,,,,,,,,,,,,,,,,,,,,6215.8,6134.2,6062,,,5849.2,,,,,,,,,,,,,
2016/12/30,,,,,,,,,,,,,,,,,,,,,6210.6,6127,6070.4,,,5892.6,,,,,,,,,,,,,
2017/1/3,,,,,,,,,,,,,,,,,,,,,6275.8,6200,6139,,,5989.2,,,,,,,,,,,,,
2017/1/4,,,,,,,,,,,,,,,,,,,,,6367,6295.8,6236.8,,,6067.4,,,,,,,,,,,,,
2017/1/5,,,,,,,,,,,,,,,,,,,,,6359,6288,6238.2,,,6055.8,,,,,,,,,,,,,
2017/1/6,,,,,,,,,,,,,,,,,,,,,6339,6259.6,6211,,,6034.4,,,,,,,,,,,,,
2017/1/9,,,,,,,,,,,,,,,,,,,,,6373.8,6298,6244.4,,,6087,,,,,,,,,,,,,
2017/1/10,,,,,,,,,,,,,,,,,,,,,6344.6,6264.6,6207.4,,,6046.8,,,,,,,,,,,,,
2017/1/11,,,,,,,,,,,,,,,,,,,,,6297.6,6218.2,6160.2,,,6004,,,,,,,,,,,,,
2017/1/12,,,,,,,,,,,,,,,,,,,,,6238.4,6158,6104,,,5945.4,,,,,,,,,,,,,
2017/1/13,,,,,,,,,,,,,,,,,,,,,6178.4,6106,6059,,,5923.8,,,,,,,,,,,,,
2017/1/16,,,,,,,,,,,,,,,,,,,,,6011.4,5920.4,5846,,,5711.2,,,,,,,,,,,,,
2017/1/17,,,,,,,,,,,,,,,,,,,,,6065,5994.2,5903,,,5743,,,,,,,,,,,,,
2017/1/18,,,,,,,,,,,,,,,,,,,,,6073.8,6001.6,5920,,,5750,,,,,,,,,,,,,
2017/1/19,,,,,,,,,,,,,,,,,,,,,6047,5995,5931.4,,,5774.4,,,,,,,,,,,,,
2017/1/20,,,,,,,,,,,,,,,,,,,,,6118.4,6082.8,6038.4,,,5907.2,,,,,,,,,,,,,
2017/1/23,,,,,,,,,,,,,,,,,,,,,,6114.2,6055.6,,,5925,,,5837.8,,,,,,,,,,
2017/1/24,,,,,,,,,,,,,,,,,,,,,,6123,6060,,,5912.8,,,5812.6,,,,,,,,,,
2017/1/25,,,,,,,,,,,,,,,,,,,,,,6155,6100,,,5944,,,5835,,,,,,,,,,
2017/1/26,,,,,,,,,,,,,,,,,,,,,,6188.8,6120.2,,,5984.8,,,5870,,,,,,,,,,
2017/2/3,,,,,,,,,,,,,,,,,,,,,,6165,6109.8,,,5965.8,,,5853,,,,,,,,,,
2017/2/6,,,,,,,,,,,,,,,,,,,,,,6199.6,6137,,,5972.2,,,5861.4,,,,,,,,,,
2017/2/7,,,,,,,,,,,,,,,,,,,,,,6187.4,6116.8,,,5926.2,,,5810.2,,,,,,,,,,
2017/2/8,,,,,,,,,,,,,,,,,,,,,,6246.6,6174.4,,,5990,,,5862.6,,,,,,,,,,
2017/2/9,,,,,,,,,,,,,,,,,,,,,,6284.8,6210,,,6013,,,5876.8,,,,,,,,,,
2017/2/10,,,,,,,,,,,,,,,,,,,,,,6294.2,6215.2,,,6014.2,,,5870.8,,,,,,,,,,
2017/2/13,,,,,,,,,,,,,,,,,,,,,,6330.2,6252.8,,,6051.4,,,5912.6,,,,,,,,,,
2017/2/14,,,,,,,,,,,,,,,,,,,,,,6332,6253,,,6046,,,5896,,,,,,,,,,
2017/2/15,,,,,,,,,,,,,,,,,,,,,,6289.6,6200.2,,,5975,,,5829,,,,,,,,,,
2017/2/16,,,,,,,,,,,,,,,,,,,,,,6345,6260.4,,,6045,,,5917,,,,,,,,,,
2017/2/17,,,,,,,,,,,,,,,,,,,,,,6313.4,6213,,,6005.4,,,5861.6,,,,,,,,,,
2017/2/20,,,,,,,,,,,,,,,,,,,,,,,6313.8,6234.8,,6102.2,,,5960,,,,,,,,,,
2017/2/21,,,,,,,,,,,,,,,,,,,,,,,6341,6268.8,,6138.2,,,5993,,,,,,,,,,
2017/2/22,,,,,,,,,,,,,,,,,,,,,,,6389.6,6315.4,,6186.2,,,6013.2,,,,,,,,,,
2017/2/23,,,,,,,,,,,,,,,,,,,,,,,6397.6,6325,,6193.8,,,6027,,,,,,,,,,
2017/2/24,,,,,,,,,,,,,,,,,,,,,,,6410.6,6336,,6211.6,,,6046.2,,,,,,,,,,
2017/2/27,,,,,,,,,,,,,,,,,,,,,,,6348,6270.4,,6142,,,5969.2,,,,,,,,,,
2017/2/28,,,,,,,,,,,,,,,,,,,,,,,6376.4,6298.2,,6177.2,,,6005.4,,,,,,,,,,
2017/3/1,,,,,,,,,,,,,,,,,,,,,,,6397.8,6322.2,,6191.8,,,6014.4,,,,,,,,,,
2017/3/2,,,,,,,,,,,,,,,,,,,,,,,6390,6312.8,,6177,,,6003.6,,,,,,,,,,
2017/3/3,,,,,,,,,,,,,,,,,,,,,,,6393,6325,,6195,,,6021,,,,,,,,,,
2017/3/6,,,,,,,,,,,,,,,,,,,,,,,6459.8,6381,,6246,,,6073.6,,,,,,,,,,
2017/3/7,,,,,,,,,,,,,,,,,,,,,,,6465,6381.6,,6244.6,,,6065.4,,,,,,,,,,
2017/3/8,,,,,,,,,,,,,,,,,,,,,,,6449.6,6361.6,,6218.6,,,6034.8,,,,,,,,,,
2017/3/9,,,,,,,,,,,,,,,,,,,,,,,6390.8,6293.6,,6159.4,,,5964.2,,,,,,,,,,
2017/3/10,,,,,,,,,,,,,,,,,,,,,,,6410.4,6317.2,,6157,,,5958,,,,,,,,,,
2017/3/13,,,,,,,,,,,,,,,,,,,,,,,6484.6,6393.2,,6245.8,,,6049.6,,,,,,,,,,
2017/3/14,,,,,,,,,,,,,,,,,,,,,,,6470,6381.2,,6226.2,,,6032.8,,,,,,,,,,
2017/3/15,,,,,,,,,,,,,,,,,,,,,,,6466.4,6376,,6228.4,,,6024.2,,,,,,,,,,
2017/3/16,,,,,,,,,,,,,,,,,,,,,,,6539,6469.4,,6340,,,6142,,,,,,,,,,
2017/3/17,,,,,,,,,,,,,,,,,,,,,,,6527.6,6410,,6278,,,6092.4,,,,,,,,,,
2017/3/20,,,,,,,,,,,,,,,,,,,,,,,,6427,6359.8,6295.2,,,6106.2,,,,,,,,,,
2017/3/21,,,,,,,,,,,,,,,,,,,,,,,,6445,6374.8,6315,,,6139,,,,,,,,,,
2017/3/22,,,,,,,,,,,,,,,,,,,,,,,,6428.8,6358,6303.4,,,6125.2,,,,,,,,,,
2017/3/23,,,,,,,,,,,,,,,,,,,,,,,,6450,6384.6,6320.2,,,6136.4,,,,,,,,,,
2017/3/24,,,,,,,,,,,,,,,,,,,,,,,,6527.8,6468.2,6410.2,,,6238,,,,,,,,,,
2017/3/27,,,,,,,,,,,,,,,,,,,,,,,,6480.6,6428.2,6377,,,6220.2,,,,,,,,,,
2017/3/28,,,,,,,,,,,,,,,,,,,,,,,,6467.2,6413.4,6366.2,,,6231.2,,,,,,,,,,
2017/3/29,,,,,,,,,,,,,,,,,,,,,,,,6443.6,6397,6347.8,,,6223,,,,,,,,,,
2017/3/30,,,,,,,,,,,,,,,,,,,,,,,,6366.4,6326.8,6286,,,6161,,,,,,,,,,
2017/3/31,,,,,,,,,,,,,,,,,,,,,,,,6380.2,6335,6299.8,,,6180,,,,,,,,,,
2017/4/5,,,,,,,,,,,,,,,,,,,,,,,,6538.6,6495.8,6447.6,,,6328,,,,,,,,,,
2017/4/6,,,,,,,,,,,,,,,,,,,,,,,,6536,6482.4,6444.6,,,6329.2,,,,,,,,,,
2017/4/7,,,,,,,,,,,,,,,,,,,,,,,,6556,6498,6450.6,,,6336.8,,,,,,,,,,
2017/4/10,,,,,,,,,,,,,,,,,,,,,,,,6546,6489,6437,,,6320,,,,,,,,,,
2017/4/11,,,,,,,,,,,,,,,,,,,,,,,,6602.2,6541.4,6492.4,,,6383.6,,,,,,,,,,
2017/4/12,,,,,,,,,,,,,,,,,,,,,,,,6555.8,6503.4,6456.4,,,6351.2,,,,,,,,,,
2017/4/13,,,,,,,,,,,,,,,,,,,,,,,,6610,6557,6504.4,,,6401.2,,,,,,,,,,
2017/4/14,,,,,,,,,,,,,,,,,,,,,,,,6518.8,6464,6409.2,,,6305,,,,,,,,,,
2017/4/17,,,,,,,,,,,,,,,,,,,,,,,,6443.2,6399,6344.8,,,6234,,,,,,,,,,
2017/4/18,,,,,,,,,,,,,,,,,,,,,,,,6422.2,6377.6,6330.4,,,6211.4,,,,,,,,,,
2017/4/19,,,,,,,,,,,,,,,,,,,,,,,,6346.6,6311,6256,,,6156.6,,,,,,,,,,
2017/4/20,,,,,,,,,,,,,,,,,,,,,,,,6347.8,6312.2,6278.8,,,6190,,,,,,,,,,
2017/4/21,,,,,,,,,,,,,,,,,,,,,,,,6315.2,6260.2,6218,,,6130.4,,,,,,,,,,
2017/4/24,,,,,,,,,,,,,,,,,,,,,,,,,6108.4,6075.8,,,5990,,,5927.8,,,,,,,
2017/4/25,,,,,,,,,,,,,,,,,,,,,,,,,6128,6093.6,,,6013.4,,,5933.4,,,,,,,
2017/4/26,,,,,,,,,,,,,,,,,,,,,,,,,6142,6111.8,,,6034.8,,,5964.2,,,,,,,
2017/4/27,,,,,,,,,,,,,,,,,,,,,,,,,6160,6126.2,,,6060,,,5989,,,,,,,
2017/4/28,,,,,,,,,,,,,,,,,,,,,,,,,6180.4,6140,,,6075,,,6000.2,,,,,,,
2017/5/2,,,,,,,,,,,,,,,,,,,,,,,,,6176,6135.6,,,6054.8,,,5974.6,,,,,,,
2017/5/3,,,,,,,,,,,,,,,,,,,,,,,,,6156.2,6116,,,6025.4,,,5945.4,,,,,,,
2017/5/4,,,,,,,,,,,,,,,,,,,,,,,,,6123.6,6083.8,,,5991,,,5923,,,,,,,
2017/5/5,,,,,,,,,,,,,,,,,,,,,,,,,6057.8,6015,,,5910.6,,,5866.4,,,,,,,
2017/5/8,,,,,,,,,,,,,,,,,,,,,,,,,5951.2,5908,,,5805,,,5737.8,,,,,,,
2017/5/9,,,,,,,,,,,,,,,,,,,,,,,,,5987,5938.4,,,5839.2,,,5764.4,,,,,,,
2017/5/10,,,,,,,,,,,,,,,,,,,,,,,,,5842.2,5791,,,5688,,,5620.2,,,,,,,
2017/5/11,,,,,,,,,,,,,,,,,,,,,,,,,5827.2,5780,,,5656.2,,,5594.4,,,,,,,
2017/5/12,,,,,,,,,,,,,,,,,,,,,,,,,5827.2,5771.4,,,5649.6,,,5579.8,,,,,,,
2017/5/15,,,,,,,,,,,,,,,,,,,,,,,,,5876.8,5826.8,,,5690,,,5600,,,,,,,
2017/5/16,,,,,,,,,,,,,,,,,,,,,,,,,6009.8,5973.6,,,5850,,,5765,,,,,,,
2017/5/17,,,,,,,,,,,,,,,,,,,,,,,,,6020,5981.6,,,5871,,,5778,,,,,,,
2017/5/18,,,,,,,,,,,,,,,,,,,,,,,,,5960.2,5920,,,5817,,,5720.4,,,,,,,
2017/5/19,,,,,,,,,,,,,,,,,,,,,,,,,5964,5913.6,,,5807.2,,,5718.8,,,,,,,
2017/5/22,,,,,,,,,,,,,,,,,,,,,,,,,,5828.6,5779,,5702,,,5608.2,,,,,,,
2017/5/23,,,,,,,,,,,,,,,,,,,,,,,,,,5716,5678.6,,5593.2,,,5511.2,,,,,,,
2017/5/24,,,,,,,,,,,,,,,,,,,,,,,,,,5759,5719.2,,5639.6,,,5558.8,,,,,,,
2017/5/25,,,,,,,,,,,,,,,,,,,,,,,,,,5810.6,5773.4,,5702,,,5618.2,,,,,,,
2017/5/26,,,,,,,,,,,,,,,,,,,,,,,,,,5814.6,5773,,5698.6,,,5620,,,,,,,
2017/5/31,,,,,,,,,,,,,,,,,,,,,,,,,,5772.6,5729.8,,5664.2,,,5589.4,,,,,,,
2017/6/1,,,,,,,,,,,,,,,,,,,,,,,,,,5667,5623,,5554.8,,,5482.6,,,,,,,
2017/6/2,,,,,,,,,,,,,,,,,,,,,,,,,,5753.2,5712,,5641,,,5549.8,,,,,,,
2017/6/5,,,,,,,,,,,,,,,,,,,,,,,,,,5775,5734.4,,5665.8,,,5575.4,,,,,,,
2017/6/6,,,,,,,,,,,,,,,,,,,,,,,,,,5807.2,5767.4,,5686.8,,,5595.8,,,,,,,
2017/6/7,,,,,,,,,,,,,,,,,,,,,,,,,,5952,5913.8,,5832.2,,,5738,,,,,,,
2017/6/8,,,,,,,,,,,,,,,,,,,,,,,,,,5940,5893.4,,5820.8,,,5730,,,,,,,
2017/6/9,,,,,,,,,,,,,,,,,,,,,,,,,,5964.4,5920,,5850,,,5748.2,,,,,,,
2017/6/12,,,,,,,,,,,,,,,,,,,,,,,,,,5882.2,5840.2,,5762,,,5666.8,,,,,,,
2017/6/13,,,,,,,,,,,,,,,,,,,,,,,,,,5955.4,5913.2,,5838.6,,,5743,,,,,,,
2017/6/14,,,,,,,,,,,,,,,,,,,,,,,,,,5956.6,5918.8,,5832,,,5740.6,,,,,,,
2017/6/15,,,,,,,,,,,,,,,,,,,,,,,,,,6008.4,5964.2,,5892,,,5790,,,,,,,
2017/6/16,,,,,,,,,,,,,,,,,,,,,,,,,,6015,5957.6,,5878.6,,,5774.6,,,,,,,
2017/6/19,,,,,,,,,,,,,,,,,,,,,,,,,,,6006,5968.2,5927.4,,,5823.6,,,,,,,
2017/6/20,,,,,,,,,,,,,,,,,,,,,,,,,,,6029.4,5981.6,5944.6,,,5840.2,,,,,,,
2017/6/21,,,,,,,,,,,,,,,,,,,,,,,,,,,6034,5989,5950.8,,,5850.4,,,,,,,
2017/6/22,,,,,,,,,,,,,,,,,,,,,,,,,,,5944.8,5908.4,5868.4,,,5771.2,,,,,,,
2017/6/23,,,,,,,,,,,,,,,,,,,,,,,,,,,5953.2,5911,5870,,,5776,,,,,,,
2017/6/26,,,,,,,,,,,,,,,,,,,,,,,,,,,6085.8,6050.4,6008.8,,,5901.6,,,,,,,
2017/6/27,,,,,,,,,,,,,,,,,,,,,,,,,,,6061,6031.2,5990.4,,,5887,,,,,,,
2017/6/28,,,,,,,,,,,,,,,,,,,,,,,,,,,6048,6007.8,5977.6,,,5868,,,,,,,
2017/6/29,,,,,,,,,,,,,,,,,,,,,,,,,,,6074.4,6035.4,5993.6,,,5884,,,,,,,
2017/6/30,,,,,,,,,,,,,,,,,,,,,,,,,,,6097.2,6052.8,6013,,,5900,,,,,,,
2017/7/3,,,,,,,,,,,,,,,,,,,,,,,,,,,6146,6100,6059,,,5943,,,,,,,
2017/7/4,,,,,,,,,,,,,,,,,,,,,,,,,,,6119,6074.6,6033.2,,,5912.2,,,,,,,
2017/7/5,,,,,,,,,,,,,,,,,,,,,,,,,,,6161.4,6120.6,6076,,,5957,,,,,,,
2017/7/6,,,,,,,,,,,,,,,,,,,,,,,,,,,6146.4,6106.6,6061.4,,,5946.8,,,,,,,
2017/7/7,,,,,,,,,,,,,,,,,,,,,,,,,,,6183.2,6137.2,6104,,,5997.4,,,,,,,
2017/7/10,,,,,,,,,,,,,,,,,,,,,,,,,,,6165,6116.2,6073.8,,,5955.2,,,,,,,
2017/7/11,,,,,,,,,,,,,,,,,,,,,,,,,,,6108.4,6058.8,6009.6,,,5895.8,,,,,,,
2017/7/12,,,,,,,,,,,,,,,,,,,,,,,,,,,6085.4,6041.2,5975.2,,,5865.4,,,,,,,
2017/7/13,,,,,,,,,,,,,,,,,,,,,,,,,,,6108.2,6060.8,6004.4,,,5888.2,,,,,,,
2017/7/14,,,,,,,,,,,,,,,,,,,,,,,,,,,6093.4,6042.6,5987,,,5871.2,,,,,,,
2017/7/17,,,,,,,,,,,,,,,,,,,,,,,,,,,5825.6,5782.4,5729.6,,,5647.4,,,,,,,
2017/7/18,,,,,,,,,,,,,,,,,,,,,,,,,,,5899,5846.6,5790.8,,,5685.8,,,,,,,
2017/7/19,,,,,,,,,,,,,,,,,,,,,,,,,,,6033.2,5976,5921.2,,,5806,,,,,,,
2017/7/20,,,,,,,,,,,,,,,,,,,,,,,,,,,6074,6013.6,5961.4,,,5835,,,,,,,
2017/7/21,,,,,,,,,,,,,,,,,,,,,,,,,,,6123,6041.2,5985,,,5862,,,,,,,
2017/7/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,6083.8,6024.2,,,5894.8,,,5796.6,,,,
2017/7/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,6081.2,6021.8,,,5887,,,5787.8,,,,
2017/7/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,6070,6010,,,5862,,,5754.6,,,,
2017/7/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,6129.4,6075,,,5923,,,5819.8,,,,
2017/7/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,6185.2,6135.6,,,5988,,,5883,,,,
