,IC1505.CFE,IC1506.CFE,IC1507.CFE,IC1508.CFE,IC1509.CFE,IC1510.CFE,IC1511.CFE,IC1512.CFE,IC1601.CFE,IC1602.CFE,IC1603.CFE,IC1604.CFE,IC1605.CFE,IC1606.CFE,IC1607.CFE,IC1608.CFE,IC1609.CFE,IC1610.CFE,IC1611.CFE,IC1612.CFE,IC1701.CFE,IC1702.CFE,IC1703.CFE,IC1704.CFE,IC1705.CFE,IC1706.CFE,IC1707.CFE,IC1708.CFE,IC1709.CFE,IC1710.CFE,IC1711.CFE,IC1712.CFE,IC1801.CFE,IC1802.CFE,IC1803.CFE,IC1806.CFE,IC1804.CFE,IC1805.CFE,IC1809.CFE
2017/7/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,6265.6,6215,,,6079.2,,,5975.2,,,,
2017/8/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6247.6,6193.8,,,6066.4,,,5962.6,,,,
2017/8/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6225.4,6183,,,6039.4,,,5939.8,,,,
2017/8/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6233.8,6191.2,,,6061.4,,,5955.2,,,,
2017/8/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6185.2,6143.6,,,6018.8,,,5913.6,,,,
2017/8/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,6280,6230,,,6100.8,,,5993,,,,
2017/8/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,6272.2,6226,,,6093.6,,,5991.4,,,,
2017/8/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,6317.4,6267.4,,,6127.4,,,6032,,,,
2017/8/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,6251,6199,,,6063.6,,,5963,,,,
2017/8/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,6139.2,6099.2,,,5957.6,,,5858.6,,,,
2017/8/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,6286.4,6238,,,6102.6,,,5985,,,,
2017/8/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6292.8,6243.2,,,6116.4,,,5997,,,,
2017/8/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.6,6259.8,,,6122.8,,,6009.8,,,,
2017/8/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,6365.8,6319.4,,,6175,,,6058,,,,
2017/8/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,6349.8,6286.6,,,6153,,,6039,,,,
2017/8/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6358.8,6311,,6211.4,,,6100.4,,,,
2017/8/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6336,6290,,6200.8,,,6087.4,,,,
2017/8/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6285.2,6241,,6149.2,,,6052.4,,,,
2017/8/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6248.6,6200.2,,6112.2,,,6009.6,,,,
2017/8/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6327.2,6285.2,,6204.6,,,6110.4,,,,
2017/8/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6417.8,6376.8,,6295.8,,,6198.8,,,,
2017/8/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6389.8,6343.4,,6275.8,,,6179,,,,
2017/8/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6433.6,6390.6,,6315.8,,,6210,,,,
2017/8/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6464.2,6419.8,,6337.2,,,6230.6,,,,
2017/9/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528.6,6489.2,,6402.6,,,6317,,,,
2017/9/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6548.6,6507.2,,6428.2,,,6321.2,,,,
2017/9/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6569.2,6525.4,,6436.6,,,6335.6,,,,
2017/9/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6593.6,6551,,6466.6,,,6364.8,,,,
2017/9/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6549.4,6507.8,,6428.8,,,6327.4,,,,
2017/9/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6553.2,6512.8,,6421.2,,,6312,,,,
2017/9/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6661.8,6618.8,,6533.6,,,6424.2,,,,
2017/9/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6646.6,6603.6,,6522,,,6447.6,,,,
2017/9/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6681.6,6639,,6564.8,,,6465.6,,,,
2017/9/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6681.4,6639.4,,6558.2,,,6455.8,,,,
2017/9/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6629.2,6588,,6525.6,,,6419.2,,,,
2017/9/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6678.4,6641.6,6606.6,,,6508,,,,
2017/9/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600.6,6569.8,6542,,,6472,,,,
2017/9/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6668.6,6641.2,6618.2,,,6549,,,,
2017/9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6594.6,6560,6535,,,6470.2,,,,
2017/9/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6532.2,6491.4,6470,,,6412,,,,
2017/9/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6440.8,6400,6369.6,,,6311.8,,,,
2017/9/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6485,6451,6415.2,,,6353,,,,
2017/9/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6560,6528.6,6499.8,,,6438,,,,
2017/9/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6552,6522.8,6492,,,6438,,,,
2017/9/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6598.2,6570,6539,,,6485,,,,
2017/10/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6684.2,6655.4,6634,,,6565.6,,,,
2017/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6717,6690,6661.6,,,6608.4,,,,
2017/10/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6660.8,6630,6606,,,6562.6,,,,
2017/10/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6650.2,6619,6598.2,,,6548.6,,,,
2017/10/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6722,6684.6,6662,,,6606.4,,,,
2017/10/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6606.6,6577.2,6547.2,,,6500.8,,,,
2017/10/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6591.8,6560.6,6531,,,6470,,,,
2017/10/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6542.8,6505,6468,,,6409,,,,
2017/10/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6497,6460,6426.2,,,6366.8,,,,
2017/10/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6548,6530,6504.8,,,6439.8,,,,
2017/10/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6576.2,6537.6,,,6470.4,6413.6,,,
2017/10/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6560.8,6520,,,6443,6387,,,
2017/10/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6599.8,6559.4,,,6481.6,6427.8,,,
2017/10/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6622.6,6584.4,,,6514,6465.4,,,
2017/10/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6601.4,6561.6,,,6493.2,6438.6,,,
2017/10/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6468.2,6424,,,6349.6,6308.6,,,
2017/10/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6507.6,6470,,,6395.8,6328,,,
2017/11/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6481,6437,,,6371.4,6315,,,
2017/11/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6440,6402,,,6319.8,6263.6,,,
2017/11/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6362,6321.6,,,6230,6183.8,,,
2017/11/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6475,6426.6,,,6331.4,6265,,,
2017/11/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6514.4,6474,,,6375,6304,,,
2017/11/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6541,6503,,,6403,6329,,,
2017/11/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600.4,6561.4,,,6451.4,6391.2,,,
2017/11/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6619.6,6581.8,,,6492.2,6422,,,
2017/11/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6654,6615,,,6520,6455,,,
2017/11/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6591.2,6549.8,,,6458,6389,,,
2017/11/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6527,6481.8,,,6372.8,6318.8,,,
2017/11/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6556,6506.8,,,6406.2,6326,,,
2017/11/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6433,6323.6,,,6230,6158,,,
2017/11/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6389.6,6355.8,,6300.2,6211.4,,,
2017/11/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6418,6380,,6319,6238,,,
2017/11/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6375.2,6350,,6280.6,6215,,,
2017/11/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6208.2,6166.2,,6112.4,6041.2,,,
2017/11/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227,6181.2,,6132.4,6055,,,
2017/11/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6136,6100.8,,6051.8,5995.8,,,
2017/11/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6262.4,6225.8,,6172.4,6105.6,,,
2017/11/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6273.2,6240.4,,6186,6107,,,
2017/11/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200,6163.2,,6118.4,6054.2,,,
2017/12/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6279,6254,,6185.8,6100,,,
2017/12/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6233.8,6200.6,,6138,6070,,,
2017/12/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6098,6062.4,,6009.6,5916.8,,,
2017/12/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6132,6095,,6038,5951,,,
2017/12/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6085.6,6053.6,,5983,5896.2,,,
2017/12/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6174,6133,,6069.6,5980.2,,,
2017/12/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6270.6,6235,,6158.2,6068.8,,,
2017/12/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6226.8,6186.8,,6118.6,6023.4,,,
2017/12/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6273.8,6240,,6168.8,6067,,,
2017/12/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6284,6251.8,,6172.2,6083,,,
2017/12/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6233.6,6207,,6125.8,6015.2,,,
2017/12/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6161.8,6121.2,6094.8,6007,,,
2017/12/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6234,6198,6171.4,6080,,,
2017/12/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6158.4,6119.8,6099,6019.8,,,
2017/12/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227,6190.2,6168,6093,,,
2017/12/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6243.2,6210.8,6183.8,6108.6,,,
2017/12/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162,6127.4,6103,6030.4,,,
2017/12/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6219.4,6180.8,6158.8,6090.6,,,
2017/12/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6156.2,6123.8,6103.8,6037,,,
2017/12/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6206,6184.6,6151.6,6091.4,,,
2017/12/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6280.8,6286.2,6253.6,6166.6,,,
2018/1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6345,6329,6305,6264.4,,,
2018/1/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6388.2,6362,6344.4,6306,,,
2018/1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406.8,6380.2,6356.6,6307.4,,,
2018/1/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.8,6367.4,6344.4,6293.8,,,
2018/1/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6433,6400.2,6385,6319.4,,,
2018/1/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6435,6405,6380.2,6315,,,
2018/1/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406.6,6380,6358.8,6290,,,
2018/1/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6423.2,6392,6371,6295,,,
2018/1/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6401.2,6371.8,6341.4,6271.8,,,
2018/1/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6273,6235.8,6216,6161,,,
2018/1/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6285.6,6253.4,6225,6176.8,,,
2018/1/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6250,6223.4,6195,6146.2,,,
2018/1/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6285.6,6259.8,6232,6174,,,
2018/1/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6281,6232,6208.2,6156,,,
2018/1/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6348.6,6325.4,6268,,,6223.8
2018/1/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6345.8,6327.8,6275.6,,,6223.8
2018/1/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6409.6,6390,6360.6,,,6322
2018/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6387,6374.8,6351,,,6335.8
2018/1/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6397,6388.4,6358,,,6336.4
2018/1/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6312.2,6293.2,6254.4,,,6239.8
2018/1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6302.8,6282,6248.4,,,6223
2018/1/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6186.6,6156,6123,,,6085
2018/2/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5970,5950.8,5908.6,,,5902
2018/2/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986.2,5959.4,5912,,,5882
2018/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5979.8,5951,5888.6,,,5851.2
2018/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5686.8,5666,5600,,,5584
2018/2/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5663,5636,5588.8,,,5533.8
2018/2/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5747,5719,5662,,,5620
2018/2/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5504,5486.2,5425,,,5370
2018/2/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5661,5637.8,5562.4,,,5536.8
2018/2/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5713.8,5688,5621.6,,,5583.8
2018/2/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730,5708,5646.2,,,5598.6
2018/2/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5866,5825,5739.2,,,5695
2018/2/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5833.4,5741.4,5802,,5694.4
2018/2/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.6,5916.8,5970.4,,5835.4
2018/2/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5979.6,5894.2,5951.4,,5830
2018/2/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5983.4,5895.8,5950,,5813.2
2018/3/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6057.8,5967.8,6030,,5898
2018/3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035.2,5940,5992,,5849.2
2018/3/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6019.2,5925,5985.4,,5827.2
2018/3/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6111.8,6017.8,6080.4,,5920.4
2018/3/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6031,5932,5988.4,,5833
2018/3/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6095.4,6003.4,6053.4,,5913
2018/3/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6198.8,6101.2,6162,,6005.8
2018/3/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6275.4,6191.2,6245.2,,6095.2
2018/3/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6241,6143.2,6202,,6054.4
2018/3/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6177,6070,6135.2,,5973.2
2018/3/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6172,6053.4,6124.6,,5961.6
2018/3/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6174.2,6002.6,6084.6,,5907.6
2018/3/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5993.6,6080.4,6044.8,5895
2018/3/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6014,6103.2,6060,5914.4
2018/3/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5956,6040,6008.2,5849.4
2018/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5948,6037.4,5989,5846.6
2018/3/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5561.2,5665.6,5646.2,5489.8
2018/3/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5757,5846,5803,5644.4
2018/3/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5923.2,6005.6,5957.2,5803
2018/3/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5826,5915.2,5874.8,5720
2018/3/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5918.8,6012,5970.8,5817.8
2018/3/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6015,6101,6059.8,5910
2018/4/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5999.2,6075,6042,5904.8
2018/4/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935.8,6023.4,5979.6,5856
