,IH1505.CFE,IH1506.CFE,IH1507.CFE,IH1508.CFE,IH1509.CFE,IH1510.CFE,IH1511.CFE,IH1512.CFE,IH1601.CFE,IH1602.CFE,IH1603.CFE,IH1604.CFE,IH1605.CFE,IH1606.CFE,IH1607.CFE,IH1608.CFE,IH1609.CFE,IH1610.CFE,IH1611.CFE,IH1612.CFE,IH1701.CFE,IH1702.CFE,IH1703.CFE,IH1704.CFE,IH1705.CFE,IH1706.CFE,IH1707.CFE,IH1708.CFE,IH1709.CFE,IH1710.CFE,IH1711.CFE,IH1712.CFE,IH1801.CFE,IH1802.CFE,IH1803.CFE,IH1804.CFE,IH1805.CFE,IH1806.CFE,IH1809.CFE
2015-05-18,,2969.4,2954.0,,2964.4,,,3014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,3143.0,3128.2,,3145.0,,,3192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,3145.2,3129.0,,3146.6,,,3196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,3191.4,3179.0,,3202.0,,,3246.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,3303.0,3295.0,,3315.0,,,3366.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,3413.6,3409.0,,3435.0,,,3486.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,3417.8,3422.8,,3453.8,,,3515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,3396.8,3392.0,,3429.0,,,3486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,3164.6,3152.0,,3184.0,,,3238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,3118.6,3112.6,,3140.6,,,3212.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,3336.0,3336.4,,3368.2,,,3436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,3295.6,3307.0,,3332.2,,,3399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,3244.8,3251.0,,3291.6,,,3354.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,3373.2,3368.0,,3404.2,,,3480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,3304.8,3304.8,,3326.8,,,3393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,3535.0,3550.0,,3556.0,,,3625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,3415.8,3425.8,,3452.8,,,3515.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,3365.0,3379.4,,3390.6,,,3468.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,3361.0,3380.2,,3392.6,,,3456.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,3405.2,3427.0,,3442.4,,,3497.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,3263.8,3276.2,,3302.4,,,3357.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,3193.4,3207.2,,3229.8,,,3292.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,3205.4,3221.6,,3251.4,,,3311.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,3085.4,3103.6,,3129.0,,,3174.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,2993.0,2860.0,,2885.6,,,2899.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,2982.6,3003.6,3023.8,,,3085.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,3044.2,3050.8,3083.2,,,3139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,2919.2,2931.6,2950.0,,,2986.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,2690.0,2706.0,2720.0,,,2769.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,2654.8,2674.2,2688.6,,,2751.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,2847.8,2878.6,2882.8,,,2933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,2696.2,2709.8,2725.0,,,2753.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,2740.4,2740.6,2760.0,,,2805.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,2596.0,2611.6,2625.4,,,2677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,2756.8,2758.0,2781.6,,,2826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,2747.0,2720.0,2726.0,,,2752.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,2500.2,2480.8,2490.8,,,2512.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,2751.4,2706.0,2701.0,,,2723.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,2853.0,2809.8,2780.0,,,2805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,2799.0,2772.6,2757.0,,,2773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,2712.6,2660.6,2634.4,,,2623.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,2708.0,2614.8,2591.2,,,2585.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,2760.6,2692.4,2663.2,,,2674.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,2792.2,2742.0,2704.8,,,2703.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,2690.4,2658.0,,,2653.0,,,2666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,2666.0,2619.2,,,2618.2,,,2636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,2632.6,2585.0,,,2577.6,,,2588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,2745.8,2709.6,,,2702.0,,,2706.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,2666.2,2632.4,,,2623.0,,,2611.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,2435.0,2399.0,,,2378.0,,,2385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,2422.4,2390.0,,,2360.0,,,2363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,2478.4,2445.2,,,2420.8,,,2416.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,2410.4,2372.6,,,2348.0,,,2349.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,2412.2,2369.0,,,2327.4,,,2363.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,2405.2,2337.6,,,2271.4,,,2279.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,2483.6,2422.0,,,2364.0,,,2366.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,2448.8,2397.4,,,2323.0,,,2313.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,2439.6,2393.6,,,2323.2,,,2334.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,2464.8,2437.6,,,2399.6,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,2575.4,2546.0,,,2513.0,,,2516.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,2562.4,2534.0,,,2500.6,,,2525.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,2548.0,2520.8,,,2483.4,,,2490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,2553.2,2524.0,,,2485.4,,,2512.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,2549.2,2506.4,,,2457.0,,,2478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,2502.6,2459.2,,,2405.0,,,2410.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,2402.6,2336.0,,,2247.0,,,2238.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,2391.0,2340.6,,,2275.6,,,2266.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,2357.0,2283.0,,,2217.0,,,2208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,2300.8,2224.4,,,2158.0,,,2137.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,2005.2,2005.2,,1943.6,,,1931.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,1809.8,1804.8,,1750.2,,,1740.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,1829.6,1785.0,,1758.8,,,1755.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,2034.2,2004.8,,1965.6,,,1958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,2073.0,2008.0,,2001.8,,,2026.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,2052.8,2012.0,,1968.8,,,1964.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,2036.0,1956.4,,1891.0,,,1861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,2007.8,1928.6,,1827.0,,,1804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,2052.4,1985.4,,1882.0,,,1875.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,2170.4,2133.0,,2069.8,,,2020.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,2177.8,2136.6,,2110.0,,,2090.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,2181.6,2123.2,,2082.0,,,2070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,2176.2,2123.8,,2062.2,,,2048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,2134.0,2057.6,,1976.4,,,1963.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,2160.0,2094.4,,1989.6,,,1965.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,2243.6,2200.4,,2111.6,,,2073.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,2195.2,2155.0,,2071.6,,,2044.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,2207.6,2151.0,,2084.2,,,2058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,2185.6,2150.2,2125.8,,,2098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,2194.2,2162.0,2138.6,,,2107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,2139.2,2111.4,2077.0,,,2054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,2153.0,2115.8,2091.8,,,2069.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,2131.0,2097.8,2065.8,,,2031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,2136.2,2094.6,2069.6,,,2032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,2094.2,2050.0,2023.6,,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,2112.6,2081.0,2042.4,,,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,2171.0,2150.0,2109.8,,,2083.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,2207.4,2179.0,2146.4,,,2116.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,2276.2,2253.0,2217.0,,,2181.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,2262.0,2241.8,2209.0,,,2182.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,2240.0,2215.4,2190.6,,,2159.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,2297.0,2287.0,2262.2,,,2238.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,2316.6,2291.0,2272.6,,,2245.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,2263.2,2239.4,,,2206.0,,,2190.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,2298.0,2264.2,,,2223.8,,,2190.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,2251.0,2215.8,,,2174.6,,,2107.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,2291.0,2256.6,,,2219.6,,,2185.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,2320.0,2292.6,,,2249.6,,,2219.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,2316.4,2290.0,,,2263.0,,,2212.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,2314.8,2292.2,,,2253.8,,,2223.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,2279.0,2249.4,,,2222.8,,,2200.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,2287.4,2261.0,,,2225.0,,,2205.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,2286.2,2263.8,,,2225.0,,,2216.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,2266.6,2243.8,,,2208.2,,,2180.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,2251.0,2228.0,,,2195.0,,,2170.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,2367.2,2351.0,,,2309.8,,,2295.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,2424.0,2402.0,,,2362.0,,,2341.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,2486.8,2472.0,,,2429.0,,,2401.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,2507.0,2482.2,,,2476.0,,,2460.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,2497.0,2473.6,,,2452.6,,,2448.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,2498.4,2479.4,,,2462.0,,,2428.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,2462.0,2440.8,,,2418.0,,,2409.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,2436.2,2414.4,,,2391.6,,,2375.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,2433.4,2413.4,,,2366.0,,,2372.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,2418.0,2383.0,,,2355.4,,,2345.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,2425.0,2383.0,,,2340.2,,,2331.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,2471.6,2438.6,,,2393.8,,,2358.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,2468.6,2413.2,,,2363.0,,,2340.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,2409.2,2382.8,,2344.6,,,2316.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,2405.0,2381.6,,2348.4,,,2302.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,2430.0,2396.4,,2360.0,,,2333.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,2415.0,2388.0,,2358.2,,,2342.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,2318.0,2284.0,,2255.0,,,2227.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,2306.0,2284.8,,2261.0,,,2233.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,2321.8,2289.0,,2255.0,,,2223.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,2448.0,2418.4,,2389.0,,,2359.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,2438.2,2409.6,,2375.6,,,2347.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,2378.0,2348.2,,2312.6,,,2282.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,2368.0,2337.0,,2299.0,,,2273.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,2337.0,2307.8,,2270.2,,,2220.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,2352.0,2319.2,,2268.4,,,2230.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,2329.0,2299.8,,2247.8,,,2229.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,2340.0,2307.8,,2257.8,,,2214.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,2413.8,2384.8,,2335.0,,,2287.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,2372.6,2341.0,,2282.2,,,2245.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,2374.0,2343.0,,2293.4,,,2241.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,2403.6,2378.2,,2330.4,,,2284.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,2430.2,2397.0,,2347.2,,,2301.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,2466.2,2433.2,2422.8,,,2369.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,2465.0,2441.8,2428.0,,,2383.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,2470.8,2440.2,2429.6,,,2371.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,2458.0,2432.8,2417.2,,,2367.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,2480.8,2449.8,2433.2,,,2384.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,2379.8,2365.0,2331.0,,,2295.2,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,2411.0,2392.0,2370.0,,,2330.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,2404.6,2382.0,2362.6,,,2324.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,2388.8,2368.4,2348.8,,,2305.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,2254.0,2228.0,2210.0,,,2202.6,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,2261.0,2239.2,2219.0,,,2170.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,2288.0,2264.0,2233.0,,,2188.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,2145.8,2132.4,2101.0,,,2074.2,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,2194.2,2161.0,2140.0,,,2090.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,2109.6,2078.6,2056.0,,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,2121.2,2088.6,2068.6,,,2023.8,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,2098.8,2065.0,2045.0,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,2129.0,2087.6,2062.0,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,2079.0,2031.0,2000.8,,,1954.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,2028.0,2001.2,,,1950.0,,,1905.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,2085.0,2057.0,,,1993.8,,,1945.2,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,2039.2,2013.6,,,1944.8,,,1896.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,2000.0,1965.8,,,1892.8,,,1847.8,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,2029.6,2000.6,,,1923.0,,,1842.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,2025.8,1992.6,,,1904.8,,,1833.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,1925.0,1891.8,,,1811.6,,,1755.8,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,1927.0,1890.0,,,1810.6,,,1758.0,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,1899.4,1868.0,,,1797.2,,,1754.8,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,1955.4,1925.8,,,1854.8,,,1803.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,1925.8,1897.8,,,1835.8,,,1790.2,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,1960.6,1935.0,,,1873.8,,,1821.2,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,1940.2,1914.2,,,1859.0,,,1811.6,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,1968.8,1944.0,,,1880.2,,,1822.8,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,1950.0,1927.6,,,1875.6,,,1826.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,1937.0,1909.8,,,1848.6,,,1795.6,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,1988.6,1962.0,,,1901.6,,,1851.6,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,2000.8,1974.6,,,1913.2,,,1861.2,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,2006.8,1975.6,,,1910.8,,,1858.6,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,2002.4,1973.6,,,1911.0,,,1852.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,2017.0,1989.4,,1945.2,,,1882.8,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,1998.2,1967.8,,1921.6,,,1859.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,2010.8,1980.6,,1926.0,,,1857.0,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,1908.4,1882.8,,1828.8,,,1774.2,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,1931.4,1904.0,,1847.8,,,1785.8,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,1905.2,1874.0,,1823.2,,,1764.8,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,1948.0,1918.6,,1861.0,,,1801.8,,,,,,,,,,,,,,,,,,,,,,
