,FB1404.DCE,FB1405.DCE,FB1406.DCE,FB1407.DCE,FB1408.DCE,FB1409.DCE,FB1410.DCE,FB1411.DCE,FB1412.DCE,FB1501.DCE,FB1502.DCE,FB1503.DCE,FB1504.DCE,FB1505.DCE,FB1506.DCE,FB1507.DCE,FB1508.DCE,FB1509.DCE,FB1510.DCE,FB1511.DCE,FB1512.DCE,FB1601.DCE,FB1602.DCE,FB1603.DCE,FB1604.DCE,FB1605.DCE,FB1606.DCE,FB1607.DCE,FB1608.DCE,FB1609.DCE,FB1610.DCE,FB1611.DCE,FB1612.DCE,FB1701.DCE,FB1702.DCE,FB1703.DCE,FB1704.DCE,FB1705.DCE,FB1706.DCE,FB1707.DCE,FB1708.DCE,FB1709.DCE,FB1710.DCE,FB1711.DCE,FB1712.DCE,FB1801.DCE,FB1802.DCE,FB1803.DCE,FB1804.DCE,FB1805.DCE,FB1806.DCE,FB1807.DCE,FB1808.DCE,FB1809.DCE,FB1810.DCE,FB1811.DCE,FB1812.DCE,FB1901.DCE,FB1902.DCE,FB1903.DCE
2014-12-02,,,,,,,,,69.4,62.25,56.85,53.0,56.05,60.85,57.05,51.55,60.95,59.05,60.3,56.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,,,,,,,,,69.4,61.5,56.85,52.6,56.15,60.15,57.05,51.25,60.55,59.15,60.3,56.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,,,,,,,,,69.4,60.55,56.85,51.15,55.1,59.9,57.05,51.2,60.45,59.0,60.3,56.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-05,,,,,,,,,73.45,61.15,55.5,51.7,54.75,59.85,57.05,50.8,59.95,58.5,60.3,55.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,,,,,,,,,77.8,59.05,55.5,51.2,54.55,59.1,57.05,50.55,59.65,58.6,60.3,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,,,,,,,,,77.8,59.7,55.5,51.25,54.15,58.25,55.9,49.55,58.45,57.55,55.5,53.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-10,,,,,,,,,82.45,61.95,57.55,52.05,55.25,59.25,56.6,50.15,59.2,57.75,56.45,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,,,,,,,,,77.9,61.85,57.55,52.1,58.0,59.2,57.0,50.5,59.65,58.45,57.9,55.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-12,,,,,,,,,83.8,62.0,57.55,52.4,57.8,59.55,57.0,50.5,59.7,59.0,57.9,55.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,,,,,,,,,,62.25,57.55,52.4,57.75,59.5,57.0,50.6,59.85,59.0,58.0,55.15,59.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,,,,,,,,,,62.2,57.55,52.8,58.1,59.6,57.1,50.7,60.0,59.0,58.1,55.25,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,,,,,,,,,,60.75,56.75,52.2,57.4,59.35,56.9,50.5,59.75,58.85,58.1,55.25,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,,,,,,,,,,59.45,55.25,51.85,60.25,58.4,56.9,49.9,59.0,57.5,56.85,54.05,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-19,,,,,,,,,,59.65,54.9,51.5,62.3,58.35,54.1,47.45,56.1,58.15,56.9,54.1,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-22,,,,,,,,,,60.95,56.0,51.8,62.45,58.85,54.5,47.8,56.5,58.25,57.35,54.55,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,,,,,,,,,,60.4,55.9,51.35,62.0,58.4,52.0,45.65,59.3,58.45,57.85,55.05,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-24,,,,,,,,,,61.9,56.3,51.5,62.0,59.25,52.35,46.0,57.2,59.2,57.6,54.8,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-25,,,,,,,,,,62.5,57.5,52.05,62.8,59.15,52.5,46.15,60.05,58.95,57.95,55.15,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,,,,,,,,,,62.95,57.5,53.4,63.15,59.2,52.5,46.15,61.5,58.95,57.95,56.45,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,,,,,,,,,,64.1,58.8,53.95,63.15,60.15,55.05,48.35,64.3,59.7,57.95,56.95,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-30,,,,,,,,,,66.0,60.15,54.5,64.35,61.35,57.75,50.7,64.95,60.75,59.7,58.65,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,,,,,,,,,61.85,59.45,53.8,64.35,61.05,60.6,53.2,64.0,60.65,59.2,58.15,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,,,,,,,,,,60.45,56.5,52.8,61.45,61.05,58.8,53.2,63.05,60.6,59.2,58.15,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,,,,,,,,,,60.0,54.05,51.25,59.4,61.2,58.8,53.35,64.35,60.6,59.15,58.1,58.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,,,,,,,,,,60.1,51.4,51.0,56.5,61.3,58.8,53.3,64.35,60.85,59.3,58.25,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,,,,,,,,,,64.2,53.9,52.25,56.55,61.3,58.8,53.35,64.35,60.8,59.3,58.25,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,,,,,,,,,,60.5,51.2,51.3,59.35,60.4,58.0,52.65,64.35,59.95,58.75,57.7,57.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,,,,,,,,,,60.6,51.2,51.25,62.9,60.5,57.7,52.35,64.35,60.1,58.4,57.35,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,,,,,,,,,,61.7,53.7,51.65,63.0,60.45,57.85,52.5,64.35,59.95,58.5,57.45,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,,,,,,,,,,64.5,53.7,51.75,63.0,58.7,56.75,51.5,64.35,58.7,57.8,56.75,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,,,,,,,,,,64.3,51.05,50.2,63.0,59.3,56.5,51.25,64.35,59.15,57.8,56.75,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,,,,,,,,,,60.45,48.5,49.9,63.0,59.05,56.8,51.55,63.9,58.95,57.8,56.75,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-19,,,,,,,,,,,48.5,49.75,63.0,59.1,56.8,51.3,63.6,59.4,57.75,56.7,57.55,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,,,,,,,,,,,48.5,47.5,63.0,58.75,56.8,51.5,63.85,59.05,60.6,59.45,60.35,60.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,,,,,,,,,,,48.5,47.3,63.0,59.2,56.65,51.35,63.65,59.2,57.6,56.55,60.35,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-22,,,,,,,,,,,48.5,47.4,63.0,58.85,56.65,51.35,63.7,59.45,57.6,56.9,60.35,59.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,,,,,,,,,,,48.5,47.65,63.0,59.2,56.65,51.35,63.65,59.7,57.65,54.1,60.35,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,,,,,,,,,,,48.5,47.2,63.0,59.1,54.0,48.9,60.6,60.05,57.7,50.9,60.35,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,,,,,,,,,,,48.5,46.55,62.15,58.85,53.75,48.75,63.0,60.1,57.9,51.1,60.35,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-28,,,,,,,,,,,48.5,46.05,61.45,59.15,53.75,48.75,63.0,59.5,57.35,51.0,60.35,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,,,,,,,,,,,48.5,46.05,61.5,58.8,53.6,48.6,63.0,59.5,57.2,50.85,60.35,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,,,,,,,,,,,48.5,45.5,59.3,58.15,53.6,48.45,62.8,59.45,57.2,50.85,60.35,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,,,,,,,,,,,45.6,44.7,59.3,58.05,53.6,47.95,62.15,59.05,56.8,50.5,59.9,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,,,,,,,,,,,42.9,44.8,59.55,58.65,53.95,48.25,62.55,59.05,57.15,50.5,60.3,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,,,,,,,,,,,42.9,44.75,59.6,58.05,54.35,48.6,62.55,59.85,57.8,50.5,61.0,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,,,,,,,,,,,42.9,45.05,59.6,58.1,53.8,48.15,61.95,59.3,57.55,50.25,60.7,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,,,,,,,,,,,42.9,45.9,60.85,58.05,53.9,48.25,62.1,60.1,58.05,50.7,61.25,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,,,,,,,,,,,42.9,47.15,60.9,58.5,56.15,50.25,62.1,59.3,57.4,50.15,60.75,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,,,,,,,,,,,45.0,46.55,60.55,58.8,56.0,50.25,61.5,59.95,58.0,50.65,61.4,59.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,,,,,,,,,,,45.0,46.45,60.6,58.95,56.0,51.0,63.0,59.95,57.9,50.55,61.25,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,,,,,,,,,,,45.0,46.45,60.6,59.0,56.0,50.5,63.0,59.55,57.9,50.55,61.2,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,,,,,,,,,,,43.95,46.75,63.6,60.1,56.0,51.4,63.2,60.0,58.2,50.8,61.55,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,,,,,,,,,,,,46.0,61.9,60.4,55.0,50.0,63.25,60.3,58.7,51.25,62.1,58.85,60.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,,,,,,,,,,,,45.3,63.0,59.5,54.45,49.0,63.25,58.95,55.8,49.9,60.5,57.3,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,,,,,,,,,,,,44.7,62.75,60.3,54.65,49.2,63.5,59.05,56.0,50.1,60.75,57.3,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,,,,,,,,,,44.1,62.75,60.2,54.8,51.4,63.5,60.7,57.55,51.45,62.4,57.3,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,42.4,60.85,61.3,55.05,51.4,63.5,60.5,57.8,51.45,62.7,57.3,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,,,,,,,,,,42.4,60.05,61.9,55.65,51.4,60.45,61.0,58.25,51.85,63.2,57.3,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,,,,,,,,,,,,43.0,61.0,60.75,55.6,50.8,59.75,61.0,57.6,54.0,65.8,57.3,61.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,,,,,,,,,,,,43.0,61.0,60.6,55.25,50.8,62.6,61.0,60.3,52.0,63.75,57.35,61.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,,,,,,,,,,43.0,61.0,60.45,54.8,49.2,63.9,60.45,57.3,52.3,63.0,56.65,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,,,,,,,,,,,,43.0,60.55,59.05,54.35,48.8,63.1,59.65,56.75,50.15,61.75,56.65,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,,,,,,,,,,,,43.0,61.0,59.1,53.55,48.1,63.1,59.65,55.9,51.25,60.85,55.8,58.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,,,,,,,,,,,,43.0,61.0,58.75,53.55,49.75,63.1,59.5,57.8,50.6,62.9,58.1,58.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,,,,,,,,,,43.0,61.0,58.6,53.55,49.75,63.1,59.5,57.8,49.05,61.0,58.1,58.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,,,,,,,,,,44.0,62.4,58.95,53.55,49.75,63.1,59.15,57.4,49.05,60.55,58.1,58.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,,,,,,,,,,41.8,60.0,58.2,53.3,49.75,63.1,59.2,57.4,49.05,60.6,59.0,58.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,,,,,,,,,,,60.0,58.65,53.0,49.75,63.1,59.1,57.1,48.8,60.25,58.4,58.35,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,,,,,,,,,,,63.0,59.45,53.8,49.75,63.1,59.1,57.95,49.55,61.15,58.4,58.35,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,,,,,,,,,,,,,61.9,59.85,54.25,49.05,63.1,59.1,57.15,48.9,60.3,58.4,58.35,54.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,,,,,,,,,,61.9,59.65,54.35,49.15,61.7,59.7,57.7,49.35,60.9,58.45,58.35,56.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,,,,,,,,,,61.9,60.7,54.85,51.6,61.7,60.55,58.5,49.35,61.75,58.45,58.35,56.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,,,,,,,,,,61.9,61.45,55.65,52.95,62.05,61.25,59.3,50.0,62.6,58.45,58.35,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,,,,,,,,,,61.9,60.85,55.65,52.95,62.05,61.0,59.15,52.5,65.7,58.45,58.35,60.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,,,,,,,,,,,,,62.9,60.55,55.15,52.5,62.05,60.6,58.6,52.0,65.1,58.45,58.35,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,,,,,,,,,,,,,60.0,60.8,55.05,49.9,62.05,60.6,56.4,52.0,62.65,58.45,58.35,56.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,,,,,,,,,,64.0,60.4,55.55,50.5,62.05,60.55,56.4,52.0,62.6,58.45,58.35,56.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,,,,,,,,,,65.45,61.6,55.5,50.5,61.95,60.95,56.4,52.0,62.75,58.45,58.35,56.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,,68.65,61.0,56.0,50.95,65.0,60.3,56.25,52.0,62.55,58.45,58.35,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,,,,,,,,,,72.75,61.45,58.8,53.45,65.0,61.05,56.7,52.4,63.05,58.45,58.35,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,,,,,,,,,,78.55,61.25,59.1,53.75,65.0,61.0,57.0,52.65,63.4,59.15,58.35,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,,,,,,,,,,83.25,58.65,57.45,51.1,68.25,59.75,56.05,51.75,62.35,59.15,58.35,56.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,,,,,,,,,,,88.2,59.45,,,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,,,,,,,,,,95.25,59.9,57.2,50.0,64.6,59.95,53.05,49.0,59.0,59.15,58.35,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,,,,,,,,,,100.8,58.55,56.8,49.6,61.45,58.95,52.2,48.2,58.05,59.15,58.35,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,,,,,,,,,,,106.8,58.8,56.55,49.6,61.15,58.95,51.85,47.85,57.65,59.15,58.35,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,,,,,,,,,,106.8,61.6,57.15,49.85,64.2,59.55,52.3,48.25,58.15,59.15,58.35,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,,,,,,,,,,,106.8,61.4,58.7,52.3,62.55,59.55,52.85,48.75,61.05,59.15,58.35,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,,,,,,,,,,88.75,60.9,58.65,51.8,65.65,60.05,53.6,49.4,61.9,59.15,60.15,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,,,,,,,,,,,,,,61.1,58.85,51.85,65.65,60.05,53.8,49.6,62.15,59.15,57.45,52.7,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,,,,,,,,,,,62.65,59.45,53.0,67.1,60.8,54.95,50.7,63.5,59.15,58.7,53.85,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,,,,,,,,,,,,,,61.35,60.4,52.0,67.1,61.1,55.2,50.7,63.8,59.15,58.95,53.85,56.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,,,,,,,,,,,,,,61.45,58.7,52.0,67.1,61.1,53.35,50.7,61.65,57.15,56.95,52.0,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,,,,,,,,,,,,,,62.45,61.5,53.1,67.1,61.1,54.35,53.2,64.65,59.95,59.75,54.55,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,,,,,,,,,,,,61.95,61.8,53.0,67.1,59.55,53.85,53.2,64.05,59.95,59.5,54.55,57.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,,,,,,,,,,59.5,60.35,53.0,67.1,59.65,53.85,53.2,62.95,59.95,59.5,53.65,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,,,,,,,,,,,,,,59.1,58.9,52.0,66.6,60.75,54.35,53.2,63.55,59.95,59.5,54.15,56.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,,,,,,,,,,,,,,58.7,58.75,52.65,63.5,60.55,54.35,53.2,64.85,59.95,59.5,54.15,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,,,,,,,,,,,,,,58.85,57.6,51.7,63.5,60.35,53.6,53.2,63.9,59.95,59.5,53.4,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,,,,,,,,,,60.95,60.45,52.25,63.5,61.35,56.25,53.2,67.05,59.95,59.5,53.4,60.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,,,,,,,,,,,,,,63.9,63.45,53.0,63.5,61.2,56.25,55.85,70.35,59.95,59.5,56.05,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,,,,,,,,,,,,,,65.0,66.6,54.9,63.55,61.5,56.5,54.0,70.9,61.85,59.5,58.85,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,,,,,,,,,,,,,,68.0,63.6,53.45,60.5,61.2,56.65,56.8,70.15,59.35,58.9,58.8,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,,,,,,,,,,,,,,66.5,63.0,52.1,58.35,61.05,56.65,55.4,69.8,59.35,58.6,57.45,65.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,,,,,,,,,,,,,,60.95,61.2,50.15,59.55,60.9,56.65,55.15,69.5,59.1,58.35,57.2,64.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,,,,,,,,,,,,,,57.3,58.15,47.9,56.8,60.85,56.5,53.25,67.15,59.1,56.35,55.25,62.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,,,,,,,,,,,,,,52.75,55.25,46.0,58.05,60.8,56.5,50.6,64.2,59.1,58.8,55.7,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,,,,,,,,,,,,,,49.6,52.5,48.05,59.2,61.25,56.9,51.25,64.65,59.5,57.25,56.1,63.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,,,,,,,,,,,,,,46.65,49.35,48.05,63.1,61.15,56.9,51.25,64.6,59.5,57.25,56.1,63.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,,,,,,,,,,,,,,45.1,51.8,46.9,62.0,61.05,56.9,51.25,64.6,59.5,57.25,56.1,63.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,,,,,,,,,,,,,,,49.25,48.45,63.5,60.95,56.95,51.25,64.7,59.5,54.5,53.45,60.6,61.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,,,,,,,,,,,,,,,49.25,47.9,63.45,61.15,56.7,51.0,64.4,59.5,57.2,53.2,60.35,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,,,,,,,,,,,,,,,46.8,47.55,63.45,60.6,56.6,51.0,64.25,59.85,59.55,53.85,61.1,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,,,,,,,,,,,,,,,46.8,47.7,63.1,61.3,56.7,51.0,64.4,60.85,57.95,53.95,61.25,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,,,,,,,,,,,,,,,46.8,48.7,63.1,61.05,56.7,51.0,64.4,60.8,57.95,53.95,61.25,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,,,,,,,,,,,,,,,46.8,48.55,62.8,60.5,56.4,50.75,64.05,60.8,57.65,53.65,60.9,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,,,,,,,,,,,,,,,46.8,48.45,62.8,61.05,56.7,51.0,64.4,59.4,56.95,53.0,60.15,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,,,,,,,,,,,,,,,46.8,48.05,62.8,60.75,56.7,51.0,64.2,60.05,56.8,52.85,60.0,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,,,,,,,,,,,,,,,46.8,47.8,62.1,60.4,56.6,50.9,64.05,59.95,56.7,52.75,59.9,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,,,,,,,,,,,,,,,46.8,49.05,61.75,60.6,57.0,50.4,62.2,59.8,56.6,52.65,59.8,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,,,,,,,,,,46.8,48.8,63.4,61.2,57.5,51.85,65.25,62.75,59.4,55.25,62.75,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,,,,,,,,,,,,,,,46.8,48.05,62.6,60.5,57.3,53.95,67.85,65.25,61.8,57.45,65.25,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,,,,,,,,,,,,,,,46.8,48.45,62.7,60.9,57.35,55.0,69.1,66.45,62.9,57.45,66.45,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,,,,,,,,,,,,,,,46.8,48.0,63.0,61.05,57.7,55.3,69.55,63.15,63.3,57.8,66.85,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,,,,,,,,,,,,,,,46.8,47.8,62.4,60.35,57.05,54.7,68.8,62.45,62.6,57.15,66.1,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,,,,,,,,,,,,,,,46.8,47.95,64.95,60.2,56.7,54.35,68.35,62.05,62.2,56.8,65.7,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,,,,,,,,,,,,,,,46.8,48.15,63.25,59.2,55.9,53.6,67.4,61.2,61.35,56.0,64.8,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,,,,,,,,,,,,,,46.8,48.2,61.6,59.35,54.45,52.25,65.65,61.2,59.75,54.55,63.15,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,,,,,,,,,,,,,,46.8,48.1,64.65,59.1,54.25,52.05,65.4,58.9,59.75,52.5,60.8,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,,,,,,,,,,,,,,46.8,48.15,63.15,58.55,54.35,52.15,65.55,58.2,59.75,53.05,62.1,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
