,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,螺纹钢,PVC,天胶,豆一,螺纹钢,沪铝,焦炭,沪金,玻璃,沪金,豆粕,豆粕
1,淀粉,热卷,热卷,沪银,沪镍,棕榈油,热卷,沥青,沪铝,沪金,沥青,铁矿石,铁矿石
2,豆油,沪锌,甲醇,沪铝,玻璃,玻璃,动力煤,豆粕,鸡蛋,螺纹钢,沪铝,天胶,玉米
3,沪铜,沪银,螺纹钢,棉花,甲醇,豆粕,白糖,玉米,豆粕,菜粕,玉米,沪镍,沥青
4,沪金,玻璃,玻璃,甲醇,铁矿石,焦煤,豆粕,棕榈油,PVC,天胶,鸡蛋,豆油,PVC
