,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,菜粕,豆粕,豆粕,焦炭,玉米,鸡蛋,沪锌,动力煤,甲醇,动力煤,玻璃,沪铜,玻璃
1,豆粕,菜粕,菜粕,菜粕,塑料,塑料,铁矿石,沪锌,淀粉,棉花,焦煤,沪锌,沪铜
2,焦煤,动力煤,铁矿石,焦煤,焦煤,PVC,沪金,豆一,玻璃,豆油,白糖,沪铝,沪锌
3,焦炭,沥青,沪镍,豆粕,沥青,沪铜,玻璃,淀粉,热卷,沪镍,沪铜,热卷,沪铝
4,沪锌,焦炭,豆一,沪镍,淀粉,沪锌,淀粉,沪金,豆一,聚丙烯,淀粉,白糖,鸡蛋
